,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600111.SH,X600886.SH,X600362.SH,X600027.SH,X600188.SH,X600021.SH,X600157.SH,X600583.SH,X000883.SZ,X601992.SH,X601158.SH,X000709.SZ,X600309.SH,X600352.SH,X000898.SZ,X000539.SZ,X600489.SH,X000792.SZ,X600547.SH,X000629.SZ,X000825.SZ,X000027.SZ,X002470.SZ,X600808.SH,X000060.SZ,X600660.SH,X002353.SZ,X002075.SZ,X600008.SH,X600549.SH,X000831.SZ,X600863.SH,X600578.SH,X000959.SZ,X000630.SZ,X600307.SH,X002004.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.596659010148812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234751741449504,0,0.107859300649852,0,0,0,0,0,-0.00502506136720923,0,0,0.010456674870099,0,0.0741919818554366,0,0,0,0.0179178037191981,0,0,0,0,0,0,0,0,0.0633940021496993,0,0,0.00140333598292733,0.00651063959655648,0,0,0,0,0,0
X600028.SH,0.70094470149127,0,0,0.0508404174723522,0,0.00988842610439549,0,0,0,0.023829397578192,0,0,0,0,0,0,0,0,0.0110066887960044,0,0,0,0.0411087877493179,0,0,0,0,0,0,0,0,0,0.0564618888572391,0,0.02032012094071,0,0,0,-0.0312016827341942,0,0,0,0,0,0,0,0,0,0.00714162272381677,0,0,-0.00224480669163415,-0.00125980023332116,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0134047761296913,0,0,0.0829401815980241,0.0229967778232315,0.251831898399611,0,0,0,0,0,0,0.0455428971187267,0,0,0.096701143328735,0,0.062885091147921,0,0,0,0,0.116269142220095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00360075800331486,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.107781393090033,0,0,0,0,1.73472347597681e-18,0.107284094873932,0,0,0.0621017760915719,0,0.0892207914049246,0,0.0958778431896223,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.0833763736938986,0,0,0,0,0,0,0,0,0,0,0,0.218438361880227,0,0,0,0,0,0,-0.0104546493026422,0,0,0,0,0,0,0
X600019.SH,0,0,0.0464131298847973,0,0,0,0.011601377669668,0,0,0.289856083069827,0,0,0,0.0923292629472715,0,0,0,0,0,0,0,0,0,0.191666458682281,0,0,0.213139268502276,0,0,0,0,0,0,0,0,0,0.00560220086080229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00419887201513096,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.20346389115562,0,0,0,0,0.0658441357404721,0,0.0969518063362624,0,0,0,0,0.136864786221024,0,0.155916987866769,0.0281527479012152,0.0134460914211056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184428138357707,0,0,0,0,0,0,0,0,0.0267691854853184,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.220208522611406,0,0.103903041725761,0,0,0,0,0,0.121210895475808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441710426248341,0,0,0,-0.0344677140233879,0,0,0,0,0,0,0,0,0,0,0,-0.045262317442525,0.0218290480051944,0,0,0,0,0,0
X600585.SH,0,0,0.318014684356192,0,-4.33680868994202e-19,0,0,0,0,8.67361737988404e-19,0,-0.0100746999017819,0,0.134143639796611,0,0,0,0,0,0.0365083258310169,0,0.132375329491961,0,0,0.0490547670805316,0,0,0,0,0,0,0,0,0,0,-0.0347170056591614,0,0,0,0.0384427071229882,0,0,0,0,0,0,0,0,0,-0.00151773033522177,0,0.00316594470930028,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.103441409989949,0,0,0,0,0,0,0,0,0,0,0.249370108803554,-0.191695681382644,0,0,0,0,0.213163610306584,0,0,0,0,0,0,0.0509564411775094,0,0,-0.0211362615377901,-0.00997200220621791,0,0.0161954624139154,0.0207949198050238,0.173137617620831,0,0,0,0,0.0855843023363607,0,0.0182491942470632,0.046145396351693,0,0,0,0,0,0
X601898.SH,0,0,0.297907443550261,0,0.118001465440456,0,0.0846539818317826,0,0,0,0.0611978806927527,0,0,0,0,0,0,0,0,0,0,0.109629443476629,0.170046628185553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233302504190136,0,0.00273298831067048,0.0451036696430132,0,0,0,0,0,0
X601991.SH,0,0,0,0.323372597695366,0,0,0,0,0,0.316835437776262,0,0,0,0,0,0,0,0.0806183332229415,0,0.0781182601747789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132334548923185,0,0,0,0,0,0,0.0708323964086464,0,0,0.0331706031794259,0.116780509582866,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0
X600688.SH,0,0.389828156054895,0,0,0.0729322010750726,-0.0891244315241784,0,0,0,0,0,0,0,0,0,0,0,-0.0326252913858506,0.0762277641931903,0,0,0,0.470414486275014,0,0,-0.0430790389598965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109149674029757,0,0,0,0,0,0,0,0.104138062755075,0.0851442032340802,0,-0.0260602446432308,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.148986651846202,0,0,0,0,0,0,0,0.0927169853668281,0,0.00574017488113368,0.057418961566696,0,0,0,0,0,0,0,0,0,0,0,0,0.0576044516073676,-1.73472347597681e-18,0,0,0.0662811610728885,0,0,0.0284413995615905,0,0,0.1834974402448,0,0,0,0,0,0,0,0,-0.0172691700787771,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.23687446228252,0.0142576395200509,0.272509795902559,0.131751281109527,0,0,0,0,0.141112084414066,0,0.0384826466180667,0,0.115190212008086,0,0,0,0,0,0,0.0129913052226802,0,0,0,0,0,0,0,0,0,0,0,0,0.0202903297903787,0,0,0,0,0,0,0,0,0,0,0,0,0.00803623860243192,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0716203660582258,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0189091475838768,0,0,0,0.0582599679456773,0,0,0,0,0,0,0.0973012047359524,0,0,0.0270892113828986,0.217872816823893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016244800865434,0,0,0,0,0,0
X600027.SH,0,0,0,0.252301788801055,0,0.22293359906726,0,0,0,0,0,0,0,0.187559459033447,0,0,0,0.0217763140944988,0,0.131200586939492,0,0,0,0,0,0,0,0,0,0,0,0.0089639807072098,0,0,0,0,0,0,0,0,0,0,0,0,0.0655451171521704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0307482074788819,0,0,0.0668166281285031,0,0,0.143561750978243,0,0,0,0,0,0,0,0,0,0,0.071678705915622,0,0,0.0516352615608201,0,0,0.232983279433472,0.0294953451627508,0,0.218417793311676,0,0,0,0.0792792118151291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00804894182902054,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0.0212943536368034,0,0,0,0,0.154597239049981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27728222455051,0,0,0,0.0163429405687756,0,0,0,0.0158809496239634,0,0,0,0,0.377568249515453,0,0,0.115159760645817,0.0865068663247792,0,0,0,0,0,0,0,0.0115740258293521,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,-0.000340782869051816,0,0,0,0,0,0,0.365271257933949,0,0,0,0.176078480042425,0,-0.0667941166103147,0,0,0,0,0,0,0,0,0,0,-1.6940658945086e-21,0,0,0,0,0,0,0,0,0,0.00310961374921172,0,0,-0.0763024844417726,0,-0.0374123840539957,0,8.67361737988404e-19,0,0.00908747048570298,0.055571453960092,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0.0575500259535426,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0901391468647467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572733704494922,0,0,0,0,0.218839156617559,0,0,0,0,0,0,0,-0.00240508353529239,0.0212451209504193,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00728972784831486,-0.0233504078091833,0,0,0,0,0,0,-0.0132394493699307,0,0,0,0,0,0,0,0,0.0363936118914884,0,0,-0.0278520468340563,0,-0.0170723879478229,0,0,0,0,-0.00406656186893491,0,0,0,-0.0219852712510176,0,0,-0.0344461498016338,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.122410852731846,0.109963060807269,0.0657887065123732,0,0,0,0,0,0,0.0359357159172279,0,0,0,0,0,0,0,0.119080857249408,0.163540752922444,0,0,0,0,0.00181048691379954,0.23988326174512,0,0,0,0.0461691960749358,0,0,0,0,0,0,0,0.00612926347240007,0,0,0,0,0,0,-0.0220809827236319,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.0398719627704396,0,0,0,0,0,0,0,0,0,0,0.00655565490875121,0,0,0,0.136110094759606,0,0,0,0,-0.00308968244463396,0,0,0,0,0.0988727175108669,0,0,0,0.0758154257502935,0.356089749572154,0,-0.0588760495588639,0,0,0,0,0,0,0,0,0.00512068096093401,0.0193698832923999,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.0791779066264411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775759213938899,0,0,0,0,0,0,0.149436260806493,0,0,0,0,0.0885714648186165,0,0,0,0.27045338191398,0,0,0,0.0684960099128563,0,0,0,0,0.195508870159478,0,0,0,0,0,0,0,0.0132830139707386,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00704916226023094,0,0,0,0,0,0,0,0,0,0,0,0,0.0721678235174282,0,5.42101086242752e-20,0,0.0129122284238177,0,0.0187749445861832,0.0257582651943216,0,0,0,0.203833543762174,0,0,0,0,0.206484573200052,0,0,0.00365106306743769,0,0,0,0,0,0,0
X600352.SH,0,0,0.190905407923945,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.255814182500344,0,0,0,0,0,0,0.180393457266766,0,0,0,0,0,0.0662590534468235,0,0.171840346488377,0,0.0507778602325846,-0.0143938851553805,0,0,0,0,0,0,0,0,0.00292191562634599,0,0,-0.00406199418135364,-0.042593497158853,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.32138107566505,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.295300738804817,0,0,0,0,0,0,0,0,0.185303734249852,0,0,0,0.0867922329203335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000784900667167975,0.0261146557279019,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0.145487048097056,0,0,0.0368025509427881,0,0,0,0.151121412381456,0,0,0,0.0161744766400076,0,0,0,0.00465216952538607,0,0,0,0,0,0,0,0.134243380887108,0.147280861145702,0,0.0702491105162012,0.0617332297646492,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022406493176211,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.147884712727899,0,0,0,0,0,0,0,0.0489964177296832,0,0,0,0.0172901457541489,0.0276374368913371,0,0,0.0408473331051253,0,0,0,0,0.460966132138472,0,0,0,0,1.73472347597681e-18,0.0989145438510608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00771136385376015,0.0239422315828456,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136079532762166,0,0,0.00939565894700079,0,0,0,0,0,0.0809978140776923,0,0,0,0,0,0.14837220267821,0.0178019216762806,0,0.0752748191032027,0.0600757472560832,0.0437916463232968,0,0,0.0815617487136981,0,0,0,0,0.0957509405178732,0,0,0,0,0,0,0,0.0011142428462364,0,0,0,0,0,0
X600547.SH,0,0,1.73472347597681e-18,0,0,-0.0515083706532042,-0.00155738692053623,0,0,0,0,0,0,0,0,0,0,-0.033795287410392,0,0,0,0,0,0,0,0,0.0471795867903095,0,1.06218487763411,0,0,0,0,0,0,0,0,0.0195536510984916,0,0,0,0,0,0,0,0,0,0,0,-0.0385272763051169,0,0.0118798416014049,0.021589175773319,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0.0599963191761128,0,0,0,0,0,0,0.0369320691209078,0,0,0,0.0486228911240563,0,0,0,0.32209959335122,0,0,0.0748527807378149,0,0,0,0,0,0.0626561370839988,0,0,0.0472137486989022,0.154165312027036,0.0289334836000553,0,0,0,0,0,0.140582746912715,0.0776158383464247,0,0,0,0.0146683829715372,0,0,-0.00225007402336897,0.0108726766026312,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0.0402757937279745,0,0,0,0.0496304474922195,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.215740999809963,0,0,0.066508523068166,0,0,0,0,0.199780541539711,0,0,0,0,0.0907766171579938,0,0,0.0788004656996359,0,0,0,-2.16840434497101e-19,0,0,0,0.236599668994818,0,0,0,-0.0310701916970591,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0.247304888079126,0,0,0.0425601331480113,0,0,0,-3.46944695195361e-18,0,0.119686346829568,0,0.112912291001218,0,0,0,0.0676219512026066,0,0.036453670156935,0,0,0,0,0,0,0,0,0,0.0813670235757538,0,0.0371402390965245,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0578064062438377,0,0,0,-0.00966461865060971,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0881047796892462,0,0,0,0.104222113287605,0,-1.35525271560688e-20,0.126486482760084,0.00907064481880528,0,0,0,0.0791861978216749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620979976006446,0,0,-0.00135213446287408,0,0,0,0,0,0.264344750530299,0,0,-0.00828707362273041,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0.0436505484525098,0,0,0,0,0,0.19643569178159,0,0,0,0,0,0,0.058003817883397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152133753059183,0,0,0,0,0,0,0,0.0531599833882081,0,0,0,0,0.0719205670257486,0,0,0,0.0844333222728182,0,0,0,0.0441781733409867,0,0,0,0,0,0
X000060.SZ,0,0,0,0,0,0,0.0190919283188322,0,0.0965106826939916,0,0,0,0,0,0.161406390026324,0,0,0.0616075302130486,0,0,0,0.0484614486795964,0,0,0,0.0535583369865565,0,0,0,0,0,0.201872216672508,0.0368055897961963,0,0,0.011536672419961,0,0,0,0,0,0,0,0,0.00561510038761538,0,0,0,0,0,0,0,0.0215788847044165,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376300214360194,0,0,0.137640196761697,0,0,0,0,0,0.00231006013887559,0,0.300512556421643,0,0.305393096196536,0,0.0075053633959006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718887306010714,0,0,0,0,0,0,0,0,0,0
