,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600309.SH,X600660.SH,X601992.SH,X600886.SH,X600111.SH,X600489.SH,X600299.SH,X000898.SZ,X000792.SZ,X601158.SH,X000723.SZ,X000959.SZ,X000709.SZ,X600583.SH,X002466.SZ,X000408.SZ,X000883.SZ,X000630.SZ,X600352.SH,X600098.SH,X600219.SH,X600623.SH,X000539.SZ,X000983.SZ,X000027.SZ,X600021.SH,X002470.SZ,X000060.SZ,X000937.SZ,X600549.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.389920125319935,0,0,0.00238089300142289,0,0,0,0,0,0.068245378987576,0,0,-0.0153758343985621,0.0156323245067111,0,0,0,0,0,0.0100378486510737,0,0,0,0,0.0415878456756763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123424678450712,0,0,0,0,0,0,0,0,0,0,0,-0.00717032050085491,0,0,0,0,0,0
X600028.SH,0.728922111595627,0,0,0,0,0.233794002762671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283629599070659,0,-0.0319120179936616,0,0,0,0,-0.030157768528004,0,-0.00661775873649834,0,0,0,0,0,0,0,0,0,-0.0285112956760755,0,0,0,0,0,0,-0.0207439224467625,0,0,0,0.0112928435772975,0,0.0546973708827938,0,0,0,0,0
X601088.SH,0,0,0,0,0.106099302293219,0,0.143320824740527,0.0911491368010319,0,0.104411932012602,0,0,0,0,0,0,0.000916829510927572,0,0,0.0330980862446542,0,0,0,0,0,0.0279803619656142,0,0,0,0,0,0,0,0,0,0.0969837816283512,0,0,-0.102738372650397,-0.107988990155456,0,0,0,0,0,0,0.144815127511535,0.0425166576257,0,0,-0.0328625928896647,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.106392796235606,-0.036534044250641,0,0.385856882528971,0.0537639852746411,0.011927103959594,0,0,0,0,0,0,0,0,0,0,0,-0.0939928992585096,0,0.0410497006415532,0,-0.00456827825608203,0,0,0,0,0,-0.0714014887024857,0,-0.0326092330332753,0,0,0,0,0,0,0,0,0,0,0,0.0606024216291646,-0.046316794032092,0.0492542454320086,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.273883755835156,0,0,0,-0.0586857376405344,0,0,0.12769289848567,0.0324974926515857,0,0,0,0,0,0,0,0,0,0,0,0.0353768243031138,0,0.0415466288703384,0,0.0530827067516499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20539124039901,0,0,0,0.18864233646544,0.00841795188005093,0,0,0.0256349365953766,-0.384460040795795,0,0,0,0,0
X600585.SH,0,0.362374382705548,0,0,0.00304644746803795,0,0,0,0,0.0179798253683529,0,0,0,0,0,0,0,0,0.204030257140208,0.130732654689976,0,0,0,0,0,0.158867164010015,0,0,0.00903711245021744,0,0,0,0,0,0,0.0593542386475446,0,0,0,0,0,0,0,0.207362127702218,0,-0.116607097150062,0,0,0,-0.194135386767147,0,0.00497815203455332,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.102248657597494,0,0,0,0,0,0,0,0.0776640902198298,0,0,0,0,0,0,0.220922789466761,0.0272839923264342,0,0,0.00779227010112512,0,0,0,0,0,0,0,0.0213470162273575,0,0.0963831790985585,0,0,0,0,0,0.000223016406757981,0.0720264440646448,0,0,0,-0.0186630361529968,0,0,0,0,0,0,0
X601898.SH,0,0,0.241013498623334,0,0,0,0,0,0,0,0,0,0,0,0.236290102429975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108905613346598,0,0,0.288104812527587,0,0,0,0,0.293534995317449,0,0,0,0,0.00182325505908323,0,0,0,0,-0.00429606731462938,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.014874391881142,0,0,0.0239984001192097,0,0,0,0,0.00499886367146004,0,0,0,0.0186600539267557,0,0,0,0.0908178077455672,0,0,0,0,0,0.247141583495653,0.00875962936898777,0,0,0,0.391416104155068,0,0,0,0,0,0,0,0.0490451418276115,0,0,0,0,0,0,0,0,0,0,0,0.00305390360030568,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15394879394693,0,0,0.0471182458652262,0,0,0,1.06234977083353,0,0,-0.0230858531788277,0,0,0,0,0,0,0,0,0.0407108708137211,0,0.0347775965751288,0,0,0,-1.0842021724855e-19,0,0,0,0,0,-0.161596171819993,0,-0.00856111250659426,0,-0.00771026757759584,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.17337924318355,0,0,0,0.0275062900426415,0,0.139724207507817,0.0583216008404859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127676980738529,0,0,0,0,0,0,0,0,0.0982654146904837,0.542120349034058,0,0,0,0,-0.0398962086454916,0.00542277840615673,0,0,0,-0.334650570499211,0,0
X600795.SH,0,0,0,0,-0.163759925854831,0,0,0,0,0,0.105005094438831,0,0.15067894912699,0.0160995533023681,0,0,-0.0353486933296187,0,0,0,0,0,0,0.0181054487286128,0,0,0,0,0,0.00577628912066145,-0.0226994100015207,0,0,0,0,0,0,0,0,0.0960164825452823,0,0,0,0,0,0,0,-0.00279293197233289,0,0,-0.0152115983905147,0,0.113394544229904,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.298983697671051,0.0839595541852647,0,0.0694105491243562,0.191433371184068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247628085359607,0,0,0,0,0,0,0.147085049174669,0,0,0.324214343469979,0.0712497702491274,0,0,0,-0.0701939659986907,0,0.000836178168714037,0.0400193627113912,0,0,0,-0.0140566302923961,0,0.0700112186413774,0,0,-0.0725944948650435,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.161536282863099,0,0,0,0,0,0.0487207827704566,0,0,0,0,0,0,0,0,0,0.0286895725988483,0,-0.202594840764918,0,3.46944695195361e-18,0,0,0,0,0,0,0.112991955947506,0,0,0,0,0,0,0,0.0276956165506959,0.284954165182967,0.231866374361121,-0.013567339906964,0,-0.13262328685329,0,0,0.285858382074719,0,0
X600188.SH,0,0,0,0,0,0,0,0.430348177866063,0,0,0,0,0,0,0,0,0.439356189410985,0,0,0,0,0,0,0.0135178000229984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0511693802421347,0,0,0.030637730089384,0,0,0,-0.019325173163162,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.00222145085851955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668986755754601,0,0,0,-0.034052939185944,0,0.0104384261209144,0,0,0,0,0,0,0,0.0966324594680936,0,0.040120391591687,0,0,0,0,0,0,0.207900150981482,0,-0.00137528053075979,8.67361737988404e-19,0,0,0,0,0,0
X600157.SH,0,-0.175307406030162,0,0,0,0,0,0,0,0,0,0,0,0,0.650602525898925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832099229470863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154762266640546,0,0,0,-0.0967374740579565,0.0324085201780374,-0.0375883747979223,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.111185425112633,0,0,0,0,0,0,0.0340373709044344,0,0,0,0,0,0,0.0134813602029772,0.0944475295330871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044279568141094,0,0,0.0184372472899687,0,0,0,0,0,-0.00664657086185636,0.0173316344805216,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.218171597604099,-0.0418927900484255,0,0,0,0.283855202298052,0,0,0,0,0,0,0,0,0,0,0,-0.286808149062351,0,0,0,0.0563611656293829,0,0.151529633959203,0,0,0,0,0,0.111088072442058,0,0,0,0,0,0,0,0,-0.0977477202346766,0,0,0.000118941605875861,-0.012319631078762,0,0,0,0,0.0895717654623274,0,0
