,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600516.SH,X600547.SH,X002460.SZ,X300072.SZ,X600886.SH,X600111.SH,X000898.SZ,X601992.SH,X600176.SH,X000786.SZ,X000553.SZ,X600352.SH,X600027.SH,X600299.SH,X000792.SZ,X000709.SZ,X000825.SZ,X002271.SZ,X000408.SZ,X601699.SH,X600489.SH,X601158.SH,X600426.SH,X600808.SH,X600157.SH,X600219.SH,X002470.SZ,X000883.SZ,X600315.SH,X000830.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.153011480234773,0.0584792449953218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157306217476988,0,0,0,0,0.0931127811877152,0.0369290899040603,0,0,0,0,0,0,0.0204909589372051,0.0475570298568504,0,0,0,0,0.0176530666534048,0,0,0,0,0,0,0,0,0.170048250995441,0,0.0080569554309472,-0.0195430854790895,0,0,0,0,0,0
X600028.SH,0,0,0.0143445277498829,0.104974336334127,0,0,0,0,0,0,0,0,0,0,0.374278088378646,0,0,0.126662834802785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177008511852597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0.0469817862075678,0,0.392577284598183,0.0672000064563595,0,0,0,0,-0.0308341207078678,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0376948057727251,0,0,0,0,0,0,0,-0.069199735401725,0,0,0,0,0,0.264367886525651,0,0,0,0,0,0,0,0,0,0.0274881765966466,0,0,0,-1.6940658945086e-21,-0.0257930460664388,0,0,0,0,0,0
X600019.SH,0,0,0.4062982421464,0,0,0,0,0.236890782527025,0,0,0,0,0,0,0,0,-0.0735570056511284,0,0,0,0,0,0,0,0,0,0,-0.0664688003860947,0,-0.102805572364555,-0.0291578965781009,0,0.0731241882721594,-0.140147913933903,0,0,0,0,0,0.242404150234237,0,0,0,0,-0.0138591107104467,0,0,0,0,0.0100542592664066,0,0,0,0,0,0,0
X600585.SH,0,0,0.59479374468248,0,0,0,0,0,0,0,0.0361168115881488,0,0,0,0,0,0.110245856391038,0,0.0853390448215675,-0.0261166145336696,0,-0.031467207963472,0,-0.00800092881832871,0,0.094743627028826,-0.0675286498425776,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0147940314659058,0,0,0,0,0.116484541191904,0,0,0,-0.00600975506398328,0.0642733829425506,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.109008888725118,0,0,0,0,0,0,0,0,0,0,0,0.0137206906923907,0,0.020892003846495,0.0363703393977799,0,0,0,0,0,0,0,0,0.0503843197848712,0.172597188177049,-0.02164215568473,0,0,0.288804050160989,0,0.119507573748684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287179395403937,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.058977736649204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155965815083762,0,1.73472347597681e-18,0,0,0,0.116199984257112,0,0,0,0,0.0268916539720007,0,0.0276520312026798,0,0,0,0,0.0155745696679166,0.0204405443502559,0,0.0998314739394136,0,0.0251790684650957,0,0,0.152472867944015,0,-0.0116528608086114,0.00312528098544193,0,0,0,0,0,0
X600188.SH,0,0,0,0.637326813301475,0,0,0,0,0,0,0.109147210018821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505184431164156,0,0,0,0,0,0,0,0,-0.0910862919389893,0.0947660536171463,0.0922550531401429,0,0,0,0,0.12067856630755,0,0,0,0,0.0785014652948691,0,0.0123933517333583,0,-0.00150461396286568,0.0234262340912754,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.00536660820407586,0,0,0,0,0,0,0.439005904248383,0,0,0,0,0,0,0,0,0,0,0,0,0.114724378088312,0,0,0.0596908762001406,0,0.0299379392331651,0,0,0,0,0,0,0.089515843678219,0,0,0.0565177841356126,0,0,0.0445399754784064,0,0,0,0.0102423170706379,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0982414873628234,0,0,0,0,0,0,0,0,0.0600463392470602,-0.0308733584016137,0.560943758941815,0,0,0.150555056335333,0,0,0,-0.0503356892907808,0,0,0,0,-0.0237663108119949,0,-0.0768990948528533,0,0,0,0,0,0,0,0,0,0.0524984725367506,0,0,-0.0118851353424813,0,0,0,0.0369203552573591,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.206261229580783,0,0,0,0,0,0,0,0,-0.0370289179349761,0.144984982314663,0.074114131592109,-0.168453986893955,0,0,0,0,0,0,-0.133051350653879,-0.0820497789697796,0,0.317288545322737,0,0,0,0.443827523825902,0,0,0,0,0,0,0.15047076009632,0,-0.686260083557286,0,0.0619304928809498,-0.254626657476051,0,0,-0.365050081727915,0.143747599549581,0,0,0,0,0,0,0
X600688.SH,0,0.370323003286093,0.0543800112879534,0,0,0,0,0,0,-0.015691920413368,0,0,0,0,0.000926548646376607,0,0,0,0,0,0,0,0,0,0,0.000969663766181993,0,0,0.0709476961942024,0,-0.0833893645187674,0,0,0,0,0,0,0,0,0,0,0,0.138687072527225,0,0,0,0,0,0,0.0248325504484785,0.00487606677097691,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0309141850949683,0,0,0,0,0,0,0,0,0,0,0.0302435031456221,0,1.73472347597681e-18,0,0,0.0311628269399431,0,0,0.0795432774366097,0,0.0791541690782837,0,0,0.0857786194134071,0.0235842963140719,0,0,0.098103254111372,0,0,0,0,0.0233226445008343,0,0,0,0,0,0,0,0,0,0,0.0161553393025197,-0.0222036614510977,0,0,0,0,0,0
X600660.SH,0,0,0,-0.112847877378475,0,-0.111432972555355,0,-0.073458365309508,0,0,0,0,0,0,0,0,0,0.0225371912091385,0.0483934935771542,0,0,0,0,0,0.164358356666797,0,0,0,0,-0.193196373802128,0,0,0,0,0,0,0,0,0,0,-0.0562617538893781,0,-0.0734942538959314,0,0,0,0,0.358939361766524,0,0.0149459816804601,0.00243577994053184,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.267924087869525,0,0,0,0,0,0,0,0,0.226515342855127,0,0,0,0.0503062067307291,0,0,0,0,0,0.0231639329826944,0,0,0.0905441735684497,0,0,0,0,0.297443882255915,0,0,0,0,0,0,0,0,0,0.0950951446342558,0,0,0,0.0336339321509101,0.0235083330119139,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0735107184132469,0.0502060773764523,0,0,0,0,0,0.0552118944033556,0,0.030013333643253,0,0,0,0,0.0190316839703167,0,0,0,0,0.0544381862555232,0.0232833881067413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450931870009401,0,0.0194059815817077,0,0,0,0,0,-0.00689410721697654,0,0,0,0,0,0
X600516.SH,0,0,-0.436446140175556,0,0,0.0195827234210861,0,0,0,0,0,0,0,0,0,0,0,0,-0.0673598328464189,0,0,0,0,0,0.289037369427733,0,0.186537323926575,0,0,0.0798266904005094,0.185495564180096,0,0,0,0,0.154547240267033,0,0,0,0,0,0,0.018880131236714,0,0,0.376783026431605,0,0,0,0.0781044400433219,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.14086531221223,0,0,0.102460778379841,0,0,0,0,0,0,0.00578882525076679,0,-0.146116918095772,0,0,0,0,0,0,0,0,0,-0.0432726992835066,0,0,0,0,0,0,0,0,0,1.0791845693571,0,0,0,0,0,0,0,0,0,0,0,0,0.0146205426961074,0.00389185877485966,0,0,0,0,0,0
X002460.SZ,0,0.049566184909793,0,0,0,-0.0362248137620785,0,0,0,0.778699933171705,-0.00537952805252472,0,0,0,0,0,0,-0.145652308283451,0,0,0,0,0,0,0.316935337190485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151191173559128,-1.73472347597681e-18,0,0,0,-0.0288065757375352,0.0135515348810421,0,0,0,0,0,0
X300072.SZ,0,0,0,-0.0376587236774818,0,0,0,0,0,0,-0.102512121230129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264677738061745,0.0783630419470132,0.0977704021139274,0,0,0,0.083858867771525,0,0,0,0,0,0,0,0.433917588732941,0,0,0,0,0,0,-0.115580012408891,0,0.0543286748072714,0,-0.117637771712419,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.145173071621339,0,0,0.155872565594472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454986419907626,0,0,0.0592029768567133,0,0,0,0,0.0111440947201187,0,0,0,0,0,0,0,0,0,0.0367562130153587,0,0.0028994807556388,0,0,0,0,-0.0213648916216171,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412193444477758,0.319588894474409,0,0,0,0,0.0335846388893977,0,0.00401293808730378,0,0,0,0,0,0,0,0,0,0,0,0.0857397323819681,0,0,0.21398734523625,0,0,0,0,0,0.18673348973813,0,-0.0171038888591586,-0.0265653630447319,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.114289554012182,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0864041389394807,0,0,0,0,0,0,0,0,0,0,0,-0.122586452191952,0.00315770948843139,0,0,0,0,0.464864799144152,0,0,0,0,0,0.179811766073815,0,0.00181576980984378,0,0.0039198114681148,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437389333640082,0,0,0.149181747133547,0,0.0902133011443932,0.128411501183587,0,0,0,0,0,0.35751539751793,0,0.0874606277057614,0,0,0.206742993445382,0,0,0,0,0,0,0,0,0.0668656857851459,0,0.0576572659236589,0.0199679428038295,0,0,0,0.00912514730667262,0.0736460245282447,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.057963920939991,0,0,0.0838886822312256,0,0.2399583184264,0,0,0,0.0100481892907493,0,0,0.0532326751349302,0,0,0,0,0.099533110079317,0,0,0,0.0702329783764799,0,0,0,0.0217315873629616,0,0,0,0,0,0,0,0,0.149740259803386,0,0,0,0,0,0,0.156688662727572,0,0.149841738096314,0,-0.0128067273264661,-0.0515170355383129,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790404634883107,0.0382152172484218,0.168990812212412,0,0,0,0,0.348791819604511,0,0,0,0,0,0.0303374938843229,0,0,0,0,0,0,0,0.150323305661092,0,0.0663473029997335,0,0.0903422880518455,0,0,0.115930954831419,0,0,0,-0.00785289404323285,-0.0143554877705971,0,0,0,0,0,0
