,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X000877.SZ,X600010.SH,X002271.SZ,X600660.SH,X600011.SH,X000708.SZ,X600188.SH,X601600.SH,X000301.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X000786.SZ,X600219.SH,X000408.SZ,X600803.SH,X601991.SH,X002080.SZ,X600795.SH,X600688.SH,X600801.SH,X600027.SH,X000807.SZ,X000825.SZ,X300037.SZ,X600352.SH,X002353.SZ,X600489.SH,X000959.SZ,X600157.SH,X000932.SZ,X300073.SZ,X600141.SH,X600516.SH,X000898.SZ,X002326.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.036738793035357,0,0,0,0,0.058710233367907,0,0,0,0,0.016551662904199,0,0.071837137954722,0,0,0,0,0,0.0521121703315374,0,0,0,0,0,0,0,0,0.181020698492228,0,0.11312466088599,0,0,0,0,0,0,0,0,0,0,0,0.0934017781325673,0,0,0,-0.00633033777558463,0,0,0,0,-0.0787806779959995,0,0
X600028.SH,0.154710099620525,0,0.0301238296738253,0,0,0,0,0,0,0,0,0.00645693404849762,0,0,0,0,0.0550475845422779,0,0,0,0,0,0,0,0.000100030133621574,0,0,0,0,0,0,0,0,0.078023407650817,0,0.0102497831995759,0,0,0,0,0.0517990480946582,0,0,0,0,-0.0672913209506485,0,0.0202035513571992,0,0,0,-0.0113340126170518,0.01506051765951,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0161458383779011,0,0,0,0,0,0.0657531633152966,0,0.22748305504305,0,-0.174874517071413,0,0,0,0,0,0.117479402779226,0,0,0,0,0,-0.0545860639623175,0,0,0.18735328320799,0,0,0,0,0,0,0.129760011804727,0,0.098611244023206,0,0,0,0,0,0,0,0,-0.0107786240511548,0,0,0,0,-0.0115133351903406,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0346194592659495,0,0.0793316847366899,0.109630590685327,0.107776338231126,0,0,0,0,0,0,0,0,-0.0500989693019894,0,0,0,0.00204291752683621,0,0,0,0,0.12018994581401,0,0,0,0,0,0,0,0,0,0,0.114789387719241,0,0,0,-0.0563384460105464,-0.119785613812109,0,0,0,0.000694856385203135,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0539170898059209,0.0942393430695262,0,0,0,0,0,0,0,0,0,0,0,0,0.311303358043994,0,0,0.0342510590159179,0,0,0,0,-0.0695250323946965,0,0,0.235393857883144,0,0,0,0,0,0,0,0.00470845919308994,0,0,0.0475558882852721,0,0,0,-0.0941359080686777,0,-0.0364031590777662,0.0506766807898009,0,0,0,1.73472347597681e-18,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.427146350511822,0,0,0,0.188742010580469,-0.0747478259491841,0,0,0,0,0,0,0,0,0.209197095655819,-0.0859759944878938,0,0,0,0.0565430871269687,0,0,0.0537961105023052,0,0,0,0,0,0,0,0,-0.117706058828394,0,0,0,0,0.064717807716916,0.226288549716893,0,0,0,0,-0.0160568322027578,0,0,0,0,-0.0402857930126569,0,0
X000792.SZ,0,0,0,0,-0.192768530999337,0,0,-0.255259538683402,0.269116589889381,0.23568144788956,0,0,0,0,0,0,0.0834208774612667,0,0.187929174651539,0,0,0,0,-0.0286652500372149,0.0624926588763551,0,-0.163121390759663,0,0.246400218713477,0,0,0.0583877355339405,0,0.0230266616802211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101138750832948,0,-0.0752807315423246,0.122190613408759,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00452592503262102,0,0.0233660410871542,0.0103163340207598,0.0675503086555231,0,0,0,0,0,0,0.0425692443108122,0,0,0,0,0,0,0,0.0215573296260681,0,0,0,0.032182872348415,0.0312095391546717,3.46944695195361e-18,0,0,0,0,0.0452191019133732,0,0,0,0,0,0.156250876922193,0,0,0,0.0332697462360375,0,0,0,-0.0398395018406532,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.531614768946835,0,0.210227703995558,0.118829446763163,0,0.0175022433281054,0,0,0,0.181552523290986,0,0,0,0,0,0,0,0,0,0,-0.0339050024219853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00989543195593298,0,0,0,0,-0.0223371745330978,0,0
X002466.SZ,0,0,0,0,0,0.447139507627547,0.236718849667686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281027793496873,0,-0.127950636123165,0,0,0,0,-0.00641625097101842,0,0,0,0,0,0,0.0634130348658146,0,0,0.197655048453496,0,0,0,0,0,0.0352692223838214,0,0,0,0,-0.0329508987425641,0,0
