,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X600547.SH,X600309.SH,X300072.SZ,X601991.SH,X600660.SH,X600188.SH,X600362.SH,X600886.SH,X600027.SH,X000709.SZ,X002466.SZ,X600157.SH,X600111.SH,X000959.SZ,X600489.SH,X600339.SH,X000898.SZ,X600299.SH,X601158.SH,X600008.SH,X600219.SH,X000883.SZ,X000408.SZ,X002460.SZ,X600578.SH,X600352.SH,X600583.SH,X000792.SZ,X000630.SZ,X000539.SZ,X000401.SZ,X000723.SZ,X600021.SH,X000027.SZ,X000983.SZ,X600176.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.03553419350456,0,0,0,0.0214020368935926,0,0.144050381289788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02909037483144,0,0,0,-0.0258031635721141,0,0,0,0,0,0,0,0,0,0,0.00589043780933737,0,0,0,-0.0151519051547664,-1.0842021724855e-19,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0415282969814557,0,0,0.095852006732413,0,0,0.0138336389831815,0.0638692073252856,0,0,0,0,0,0,0,0,0,0,0.0110962996863301,-0.0614282192143686,0,0.00438052549986594,0,0,0.0266567992078447,0,0,-0.00912616525867651,-0.0380974063331193,0,0,0,0,0,0,0,0.0762727909935119,0,0,0.0741306907010021,0,0,0,-0.00438501692498432,0.00520483711681332,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0687637444936293,0,0,0,0,0,0,0,0,0,0,0,0,0.0595737765522372,0.091304703878621,0,0,0,0,0,0,-0.0123992611396941,0,0,0.148573090858236,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00802897254700418,0,0,0,0,0,0,0,-0.00301228036864392,0.00299728428657009,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145001545990956,0,0,0,0,0,0,0,0.0330148168347675,0.0455127993112516,0,0,0,0.196928108622283,0,0.401822247436461,0,-0.0916435483516454,0.00818009113223993,0,0,0,0,0.052366885752216,-0.0357427764919744,0,0,-0.199785605509942,0,-0.116172043603307,0,0,0,0,0,0,0,0,-0.0129297371752625,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0289823009902339,0,0,0,0,0,0,0.144207860777252,0.301856427691324,0.112578194666316,0,0,0,0,0,0.0535369527037183,0,-0.00628012643460935,0,0.0307258066285805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00822864696862765,0,0,-0.130872996784767,0.0513521826172572,-0.0224155568350886,0,0,0,0,0,0
X600585.SH,0,0,0.196343916877562,0,0,0,0,0,0,0.158744600338043,0,0,0,0,0,-0.121066596057365,0,0.122066425658874,0,0,0,0,0.0982379710439806,0,0,0,-0.319197706534393,-0.0472889528081228,0.0158031061423567,0,0,0,0,0,0,0,0,0,0,0,0,-0.0597825013340026,0.125729699178084,-0.101365946325142,0,0,0.0921024492026286,0,0,0,0.00931491886602008,-0.00840593319560017,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0333009013636642,0,0,0,0,0,0,0,0.00956977279176773,0,0,0,0,0,0,0,0,0.0682377939611092,0,0,0,0.331832003343692,0,0,0.0169530261094302,0,0,0,0,0,0,0,0,0,0,0.102102594045439,0.160318782109165,0,0,0,0,0,0,0.00671658083192084,-0.00228794408320858,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294544692849409,0,0,0.476967294101762,-0.0900333574085359,0,0,0.169618833131693,0,0,0.0246984623630155,0,0,0.305550586017641,0,0,0,0,0,0,0,0,0,0,0.332743913518207,0,0,0,0,0,0,0,0.0371454125020359,0.035573853588784,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03693730947513,0,0,-0.00651481412485795,0,0,0,0,0,0,0,0,0,0.00537010413688866,0.100910427544146,0,0,0.0164364150002911,0,0,0.350840480236786,0,0,0,0,0,0,0,0.189987225394461,0,0,0,-0.000590412219127232,-0.0082911690296393,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0516399517329249,0,0,0,0,0,-0.0608166312138914,0,0,0,0,0.331390387822157,0,0.0118269322339197,-0.0427449362998521,0.185753413340148,0,0,0,0,0,0,0,0,0,0.444512444282797,0,0,-0.143796936394594,0,0,0,0,0,0,0,0,0,0,0.0470076713091267,0,0,0,0.00459996732716445,0.0249694165635645,0,0,0,0,0,0
