,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X600188.SH,X002466.SZ,X600011.SH,X000877.SZ,X002271.SZ,X000708.SZ,X600660.SH,X600010.SH,X601600.SH,X000301.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X000786.SZ,X600219.SH,X000408.SZ,X601991.SH,X600803.SH,X600795.SH,X002080.SZ,X000807.SZ,X002353.SZ,X600688.SH,X600801.SH,X600352.SH,X000825.SZ,X600027.SH,X000630.SZ,X000932.SZ,X000959.SZ,X600489.SH,X600157.SH,X601699.SH,X000960.SZ,X600486.SH,X300073.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.180526886756064,0,0,0,0.133771657306364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118546349003518,0,0,0,0,0.0637301558322285,0,0.132739069955508,0.0111433662268788,0,0.0479320183695685,-4.33680868994202e-19,0,0,0,0,0,0,0.0070208010357654,0,0,0,0,0,0,0,0,0,0.0480475992366148,0,0
X600028.SH,0.152279660328244,0,0,0,0,0,0,0,-0.0377624213434628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326495269540174,0.0501601758756875,0,0,0,0.0362897571931641,0,0,0,0,0.0353418498696966,0,0,-0.0448757510044596,0.0728568118646459,0,0,0,0,0,0,0.00664717750992564,0,0
X601088.SH,0.0126852531839988,0,0,0,0,0,0,0,0,0,0,0.0168904674660542,0,0,0,0,0,0,-0.0981111273641985,0,0,0,0,0,0,0.200074039078498,0,0,-0.0351107109449451,0,0,0,0,0,0,0.0191865242522081,0,0,0,0,-0.0755639019886774,0,0,0,0,0.131797948224856,0,0,0,0.276953853126837,0,0.0250912226757254,0,0,0,0,0.0328937048548616,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104581524679562,0,0,0,0,0.0812381297589563,0,0,0,-0.033661499928212,1.0842021724855e-19,0,0,0,0,0,0,0.10077343582753,0,0.0332047372348015,0,0,0.0279525796311987,0,0,0,0,0.0160032389638408,0,0,0,0,0,0,0,0.0306863777756707,0.0157588686343122,0,0,-0.0116381762912138,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0714338189062083,0,0,0,0.0633613960649337,0,0,0,0,0,0,0,0.176241094992035,0.0124037779164113,0.0840299913647916,0,0,0,0,0,0,0,0,0,0.336812721266478,0,0.00958796949508898,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133988468786008,0,0,0,0,-0.00535629218474972,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0130683738529879,0.11548010253523,0.375679341595594,-0.0323859069085913,0,0,0.0457554475355854,0.203008407532217,0,0,0,0,0,0,0,0,0,-0.1767143611835,0,0.0752493295210637,0.15494403638948,0,0,0,0.0864204503779875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320891395569615,0,0.0228134341763988,-0.0465842818520757,0,0,0,0,-0.0701600527233267,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.119868716088611,-0.0501584476887794,0.371194713555592,0,0,0,0,0,0,0,0.12325152056,0,0,0,0,0,0,0.215887932866302,0,0,0,0,0,0,0,0,0,0,0,0,-0.461373788611958,0,0,0,0,0,0,-0.1038760302229,-0.00913289401884947,0,0,0,0,0.0480013825449008,0,0,0,0,0.0416216663328678,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080275058043882,0.00279679531031445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217462430389677,0,0.0261392144210709,0.0624557069357974,0,0.0810281955713168,0.17196893608306,0,0,0,0.147035298885446,0,-0.0134457353028244,0,0,0,0,0,0,0,0,0,0
X600111.SH,0.0291306776422647,0,0,0,0,0.112944068989685,0.0261440413329069,0,0,0,0.194074632272063,0,0,0,0.152807166447858,0,0.196072431516431,0.00166580853146025,0.0270858306157597,0,0,0,0,0,0,0.0812365624443079,0,0,0,0,0,0,0,0.101002166316063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0463474738707759,0,0,0,0,0,0.119040379963383,0,0,0,0,-0.187588801243427,0,0.0283560918302587,0.111915298492196,0,0,0.0664186342848352,0,0,0.0206117996943118,0,0,0,0,0,0,0.179401527699785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510303250811368,0,0.0746409593938357,0,0,0,0,0.0211970909662365,0,0
X002466.SZ,-0.0122587473462622,0,0,0,0,0.428610802992222,0.0856364412938333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345907112862095,0,0,0,0,0,-0.104111741342952,0,-0.270437667985642,0,0,-0.183018988735995,0,0,0,0,0,0.152828152495313,0.119235695491403,0,0.168040206733896,0,0,0.0171736888226828,0,0,0,0,0.0485371287505663,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.177213766305052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119470349945362,0,0,0,0,0,0,0.0062420925822131,0,0,0,0,0,0,0.535162670473106,0,0,0,0,0.283860412084609,0,0,0,0,0,0,0.00544983025451571,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0.0474359751898286,0,0,0,0,0.0924766873095188,0,0.000847298633232056,0,0.150776457258526,0,0,0.217092535736644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21182905912649,0,0,0,0,0,0,0,0,0.0611105546115402,-0.151293039218668,0,0,0,0,0,-0.00104132443635315,0,0,0,0,0,0
X002271.SZ,0,0,0,0.11774218742098,0,0.0317208156667536,0,0,0,0.0120345575335063,0,0.0464659710684536,0,0,0,0,-0.069060349812834,-2.16840434497101e-19,0,0,0,0,0.0769127406070207,0.215793957956454,0,0,0.432637506120813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101021478618333,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,-0.00632927604551228,0,0.137288205739832,0.052703863668894,0,0,0,0.018230716239548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106022442921533,0,0,0,0,0,0,0,0,0.177704017163765,0,0,0,0,0,0,0,0,0.0159221728133877,0,0,0,0,0,0,0.000499304737201666,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.148173251518075,0,0,0,-0.0427984776284811,-0.0213616937269938,-0.0476545432021872,0,0,0,0,0,0,0.0532746682018367,0,0,0,0,0.311323623904338,0,-0.00257686685508333,0,0,-0.22638747503916,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414034077844554,0,0,0,0,0,0,0,0,-0.0427163669159218,-0.0282446509618717,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.148280105047338,0,0,0,0.249703477970507,0,0,0,0,0.0015335695240112,0.00379608317713017,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.131317902202642,0,0,0.219892611623747,0,0,0,0,0.118001285894031,0,0,0,0.0764744416568374,0,0,0,0,0,0.00260477271287791,0,0,0.0267652239084785,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146087229457304,0,0.112551959422132,0,0,0,0,0,0,-0.00259689403562166,-0.02803483827358,0,0,0,0,0,0,0.638935996415724,0,0,0,0,0,0,0,0,0.039757717329699,0,0,0,0,0.0646676961812823,0.02265699242471,0,0,0.0134276714599572,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0248496642251734,0,-0.139426620450258,0.221559253544164,0.0605129071870612,0.0105620509043439,0.0210761405909108,0,0,0,0,0,0,0,0,-0.0420328508427694,0.675795872631301,-0.0142360305106629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651469924179442,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.184575291974956,0.00732062982710572,0,0,0,0,-0.0416684507990554,0.0175178234578022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127039271062932,0,0.00970404478534778,0,0,0,0,0,0,0.161413370604409,0,0,0.17087732086549,0.0243848391377811,0,0,0,0,0.0145838749410024,0,0,0,0,0.0165081729347624,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0189643256344056,0,0,0,0,0,0,0,-0.100031246003589,0.0632284953342578,0,0,0,-0.0566334168334663,-0.0050446760208829,-0.0119140151167302,-0.0267018190603914,0,0.0283209143267777,-0.00169445673219784,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,1.00479846389637,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221077823639295,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00376775627383888,0,0,0,0,0,0,0,0.0577454922638065,0,0,0,0,0,0,0.0292816309011504,0.0690584343102084,0,0,0,0,0,0.384606398807382,0,0,0,0,0,0,0,0,0.0323251813897564,0,0.0140002536649117,-0.021446508694287,0,0,0,0,0,0
X600886.SH,0,0,0,-0.0255823612476949,0,0,0,0,0,0.05795732431211,0,0.308800855366834,-0.0781274030740274,0,0,0,0,-0.0345729268796992,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.195384871085227,0,0.169790954390594,0,0,-0.121747279895722,0,0,0,0,0,0,0,0,0,0,0,0.0514009496298288,0,0,0,0.0277670996588795,0.00572953377219667,0,0,0,0,-0.00515422300568125,0,0
X600426.SH,0.0628543655942288,0,0,0,0,0,0,0,0,-0.0867469101915796,0,0,0,0,0,0,0,0,0.0341479379899774,0,0,0,0,0,0,0.123999420737552,0.0666647569378514,0,0.132379830910505,0,0,0,0,0,0,0.134236744593333,0,0,0,-0.112099240458451,0,0,0,0,0,0,0.00843691931862226,0,0,0,0,0.0600843769528941,0,0,0,0,0.0763290711400893,0,0
X600176.SH,0,0,0,0,0.128695101692868,0.237719585575662,0,0,0,0,0.00406712846798508,0.00457985719860544,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.11222649348535,0.175152470203886,-0.0525332600876117,0,0,0,0,0.0790878618772156,0,0,0,0.0743979071110412,0,0,0.012992535862342,0,0,0,0,0,0,0.00745703762370614,0,0,0,0,0,0.0114344349392848,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0.085396517768806,0,0.0629987598043719,0.47867636696573,0,0,0,0,-0.357694201347925,0,0,0,0.084135289173489,0,0,0,0,0.190859122493393,0,0,0.0284290730499924,0,-0.280560142089185,0,0,-0.0447320653731846,0.179480179325329,0,0,0,0.0266792780612818,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.111786043345515,0,0,0.0377733729285832,0,0.0455235558683431,0,0,0,0,0.0825835191035657,0,0
X000786.SZ,0,0,0,0,0.265929433695923,0,0,0,0,-0.0266512155068372,0,0,0,0.34312018375836,0,0,0,0,0,0,0,0,0,0.0718490883426905,0.149657286610747,0.203881959976438,0,0,0,0,0,0,0,0.163550121243499,0,0,0,0,0,-0.0555559821268976,0,0,0,0,0,-0.0553409692541664,0,0,0,0,0,0,0,0,0,0,0.0211635715154284,0,0
X600219.SH,0,0,0,0,0,0.0462851539300728,0,0,0.0225291483099154,0,0,0,0,0.102976234832433,0,0,0,0.377533737348954,0.03074385484818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775750798292499,0.177577648788872,0,0.0547497179044765,0,0,0,0.0383412098088933,0,0,0,0,0.0513101130730196,-0.0414841144027513,0,0,0,0,0,0
