,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600362.SH,X600688.SH,X600795.SH,X300072.SZ,X601992.SH,X002460.SZ,X000898.SZ,X600516.SH,X601991.SH,X600547.SH,X600176.SH,X600111.SH,X600886.SH,X000786.SZ,X000709.SZ,X000825.SZ,X600352.SH,X601699.SH,X002271.SZ,X000792.SZ,X000553.SZ,X000830.SZ,X600027.SH,X600808.SH,X600299.SH,X002110.SZ,X000408.SZ,X600219.SH,X601158.SH,X000959.SZ,X600489.SH,X000932.SZ,X000983.SZ,X600426.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.402840997373369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188351492321665,0.00535363151414792,0,0.0112326365409145,0,0,0,0.0405636544033263,0,0,0,0,0.0706677678506053,0,0,0,0,0,0,0,0,0,0.0157838232681669,0,0,0,0,0,0,0,0.0290054198632155,0,0,0,0,0.0484686641474904,0,0,0,0,0
X600028.SH,0.517720319051518,0,0.0501743545340646,0,0,0,0,0,0,0,0,0,0.00837584731848833,0.0651613773347395,0,0,0,0,0,0,0,0.290549915957783,0,0,0,0,0,0,0,0,0,0,0,-0.00253786614766022,0,-0.0430940492296053,0,0,0,0,0,0,0,-0.0871151591581083,0,0,0,0,-0.00818243209624899,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.292013306882114,0.135581162777929,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202349394767877,0,0,0,0.110286851939906,0,0,0,0,0,0,0,0.127078657005315,0,0,0,0,0,0,-0.0306833152855643,0,0,0,0,0,0,0,0,0,0,0,-0.0304435614723718,0.0392330465841136,0,0,0,0,0,0
X600019.SH,0,0,0.106170554354621,0,0.255995934940366,0,0,0,0.164444044663511,0,0,0,0.118828017008241,0,0,0,0,-0.0548818994645662,0.136131882996744,0,0,0,0.01727533106175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.061328688267026,0,0,0,0,0,0.0150402712418102,0.023753290277051,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.256334675885099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21168882831759,0,0,0.228549740810571,0,0,0,0.106564031955973,0,-0.24904758624051,0,-0.096379082311217,0,0,0,0,0,0,0,0,0,0.0746930859775381,0,0.0165069646373115,0,0,-0.0135261616165705,0.0237997906233394,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0247949078104109,0,0,0,0,0,0.113473743707564,0,0,0,0,-0.0266073250632733,0,0,0,0,0,0,0,3.46944695195361e-18,0.0608273331392943,0,0,0,0.225431420264392,0.0142522951487764,0,0,0,0,0,0,0,0.0488890492901228,0,0.0358717178088478,0.221736635982153,0,0,0,0.0294972168723772,-0.025295908908197,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176687740680371,0,-0.0163072816251043,0,0.0625782429549567,0,0,-0.00221937224939072,0,0,8.67361737988404e-19,-0.0204854541087788,0,0,0,0,-0.0515692519933822,-0.0286465951188264,0,0,0,0,0,0,0,0,0,-0.0578578157336089,0.0832842283608223,0.0499053315594113,0,0,0,0,0
X600011.SH,0,0.107144097938446,0,-0.135217966574903,0,0,0,0,0,0,0,0,0,0,0,0,0.108002329090441,0,0,0.0206193959254247,0.0663029224219061,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.00684431466454211,0.13351896856231,0.0366777748419708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012534535110098,0.00377664640652736,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.101652590447607,0,0,0,0,0,0,0,0,0,0,0,0,0.0952537749993821,0,0,0,0.124818608357996,0,0,0,0.0295785066190288,0,0,0,0.472789000260853,0,0,0,0.106669826412126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.189487926659053,0,0,0,0.162818493808555,0,0,0,0,0,0,0,0,0,0,0,0.0257304326883466,0.189511352587967,0,0,0,0.0320459904443329,0,0,0,0,0,0,0,0,0,0,0.199149705878229,0,0,0,-3.46944695195361e-18,-0.00476242479114149,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0901718462002939,0,0,0,0,0,0,0,0,0,0,0,0,0.583395424706525,0,0.265970333474496,0,-0.0767933996790102,0,0,0,0,0,0,0,0,0,-0.0867563603662749,0,0,0,0,0.24909002991389,-0.0790237247698863,0,0,0,0,0,0,0,0,0,0,-0.00958828019813326,0,-0.124945770576128,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281408267224339,-0.0853760605693909,0,0,0,0,0,0.0210761394310368,0,0,0.222142177547195,0,0,0,0,0,0,0,0.173466152351972,0,0.118705381881802,0,0,0,0.107272889648192,0.0613973640729768,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.012984168477657,0,0,0,0,0,0,0
X600362.SH,0,0,0,0.228207966403633,0,0,0,0,0.0958251204535744,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,2.16840434497101e-19,0,0,0,0,0,0.352151002582303,0,0,0,0.0758964906172056,0,0.0221633413662911,0,0,0.0280420826891466,0,0,0,0,0,0.25171323670997,0,0,0,0,0,0,-0.0521664725583065,0,0,0,0,0,0
X600688.SH,0,0.405971048300052,0,0,0,0,0,0,0,0,-0.0277780480597899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282180314612685,0,-0.0246874851151558,0,0.0772480655507078,0,0,0,0,0,0,0,0,0,0,0,0.012165137385569,0,0,-0.0279029172694755,0.0116687395653126,0,0,0,0,0,0
X600795.SH,0,0.0703536374469348,0,0,0.0762452341232514,0.134489555473679,0,0,0,0,0.00842501526941693,0,0,0,0,0,0,0.0320550630887715,0.00189510124274149,0,0,0,0,0.0327850508524424,0,0,0,0,0.000400709530293947,0,0.052562643803897,0.0832910166202913,0,0,0,0,0,0,0,0,0,0,0,0.0641340106881847,0,0,0,0,0,0.00925794677165297,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144453018934118,0,0,0,0,0,0,0,0,0,0,0.299590016085417,0.0346042487304813,0,0,0,0,-3.46944695195361e-18,0,0,0,0.156541925335567,0,0,0,0,0,0,0,0.180807949586861,0,0,0.00142734738874159,-0.0144697889550804,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.0883754369522778,0,0,0,0,0,0.203063513501856,0,0,0,0,0,0,0,0,0,0.00784255928614508,0,0.16597570742949,0,0,0,0.207659243090693,0,0,0,0.0493062957594133,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.00421057991561788,0,0,0,0,0,0,0
X002460.SZ,0,0.0776194807210625,0,0,0,0.153509963636727,0,0,0,0,0.85269430330078,0,0,0,0,0,0,0,0,-0.102975325451523,0,-0.29826726768366,-0.0757758953609767,0,0,0,0,0.0593862094080413,0,0,0,0,0,0.0347526349648298,0,0,0,0.127064616084912,0,0,0,0,0,0,0,0,0,0,-0.0216412381429127,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.108630629768037,0,0,0,0.0296823852713562,0,0,0,0.114617311222981,0,0,0,0,0,0,0,0,0,0,0,0,0.0527350975790137,0,0.062618298309638,0,0,0,0,0,0,0,0.28112746390389,0,0,0,0,0,0,0,0.175187262727541,0,0,0,0,-0.00422487632690506,0,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0.0609471448475182,0,0,0.0735876043585609,0,0,0,0,0,0,0,0,0,0,0,0,0.47715340770731,0,0,0,0,0,0,0,0.058247720602678,0.232486062675097,0,0,0,-0.00469550803525327,0.182303952736718,0,0,0,0,0,0,0,0.0606806083409311,0,0,-0.0457320082375385,-0.00245867133437209,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0800147829796418,0,0,0.0581725709128997,0.0065759394908738,0,0,0,-3.46944695195361e-18,0.213444755406435,0,0,0.0693817133735965,0,0,0,0,0,0,0,0.0694876982200649,0,0,0.0150669786395411,-0.0473249815181936,0,0,0,0,0,0.0244335901593801,0,0,0,0,0,0,0,0,0,0,-0.0274116057828697,0.0193006298285185,0,0,0,0,0,0
X600547.SH,0,0.275212677645619,0,0,0,0,0,0,0.0142899459424795,0,0,0,0.0705246527258687,0,0,0,0,0,0,0,0,0,0,0,0,0.0144589043692526,0,0,0,0,0,0,0,-0.0368537748439378,0,0,0,-0.0601183341968741,0,0,0,0,0.634176585498455,0,0,0,0,0,-0.00927518010728769,-0.000785046084728246,0,0,0,0,0,0
X600176.SH,0,0,0,0.114271370076573,0,0,0,0,0,0,0,0.256474234582602,0.33443880461612,0,0,0,0,0,0,0,0,0,0,0,0,0.356041707621188,0,0,0,-0.0342049470617988,0,0,0,0.129652487407428,0,0,0,-0.132819503940506,0.232530007950609,0,0,0,0,0,0,0,0,0,-0.0313214107633918,0,0,0,0,0,0,0
