,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X601600.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600111.SH,X600886.SH,X600027.SH,X600188.SH,X600583.SH,X000883.SZ,X601158.SH,X000027.SZ,X601992.SH,X000709.SZ,X000539.SZ,X600021.SH,X600352.SH,X600309.SH,X000898.SZ,X600307.SH,X000060.SZ,X000792.SZ,X000629.SZ,X600098.SH,X600808.SH,X000825.SZ,X600489.SH,X600008.SH,X600863.SH,X002075.SZ,X002470.SZ,X600547.SH,X600660.SH,X600578.SH,X002353.SZ,X600219.SH,X000831.SZ,X600549.SH,X601699.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.710641586943348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980515810292943,0,0,3.46944695195361e-18,0,0,0,0,0,0.12155876391952,0,0,0,0,0,0,0,0,0,0.00394924467541567,0,0.0105058739993936,0,0,0,0,0,0,0,0,0,0,0,0.00620377704456248,0,0,0,0,0,0,0
X600028.SH,0.574824015246588,0,0,0,0,0.0329342119858452,0.0982757121052631,0,0,0,0,0.0574734401658966,0,0,0,0,0,0,0,0,0,0,0.0531901704186063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782746773536143,0,0,0,0,0,0,0,0,0,0,0,-0.00534297687871493,0.010377691419897,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.171760660947867,0,0,0.0474566101115588,0,0,0,0,0,0.0883527288127437,0,0,0.00599460017566032,0,0,0,0,0,0,0,0,0,0,0,0.0781485201220452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462418616670589,0,0.113785185943477,0,0,0,-0.0117458973026662,0.0103910680730062,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0197555876577452,0.0404234493194551,0,0,0,0,0,0,0,0,0.147190874824687,0,0,0,0,0,0,0,0,0.0140972277417308,0,0,0,0.100150940837098,0,0,0,0,0,0,0,0,0,0,0,0.232731977830041,0,0,0.230411831075693,0,0.00655195643968546,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0152849734605861,0.0718904616697742,0,0,0,0.0508462067652619,0,0,0,0,0.138449544886494,0.0622470046134164,0,0,0,0,0,8.67361737988404e-19,0,0.139741622064794,0.0459875177068475,0,0,0,0,0,0,0,0,0,0.0628499465876801,0,0,0,0,0,0,0,0.199089089465012,0,0,0,0,0,0,0,-0.00135213604462176,0.00339761814846149,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.112214348281228,0,0,0.0709437129295849,0,0,0,0,0,0,0,0,0.017140304068335,0,0,0,0,0.167253541492892,0.077689200660785,0,0,0,0.174452176148923,0,0.0630282830128084,0,0,0,0.0580229419394623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783806624971288,0,-0.00165706570501031,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.232338745050066,0,0,0,0.0744458529359016,0.214885520647371,0,0.0735384414225853,0,0,0,0,0,0,0,0.0394921175010752,0,-1.35525271560688e-20,0,0,0,0,0,0.1138230681232,0,0,0,0,0,0,0,0,0.00192341957704421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195884723893432,0.0427945661151516,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292590977266428,0,0,0,0,0,0,0,0,0,0,-0.015532043479997,0,0,0,0,0,0,0.043752715370056,0,0,0,0,0,0.108345888598677,0,0,0,0,0,0.0915304138552407,0,0,0,0,0,0.0017182089873337,0.00828926620821932,0,0,0,0,0,0
X600795.SH,0,0,0,0.0242954824984328,0,0,0,0,0,0.10726307678126,0.145885132740008,0.00306309794169791,0,0,0,0,0.074870557831536,0,0.0381102102213079,0,0,0,0,0,0,0.114287085231197,0,0,0,0,0,0,0,0.0334393292748861,0,0,0,0,0.266377029664102,0,0,0,0,0,0,0,0,0,0,0.108545282360907,0,0,0.0120728887085459,0,0,0,0,0,0
X601600.SH,0,0.0300031882240962,0,0,0,0,0.0345001763740068,0,0,0,0.157989025731246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.097248981292087,0,0,0,0.216697092257346,0,0,0,0,0,-0.0340061924299116,0,0,0,0,0,0.214843002520002,0,0,0,0,0,0.0214823545697979,0,0,0,0,0,0
X601991.SH,0,0,0.00699851861133052,0,0.368252063964771,0,0.201771721078609,0,0,0,0,0,0,0,0,0.0566665092989213,0,0,0.0830762611884729,0,0,0,0,0,0,0.108514676074849,0,0,0,0,0,0,0,0.182367145976297,0,0,0,0.0636610252954529,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00260405835862785,0,0,0,0,0,0,0
X600157.SH,0,0,0,-0.0296040322735293,0,0,0,0,0,0.0399319691713996,0,0,0.00519133155801823,0,0,0,0,0,0.103216940548749,0,0,0.0929824656089974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334292588784929,0,0,0,0,0,0,0,0.096164758463358,0,0,0,0,0,0.0285215035855647,0,0,0,0,0,0
