,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600111.SH,X600010.SH,X601600.SH,X000301.SZ,X600886.SH,X600176.SH,X600188.SH,X600011.SH,X600426.SH,X002466.SZ,X600803.SH,X000932.SZ,X601991.SH,X000027.SZ,X600801.SH,X600352.SH,X600795.SH,X600219.SH,X000898.SZ,X600489.SH,X600688.SH,X000883.SZ,X002080.SZ,X600486.SH,X000723.SZ,X600027.SH,X600516.SH,X600299.SH,X600157.SH,X000825.SZ,X000807.SZ,X002353.SZ,X601168.SH,X300037.SZ,X600315.SH,X601992.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.318224899441482,0,0,0,0.0158443856822393,0,0,-0.00135101945713624,0,0,0,0.00849736158901239,0,0,0.0215788640364532,0.0355094996261619,0.00862510410744076,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00565400759005953,0,0.0383914144639072,0,0,0,0,0,-0.00155471987206304,0,0,0,0,-0.00912362443556554,0,0
X600028.SH,0,0,0,0,0,0,0,0.0360291924751483,0,0,0,0,0,0,0,0.00708327232024866,0.00158192150619753,0,0,0,0,0,0.115387505694507,0.0218641255559279,0,0.00866809961199764,-0.101832589110657,0,0,0,0,0.036988719899713,0.0835391963336146,0,0,0,0,0,0,0,0,0,0,0,0.071568386506367,0,0,0,0,0,0,0,-0.0253025466421406,0,0,0,-0.00657944593407083,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187846810447639,0,0,0.204242218320176,0.000783071215490824,0,0.059419364792566,0,0,0,0.0856864288975106,0,0,0,0.0244491957993523,0,0,0,0,0,0,0,0,0,0,0,0,0.105761079548943,0,0,-0.00591879934799208,0,0,0,0.0318254329234309,-0.0217922954890495,0,0,0,-0.000384756685151215,0,0
X600309.SH,0,0,0,0,0,0.0447146627408403,0.153924609657054,0,0,0,0,0,0,0.242191475986363,-3.46944695195361e-18,-0.0275739840681549,0,0.0815521489766501,0,0,0,0,0.0400200208083159,0.136699220528065,0,0,0,0,0,0,0,0.148829935942674,0,0,0,0,0,0.107384824498581,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0735459278933252,0,0,0,-0.022279817479752,0,0,0,0.0110978881880524,0,0
X600585.SH,0,0,0,0,0,0,0,0.00717373084117198,0,0,0,0,0,0,0,0,0,0,0,0,0.131470815185974,0,0.0925654883886907,0,0,0.0609579462043334,0,0,0.0565121448353403,0,0,0,0,0,0,0,-0.0162735144193944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117515915535932,-0.0174563299018746,0,0,0,-0.037006772781191,0,0
X600019.SH,0,0,0,0,0,0,-0.0775460606220365,0,0,0,0,0,0,0,0.281152409791526,0,0,0,0,0,0.0820955368838911,0,0,0,0.0107611408656057,0.21123959577213,0.106135862701518,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174405945569863,0,0,0,0,0,0,0,0,0.00504934120936339,0,0,0,-0.0409051191189508,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285070330306214,0,0.0572277197275059,0,0.185220528241116,0,0,0,0,0.189727860322653,0.251877860375547,0,0,0,0,0,0,0,0,0,0,0,0.373973379977546,0,0,0,0,0,0,0,0,0.182786392412948,0.263564324431573,0,0,0,0,0.00781572430283863,0,0,0,-0.0320551802943791,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.138184348293024,0,0,0,-0.398129647547055,0.262798422177911,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040873728280664,-0.0831516626869715,0,-0.324521502771984,0.131022231626829,0,0,-0.302079842242768,0,0,0,0,0,0.500781836354422,0,0,-0.109233146013103,0,0,0,0,0,0,0.104794613034465,-0.16276610448498,0,0,0,-0.121222816084358,0,0
X002271.SZ,0,0,0,0.125873653223924,0,-0.373231126148721,0,0,0,0.0367644096133095,0,0,0,0,-0.0135744762277376,0,0,0,0,0.159552175819593,0,0,0.0855743688114405,0.019840222582151,0,0,0,0,0,0.0212683488308438,0,0.0521383642790784,0,-0.154228771998623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132898206872091,0,0,0,0,-0.0221828680758677,0,0
X600660.SH,0,0,0,0,0,0,0.121074720278841,0,0.0269829352275336,0,0,-0.0862609407939118,0,0,-0.0809137126198277,0,0,0.115120725287299,0,8.67361737988404e-19,0,0,0,0,0.0281400113718603,0,0,0,0,0,0,0.00224410839812702,0,0,0,0,0.17185454422406,0.421202191335613,-0.0365022028099516,0,0,0,0,0,0,0,0,0.0368581933021643,0,0,0,0,-0.00192757257293565,0,0,0,-0.0474875077302855,0,0
X600547.SH,0,0,0,0,0,0,0.0615685080605141,0,0,-0.0489390404518173,0,0,0.111351036860116,0,0.0608350632549552,0,0.0355775879799061,0,0,0,0.00522929179738272,0,0,0.0142444513111126,0,0,0,0,0,0,0,0,0,0.141829470742154,0,0,0,0,0,0,0,0,0,0,0,0.0479669014192295,0,0,0.013837628065756,0,0,0.0181529252018254,0,0,0,0,-0.0163187471519528,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.186214096658208,0,-0.0378582160788405,0,0.176254129641569,-0.0158740909182164,0,0,0.152519852369615,0,0,0.0519559627211285,0,0,0,0,0,0,0,0,0,0,0,0,0.0484524529466596,0,0,0,0.000141928118099673,0,0,0,0,0,0,0,0,0,0,-0.00852116853239812,0,0,0,0,-0.035694835603786,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117213504651413,0,0,0,0,0,0,0,0,0.27096835605568,0,0,0,0,0,0,0,3.46944695195361e-18,0.0278757054887581,0.292513298023348,0,0,0,0,0,0.00261133103100763,0,0,0,-0.0705843298145045,0,0
