,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X600010.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X000883.SZ,X600583.SH,X002353.SZ,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X000629.SZ,X600489.SH,X000539.SZ,X600315.SH,X000825.SZ,X000831.SZ,X600352.SH,X600660.SH,X601699.SH,X600808.SH,X000027.SZ,X600307.SH,X600549.SH,X000630.SZ,X002470.SZ,X600578.SH,X000983.SZ,X600490.SH,X000959.SZ,X000937.SZ,X600863.SH,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.164690147667396,0,0,0,0.0122296974522796,0,0,0,0,0,0,0,0,0,0,0,0.0540668989861003,0,0,0,0,0.00768297347156963,0,0,0,0,0.0105801975580387,0,0,0,0,0,0.0228929653114852,0,0,-0.00838166315914027,0,0,0,0,0,0.0434132843391888,0,0,0,-0.00696950937173,-0.00367849526308451,0,0,0,0,0,0
X600028.SH,0,0,0,0.0739235688599648,0,0.00672079277322841,0,0,0,0,0,0,0,0,0,0,0.00296276068188931,0,0,0,0,0.140332995316943,0,0,0,0,0,0,0,0,0,0,0,0.0104754804268277,0,0,0,0,0,0,-0.0592308705275875,0,0,0,0,0,0.0531554833016732,0.121120345692252,0.0255792188269029,0,0,-0.0230035766036362,0,0,0,-0.0139933627042855,0,0
X601088.SH,0,0,0,0,0.063558125487498,0,0.0431943139392744,0,0,0.196338648258098,0,0,0,0,0.232021834846988,0.00152063529069308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071750775617444,0,0,0,0,0,0,0.0144820742105837,0,0,0,0,0,0,-0.000912352705731912,-0.010719739901604,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.153092147240182,0,0,0,0,0,0.0798018459769024,0,0.0358703490035872,0,0.266608977796406,0.0502384610619861,0,0,-0.105822940299695,0,0.0394054485491366,0,0,0,0,0,0,0,0,-0.00855799927867738,0.139151175506389,0,0,0,0,0,0,0,0,0,-0.0668427072829204,0,0,0,0,0,0,0,0.133211990148085,0.0139938185790944,-0.0159916248824996,0,0,0,0,0,0
X600585.SH,0,0.0659226979936669,0.00700480934082932,0,0,0.142171049641631,0,0,0,0.0693939308246053,0,0,0,0.104221065865588,0,0.0433282293810059,-0.0425506838639504,0,0,0,0,0.0482304486454752,0,0,0,0,0,0,0,0,-0.0123195352124399,0.0317281971864942,0,0,0,0,0,0,0,0,0,0,0.180840539634034,0,0,0,0,0,0,0,-0.0064367414708242,-2.16840434497101e-19,0,0,0,-0.0267812455095224,0,0
X600019.SH,0,0,0.0964709828896672,0,0.038701509284858,0,0.0574535720930667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107076524035131,0.131917458418764,0.215931261902895,0,0,0.0376109294985827,-0.109732570258398,0,0,0,0,0,0,0,0,0,-0.00933413818781901,0,0,0.043990430485998,0.0538414289097425,0.131507176539178,0.152639018185414,0,0,0,-0.00649429802565459,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0288718037073181,0,0,0,0.253415823369111,0,0.152260778868668,0,0,0,0.0448383259426093,0.0979728584267492,0.0601074139728101,0,0,0.039751656990561,0,0,0,0,0,0,0,0,0.163187156448623,0,0,0,0.127535541370962,0,0,0,0,0,-0.0299849046056915,0,0,0,0,0,0,0,0,0,0,0,0,0.000824827696953751,-0.00544223795562638,0,0,0,0,0,0
X601991.SH,0,0,0,0.0127217910173913,0,0,0,0,0,0,0,0,0,0,0,0.0913245052667736,0,0,0,0,0.0253487416957586,0.055407509891755,0,0,0,0,0.103892730913352,0,0.0628997269284206,0,0,0,0,0,0.0600854577042398,0,0,0,0,0,0,0.175525467339427,0,0,0,0,0,0,0,0,0.0175293554383945,-0.039602161012423,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767503816844236,0,0,0,0,0,0,0,0.0564762405225018,0,0,0,0.0582958792127755,0.0750226684995418,0,0,0,0,0,0.00461141872545521,0.197702842185734,0,0,0,0.0526124566695317,0,0,0,8.67361737988404e-19,0.153987476293582,0,0,-0.0125074393264439,0.0097506628244844,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.287988402375688,0,0.0399281971188635,0,0,0,0,0,0,0,0,0,0.0398289466504456,0,0.117240930905294,0,0,0,0.0346940644262631,0,0,0,0,0,0,0.0233981688315453,0,0,0,0,0.0933003313786145,0.0397073556501114,0.105079447636645,0,0,0.157383842627672,0,0,-0.0052800103484091,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123448320424487,-0.00469769541046393,0,0.0614098587367746,-0.0461199745621128,0,0.104185440038745,0,0,0,0.0770303169258204,0,0,0,0,0,0,0,0.0367181083184129,0,0.0580116006376261,0,0,0,0,0,0,0,0,0.0321616790038424,0,0,0,0,0,0.00205609314919465,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.110413260264677,0,0,0,0,0,0,0,0,0,0,0.0164380371897828,0,0.082747055082075,0,-0.0618757424692754,-0.0761548101814997,0,0,0.0267185124901899,0,0,0,0,0,0,0,-0.00378808763815417,0.329582658603898,0.246830042998849,0.0806895219460058,0,-0.0439663066626486,0.117629058480899,0,0,0,0,0,0,0,0,0,0.0614009962672399,0,0,0,0,0.0251438686273993,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.207380133617325,0,0,0,0,0,0,0,0,0.0315385238500717,0,0.0176059410352624,0,0,0,0.134206368346881,0,0,0,0,0,1.0842021724855e-19,0.217184467568236,0,0.00832045796265043,0,0,0,0,0,0.126686121239581,0,0.0295614464648999,0,0,0,0,0,0.0705617065011542,0,0,0.00974463202800457,-0.0211334617024205,0,0,0,-0.00537993980871899,0,0
X600010.SH,0,0,0,0,0,0,0.0719478698706994,0,0,0,0,-0.127358113481076,0,0,0,0.363287032892349,0,0,0,-0.187693943609439,0,0,0,0,0.048848943893383,0,0,0,0,0,0,0,0.0972229431417898,0,0,0.0154246398896249,0,0.0596204752244103,0,0,0,0,0,-0.194155001445721,0,0,0.219069502800665,0,0.139615633946206,0,-0.017569755843683,0,0,0,0,0,0,0
X600188.SH,0,0,0.136428051910847,0.0226014692714767,0,0.0560703799835273,0,0,0,0,0,0.0397454745253027,0,0,0,0.00611120754477355,0.106789154935273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210852065160085,0,0,0,0,0,0,0,0,0,0,0.373101197120365,0.183550016235925,0,0,0,-0.00816215501883381,-0.00645129936611177,0,0,0,0,0,0
X600027.SH,0,0,0,0.178607545192958,0.205152271318509,0,0,0.301769942707387,0,0.0156134608327149,0.0396996653675519,0,0,0.0086492638959509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0399630157251566,-0.010659973571403,0,0,0,0.00782710601759538,0,0,0,0,0,0,0,0,0,0.010366352244395,0,0,0,-0.0534326835246984,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.157927545863888,0,0,0,0,0,0,0,0.0465391393051329,0,0.18460403598818,0,0,0,0,0,0,0,0,0.079598503735491,0,0,0,0,0,0.202393465224049,0,0,0,0,0,0,0,0,0,0,0.0994898741947439,0,0,0,-0.0110840624093465,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0353663974292227,0,0,0,-0.0933778944025375,0.0163076559351629,0,0,0,0.08257047292006,0.00653736520510015,0,0,0,0,0.0902962621075879,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.229261650920867,0,0,0,0,0,0,0,0.0343155920214164,0,-0.105206269776771,0.00860503884171508,0,0,0.0071963571349695,0.0113753188413416,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.159514106852019,0.0481892145191057,0,0.0462792869618123,0.0794991692311621,0,0,0,0,0,0,0,0,0,0.0929112738917894,0,0,0,0,0,-0.0636855133357322,0.0373998213615421,0,0.0889934636819987,0,0,0,0.0453613201085141,0,0,0.0103503816429881,0,0,0,0,0,0,0,0,0,-0.00674714333898344,-0.0297694059396978,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187677598567069,0,0,0,0,0.085298049938362,0,0,0.0944907508967199,0,0,0.722622409087377,0,0,0,0,0,0,0,0.309221606054846,0,0,-0.0865828577951146,-0.27530450796607,0,0,0,0,0,0.0777120537574538,-0.114753424853399,0,0,0,0,0,0
