,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600547.SH,X000898.SZ,X002466.SZ,X600516.SH,X601992.SH,X600027.SH,X600111.SH,X600176.SH,X600299.SH,X002460.SZ,X000709.SZ,X600352.SH,X600339.SH,X300072.SZ,X600583.SH,X000553.SZ,X600808.SH,X002110.SZ,X600801.SH,X000629.SZ,X601158.SH,X000883.SZ,X000786.SZ,X000301.SZ,X600219.SH,X000932.SZ,X600426.SH,X000792.SZ,X000408.SZ,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.00985215267398827,0,0,0,0,0.0935154986640126,0.0414888568113282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246957604762939,0,0,0,0,0.0382457039006885,0,0,0,0,0,0,0,0,0.0060084891064719,0,0,0,0,-0.133523757679833,0.0140755856158296,0.00905151137087716,0,0,0,0,0,0
X600028.SH,0,0,0.261830299608858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020918293359432,0,0,0,0.0417419672166591,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0942843129895869,0.0155186934852235,0.0228167365469365,0,0,0,0,0,0
X601088.SH,0,0.278572678362097,0,0,0.160273136808593,0.0125856672936023,0,0,0.0684457513621479,0,0,0,0.00502358268945721,0,0,0,0.113463856268722,0,0,0,0,0,0,0,0.0374589522236659,0,0,0,0,0,0,0,0,0,0,0.111678014435232,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117200591860198,-0.0450016134372318,0,0,0,0,0,0
X600585.SH,0,0,0.08313646653994,0,0.0657360043432148,0,0,0,0,0,0,-0.0219272113269993,-0.0460423986709889,0,0,0,0,0,0,0.066068419685109,0,0,0,0,0,0,0,0,0,0,0,0.0406779830683731,0,0,0,0.309909010034935,0,0,0,0.363209617823809,-0.101610680050088,0,0,0,0,0,0,0,0,-0.0140735058980488,-0.0233348223795777,0,0,0,0,0,0
X600019.SH,0,0,0.0666244643754492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719607090598276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149010059781075,0,0,0,0,0,0,0,0.332900198542116,0,0,0,0,0,0,0.0114901488514009,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0335262260611156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470771712235543,0,0,0,0,0.0461654794045148,0,0,0,0,0,0,0,0,0,0.0909775192645905,0,0,0,0.108840177052011,0,0,0,0.18199054912172,0.0233270655617588,0,0,0,0.0574540229218425,0.0263135643050547,0.0125697548752354,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0175960226106142,0,0,0,-0.0179064465009191,0,0,0,-0.0293549190983701,0,0.0406143370396114,0,0,0.725808829201886,0,0,0,0,0,0,0,0,0,0.0698945711368425,0,-0.0244139472814985,0,0,0,0,0,0,0,-0.145373074038651,0,0,0.10020723879622,-0.0118069203365357,0,0,0,0.0155283131378958,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123193612591761,0,0.288084892512113,0.190513868178316,0,0,0,0,0,0.187969743165297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779251763592802,0.0212722359692995,0,0,0,0.0149770388986966,-0.00533601939312613,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.230757663992007,0,0,0,0,0,0,0,0.109486398526681,0,0,0,0.0597360723243046,0,0,0,0,0,0,0,0.0262247185892995,0,0.0570226171888375,0,0,0,0,0.0396202282564238,0,0.0730996885349212,0,0,0.0751463976333858,0,0,0,0,-0.00932666451920982,-0.0122438079494417,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0815109566159905,0,0,0,0,0,0.193158711434327,0,0,0,0,0,0,0,0,0.0673260044848846,0,0,0,0,3.46944695195361e-18,0,0,0.0455422250735001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118808879577401,0.071202788415065,0,0,0,0.000401928722006367,-0.00803630363780682,0,0,0,0,0,0
