,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X600352.SH,X601991.SH,X600660.SH,X600688.SH,X000723.SZ,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X000709.SZ,X002460.SZ,X002466.SZ,X002271.SZ,X600299.SH,X000629.SZ,X601158.SH,X600489.SH,X600219.SH,X600808.SH,X000553.SZ,X000883.SZ,X000630.SZ,X600583.SH,X000990.SZ,X600985.SH,X000825.SZ,X000027.SZ,X600426.SH,X601699.SH,X600157.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0310839160116687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00920586873824178,0.0893172340091719,0,0,0,0,0,0,0,0.020758704978253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901643925050252,0,0.0716943639261559,0,0,0,0,0,-0.0015428851705435,-0.0365380891082944,0,0,0,0.0029683849207577,0,0
X600028.SH,0,0,0.0292097428423858,0,0,0.00548656627192776,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0946030621882163,0,0,0,0,0,0.0572307892597254,0.0989521951281624,0,0,0,0,0.0147086122298649,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190748925076794,0,0,0,0.077372050090376,0,0,0,0,0,-0.0443933809900921,0,0,0,0,0,0
X601088.SH,0,0,0,0.0706583709025813,0,0,0,0,0,0,0,-0.0740461032900662,0,0,0,0,0.196186018388589,0,0,0,0.066924053976632,0.0920217909668464,0,0,0,0,0.0825334698316743,0.0202485543207886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038293688717757,-0.0511846951414108,0,0,0,0,0,0
X600585.SH,0,0,0.0119572801073943,0,0,0.099496002022072,0,0,0,0,0,0,0,0,0,0,0,0.0126525391534471,0,0,0,0.482385073358721,0,0,0,0,0,0,0,0,0,0,-0.0192160580300035,0,0,0,0,0,0,0,0,0,-0.0102849509067503,0,0,0,0,0,0,0,0,-0.00873577664719971,0,0,0,0,-0.0169227864179779,0,0
X600019.SH,0,0,0.0728288657034751,0,0,0,0,0,0.0489655786865407,0,0,0,0,0,0,0.0452391417074302,0,0,0,0,0,0.168493803906666,0,0,0,0,0.0185303227906303,0,0,0,0,0,0.0288485213316102,0,0,0,0,0,0,0,0,0,0,0.0628448495624942,0,0,0,0,0.124402696445897,0,0,0,-0.0254603703665252,0,0,0,-0.0062165784158926,0,0
X600309.SH,0,0,0,0.074060383032796,0,0,0,0,0,0,0,0.181426207096346,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0651556654821238,0,0,0,0,0,0.11160894841909,0,0,0,0.100793325855291,0,0,0.410171515507759,0,0.046490569916725,0,0,-0.00707129908474328,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0892157247593609,0,0,0,0.141352864792723,0,0,0,0,0,0,0,0,0,0,0,0.497154192603417,0,0,0,-0.0434583601594129,0,-0.0310622172618425,0,0,0,0,0,0,0,0,-0.0599386445446327,0,0.022671704813238,0,-0.0468893261057643,0.125540420436251,0,0,0,0,0,0,0,0.0509441336543428,0,0,-0.0827978846209199,0,0.00789824652305848,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0400358605491462,0,0,0,0,0.0144711220696652,0,0.447836988714482,0,0,0,0,0,0,0,0,0,0,0.00969145868536898,0,0,0.130121061093601,0.0249104434618712,0,0,0.08416394291924,0,0,0,0,0,0.00771676158628401,0,0,0,0,0,0.215651486039249,0,0,0.0280120542183637,-0.019851454723558,0,0,0,-0.0441152333438253,0,0
X601600.SH,0,0,0,0,0,0,0,0.272273317336324,0,0,0,0,0,0,0,0,0,0,0.158425865597025,0,0,0,0,0,0,0,0,0,0,0.0242599891118048,0,0,0,0,0,0,0.237477076455403,0,0,0,0,0,0,0.0706932787780967,0,0,0.0424693718242226,0,0,0.112839833286204,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0336453844841046,0,0,0,0,0,0,0,0,-0.0465987401100888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283594429328119,0,0,0.0982872123162794,0,0,0,0.000536882696403093,0,0,0,0,0,0.125597113490959,0,0,0.0222655563343183,-0.0543128251634732,0,0,0,0,0,0
