,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600547.SH,X600688.SH,X600795.SH,X600188.SH,X601600.SH,X601991.SH,X600362.SH,X600027.SH,X600157.SH,X600111.SH,X600489.SH,X600886.SH,X601992.SH,X600623.SH,X600299.SH,X600660.SH,X300072.SZ,X600309.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X600583.SH,X000723.SZ,X600352.SH,X000408.SZ,X000883.SZ,X000709.SZ,X000898.SZ,X600549.SH,X000983.SZ,X600176.SH,X000539.SZ,X002470.SZ,X000027.SZ,X002460.SZ,X002407.SZ,X000630.SZ,X000060.SZ,X600021.SH,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.169230664784703,0,0,0,0,0,0,0,0.0209668068976917,0,0,0,0,0,0,0,0.0644683963860064,0.0146099955325751,0,0,0,0,0,0.050423392619545,0.049496517040281,0.0228140555510265,0,0,0,0,0,0,-0.0239737496286217,0,0,0,-0.039117412034116,0,0,0,0.0975359996142052,0,0,0,0,0,0,0,0,0,0,0.027028939650249,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0347859996850151,0.211131360792692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152490449580618,0.128063695373803,0,0,0,0,0,0,0,0,0,0,0,-0.0140083923927126,0,0,0,0.014043557600826,0,-0.00751858205733839,0,0,0,0,0,0,0,0,0.0101474261339933,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0071808108911616,-0.0180506454956349,0,0,0.0571162144866835,0,0,0,0,0,0,0,0,0,0.000100269093431487,0,0,0,0,0,0.0294035507443573,0,0.00106071636132129,0,0,0.129434869612211,0,0,0,0,5.42101086242752e-20,0.0772285456327868,0,0,0,0,0.0494095849230687,0,0,0,0,0,0,0,0,0.0392419033507012,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.11934412199819,0.0853895733796169,0,0.202672243979984,0,0.0861504721652891,0,0,0,0,0,0,0,0,-0.0809433179624114,0,0,0,0,0,0,0,0,0.0342284710173452,0,-0.00307934462336954,0,0,0,0.0228593318117213,0,0,0,0,3.46944695195361e-18,-0.0556170750101709,0,0,0,0,0,0,0,0,0,0.117541741280924,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0764838933101697,0.00104052459317484,0,0,0,0,0,0,0,0,0.501680071562069,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347334225222745,0,0.016189427593197,0,0,0,0,0,0,0,0.0475119241362542,0,-0.00939660196181198,-0.0161323908967674,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.085396174308987,0,0,0,0.0156490011005586,0,0,0,0,0,0,0,0.100850271383777,0,0,0,0,0.000171915753457499,0.0745452009059086,0,0.0889107831026164,0,-0.0374106441453653,0,0,0,0,0,0,0,0,0,0,0.0397275799308487,0.0647819539504188,0,0,0.163171301119133,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0245806369875155,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058876182874574,0,0,0,0.0365092887079964,0,0,0.0741591164356846,0,0,0,0,0.000809866764347828,0,0,0.103777121157409,0.123838151223657,0,0,0,0.0545497220025489,0.0332727898745796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0555777614505632,0,0,0,0,0,0,0,0,0,0,0,0.0588098982410253,0,0,0,0.0192905358888119,0,0,0,0,0,0,0.0351014045896931,0.0280966754054988,0,0,0,0.111568549736045,0.172998710616617,0,0,0,0,0.0309638455000718,0,0,0.0615984437672403,0,0.0545944607533448,0,0,-0.0172429980994011,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0756931776450512,0.42585519130837,0,0,0.27023874582866,0,-0.221171739765576,0,0,0.0176378895724476,0,0,-0.0335477120962876,0,0,0,0.0241010975420468,0,0,0,0.150030258196697,0,0,0,0,0,0,0.0587096224449681,0,0,0.0707706662425608,0,0.110371943037002,0,0.0103092045843444,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,-0.00836425615576096,0,0,0,0,0,0,0,0.0835551487370422,0,0,0,0,0.107759792466638,0,0,0.176077894187926,0,0.121817926805323,0,0,0.0415613395587356,0,0,0.1117573681083,0.0960698264236777,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0414475093549262,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0580587550349208,0.167704482133302,0,0,0,0.025475839257492,0,0,0,0,0,0,0.00991124996129189,0,0,0,0,0,0,0,0.0169943396401671,0,0,0.00865374050413603,0,0,0,0.085451933377356,0,0,0,0,0.030131354603893,0,0.0282406145023701,0.0465506302186494,0,0,0,0,0,0,0,0,0,0,0,0,0.0268309150839493,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810515194191351,0,0,0,0,0.161228678868596,0,0,0,0,0,0,0,0.101428875826329,0,0,0,0,0,0,0,0,0.411301743741154,0,0,0,0,-0.196142283555716,0.173803673519602,0,0.330325941639768,0,0,0,0,0.00252198404885431,0.00638917392345976,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0365393782373953,0,0,0,0,0,0,0.0208988484160024,0,0,0,0,0,0,0,0.0729323863826107,0,0,0,0,0.0641132281355679,0,0.168001124665823,0,0.102847561871524,0,0,0,0.0912338749072324,0,0,0,0,0,0,0,0,0.21799751877145,0,0,0,0,-0.0230382503859656,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0238905262470586,0,0,0,-0.0150262429172759,0,0,0,0,0,0,0,0.0187959284797135,0.0322807873497124,0,0,0,0.00458900247535686,0,0,0.12353300007268,0,0,-0.0185788810952323,0,0,0,0,0.0124785666826017,0,0,0,0,0.0433536511737157,0.0320941676499117,0,0,0,0.167865398357016,0,0,0,0,0,0,0,0,0,0.0395535302246481,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412508779033733,0.101992815844949,0,0,0,0,0,0,0,0,0.12374748327037,0,0,0,0,0,0,0,0,0,0.0315827572410135,0.16215183539266,0,0,0,0,0,-0.0590160150238399,0.181561379562066,0.170401916556748,0,0,0,0,0.051854151044984,-0.0312775005527077,0,0,0,-0.152792727211729,0,0
X600027.SH,0,0,0,0,0,0,0,0,-0.0479742085201008,0,0,0.0216379302265914,0.0464438201204814,0,0,0,0.0642065200227436,0,0,0.0307634563614701,0,0,0,0,0,0,0,0.0398494187794195,0,0,0,0.104954698555469,0,0,0,0,0,0,0,0,0,0,0,0.00102453359553679,0,0,0.0328058693474935,0,0,0,0,0.00706225258912222,0.0588507695434464,0,0,0,0,0,0
