,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600547.SH,X601600.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X601992.SH,X600516.SH,X000629.SZ,X600176.SH,X600299.SH,X002466.SZ,X000709.SZ,X002460.SZ,X600808.SH,X600352.SH,X600801.SH,X300072.SZ,X600219.SH,X000825.SZ,X600489.SH,X600339.SH,X601158.SH,X002110.SZ,X600583.SH,X000553.SZ,X000786.SZ,X600426.SH,X601699.SH,X000883.SZ,X000301.SZ,X000932.SZ,X000792.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.158348943388637,0,0,0,0,-0.0753199135233001,0,0.195694432753364,0.0266670374824623,0,0,0,0.00801604533893899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202942145210319,0,0,0,-0.0199753215501016,0,0,0,0.176558680283867,0,0,0.0239130753059569,0,0,0,0,0,0.355627264258455,0,0,0,0,0.00927686385844947,0.0332696889834775,0,0,0,0,0,0
X600028.SH,0,0,0,-6.93889390390723e-18,0.311872081262941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408077892439807,0.0392056767215497,0,0,0,0.0228627590185714,0,0,0,0.0226686095824131,0,0,0,0.168633408207308,0.0289103819043518,0,0,0,0.071727464819604,0,0,0,-0.0473916682000119,-0.000874593997979728,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.257097021927186,0,0,0,0,0,0.0728379627633182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505878383304703,0,0,0.00281642301327318,0,0.0551805164740239,0,0,0,0,0,0.0172084587621175,0.0552423752382384,0,0.0598357481543272,0.053624041639798,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.11925538397954,0,0,0.0609469103051448,0.0887754838195133,0,0,0,0,0,0,0,0,0,0,0,0.0477271308257228,0,0,0,0,0.0424255366846309,0,0,0,0,0,0,0,0.504187368478215,0,0,0,0,0,0,0,0,0,0,0.0268929641114446,0,0,0,0,0.117526685066287,0,0,0.00613744114511092,0,0,0,0,0,0,0
X600019.SH,0,0.0768687449064787,0,0.0683969172351141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630507538342321,0,0,0,0,0,0,0,0.0122468216988054,0.00305769670896028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411762838942346,0,0,0,-0.00868383937329861,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0869766371128891,0,0,0,0,0,0,0,0,0,0,0,0,0.778119434729698,0,0,0,0,0,0,0,0,0.0503588355152924,0,0,0,0,0,0,-0.0423105055282764,0,0,0,0,0,0,0,0,0,0,0,0.0458190103962684,0,0,0,0.0452613849745676,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0735142761229413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639419903592398,0.0189546836409278,0,-0.409908875331197,0,0,-8.67361737988404e-19,0,0,-0.150601872101788,0,0,0,0,0.223258290643483,-0.430582273417426,0,0,0,0,0,0.0758052234589899,0.334700405645745,0,0,0,0,0,0,-0.149360058694656,0,0.0262161771057532,0,0,0,0,-0.0673347245180425,0
X600010.SH,0.191255661610181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020334145671088,0,0,0,0,0.154537985501171,0,6.93889390390723e-18,0,0,0,0,0,0.0699262812284435,0,0,0,0,0.042598951621119,0,0,0,0,0,0,0.0823834253484807,0.0695881982922219,0,0,-0.00323395846611059,0,0,0,0,0,0,0
X601898.SH,0.280508525086598,0,0.17522009979339,0,0,0,0,0,0,0,0,0,0,0,0.0338409017785268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280558779066027,0,0,0,0,0.046643554262593,0,0,0,0,0,0,0,0,0.126698923863325,0.0968453835682605,0,0,0,0.0359240324721912,-0.0519049515853877,0,0,0,0,0,0
X601991.SH,0,0.0563450906664304,0,0,0,0,0.0207673160188066,0.107199890994313,0.125456364415562,0,0,0,0.056262724293519,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.00945747673755632,0,0.0896100471389593,0,0,0,0,0,0,0,0,0.0106498218979076,-0.0299699340228007,0,0,0,0,0,0,0
