,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600309.SH,X601600.SH,X600688.SH,X601992.SH,X600795.SH,X600188.SH,X300072.SZ,X600660.SH,X600362.SH,X601991.SH,X002466.SZ,X600547.SH,X600886.SH,X600111.SH,X000709.SZ,X600027.SH,X600157.SH,X000898.SZ,X000959.SZ,X600339.SH,X002460.SZ,X600489.SH,X601158.SH,X600808.SH,X600299.SH,X000723.SZ,X000883.SZ,X002271.SZ,X600176.SH,X600516.SH,X600219.SH,X000630.SZ,X600352.SH,X600008.SH,X000792.SZ,X600578.SH,X000983.SZ,X000408.SZ,X002092.SZ,X000786.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0597007392060266,0,0,0,0,0,0,0,0.184289285434339,0,0.0168861818210438,0,0,0,0,0,0,0,-0.0516465057038435,0,0,0,0.00994649942306437,0,0,0,-0.0244126986575145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013086459428658,0.00733244714886914,-0.0598277135323652,-0.0229618204739092,0,0,-0.0179480989140429,0.0102478794881533,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0242782320550812,0,0,0,0,0,0,0,0,0.0347840929363575,-0.0146726025254443,0,0,0,-2.16840434497101e-19,-0.125941388093561,0,0,0,0,0,0,0,-0.0202927849454759,0,-0.1215711027561,0,0,-2.16840434497101e-19,0,0,0.0745630478163488,0.0749423305144035,0,0,0,0,0,0,0,0,0,0,-0.0394110790060551,0,0,0.0002879228298677,0,-0.102912029803902,0,0,0,0,0
X601088.SH,0,0,0,0.0313069487659203,0,0,0,0,0,0.0396389233280516,0,0,0,0,0,0,0.0255349955555758,0,0,0.0169166816569972,0,0,-0.020313228719563,0,0,0.0172458082010007,0.0146912123641459,-0.0081758705972793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202010325007919,0,-0.011234898022312,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.100055204380387,0,0,0,0.0390198706639831,0.0287789298164334,0,0.136169740880861,0,0,0,0,0,-0.00219650188413085,0,0,0.27155395039063,-0.0800655907518668,0,0,0,0,0.364127624552885,0,0,-0.00756322622829227,0,0,-0.0630634442356527,0,0,0,0,0,0,0,0,0,0,0,0,-0.00128315048424201,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0776760273575891,0,0,0,0,-0.0131875802795452,0,0.204043033385077,0,-0.0514553223452888,0,0,0.642633536685284,0,0,0,0,0,0,0,0.0148089301694018,0,0,0,0,0,0,0.0502345672941993,0,0,0,0,0,-0.0454467468536664,0,0,0.0376116968511412,0.228349802354684,0,0,0,0,0,-0.0257893703636927,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0110896226347197,0,0,0,0,0,0.0807908160567139,-4.33680868994202e-19,0.0360915092295523,0,0,0,0.268102500617299,0,0,0,0.0822278272439231,0.0857534740596623,0,0,-0.118968947611166,0,0,0,0,0,0,0,0,0,0,0,0,-0.00560347322455242,0,0,0.0396863853988913,0,0,0.0139154971641179,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,-0.00025644271784262,0.063941988340156,0,0.00164277448609219,0,0,0,-0.0747903255661496,0,0,-0.0635126859085934,0,0,0.0835049959921398,0.00960299288871624,0.0232583319781194,0,0.174372232495338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147848973303365,0,0.107058912493604,0,-0.028872483640063,0,0,0,0,0,0,0,-0.0334410994435137,0,0,0,0,0,0
X601898.SH,0,0,0,0.000751213475710451,0,0,0,0,0,0,0,0.0133762543615089,0,0.104268058044422,0,0,0,0,0,0,0,0,0,0,0,0.347787427630721,0,0,0,0,0,0.150253923997011,0,0,0,0,0.152361349686085,0,0,0,0,0,-0.0396381031095969,0.0368760481783124,0.0508985698065681,0,0,0,0,0,-0.00940117088484524,0.0198273328312873,0,0,0,-0.0271990102298932,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.273437330943569,0,-0.00630950553997879,0.0654723214207626,0.481646248086569,0.199299162453365,0.253907887372004,0,0,0,0.0287896168049033,0.18749174066035,0,0.0261619142187235,0,0,0,0,-0.0158487814796097,0,0,0,0,0,0,0,0,0,0.0557760425979595,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0878907338041524,0,0,0,0,0,0
X601600.SH,0.127950461390224,0,0,0.0171111052579689,0,0,0,0,0,0,0,0.0535335517041013,0,0,-0.0290517347104095,0.0366801329507397,0.00275805312423424,0,0,0,0,0,0,0.298250728672581,0,0.160565638108739,0,0.123135536084428,0,0,0,0.0436338154064529,0,0,0,0,0,0,0,0,0,0,0,0,0.17374687737199,0,0,0,0,0,-0.0131975520786886,-0.0206449385541115,0,0,0,0,0,0
