,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600309.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601992.SH,X600188.SH,X002466.SZ,X600660.SH,X600362.SH,X601991.SH,X300072.SZ,X600547.SH,X600886.SH,X600111.SH,X000709.SZ,X600027.SH,X600157.SH,X000898.SZ,X000959.SZ,X600339.SH,X002460.SZ,X600489.SH,X601158.SH,X002271.SZ,X600516.SH,X000723.SZ,X000883.SZ,X600808.SH,X600299.SH,X600352.SH,X600219.SH,X600176.SH,X000630.SZ,X000792.SZ,X600578.SH,X600008.SH,X002092.SZ,X600549.SH,X000408.SZ,X000983.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0249185998571522,0,0,0,0,0,-0.0102025261863512,0,0.170337388509317,0,0,0,0,0,0,0,0,0,-0.0649925914821255,0,0,0,0.00539226541388093,0,0.0136525205577289,0,-0.0247376115063179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345696166170612,0,0.000241922951265882,0.0189096804790443,0,0,-0.0147816655463902,-0.00357868114069181,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.118627054359577,0,0,0.00489817723427031,0,0,0,0,0,0.0322914836293634,0,0,0,0,-0.0787838677383233,-0.121161215488405,0,0,0,-0.00781515610667795,0,0.0348637464662581,0,-0.0312696466195541,-0.0149298314331774,-0.116466613071704,0,0.0402132306541801,0,-0.0291494976819857,0,0,0,0,0,0.0329995558591563,0,0,0,0,0,0,0,0,0,0,0,-0.00207549277181867,-0.130299477874896,0,0,0,0,0
X601088.SH,0,0,0,0.03748397695156,0,0,0,0,0,0.0190096280704696,0,0,0,0,0,0,0,-0.00469472852504392,0,0.0438305625799447,0,0,-0.0561269686218816,0,0,0.0288565858906529,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0325532784723007,-0.00305060404145281,0,0,0,-0.00881481351743305,-0.00630115433954983,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871664504602264,-0.0186718653447409,0,0.0784278357538082,0,0,0,0,0,0,0,0,0.331990649011195,0,0.070407610227242,0,0,0,0,-0.0722723313773038,0,0,0.229729467505797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168835055855359,0.0221315132322475,0,0,0,0,0,0
X600585.SH,0,0.0810487489574182,0,0.15920146377047,0,0,0,0.066209204933469,0,0,0,0,0,-0.0582325569959459,0,0.167525487717753,0,-0.064264693585173,0,-0.0770742597929417,0.694931800439596,0,0,0,0,0,0,0,0,0,0,0.0615607918318062,0,0,0,0,0,0,0,0,0,0,0,-0.0291976253958584,0,-0.064316820511939,0.199626421275957,0.134481242349477,-0.110136360948323,0,0.00110618323702259,-5.42101086242752e-20,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0256952281452127,0,0.0339783524357982,0,0,0.254125166578164,1.73472347597681e-18,0.00286105268653005,0,0,0,0.277561476930436,0,0,0,0.0824494147165262,0.0464086774787089,0,0,0,0,0,0,-0.130007661609137,0,0,0,0.0261158078206288,0,0,0,0,0,0,-0.0522297448602431,0,0,0,0.0149628644481667,0.0145619435036704,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0798228421969538,0,0,0,0,0,-0.0714238264248356,0,0,0.0247116746265822,0,0,0.0892422310132926,0,0,0,0.110437306848534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117897972636516,0,0,0,0,0,0,-0.0128279658338506,-0.00791042462563779,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.195948105386302,0,0.0479301791276365,-0.0433364446410755,0.467380396572552,0,0.30207935302722,0,0,0.163346937787835,0,0,0,0.0655917550917811,0,0,0,0,-0.00872493103157708,0,0,0,0,0.0386198839597672,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0116903364455056,0,-0.00495570506393035,-0.0671323476539267,0,0,0,0,0,0
X601898.SH,0,0,0,0.0900769877399361,0,0,0,0,0,0.0759909082329914,0,0,0,0.110757784933852,0,0,0,0,0,0,0,0,0,0,0,0.313053960589465,0,0,0,0,0.0927488076802475,0,0,0,0,0.0723011792919199,0,0,0,0.0943411034793591,0,-0.00722409766827762,0.0899437058150351,0,0,0,0,0.0660353631637825,0.009293949125501,0,0,0.0076444521475042,0,0,0,0,0,0
X601600.SH,0,0,0,0.0790749612632882,0,0,0.106590836242488,0,0,0,0,0,0,0,0,0,0,0,-0.0613247965670058,0,0,0,0,0.297329502496757,0,0,0.153656576265716,0.0945792747852118,0,0,0,0,0,0,0,0.0320908245397697,0,0,0,0,0,0,0,0,0,0.143847796602634,0,0.160091885486533,0,0,-0.0207336301435471,0,0,0,0,0,0,0
