,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X002460.SZ,X000708.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X002466.SZ,X600362.SH,X600801.SH,X600188.SH,X600352.SH,X002271.SZ,X600795.SH,X000786.SZ,X601991.SH,X600688.SH,X002353.SZ,X600111.SH,X000723.SZ,X600176.SH,X601992.SH,X600027.SH,X600583.SH,X600426.SH,X600516.SH,X600299.SH,X600489.SH,X000898.SZ,X600219.SH,X601158.SH,X000932.SZ,X000792.SZ,X000818.SZ,X600612.SH,X000883.SZ,X000553.SZ,X000709.SZ,X000401.SZ,X002080.SZ,X000630.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0548217673087782,0,0,0.0305386503176161,0,0,0.047557518939777,0.0344576437527548,0.0456724116625909,0.0334439266535347,0,0,0,0,0,0,0.409301932562319,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0412225609619501,0.0940106579537518,0,0,0,0,0,0,0,0,-0.00265759538033766,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0194224879403808,0,0,0,0,0,0.0334491613931544,0,0,0,0,0,0,0.0355400012174186,0,0.331849733788327,0,0,0,0,0,0,0.0105000326759784,0,0,0,0,0.0469474821035132,0,0,0,0,0.0438452616886856,0,0,0.00946197154085144,0,0,0,0,0,0,-0.00198296006550827,0,0,0,0,0.00546085553637513,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0466058688181705,0,0,0,0.0170990946021665,0,0.00634004799996491,0.169654838385338,0,0,0,0,0,0,0,0,0.14693009167208,0,0,0,0,0,0.00972037890522417,0,0,0,0,0,0,0,0.0312279832120259,0,0,0.0384357193749163,0,0,0.074007585064865,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0133306920926779,0,0,0,0,0,0,0,0,0.538007976307487,0,0,0,0,0,0,0,0,0,0,0.00647218292702982,0,0,0,0,0,0,0,0,0,0,0.0480560464279064,0,0,0,0,0,0,0,0.0283144522520626,0,0,0,0,0.026824699861692,0,0,0,0.028185130477128,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0298355156906207,0,0,0,0,0,0,-0.103206966654122,0.152572728099662,0.288956076635476,0,0,0,0,0,0.0445294852639761,0,0,0,-0.0428841030683338,0,0,0,0,0,0,0,0,0,0.0284618987745688,0,0,0,0.0866101182124832,0,0,0,0,0,0,0,0,0.085855590772759,-0.0213971063482136,0,0,0,0,-0.0140335495467491,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0677923520032317,0,0,0,0,0,0.0461022197709012,0.150782655651728,0.0720928405279899,0.203128790149733,0,0,0,0,0,0,0,0,0,0,0.0487360867524967,0,0,0,0.0111476500000062,0,0,0,0,0,0.0295494091324966,0,0,0,0,0,0,0.0095752082804291,0,0,0,0,0.00448688938980319,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.136282700315479,0,0,0,0,0,0,0,-0.0737883762541759,0,0,0,0,0,0,0,0,-0.00246752270323499,0,0,0,0,0,0,0.0847293216707369,0.988939973157389,0,0,0,0,0,0.00752630210706554,0.0166377192665473,0,0,0,0,-0.0543291084933114,0,0,0,0.0370927625840943,0.011547057452709,0,0,0,0.0762133604616748,0,0
X600011.SH,0,0,0,0,0,0,-0.0327790000663174,0,0.0563598170076582,0.0732659220860961,0,0,0,0,0,0,0,0,0,0.122711087409282,0,0,0,0,0.269629020821801,0,0,0.0148510559327913,0,0.111854669580111,0.0343430803998689,0.0440056494704959,0,0,0,0,0,0,0,0.00173839529202222,0,0.0688927170221519,0,0,0,0,0.0406605865067291,0.014279907730046,0,0,0,0.0515479741903508,-0.0397359830769585,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888774987059299,0,0,0,0,0,0,0,0,0,0,0,0.0994613733549077,0,0,0,0.467977829056861,0,0,0,0,0,0,0,0,0,0.0225742515650923,0,0,0,0,0.0377164381207484,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0
X000708.SZ,0,0,0,0,0,0,0,0,-0.215591326296908,0,0,0,0,0,0,0,0,0,0,0.399772827790337,0,0,0,0,0,0.186662138338214,0,0.0243820872308299,0,0,0,0.0448668598380677,0,0,0.122603300664046,0,0,0,0,0.281855284459861,0,0,0,0,0,0,0.0235826289960603,0,0,0,0,0,0,0,0,0,0.0149812228152834,0,0
X600660.SH,0,0,0.148253645397929,0,0,0.110936766733261,0,0,0,0.0452282619595902,0,0,0,0,0,0,0,0,0.0685178300987875,0.0639169157888655,0,0,0.180516031392964,0,0,-0.16723444277839,0,0,0,0,0,0,0,0,0,0,0.140314661091383,0,0,0,0,0,0,0,0.0164414482374102,0,0,0.027100775626951,0,0,0,0,0,0,0,0,0.0123803875622562,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0132260094249141,0,0,0,0,0,0.00662072034370304,0.0388393514036817,0,0,0.263075551907785,0.0123744242710274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190395921204264,0.193614177963532,0,0,0,0,0,0,0.00677017576714253,0,0,0.0263326091219531,0,0,0.0332952797436001,0,0,0,0,0.0141975019105663,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.114600650905965,0,0,0.0466686530857065,0,0,0,0,0,0,0,0.0749300572398582,0,0.174063489313029,0,0.0248456790862316,0,0,0,0,0,0,0.199532840545906,0,0,0,0,0.0299392948852273,0,0,0,0,0,0,0,0,0,0,-0.037703951301449,0,0,0,0,0,0,0.0303923384404,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.189773244547427,0,0,0.0106397051185025,0.0320999655162127,0,0,0,0,0.125814103463049,0.0570711318218457,0,0,0.218040790871435,0,0,0,0,0,0,0,0.0641359037432118,0,0,0,0.0381085171145304,0,0,0,0,0,0,0,0,0,0,0.0327601949354921,0.00335611616681326,0,0,0.0802521635503093,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634287174310555,0,0,0,0.33146424252049,0,0,0.00259228130115935,0,0,0,0.212508851996705,0,0,0,0,0,0,0.118861636486398,0,0,0,0.0153129214157783,0,0.0796226765003245,0,0,0,0,0,0,0,0.0210747798692162,0,0,0,0.0112485253099617,0,0,0,0,0,0,0
