,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600547.SH,X000898.SZ,X002466.SZ,X600027.SH,X600516.SH,X601992.SH,X600111.SH,X600176.SH,X600299.SH,X000709.SZ,X300072.SZ,X002460.SZ,X600352.SH,X600339.SH,X600583.SH,X000553.SZ,X600808.SH,X002110.SZ,X600801.SH,X000786.SZ,X601158.SH,X000883.SZ,X000629.SZ,X000301.SZ,X600219.SH,X000408.SZ,X000792.SZ,X600426.SH,X000932.SZ,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.123989917006688,0.0127697052205923,0,0,-0.0617361180083191,0.117886068075401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00676648281886349,0,0,0,0,0.234286303751392,0,0,0.0247626463622178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131911799178419,0.0178589481833167,0.0139814948427368,0,0,0,0,0,0
X600028.SH,0,0,0.124262784450881,0,0.109953666776477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317392085957825,0,0.0363492105888436,0,0,0,0,0,0,0.0767114369386427,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131373496656726,0.00777739530888571,0,0,0,0,0,0
X601088.SH,0,0.15570801119844,0,0.0128611290018797,0.210410173319983,0,0,0,0,0,0,0,0.123568949833769,0,0,0,0.0327709456084141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117636446337116,0,0,0,0,0,0,0.0600310921452457,0.0243175501116835,0,0,0.0774458841645699,0,0,-0.00982759201134482,-0.0430726667956137,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.089840192040179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570807903916851,0,0,0,0,0,0,0,0,0,0,0,0.0475884144532934,0,0,0,0.299393965983539,0.343857289666797,0,0,0,-0.0807130282829069,0,0,0,0,0,0,0,0,-0.0141136795899312,-0.0241513210816888,0,0,0,0,0,0
X600019.SH,0,0,0.0518287926961952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178845925922898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134700342418389,0,0,0,0,0,0,0,0,0,0,0.311154407048237,0,0,0,0.0106378053313568,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441394022033222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508380501819145,0.1532850796195,0,0,0,0,0,0,0,0.166984680645589,0,0,0,0,0.0222550920769322,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.00953018619214366,0,0,0,0,0,0,0,-0.00101006409735977,0,0.0427658669663014,0.717206663408048,0,0,0,0,0,0,0,0,0,0,0,0.061876061156338,0,-0.034787195805244,0,0,0,0,0,0,0,0.0993104321499092,0,0,-0.148352853263007,-0.0379930638077553,0,0,0,0.0160326357717184,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153535908141031,0.0178665227484702,0,0.245515621843032,0.0445289071778941,0,0,0,0,0,-0.0671148905699407,0,0,0,0,0,0,0,0,0,0,0,0,0.195556160435844,0,0.100072033713113,0,0.0515540248166041,0,0,0,0.0122744667237631,-0.00141585441282918,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.0157712055153508,0,0,0,0,0,0.200723620909183,0.102217814052914,0,0,0,0,0,0,0,0.0855572480530806,0,0,0.0218741085492527,0,0,0,0,0,0,0,0.0139831590656047,0,0.11687616865436,-0.024005878732085,0,0,0,0,0,0.124305636159575,-0.00151082379416278,0.0609301915631355,0,0,0,0,0,-0.00862881306161739,-0.00372773607391138,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0493574248585115,0,0,0,0,0,0.114597642817424,0,0,0,0,0,0,0,0.107982832179555,0,0.119380047322771,0,0,-0.0905449527236946,0,0,0,0,0.017891349026315,0.107984077973964,0,0,0,0,0,0,0,0,0,0,0.0134057656869172,0.0491754860343412,0,0,0,0,-0.0463825749711052,0.00156432260273145,-0.00593351642832768,0,0,0,0,0,0
X600688.SH,0,0.259243315339638,0,0,0.030044198753843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183238838138211,0,0,0,0,0,0,0,0.00556795317003115,0,0,0,0.0260481643785495,0,0.014705180208762,0,0,0,0,0,0,0,0,0,0,0.0737733096678398,0,0,0,-0.0451424606546196,0.00256240810137865,-0.00936204138728799,0,0.0891509708853985,0,0,0,0
X600660.SH,0,0,0,0,0,0.0707661961276763,0.0331118948000169,0,0,0,0,0,0,0,0,0,0,0,0,0.306882705319024,0,0,0,0,0,0,0,0,0,0,0.00795277027527978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136971553888115,0,0,0,0,-0.00351414044857169,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0229533388635865,0,0,0,0,0.0519736529181747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231753679180249,0.379509470326393,0.0987842947201259,0,0.0334259661548835,0,0,0,0,0,0,0,0,0.0504175938409662,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.00188176928339136,0,0,0,0,0,0,0,0,0.276650688339936,0,0,0,0.139084949915069,0,0.00630260549045496,0,0,0,0,0,0,0.0413354527454377,0,0,0,0,0.0431245500345816,0,0,0.182055415902991,0.101259020155248,0.022602884115252,0.0735803023964787,0,0,0,0,0,0,0,0,0.123076132077341,0,0,0,0,-0.00381296350319193,0,0,0,0,0,0
X600886.SH,0,0.122896026750639,-0.0137389347946627,0,0,0,0.185862630568604,0,0,0,0,0,0.142230518315124,0,0,0,0,0,0,0,0.0575069833694473,-0.00308168493345765,-0.0381965627694654,0,0,0.0643627258531307,0,0,-0.0165837509273218,0,0,0,0,0,0,0,0.0666701059181472,0,0,-0.062631542646573,0,0,0,0.0402925470197182,0,1.73472347597681e-18,0,0,0,0.000788123392031426,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.044629733411297,0,0,0,0.0542992855964868,0,0,0.0809277315315454,0,0,0,0,0.0413078909786533,0,0,0.199406704531424,0,0,0,0,0,0,0,0,0,0.0350985902096613,0,0,0,0,0,-0.00456603120541335,0,0,0,0,0,-0.0752698755866703,0.0585958996111097,0,0,0,0,0,-0.000457291593964781,0.00231434437123543,0,0,0,0,0,0
X600362.SH,0,0.244074155131581,0.148506127162988,0,0.150108499431722,0.133131601333097,0,0,0,0,0,0,0.0547594319761785,0.0503452082615881,0,0,0,0,0,0.0106659894871312,0.011116935012436,8.470329472543e-22,0,0,0,0,0,0,0,0,0.0794316220283337,0,0,0,0,0,0,0,0.0359183534023927,0,0,0,0,0.0581539448898655,0,0,0,0,0,0,-0.0108627632818361,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0360045902049778,0,0,0,0,0,0,0,0,0,0,0,0,0.094277659666935,0.0720469514921584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733455838712403,4.33680868994202e-19,0.0416391465515844,0.0682606921111048,0.0281673278661627,0,0.692854681278634,0,0,0.0118956270656811,0.0209937615978659,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.0541594778648129,0,0,0,0,0.056336923847454,0.00116500746936765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304579159041581,0.659428078025496,0,0,0,0,0,0,0,0,0,0,0,0.0365637212472735,0,0,0,-0.00153297537172235,0.00152295577784361,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0215951512431164,0.207300298096538,0,0,0,0,0,0,0,0,0,0.125407713976115,0,0,0,0,0,0,0,0,0,0,0,0.571835739383375,0,0,0.066520453741704,0,0,0,-0.322357294005258,0,0,0,0,0,0,0.21245946821417,0,0,0,0,0,0,0.0243455445645511,-0.0334620589998789,0.305570540535671,0.185169885454538,0,0,0,0
X600027.SH,0,0,0,-0.161563929410437,0,0.0551175975333597,0.289104300807285,0,-0.0893112418988896,0,0,0,0,0,0.262512121698696,0,0,0.118316656877986,0.469334354221086,0,0,0,0,0,0,0,0,0,0,0,0,-0.0991261517428606,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0883879475123476,0,0,0,-0.0186337512751321,0,-0.0238232771334431,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0.00442081112701387,0,0.358209395112666,0,0,0,0,0,0,0,0,0,0,0,0.351270776996901,0,0,0.226532331340329,0,0,0,0,0,0,0,0,0,0,0,0.0926345263156664,0,0,0,0.0650438088255598,0.011904687962606,0,0,0,-0.044061775204271,-0.0829228463917621,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137081545339187,0,0.149515507847163,0,0,0,0,0,0,0.000869539331854356,0,0.117707036692101,0,0,0,0,0,0,0,0,0,0,0.0446253813151885,0,0.215595826836286,0,0,0,-0.0180272931828536,-0.0329082905917885,0,0,0,0,0,0
X600111.SH,0,0,0,0.193753369392653,0,0.033814920636162,0,0,0,0,0,0,0.291431675736028,0,0,0,0,0,0,0,0,0,0.110795567212269,0,0,0,0,0,0,0,0,0.0314514212280668,0.0307049682635304,0,0,0,0,0,0,0,0.0596626639950799,0,0,0,0,0,0,0,0,-0.00316881064465049,0.00507028100283017,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.0944108922094053,0,0,0,0,0,0,0.168533026711931,0,0,0,0,0,0,0,0,0,0,0.0991486828690581,0,0,0,0,0.181133432005318,0.0359182400411405,0,0,0.0412370784560912,0,0,0.0289331874099968,0.104442065160201,0,0,0,0.0511159139477386,0,0,0,0.0225547880567334,0,0,0,0,0.00643826630620674,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634437608164116,0.214938358671367,0,0,0,0,0,0,0,0,0,0,0,0,0.109025857204643,-0.208082082218049,0.480275600875264,0.0599327509826785,0,0,0,0,0.0036674439820554,0,0,0,0,0.479855647870094,0,0,0,0,0,0,0,-0.081613948445707,-0.00623365818418894,-0.0298991759290309,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.0874532898802871,0,0,0,0,0,0,0,0.0396079352208341,0,0,0,0.151717218751988,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.0629702227827985,0,0,-0.0202348055578349,0,0,0,0.0332481744233159,0,0,0,0,0,-0.00716008930490171,-0.03056418776091,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,-0.0516381216582879,-0.3561357862068,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166137373697263,0,0,0,0,0,0.149276619951105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37172596311059,0,-0.00945427359968527,0,0,-0.103508946224048,-0.0407682880292987,0.0361015184408479,0,0.417180651358376,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79898424952569,-0.0141344182892209,0.246009734533903,0,0,0,0,0,0,0,0,0,-0.0994277541742091,0.0107428601600676,0,0,0,0.0406839918903372,0,0,0,0,0,0,0.0918946513325914,-0.0016633895245294,0,0,0,0,-0.0160709581745874,-0.015226938518141,0,0,0,0,0,0
