,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600489.SH,X000708.SZ,X002466.SZ,X600160.SH,X600027.SH,X600803.SH,X000301.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600219.SH,X600426.SH,X002128.SZ,X000408.SZ,X000983.SZ,X000877.SZ,X000630.SZ,X600176.SH,X601699.SH,X601168.SH,X000933.SZ,X600096.SH,X600985.SH,X002353.SZ,X000831.SZ,X600378.SH,X002271.SZ,X600157.SH,X600995.SH,X600352.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.424609534513169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184272907323386,0,0,0,0,0,0,0,0,0,0.300606270466075,0,0,0,0,0,0,0,0,0,0,0,0,0.218333723785626,0,-0.0181912828279622,0,0,0,0,0,0,0,-0.043338396810073,0,0,0,0,0,0
X601088.SH,0.172603048575619,0,0,0,0.289305168608909,0,0,0,-0.0724169523405635,0.0386283699930257,0,0,0,0,0,0,0,0,-0.126387700691117,0,0,0,0.0386264765958273,0,0,0,0,0,0,0,0.12608008727555,0,0,0,0,0,0,0,0,0,0,0.109915680563673,0,0,0,-0.0365342159353739,0,0,0,0,0,0,-0.022187672537112,-0.0312602018144866,0,0,-0.0128486223817899,0,0
X600028.SH,0.454411622923364,0,0,0,0.211856533988415,0.1071658908752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318485089658274,-0.0767363396310531,0,0,0,0,0.149796075261452,0,0,0,0,-0.0821339927867935,-0.026690428474633,0,0,0,0,0,-0.205731972654141,0,0,0,0,0,0,0,0,0,0,0.178254634826695,0,-0.0146517140744823,0,0,0,0,0.00181386607569308,0,0
X600309.SH,0,0,0,0,0,0,0.0499369170305537,0,0,0,0,0,0,0,0,0,0,0,0.129861375678458,0,0,0,0,0,0.138960572844547,0,0,0,0.0307779655115843,0,0.362026612184249,0.119562203559534,0,0,0,0,0,0,0,0,0,0,0.0453197444848063,0,0,0.0429290194888071,0,0,0,0,0,-0.0978807239444105,-2.16840434497101e-19,0,-0.00708117743845288,0,0,0,0
X601898.SH,0.263740676037061,0,0,0,0,0,0,0,0.11022412611974,0,0,0,0,0,0.0824190245446478,0,0,0,0,0,0,0,0,0,0.00770866629016975,0,0,0,0,0,0,0,0,0.0268385400128332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0762882158722978,0,0,0,0
X600188.SH,0,0,0,0,0.0813987378947596,0,0,0,0,0,0,0,0,-0.176769291091333,0,0,0,0,0,0,0,0,0,0.0645221881373577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583256714531286,0,0,0,0,0,0,0.338323609817853,0.0446182934861291,0,0,0,0,0,0.00414063233924614,0,0.157278929641285,0,0,-0.0111771760546002,0,0
X600660.SH,0,0,0,0.346416248867674,0,0,0,-0.0867286552299294,0,0,0,0,0,0,0,0.180023943251525,0,0,0,0,-0.327921235585338,0,0.133040762560005,-0.0409516922660311,0.182467423124793,0,0,0,0,0,0,0,0,0,0,0,-0.0778733862111274,0,0,-0.141304807393801,0,0,0,0,0,0,0,0,0,0,0,-0.0133853224348026,-0.0709887994909469,-0.112191260468336,0,0,0.00391286098219979,0,0
X600019.SH,0.226019871614471,0,0,0,0,0,0,0,0,0.166573320434693,0,0,0,0,0.028146088751971,0,0,0,0,0.0351197954407465,0.149720453414371,0,0,0,0,0,0,0,0,0.0972903665287896,0,0,0,0,0.0393180795157287,0,0,0,0,0,0,0,0,0,0,0,0.0989115923094957,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.173264907050401,0,0,0,0,0,0,0,0,0.216048148967671,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0401277827938532,0,0,0,0.123218872037654,0,0,0,0,0,0.0461513468602532,0,0.303595731271667,0,0,0,0,-0.00345810091762456,0,0,-0.0280563110951701,0,0,0,-0.03561258380439,0,0,0,0,0,0,0,0,0,-0.0296138400278704,0,0
X601600.SH,0,0.0969691505122301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720788870731109,0.0280879967344175,0.146651582612325,0,0,0.098592000980497,0,0,0,0,0.221704932233172,0.409389554662888,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224520915347422,0,0,0,0.36313159859199,0,0
