,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600886.SH,X600660.SH,X601992.SH,X600111.SH,X600489.SH,X000898.SZ,X600299.SH,X600339.SH,X601158.SH,X000959.SZ,X000709.SZ,X600583.SH,X000792.SZ,X002466.SZ,X000630.SZ,X000723.SZ,X000408.SZ,X600098.SH,X000883.SZ,X600352.SH,X600219.SH,X600021.SH,X000539.SZ,X000825.SZ,X000027.SZ,X002092.SZ,X000983.SZ,X601699.SH,X600623.SH,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.34387232416895,0.0279726137315137,0,0,0,0,0,0,0,0.0188068498005824,0,0,0,0,0,0,0,0,0,0.0180438137218719,0.0262556590135467,0,0,0.0541745003754325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392849815443565,0,0,0,0,0.100819671531385,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.804062815181715,0,0,0,0,0.212151032044431,0,0,0,0.0261519484654106,0,0,0,0.0457981233077242,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00804046863171613,0,-0.0844527974164407,0,0,0,0,0,0.00886456045364434,0,0.0195199906420348,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.145899439015287,0.083613086208971,0,0.0804164626062811,0.0578540530169669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836880303743001,0,0.0465329843213617,0,0.00411906365796345,0,0,-0.134246305997253,0.135460380913039,0,-0.0321435146190803,0.0204608392167168,0,0,0,0,0,0
X600019.SH,0,0,0.243238546346704,0,0.145406761412098,0,0,0,-0.0578586679110357,-0.0702199637959904,0,0,0.0426485472141299,0,0,0,0,0,0,0,0,0,0.147918625508453,0,0.141929678456254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121125970984451,0,-0.053111174650502,0,0,0,0,-0.12179019750052,0,-0.0187278146265447,-0.00842724172415524,0.0149250254007184,0,0,0,-0.218152977843662,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.048332138467709,0,0.184439729826273,0,-0.0252591758845985,0,0,0,0,0.0820926719882534,0,0,0,0,0,-0.0205695787852007,0,0,0,0,-0.118935488369457,0,0,0,-0.0497430994362296,0,0,0,0,0,0,0.0231915617611363,0,1.0842021724855e-19,0,0.0975383589735921,0,0,0,0,0,0,0,0,0,0,-0.164007418373749,0,0
X600585.SH,0,0.106400323522927,0,0.152531917970185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131088855121434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710934215294556,0,0,0,0,0,0,0,0,-0.307452615364264,-0.02924597956662,0.0222685430665149,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0643129516274495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187138517353294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115493979598821,0.0726105808043199,0,-0.0228893969809824,0.00462993544660282,0,0,0,0,0,0
X601898.SH,0,0,0.216291065073612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767834853832731,0,0.00628771133217165,0.223741067401876,0.0114032019443965,0,0.140898047829107,-0.0603438296766284,-0.0104108442894085,-0.00965103462581895,0,0,0,0,0,0
X600688.SH,0,0.292849883085254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139678254283872,0,0.026000068734826,0,0,0.115530217424879,0,0,0.0174732065378719,0,0,0,0,0,0,0,0,0,0.100428557151008,0,0,0,0.123127995158857,0,0,0,0.0109348111526472,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0135669770100704,0,0,0,0,0,0,0,0,0,0,0,-0.115360290519716,0,0,0.00999920746491939,0,0,1.01966587526971,0,0,0,0,0,0,0,0,0,0.0307231714971636,0,0,0.0700532120174131,0,0,0,0,0,-0.0657849175509622,0,0.16298229600326,-0.0124313145977457,0,0,0,0,-0.0504417585177551,0.0263482662061576,0,0,0,0,0,0
