,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X600660.SH,X002271.SZ,X000708.SZ,X601898.SH,X601600.SH,X600547.SH,X600362.SH,X000301.SZ,X002466.SZ,X000786.SZ,X600111.SH,X600010.SH,X600188.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X000027.SZ,X601991.SH,X600795.SH,X600803.SH,X600219.SH,X600352.SH,X600489.SH,X000807.SZ,X000932.SZ,X600801.SH,X000825.SZ,X000408.SZ,X000898.SZ,X600688.SH,X000959.SZ,X002353.SZ,X300037.SZ,X601699.SH,X600315.SH,X600157.SH,X000830.SZ,X002080.SZ,X600486.SH,X600299.SH,X600027.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371302585488485,0,0.0188901261840127,0.0473453473208619,0.0183814467326113,0.0980470267272978,0,0,0,0.0225754050918253,0,0,0,0,0,0,0,0,0,0.0475101444349541,0,0,0.21105433870493,0.0352855938141186,0,0,0,-0.0113349886209895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000358810027293916,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994306778912839,0,0,0,0,0,0,0,0,0,0,0.00439964910009305,0.0138519478182139,0,0,0,0.128889334329782,0,0,0,0,0,0.0361693829512563,0,0.111829114665091,-0.105371042281735,0,0,0,0.0340572018813995,0,0.0786979092526366,0,0,0,0,-0.0267246989944025,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463913908573612,0,0.10666400199195,0,0.110652483164212,0,0,0,0.0466494618610569,0,0,0,-0.0637593660682238,0,0,0,0,0,0,0,0,0,0,0,0,0.0178413998901444,0,-0.0703777760532511,0,0,0,0,0,0,0.110313103260355,0,0.0120321528731132,0,0,0,0,2.16840434497101e-19,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114217288294972,0.120407310943707,0,0,0.190971553340458,0,0,0.121885095375878,0,0,0,0,0,0,0,0.0129038611223074,0,0,0,0,0,0,0,0,0,0,0.027897857328547,0,0.122346296693921,0,3.46944695195361e-18,0,0,0.00676510267658145,0,0,-0.110733132053128,0,0,0,-0.029534172682471,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215177941567196,0.00170356509303708,0,0,0,0,0,-0.0140598352970452,0,0,0.0286550914946083,0.0229973734374759,0,0,0,0.110839507626126,0,0.0251833050578239,0,0,0,0,0,0,0,0,0.0764119577435796,0,0.0167347714699907,0,0,0,0,-0.00786156640163958,0,0,0,0,-0.00266789892323394,0,0
X600019.SH,0,0,0,0,0,0,0.106264183672432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227928672325114,0,0,0,0,0,0,0,0.177478502078112,0.153909959641918,0,0.183957584594472,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.0624710840569641,0,0,0,0,0,-0.00637975792626602,0,0,0,0.0228716731753176,0,0
X002460.SZ,0,0,0,0,0,0,0,0.1301176978287,0,0,0,0,0,0,0,0.558372256610322,0,0.0242685109005627,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0680501811372042,0,0,0,-0.0154661266356323,0,0,0,0.0186378102387695,0.0667764715499496,0,0,0,0.110251153123099,0,0,0,-0.134507265625099,0,0,-0.0193173296749848,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.100426917433216,0,0,0.036375197870352,0,0.0873022847993344,0.134340736865616,0,0,0,0,0,0,0.0949874223519143,-0.169590438524067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137803999942365,0,0,0,-0.0221106810589482,0,0,0,0,0,0,0,-0.0082604237020816,0,0,0,-0.0197886438737018,0,0
X002271.SZ,0,0,0,0,0,0,0.183444004613379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944761816878249,0.0149301074669204,0,0,0,0.149628949996376,0,0,0,-0.03358988479733,0,0,0.0511867862192316,0,0,0,0,0,0,0,0,-0.0841216195688632,0,0,0,0,4.33680868994202e-19,0,0
X000708.SZ,0,0,0,0.0754114650416691,0,0,0,0,0,0,0,0,0,0.000656979184907115,0,0.00551269084103507,0,0,0,0,0,0,0,0.141671016422209,0,0,0,0,0,0,0,0,0.0949297649232415,0,0,0,0.17957822989172,0,0.0449341724587107,0,0,0,0.1514153608945,0,0,0,0,0.131488361312451,0,0,0,0,0,0,0,0,0,0,0
