,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X002466.SZ,X601600.SH,X000792.SZ,X002460.SZ,X600795.SH,X600010.SH,X600111.SH,X000708.SZ,X601699.SH,X000301.SZ,X600426.SH,X600362.SH,X000877.SZ,X000983.SZ,X600027.SH,X600489.SH,X002271.SZ,X600803.SH,X601991.SH,X600160.SH,X000807.SZ,X600176.SH,X600985.SH,X000630.SZ,X000932.SZ,X000408.SZ,X000786.SZ,X600612.SH,X300037.SZ,X000933.SZ,X600219.SH,X002128.SZ,X600995.SH,X600688.SH,X600348.SH,X000629.SZ,X000723.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.714163857058786,0.259425737367658,0,0,0,0,0,0,0,0,0,-0.144349998815901,0,0,0,0,0,0,0.0404095919368279,0,0,0,0,0,0,0,0,-0.30690034424144,0,0,-0.160034891458538,0,0,0,0,0,0,0,0.0624009506434724,0,0,0,0,0,0,0,0,0,0,0,0,0.00707123130531816,0,0,0,0,0,0
X600028.SH,0.495998468365389,0,0.0124355428596471,0,0,0,0,0.0367378818182199,0,0,0,0,-0.0240549002394298,0,0,0,0.124501124756847,0,0,0,0,0,0,0,0,0,0,0,0,0.0575341790191605,0,0,0,0,0,0,0,0,0.10052677478002,0,0,0,0,0,0,0,0,0,0,0,0,-2.705706332919e-05,0,0,0,0,0.0336063997384892,0,0
X601088.SH,0.0289370286298413,0.155117170019277,0,0,0.0429054795231018,0,0.19841499962183,0,0,0,0,0.122496794628502,0,0,0,0,0,0,-0.106390161141021,0,0,0,0,0,0,0.147019325947752,0,0,0,-0.0758940577633616,0,0,0,0.0400758809549882,0,0,0,0,0,0.0788011713219535,-0.107098435401882,0,0,0,0,0,0,0,0,0,0,0.00314480482861327,0.0118675694066054,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635419111271068,0,0,0,0,0,0,0.140694127712928,0,0,0,0.136177017006978,0,0,0.071983003841177,0,0.0905698219589233,0,0,0.200695867733176,0,0.303913333923376,0,0,0,0.248325381106103,0,0,0,0,0,0,0,0,0.499749805237434,0,0.0108221173850105,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.245979415167475,0,0,0.0967049762901777,0,0,0,0,0,0,0,0,0,0,0.205973287996405,0,0,0,0,0.100809928715569,0,0,0,0,0,0.0107574426996157,0,0,0.12833334554556,0,0,0,0,0,0,0.231321992508432,0,0,0,0,0.0413261370558076,0,0,0,0,0,-0.00931403457663295,0,0,0,0,0,0
X600019.SH,0,0,0,0,6.93889390390723e-18,0,0.162735629070015,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0226552996521906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28896311962123,0.481861863882618,0.0964392925903195,0,0,0.185114482145979,0,0,0,0.22362198329995,0,0,0,0,0,0.000292590359441705,0.0155136969359473,0,0,0,0,0,0
X601898.SH,0,0,0.170046699620123,0,0.279189166224861,0.0458378254455235,0,0,0,0,0,0,0.0209892211513042,0,0,0,0,0,0,0,0.0584919768500881,0,0,0,0,0,0,0.0132427702861139,0.0363430454450272,0,0,0,0,0,0,0,0,0,0.00619540153071743,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.00689991477437067,0,0,0,0.0592081907700875,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.197799754332375,0,0,0.00501976624638096,0,0,0,0,0,0,0,0,0,0,0,0.27741516007922,0,0,0.0854965311240987,0.0419596589207924,0,0,0.0912834112049248,-0.0405288556474796,0,0,0,0,-0.0150108275365314,0.0477324276671975,-0.122950601847357,0,0,0,0,0,0,0,0,0,0,-0.01324189416749,0.0317359487684991,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0103343474969288,0,0,0,0,-0.0368076777970349,0,0,0,0,0,-0.047286554728825,0,0,0.155477845306557,0,0,0.145149085948582,0,0.275125703060844,1.73472347597681e-18,-0.0959134645853741,-0.013785570537756,0.0104402392328335,0,0,0,0.0266594867929654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054044191804866,-0.0401618801458012,0.0614472592037179,0,0,0,0,0,0
X600547.SH,0.0517545865443885,0.0860860631072474,0,0,0.0683322257170619,0,0,0,0,0,0,0,0,0,0,-0.0642069028254332,0,0,0,0,0,0,0,0,0,0,0,0.446759383259188,0.0656113269152607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000608886833710103,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0865751475085385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113769550992785,0,0,0,-0.0195549830722151,0,-0.0434097759418726,0,0,0,0,0,0,0.152190380818246,0,0,0,0,0,0,0,0,0,0,0,-0.0582239657301049,0.00797261142873669,0.00284300982630387,0,0,0,0.0865272172710839,0,0
X600886.SH,0,0.0850762182378323,0.160943782755779,0,0,0,0.127748551176274,0.0650804918711477,-0.121231777409478,0,0,0,0,0,0,0,0.25037514805626,0,0,0,0,0,0,0,0,0,0,0,0,0.385763192342171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122019157853327,0,0,0,-0.0213217439036905,0.0281011353852456,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754085282895337,0,0,0,0,0,0,0,0,0,0,0,0,0.000557718073466036,0,0,0,0,0,0,0,0,0,0,0,0.0300595395890485,0,0,0,0,0,0,0.118935875452063,0,0,0,0,0,0,0,0,-0.0236598579163728,0,0
X601600.SH,0,0,0,0,0,0.178367831818592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100786235090091,0,0.068497505071561,0.0369655492327359,0,0.446100380483355,0,0,0,0,0,0,0,0,0.0757900901987933,0.359745466218045,0.015988532374497,-0.0249592385085516,0.0676262482541638,0,0,0,0,0,0.00233156871871128,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0219740055951176,0,0,0,0,0,0,0.345164053779187,0,0,0,0,0,0.0376793828867422,0,0.0469173185290329,0,0,0,0,0,0,2.16840434497101e-19,0.0964396582888745,0.019689688571975,0,0.049445588653392,0,0,0,0,0,0.135450199884757,0,-0.0211243103638934,0,0,0,0,0,0,0,0,0.149830942421077,0,-0.113325289260198,0.0107745980785774,-0.0120063594413774,0,0,0,0,0,0
X002460.SZ,0,0,-0.0691064337103826,0,0,-0.042347225682114,0,0,0,-0.134539040552412,0,0,0.834950749374642,0,0,0,0,0,0,0.153409950660418,0,0,0,0,0,0,0.137035865451995,-0.122473943221523,0,-0.0850772166289037,0,0,0,0,0,0,0,0,0,0,0,-0.00201313541754334,0,0,0,0,-0.010344583385798,0,0,0,0,0,0.00473512865462006,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0486518006361981,0,0,0,0.38143353986289,0,0,0,0,0,0.0835403936365785,0,0,0,0,0,0,0,0,0.0705692254344582,0,-0.127938141857659,0,0.215350704404154,0,0,0,0,0,0.0359824549884347,0,0,0.149853559212718,0,0.0288754360687817,0,0,0.0831464776730469,0,0,0,0,0,-0.0537129975311621,0,0,0,0,0,0.0294728287249563,0,0
X600010.SH,0,0,0,0,0,0,-0.027706772155826,0,0,0,0,0,0,0,0,0.0324890406112412,0.139452307622738,0,0.484692865636572,0.139477194557852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264851611215219,0,0,0,0,0,-0.0668873355949409,0.00364656799387911,0,0,0,0,0.0539500323935412,0,0
