,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600011.SH,X002460.SZ,X600019.SH,X002466.SZ,X601898.SH,X000792.SZ,X600547.SH,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600027.SH,X601991.SH,X000983.SZ,X600803.SH,X600176.SH,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X600160.SH,X000408.SZ,X300037.SZ,X600219.SH,X000539.SZ,X000932.SZ,X600995.SH,X002080.SZ,X000629.SZ,X600688.SH,X600612.SH,X002409.SZ,X600096.SH,X600157.SH,X600348.SH,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.648794823139655,0,0,0.0976158710709495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453031328266107,0,0,0,0,0,0,0.069296521279603,0,0,0,0.0403639884305887,0,0,-0.0867458742988492,0,0,0,0,0.213277543199021,0,0,0,0,0.144786808568609,0,0.00891815441652525,0,0.0028551614405539,0,0,0,0,0
X600028.SH,0.721807762518107,0,0,0,-0.0948485399268973,0,2.16840434497101e-19,0,0,-0.0465600833867419,0.0504412765526377,0,0.0554362137881766,0,0,0,0,0,0,0,-0.0483832454235899,0,0,0,0,0,0.0619857860882534,0,0,-0.0512852992026346,0,0,0,-0.0174133141210638,0,0,0,0,0,0,0,0,0,0,-0.00667639178472679,0.00638251160338228,-0.0394754775308116,0,0,0,0,0.00979743454403306,0,0,0,0,0,0,0
X601088.SH,0,0.152531715403609,0,0,-0.14537900331833,0,0,0,0.0358744310305279,0,0.441090982648104,0,0,3.46944695195361e-18,0,0,-0.121971181273041,0,0,0,0,0,0,0,0,0,0.0351134093628592,0,0,0,0,0,0,0.0996664915051616,0,0,0,0,0,0.0309784371886304,0,0,0,0,0,0,0,0,0,0.3261917831622,0,-0.0291294952911875,0,-0.0509661925564422,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0073003569818679,0,-0.219095034266021,0,0,0,0,0,-0.0121953062851019,0,0,0,0,0,0,0,0,-0.0332599647367383,0,0.171994710137434,0,0,0,0,0.0235231333341298,0.143884988206997,0,0,0.0692313771111595,0,0,0,-0.00761124523455135,0,0,0,0,0.000607033679883978,0,0,0,-0.0200490230000411,0,0,0,0.0158189020761101,0,2.16840434497101e-19,-0.00662435943882726,0,0,0,0,0,0
X600188.SH,0.0484070585726566,0,0.104838141395242,0,0,0,0,0,0,0,0.179516646524676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0856393923871843,0.272311291423195,0.01322605546403,0,0,0,0.190709887582754,0,-0.0503548479793853,0,0,0,0,0,0,0,0,0,0.508862612690702,0.159573212961876,0,-0.109490298471032,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.138905214897086,-0.107695064343234,0,0,0,0.0984465733508788,0,0,0,0,0,0,0,0,0,0,0,0.00290859333231262,0,0,0.00341783865339917,0,0,0,0,0,0,0,0,0,0.0370844390929083,0,0,0,0,0,0,0,0,0.130073494072116,0,0,0,0,0,0,0.0103602503274503,0,-0.0592944205108243,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.185852583821938,0,0,0,0,0,0,0,0.143804990693663,0,0.478845086905937,0,0,0,0,0,0,0,0.221673290711569,0,0,0.443909462709256,0.128816677781862,0,0,0,0,0,0,-0.195035138529732,0,-0.174239990995288,0,0,-0.108110913071145,0,0,0.0523930031730709,0,0,0,0,0,0,0,0,0,-0.0241987833758795,-0.0939976864348755,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.526568649561288,0,0,-0.0153390121761081,0,0,0,0,0,0,0,0,0.170596121187688,0,0,0,0,0,0,0,0,-0.0445659123687844,0,0,0,0,0,0,0,0,0,0,0,0.116851544353591,0,-0.00778547844618946,0,0,0,0,0,0.129905606963591,0.0131715657388867,0,0,0,0,0,0,0
X600019.SH,0,0.081269365519513,0,0,0.103460214326769,0.0768465835752894,0,0,0,-0.0726601154553203,0,0,0.0938278660064462,0.110470639811119,0,0,0,0,0,0,0,0.0481925530492249,0,0.0833263187442227,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0966707140426175,-0.0734385212939564,0.00708920689586706,0,0,0,0,0.0407074410114337,0.0560301309401348,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.431908037036281,0,0,0,0,0,0,0,0,0,0,0,0,0.0469044479205269,0,0,0,0,-0.0588667936107499,0,0,0,0,0,0.236558312144085,0,0,0.16597081692657,0,0,0,0,0,0,0.0517039873485076,-3.46944695195361e-18,0,0,0.104064709846401,0,0,0,0.186982423522427,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.0895230437424546,0.337154080691975,0,0.202233435059258,0,0,0,0,0,0,0.0340708360778666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219230105264329,0,0,0,-0.310231249014309,0,0.0614473395843979,0,0,0,-0.114096910199999,0,0,0,0,0,0,0.050949258015369,0,0,0,0,0,0.0429613599526391,0,0,0,0,0,0,0
