,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X600801.SH,X002271.SZ,X600886.SH,X600010.SH,X600660.SH,X601898.SH,X000792.SZ,X601600.SH,X600362.SH,X600688.SH,X600188.SH,X600352.SH,X601991.SH,X600489.SH,X000786.SZ,X600795.SH,X600027.SH,X601992.SH,X600111.SH,X600176.SH,X600299.SH,X002075.SZ,X600426.SH,X000401.SZ,X000723.SZ,X002466.SZ,X600486.SH,X600529.SH,X601158.SH,X002353.SZ,X600315.SH,X000932.SZ,X600219.SH,X600126.SH,X000898.SZ,X600516.SH,X600612.SH,X000883.SZ,X000553.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00930179599429804,0,0,0,2.16840434497101e-19,1.73472347597681e-18,0,0,0,0,0,0,0.006278988100832,0,0,0,0.0541833091859412,0,0,0,0,0,0,0,0,0,0,0,0,0.100383254063747,0.153115048735827,0,0.00942979041722666,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0639526508438692,0,0,0,0,0,0,0,-0.0340434738528897,0,0,0.00881847448381203,0.0408679521905027,0,0,0,0.0668666425539335,0,0,0,0,0,0,0,0,0.0517964681329375,0,0,0.00506615338384917,-0.00551044040986621,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.153764671351233,0,-0.206527715089943,0,0,0,0.0385313905552485,0,0.0327214991860639,0,6.93889390390723e-18,0,0,0,-0.00648989337402643,0,0,0.0877746932622775,0,0,0,0,0.00826599188668043,0.0495717082809582,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.12852384058413,0,0,0,0,0.00595535753048963,0.497098192102664,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037272911121863,0,0,0,0.0278620704600196,0,0.00363439767411235,0,0,0,0,0,0,0,0,0,0,0,-0.00107742712829758,-0.0739393788593003,0,0.00432587111985847,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00724710781321859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676105816780952,0,-0.0125937589463496,0.124993243640151,0,0.0448227698956242,0.0858568173718174,0,0.0677240472487531,0,0.104487195329148,0,0,0,0,0,0,0.127793479538398,0,0,0,0,0.0123139104934188,0.00442618956127408,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585880326095043,0,0,0,0.496631576395128,0.0333235123963841,0,0,0,0,0,0,0,0,0,0,0.0424286747222698,0,0,0,-0.030297339308451,0,0,0,0,0,0,0.149312968951114,0,0.0579437455576971,0,0.00550578377287615,0.0325051043789815,0.0350292059135018,0,0,0,0,0,0
X600019.SH,0,0,0.155351947998886,0,0,0,0,0,0,0,0,0,0,0,0.121940266948265,0,0,0,0,0.0768732623582589,0,0,0,0,0.127525041542183,0,0,0,0.102629857178156,0.0834452594453214,0,-0.00985769292355121,0,0,0,0,0,0.0409476114781103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218149695531888,0.00346894345623722,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.19384910416939,0,0,0,0,0,0.244507519534991,0,0,0.00927265559136957,0,0,0,0.0951439025683568,0,0,0,0,-0.222663197689541,0,0,0.0290489656716256,0,0,0,0.0676797233530939,0,0,0,0,0,0,0,0.0140678385814889,0,0,0,0,0,0.204575911323093,-0.18250310922988,0.00223373186199553,-0.0599164708869303,0,0,0,0,0,0
X600011.SH,0,0,0.241348730574228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312649467043422,0,0,0,0,0,0,0.322088396528738,0,0,0,0.200433318167158,0,0,0,0,-0.0882456279507637,0,0,0,0,0.0314069561184067,0,0,-0.024257495821222,0,0,0.168811550310389,0,0.105318315846521,0,0,3.19799354612396e-05,0.0173419921539607,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.128970152236989,0,0,0.359986114613579,0,0,0,0,-0.0834131834061657,0,0,0,0,0,0,0,0,0,0,0,0.0919000613998777,0,0,0,0.183838049645217,0,0.225153509008746,0,0.140102092893662,0.0685563032958905,0,0,-0.0234854163192799,0,0,0,0,0,0,0.0660821292024872,-0.00836129749536508,-0.0173861580025657,0,0,0,0,0,0
