,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X002460.SZ,X600547.SH,X600660.SH,X600011.SH,X002271.SZ,X600362.SH,X601600.SH,X600886.SH,X000786.SZ,X601898.SH,X600176.SH,X600426.SH,X600188.SH,X600010.SH,X600801.SH,X600111.SH,X000301.SZ,X600352.SH,X600489.SH,X601991.SH,X600795.SH,X002466.SZ,X600688.SH,X600803.SH,X600486.SH,X600027.SH,X002353.SZ,X600299.SH,X600219.SH,X300037.SZ,X601168.SH,X601992.SH,X000932.SZ,X002080.SZ,X000807.SZ,X000898.SZ,X000723.SZ,X000630.SZ,X000878.SZ,X002075.SZ,X002409.SZ,X000027.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.032809089319184,0,0,0,0,-8.67361737988404e-19,0,0,0.0321448739985641,0,0,0,0,0,0,0,0.00727193967850375,0,0,0,0,0,0,0,0,0,0,0,0.0402665717662942,0.0310309665291501,0,0,0,0.0629239538974423,0,0,0,0,0,-0.00119721504494859,-0.0257701528227951,0,0,0,-0.00251885534558273,0,0
X600028.SH,0,0,0,0,0.0072798437315089,0,0,0,0,0,0.0163971165360907,0,0,0,0,0,0,0,0,0,0,0,0,0.00302707903149419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167858631989377,0,0,0.0346672239164743,0,0,0,0,0.0323352023083257,0.0507867762230123,0,0,0,0,-0.0124791022344774,0,0,0,0,-0.0232699851278319,0,0
X601088.SH,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0620698876744626,0,0,0,0,0,0,0.281398240165155,0,0,0,0,0.0814011110186806,0,0.121974352827267,0,0.00748449662249118,0,0,-0.0251878812626995,0,0,0,0,-0.000292984614506914,0,0,0,2.71050543121376e-20,0.00390051746301425,0,0,0,0,-0.0198525441519939,0,0,0,0,0,-0.00871615166490843,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0599758217322091,0,0,0.128600657662871,0.0144979618404493,0,-0.0108138048475175,0,0,0,0,0,0,0,0.0211707089599627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0551194222712864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021449616298429,0,0,0,0,0.0102906825732112,0,0
X600309.SH,0,0,0,0,0,0,0.307151671737403,0,0,0,0,0,0,0,0,0,0,0,0.179574207447165,0,0,0,0,0,0,0.198103497475046,0,0,0,0,0,0,0,0.147627468987689,0,0,0.130566333878164,0,0,0,0,0.00267601213301542,0,0,0,0,0,0,0,0,0,0.00738343146877528,0.0412238635783728,0,0,0,0.0206646463120511,0,0
X600019.SH,0,0,0,0,0,0,0,0.0180424773496129,0,-0.0580454791144402,0,0,0.125567312094636,0.0194566553120981,0,0,0,0,-0.0180885513789229,0,0,0,0.0981640766454621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00770084298315785,0,0,0.0902811548501126,0.0110648590707582,0,0,0,0,0.0620488812120809,0.0181133268206997,0.0617878669951295,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0213583914380676,0,-0.142244029749024,0,0.086326877405986,0,0,0,0,0,0,0.0921040382870649,0,0.0196769707292787,0,0,0,0.203904765002203,0.192835855397019,0,0,0,0.136703869635169,0,0,0,0,0.0421986114909417,0,0,0.16325773896573,0,0,0,-0.0268599677387162,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.204903463645181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300041458546624,0,0,0,0,0,0,-0.0152066555986976,0.29810838348253,0.236030345404222,0,0,0,-0.028935892628342,0,0.0820033053579989,0,0,-0.0625394789509847,-0.0728234543907086,0,0,0,0,-0.0267390457197073,0,0,0,-0.032315143249573,0,0
X600547.SH,0,0,0,0,0.062343425463611,0,0.0785947084423315,0.111159855596188,0,-0.0246752144736759,0,0,0,0,0,0,0,0,0.0290851972749749,0,0,0,0,-0.0393095019358551,0,0.533357205768188,0,0,0,0,0,0,0,0,0,0.0328086575528431,0.0312832826272515,0,0,0,0,0,0,0,0,0,-0.0104660716530071,0,0,0,0,0,-0.0101231888869743,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0204024226740412,0,0,0,0,0,-0.04089941437475,0.0951461022082181,-0.18298861825235,0,-0.00379803861842864,0,0,0,0,-0.0183733727326941,0.0882237375876014,0,0.0287627059273464,0.0728274174671547,0,0,0,0,0,0.133241923375992,0,0,0,0,0,0.25955874695527,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0958200642343313,0,0,0,0,0.0678477123076285,0,0,0,0.0265334648060219,0,0
