,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X600547.SH,X002466.SZ,X601600.SH,X000792.SZ,X600886.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X000877.SZ,X002271.SZ,X600795.SH,X600362.SH,X600027.SH,X600426.SH,X601991.SH,X601699.SH,X600176.SH,X600803.SH,X000983.SZ,X600489.SH,X000807.SZ,X600995.SH,X000786.SZ,X600160.SH,X600219.SH,X600688.SH,X000933.SZ,X000408.SZ,X600612.SH,X000932.SZ,X000629.SZ,X002080.SZ,X000630.SZ,X600096.SH,X000723.SZ,X300037.SZ,X600157.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.189070840565662,0.083521548746028,0,0.0151740350028768,0,0.116162340053126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313005113982332,0,0,0,0,0.072468291809649,0,0.11017244045634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500949339550934,-0.00283614904596345,0,0,0,0,0,0
X600028.SH,0.523522300979407,0,0,0,-0.170093856942674,0,0,0,0,0.139207959293068,0,0,0.0802092977293155,0,0,0,0,0,0,0,-0.061537848686367,-0.0152724179061781,0,0,0,0.109835008703042,0.0544474658676964,0,-0.0182761640965868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361848657499688,0,0,0,0,0,0,0.00989555581714981,-0.0565412888910178,0,0,0,0,0,0
X601088.SH,0,0.128225538491422,0,0,-0.192097098117283,0,0,0,0,0.238544468705268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0038543083931855,-2.71050543121376e-20,0,0,0,0,0,0,0,0.00523174544527121,-0.0189806589627746,0,0,0.216076728500703,0,0,0.183287377907849,0,0,0,0,0,0,0,0,0,0,-0.0163461616011568,0,0,0,0,0,0
X600309.SH,0.0882499236134684,0,0,0,0,-0.0164370209595484,0,0,0,0,-0.0492239096837132,0,0,0,0,0,0,0,0,0,-0.0574069500083811,0,0,0,0,0.306202891609904,0,0,0,0,0,0,0.102951956541747,0,-0.102070088845865,0,0,0,0,-0.087943264273086,0.00708652387305192,0,0,0,0,0,0,0,0,0,0,0,0.0101349773636414,0,0,0,0,0,0
X600188.SH,0.242215403607034,0,0,0,0,0,0,0,0,0.357371448276792,-0.00977248637426383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567178752596898,0,0,0.0227766740179122,0,0,0,0,0,0,0,0,0.146994798224953,0,0,-0.099498108133603,0,0,0,0,0,0,0,0.283176961076136,0,-0.0591458608074984,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.175151125013743,0,0.0649457277023366,0,0,0,0,0,-0.0958495422645738,-0.102174916974383,0,0,0.441918437536358,0,0.0960493716730939,0,0,0.000201047075772285,-0.158179657317045,0,0,0,0.056328092614114,0,0,0,-0.0919592347606999,0,-0.20033119106616,0,0,0.0722993333983163,0,0,0,0,0,0,0,0,-0.0124841659155293,0.0314260904316343,0,0,0,0,0
X600019.SH,0,0.340672732759835,0,0,0,-0.0855576141174226,0,0,0,0,0,0,0.0376328603174704,0,0,0,0,0,0,0,0.0588982653071008,0.0930651752764939,0.168360369821916,0,0,0,0,0,0.123624348043461,0,0.00248597847812099,0.0355208318829851,-8.67361737988404e-19,0,0,0.0790694228266755,0,0,0.0659675399482603,0,-0.0131407557486164,0,0,-0.0781128930335657,0,0,0,0,0,0,0,0.00809005794052133,-0.021466274659167,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0102961455887255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24596242285634,0.170820084385273,0,0,0,0,0.005271056187666,0,0.0795546210436518,0,0,-0.00996301238957432,3.46944695195361e-18,0,0,0,0,0,0.109260260900724,-0.0598734689469796,0,0,0,0,0,0,0,0,0,0,0,0.0160402142714574,0.00205982091870291,0,0,0,0,0,0
X002460.SZ,-0.00632210942212066,0,0,0,0,0,0,0,0,0,0,0.687929284576695,0,0,-0.120727122445836,0,0,0,0,0,0.193390670467441,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115679899622797,0,0,0,0.030629116389518,0.066510527574365,-0.0540987914626581,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,-0.00931192039383651,0,0,0,0,0,0,0
X601898.SH,0,0.351318186841609,0,0,0.194911971185097,0,0.0266582795431626,0,0,0,0.0306477477915136,0,0.0283467601791648,0,0,0,0,0,0,0,0,0,0,0,0,0.0885441642244515,0,0,0,0,0,0,0,0,0.00701702732631432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629752148443263,-0.0889043667530529,0,0,0,0,0,0
X600547.SH,-0.0382253069603906,0,0,0,0,-4.33680868994202e-19,0,0,0.0157444080826777,0,0,0,0,0,0,0,0,0,0,0,0,0.122354339745811,0,0.145491524095193,0,0,0,-0.0481630111693086,0,-0.0712690940439483,0,0.581430917312501,0,0,0,0.0574208180475495,0,0,0,0,0,0,0,0.00657529155039246,0,0,0,0,0,0,0,-0.046293419824595,0,0,0,0,0,0,0
