,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600299.SH,X600188.SH,X601158.SH,X000792.SZ,X600160.SH,X600583.SH,X600623.SH,X000027.SZ,X600352.SH,X600660.SH,X000539.SZ,X600309.SH,X002466.SZ,X000709.SZ,X000629.SZ,X000898.SZ,X000630.SZ,X600098.SH,X000060.SZ,X000883.SZ,X002470.SZ,X600021.SH,X000012.SZ,X600547.SH,X600489.SH,X600578.SH,X002004.SZ,X600315.SH,X300072.SZ,X600863.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.556482844009791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00868203484251824,0,0,0,0.0258190178293497,0.0326338323358154,0.0418156848245693,0,0,0,0,0,0,0,0.071445116359386,0,0,0.0290624251349508,0,0.0255473374493368,0,0,0,0.0139178811674268,0,0,0,0,0,0,0,0,0,0.003961089880725,0,0.000492417303840555,0,0,0,0,0
X600028.SH,0.24305018830257,0,0.142905957793312,0,0,0,0.0607458462846572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130700062335961,8.67361737988404e-19,0.199637164934203,0,0,0,0,0,0,0,0,0.0400000787282792,0,0,0,0,0,0,0,0,0,0,0,6.88719589134959e-05,0,0.0206719656955676,0,0,0,0.0132838755105201,-0.00139623424008262,0.0251822786409535,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.228218401127676,0,0,0,0,0,0.020132420942307,0,0,0,0,0,0.018694308448204,0,0.0305727978495212,0,0.0312324807569361,0,0,0,0,0,0,0,0.127954712780901,0,0,0,0,0.0978376131425503,0,0,0,0.023742044075344,0,0,0,0,0,0,0,0,0,0,-0.015572482657358,0.0821847127685205,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0230438238077264,0.0466893419002476,0,0,0,0,0,0.128366357781257,0,0,0,0,0,0.118338707769136,0,0,0.0699578805470764,0,0,0,0,0,0,0,0,0,0,0,0,0.0500278321004565,0.0184654511806659,0,0,0,0.0463571843593228,0,0,0,0,0,0,0,0,0,0.00327770192523982,0.0187668053613457,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169724025251626,0.0440434704933994,0,0.406839970281243,0.00589180244346001,0,0.0704351808514943,0,0,0,0,0,0,0,0,0,0,0,0,0.13896966167758,0,0,0,0.0903586541846874,0,0,0,0,0,0,0,0.0132775037874208,0,0,0,0,0,-0.00083452952209358,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129468665547057,0,0,0,0.186415893945196,0,0,0,0,0.00910151999315472,0,0,0,0,0,0,0,0,0.0563489405858687,0,0,0,0,0.0463195070737509,0,0,0,0,0,0.143915728184949,0,0,0,0,0,0,0,0.0034612949506357,0.0176919174285054,0,0,0,0,0,0
X600585.SH,0,0.102310413317032,0,0,0,0,0,0,0,0,0.02171650597847,0,0,0,0,0,0,0.0323959137132166,-0.0344782066642096,0,0,0,0.0682362875431892,0.242204216741919,0,0,0.141813993189011,0,0,0,0.026774401371202,0,0,0,0,0,0.0984291693182554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00217411401952578,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.137176305946461,0,0,0,0.00234209266889697,0,0.0771053835473241,0.105961448490176,0,0.144720970272984,0.0344519982160324,0.0338201807463853,0,0,0,0.0338479392499677,0,0,0,0,0,0.0762073011209672,0,0,0,0.0517665006693707,0.0240869373246806,0,0,0.0191265059854488,0.042934451689366,0,0,0,0.0115986236351688,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0520643524048443,0,0,0,0.0696416694402044,0,0.0421069779678225,0,0.0232639859437099,0,0,0.0645816883556617,0,0.0150023939616758,0,0.0169237913261211,0.040929704802287,0,0,-8.67361737988404e-19,0.0331389339705593,0,0,0,0,0.0217779438486798,0,0,0,0.0475510356830632,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.117342843519474,0,0,0.028731635518478,0.0234771732602703,0.0195214661382391,0,0,0,0.263565347632171,0,0,0.0482121078421913,0,0,0,0,0,0,0,0,0,0.00524317528352488,0,0,0,0.117558165358039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
