,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X601600.SH,X002466.SZ,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600516.SH,X600547.SH,X002460.SZ,X300072.SZ,X600886.SH,X600111.SH,X000898.SZ,X601992.SH,X600176.SH,X000786.SZ,X600352.SH,X000553.SZ,X600299.SH,X600027.SH,X000792.SZ,X000709.SZ,X000825.SZ,X002271.SZ,X000408.SZ,X601699.SH,X600489.SH,X601158.SH,X600426.SH,X600157.SH,X600808.SH,X002470.SZ,X600219.SH,X000830.SZ,X000883.SZ,X600315.SH,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.208912326075194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145690956343209,0,0,0,0,0.0787927851966674,0.0190124484740888,0,0,0,0,0,0,0.0578376478149656,0.0528458881174267,0,0,0,0,0.035721193944522,0,0,0,0,0,0,0,0,0.149153827662958,0,0.00505571709564105,-0.0188701176524101,0,0,0,0,0,0
X600028.SH,0,0,0.100545303731265,0.0464194401365208,0,0,0,0,0,0,0,0,0,0,0.1399195508846,0,0,0.200804950189221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658399920749759,0,0.00605049440846897,0.0062405495597667,0,0,0,0,0,0
X601088.SH,0,0.0767274741395538,0,0.353125261103186,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.00777226522751773,0,0,0,0,0,0,0,0,0.0292929241773851,0,0,-0.103511455916286,0,0,0,0,0,0,0.327822153556139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00820163480954714,-0.0239814162794098,0,0.0432825965887294,0,0,0,0
X600019.SH,0,0,0.407328778594378,0,0,0,0,0.234098097814701,0,0,0,0,0,0,0,0,-0.0770912390311448,0,0,0,0,0,0,0,0,0,-0.0625623601498631,0,-0.10069829940745,0,-0.0293789600962889,0,0.0737450066074708,-0.141046226470565,0,0,0,0,0,0,0.244942915985601,0,0,0,0,-0.0149579450703736,0,0,0,0.0102470088969037,0,0,0,0,0,0,0
X600585.SH,0,0,0.315587566963736,0.12719627713722,0,0,0,0.0826893267499706,0,0.0265855963290208,0,0,0,0,0,0,0,0,0.140733594838539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819518096578354,0,0,0,0.023727045538571,0,0,0,0.103723576827935,0,0,0,0,0,-8.67361737988404e-19,0.0456041902840346,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0613384423314532,0,0,0,0,0,0,0,0,0,0,0,0.148342348998226,0,0.00414013332027262,0.0316072944818228,0,0.195785657659976,0,0,0,0,0,0.12291745390358,0,0,-0.0934578606134149,0,0,0.0578556906366045,0,0.0929199918665951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440173448510593,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0666282240114194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153279411827006,0,0,0,0,0.121839345139285,0,0.0147708254351435,0,0,0,0.0333294694248807,0,0.0246621316683933,0,0,0,0,0.00870643612786999,0,0.111590871658561,0,-3.46944695195361e-18,0,0,0,0.141780699636469,0,-0.0144046315636606,0.000721354398409654,0,0,0,0,0,0
X600188.SH,0,0,0,0.638547430293908,0,0,0,0,0,0.103187617882805,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.50757037517921,0,0,0,0,0,0,0,0,-0.0732607491588324,0.0582015712869871,0.0572454314173844,0,0,0,0.119064725585846,0,0,0,0.0894782219766916,0,0,0,0.0449190428764483,0,0,0.0244798073058814,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385787279330804,0,0,0,0,0,0,0,0,0,0,0,0.136703750576709,0,0,0,0.086435685097671,0,0,0,0,0.0144782076306395,0,0,0,0,0.0828059516647934,0.057891715565692,0,0.0587714475272843,0,0,0,0,0,0.0207797544225984,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.427380091485909,0,0,0,0,0,0,0,0,-0.115509826827338,0.285910487896495,0.107829269093932,-0.0739404289669724,0,0,0,0,0,0.124504123220939,0,-0.0909210359948567,0.173133061029896,0,0,0,0,0.295673645659357,0,0,0,0,0,0.111773291324302,0,-0.697330601111993,0,-0.398813540811799,0,0,0,0,-0.293313656634518,0.14621631279323,0,0,0,0,0,0,0
