,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X000792.SZ,X601600.SH,X600111.SH,X600660.SH,X600886.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600027.SH,X600795.SH,X600362.SH,X600426.SH,X002271.SZ,X601991.SH,X600803.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X000539.SZ,X000629.SZ,X300037.SZ,X000408.SZ,X600219.SH,X600995.SH,X600160.SH,X600612.SH,X002080.SZ,X000932.SZ,X600378.SH,X600688.SH,X000723.SZ,X002409.SZ,X000831.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.432343294189821,0,0,0.0281551129458134,0,0,0,0,0,0.00555244601271101,0,0.144915778875738,0.309125632551696,0,0,0,0,0,0,0,0.0522887517855055,0,0,-0.16611772596393,0,0,0,0,0,0,0,0.105834655743282,0,0,0,0,0,0,0,0,0.0551658128085918,0,0,0,0,0.0579799923092374,-0.0684331209697565,-0.170064998178783,0,0,0.0687378924745888,0,0,0,0,0,0,0
X600028.SH,0.767982356763088,0,0,0,0,0,0.0275420479365977,0,0,0,-0.0228276062441485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165439874138639,0,0,-0.0433054389488577,0,0,-0.0493237131930527,0,0,0,0,0,0,0,-0.0340892128596253,0,0,0,0.0136648937837698,1.73472347597681e-18,0,0,0,0,0,0
X601088.SH,0.0567586191983454,0,0,0,0.225738679864658,0,0,0,0,0.177739080986319,-0.012596821628179,0,0,0.0446511818006538,0,0,0.0341526602419125,0,0,0,0,0,0,0,0,0,0,0.0171528892825032,0,0,0,0,0,0.025476412509315,0,-0.0713474417611677,0,0,0,0,0,0,0,0,0.0492803269054654,0,0,0,-0.0291257813515261,0,0.050835094631439,0.0248436955581033,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.154995626336577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0500698578226951,0,0,0.114783478844243,0,-0.00761625326193182,0,0.107457074150163,0,0,0,0.0565293417419719,0,0,0,0,0,0,0,0.00363726932530176,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0204161359035912,-0.0223210567170035,0,0,0,0,0,0
X600188.SH,0,0,0.136765461913933,0,0,0,0.173131456986279,0,0,0.42383797089899,0,0,0,0,0,0,0,0,0.13872657867395,0,0,0,0,0,0,0,0,0,0,-0.114440979224892,0.194302303961328,0,0.186831837969554,0,-0.0607521929315371,0,0.11801360095347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247464448642486,-0.0666931848222476,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.228346289152866,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.273973813593775,0,0,0,0,0.373990168014887,0.405459645873729,0,0,0,0.179721252055801,0,0,0.0219850815410321,0,0,0,-0.249000871719567,-0.106028005936622,0.309592225297433,0,-0.128205008008307,0,0,-0.0483075133098633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0804061114736618,0,0,0.0720442335336247,0,0,0.105263104991826,0,0,0,0,0,0.0803625833527524,0,0,0,0,0,0,0,-0.00349039872049056,0,0,0.0497562496581792,0,0,0,0,0,0,0,0.0635300905870133,0,0,0,-0.0794486106426819,0,0,0,0,-0.0293253480786479,0,0,0,0,0,0,0,0.0233774645361457,0,0.0455362263112909,0.0651916302291863,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.212489087012535,0,0,0,0,0,0,0,0,0,0,0,0,0.0171222875807529,0,-0.0466221034489881,0,0,0,0,0,0,0,0.109840268163319,0,0.17839184888978,0,0.0328001476824818,0.00431766769424524,0.0662135110921648,0.0612703065502333,0.0714863830261759,0,0,-0.1223764081877,0,0,0,0,0,0,0,0.0189454996378058,0,0,-0.0432750012625711,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.576601220786501,-0.0813104639541765,0,0,0,0,0,0,0,0,0.113195466947067,0,0,0,0,0,0,0,0,0,0,0,0,0.0253431332672237,-8.67361737988404e-19,0.109275501154471,0,0.0720339369906048,0,0.0136835292209393,0,-0.026828099144948,0,0,0,0,0,-0.0027094652877978,0,0,0.164354176139299,0.032158018670583,0,0,0,0,0,0,0
X601898.SH,0.20575174432379,0,0.0650899893049903,0,0.500075637816018,0,0,0,0,0,0,-0.0201448485837986,0,0,0,0,0,0,0,0,0,-0.021762730654791,0,0,-0.0550835628423015,0,0,0,0,0,0.225021028333423,0,-0.00602273260323995,0,-0.0485926637051941,-0.0662774435934536,0,0,0,0,0,0,0,0,0,0,0,0.0297661043455336,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.347151211282623,0.191036798100919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674325817466871,0,0,0,0,0.272346160668564,0,0,0,0,0.122338152225885,0,0,0,0,0.0826898614734225,0,0.0200373367125276,0,0,0,0.0211853322929279,0.0406061069050853,0,0,0,0.0587691432908518,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.00618701801171272,0,0,0,0,0,0,0,0,0,0,-0.121667049549263,0,0,0,0,0,0,0,0,0,0.669262148890303,0,0,0,0,0,0,0,0,0,0,-0.0280699770826107,0,0,0,-0.0755343513002549,0,0,0.00652908503281242,-0.0384856793096653,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.319785082275151,0,0,0,0.0673461393621942,0,0.226634314686156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299770269885976,0,0,-0.0293951224095334,0.0233326240781033,0.0283870262665989,0.144676632937492,0,0,0.0248516164075714,0,0,0,0.0763231509603855,0,0,0,0,0,0,0.00151260180552296,0,0,0,0,0,0,0
X601600.SH,0.0679789555544876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269006693388852,0,0,0,0,0,0,0,0,0.247809769621713,0,0,0.516954699737941,0.0447950801017978,2.16840434497101e-19,0,0,0,0,0.0273565380273865,0,0,0,0,0,0,0.0222832149679463,0,0,0,0,0.00178436789066729,0.0456240938942476,-0.123342294615294,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0329605776206666,0,0,0,0,0,0,0,0.00932175547434776,0,0,0,0,0,0,0,0,0,0,0,0.055899168412639,0,0,0,0,-8.67361737988404e-19,0,0,0,0.131175614060083,0,0.0793514546316483,0,0,0,0,0,0.00259407131234113,0.263812204419425,0.076587842799787,0,0.013469259807158,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.0440538654353201,0,0.0431681121462026,0,0,0,0.0281929098014114,0,0,0,0,0.146198198055102,0,0,0,0,0,0,0,0,0,-0.0958356619233293,0,0,0,0,0.0053686286656483,0,0.0273529749607557,0,0,0.0240209261960222,0.0305643879155435,0.0161293498830513,0,0,0,0,0,-0.0492042714307751,0,0.0358928091028697,0,0.012790123855808,-0.0546491014511515,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0246478764080021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183715241356476,0,0.20950490814249,0,0,0,0,0.193224472369533,0.0912781253382477,0,0,0,0.285250744758934,-0.0897469668646447,0.052922651477022,0,-0.168201690136764,-0.0366332051205229,0,0,0,0,0,0,0,0,0,0,0.074283772030459,0,0,0,-0.0263666732671003,0.0514202074314314,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0812125643351898,0.00221706841681417,0.110748322450396,0,0,0,0,0,0,0,0.176892486983023,0,0,0,0,0,0,0,0,0,0,0,0,-0.0987568621265032,0,0,0,0,0.0747283891204631,0,0.0391826580497807,0,0,0,0,0.038485440068659,0,0,0.00193491238850767,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.146038848930435,0,0,0,0,0.282631092450389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143869835413189,0,0,0,0,3.46944695195361e-18,0.110743535743535,0.00536935503804726,0,0,0,0,0,0,0,0,0,0.177843815679325,0,0,0,0,0.0351271785222659,0,0,0.0855900846070715,0.0792832733291587,-0.066832032939082,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871410375289596,0,0.125415794957344,0,0,0,0,0,0,-0.0630852952449562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187586573623681,0.249684438220048,0,0,-0.0130087666763645,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334699839624382,0,0,0,0,0,0.0600780913010304,0.501700340880264,0,0,0,0.00657357487113565,0,0,0,0,0,0,0.206458265318267,0.0928028147506374,-0.228376467321038,0,0,0.00903814823343215,0.0500190217085556,0,0,0,0,0,0
X600027.SH,0.0821683613551503,0,0,0,0,0.322945554442211,0,0,0,0,-0.137312852691512,0,0,0,0,0,0,0,0,-0.0566139340619303,0,0,0,0,0.201519497044324,0,0.0354350836852819,0,0,0,0,0,0,0,0.536459951939125,-0.00410897177807841,-0.084069657169798,0,0,0,-0.0229927682174862,-0.0390020529947296,0,0,0,0,0,0,0,0,0.159487848828952,-2.16840434497101e-19,0.069308416011388,0,0,0,0,0,0
