,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X600309.SH,X600111.SH,X600886.SH,X601992.SH,X600660.SH,X600489.SH,X600623.SH,X002466.SZ,X601158.SH,X600299.SH,X000723.SZ,X000792.SZ,X002075.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X000959.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X000630.SZ,X600758.SH,X600021.SH,X601699.SH,X600126.SH,X002470.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0343056676394704,0,0,0.0407076428646415,0,0,0,0.00293963428599914,0,0,0,0.0194459725909322,0.0222673721752503,0,0,0,0,0.00123884068461255,0,0,0,0.0064782664078564,0,0,0,0.0362705065052698,0.0183583370930631,0,0,0,0,0,0,0.0506664403518892,0,0,0,0,0.00942757568361369,0,2.16840434497101e-19,0.00356269306423325,0.0291895868736057,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0359604480590349,0,0,0.0660007106791062,0,0.00938233390640157,0,0.0159281057710756,0,0,0.0711005393268667,0,0,0,0,-0.0129362749424097,0,0,0,0,0,0,0,-0.0358409153582733,0,0,0,0,0,0,0,0,0,0.0827157682010143,0,0,0,0,0,0,0,0.0216183661572887,0,0,0,0,0.0818858437507631,0,0,0.0112994257546451,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.099740861710203,0,0.130171306658747,0.0315463071222521,0,0,0.0329195546457416,0,0,0,0,0.0244421553487058,0,0,0,0,0,0,0.0147967662848091,0,0,0,0,0,0,0,0,0.0582933131179568,0,-3.46944695195361e-18,0,0,-0.0277576434002627,0,0,0,0,0,0,0,0.0660986576683872,0,-0.0265042220956842,0,0.030002998350831,0.0292545626722842,0,0,0,0.0631099480770504,0,0
X600011.SH,0,0,0,0,0,0,0.01704257494566,0,0,0,0.0691652917462801,0,0,0.0368396537856587,0,0,0,0,0.0254102931655785,0,0.196164041551786,0,0,0.00874870564071084,-0.0135691674173638,0,-0.0279727718347976,-0.200589956415397,0,0,-0.0178720618824608,0,0,0,-0.0272763046372077,0,0,0,0.222783893075523,0,0,0,0,0,0,0,0,0.0384362383995571,0,-0.0532309620830879,0,0,0.0056459035706667,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291796078370962,0,0,0,0,0,0.0885596084791784,0.0836158101798413,0,0,0,0,0,0,0,0,0.164122838352548,0,0,0,0,0.0242128970940717,0,0.111603778610987,0,0,0.090389779151766,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098230789983449,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197620260488988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460538269579231,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0203349120142666,0,0,0,0,0.14955790355519,0,0,0.0943900916852592,0,0,0,0,0.0643601799862275,0,0,0.0871146329405739,0.0437806971402889,0,0,0,0,0,0.0809904270063658,0,-0.206479697888402,0,0,0.0821792009847033,0.0497104634680677,0,0,0,0.185338671125711,0,0,0,0,0,0.0381476066026825,0,0,0,0,0,0,0.100405738609132,-0.0720189144760572,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621524606699122,0,0,0,0,0,0,0,0,0,0.0672003284491105,0.0453821433848526,0,0.0577769317220192,0,0,0,0,0,0,0,0.00756616328994873,0,0,0,0,-0.20892818008356,0,0,0,0,0.00775407736975674,0,0.317145878883547,0.0270591923278804,0,0.251596996917579,0,0.0508835617583838,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0322261535954551,0,0,0,0,0,0,0,0,0,0,0,0,0.912120564888395,0.0692596267532482,0,0,0,0,-0.108436923955022,-0.0250217083619445,0,-0.0568697174336659,0.0250015688381652,0,0,0,0,0,0,0,0.156957131633507,0,0,0.0184982121325386,-0.741378216824909,0,-1.73472347597681e-18,0.0927222885101033,0,0,0,0.0285458883050231,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128822792473648,0,0,0,0.124066369133883,0,0,0,0,0,0.106446527877263,0,0,0,0,0,0,0,0,0,0,0,0,0.0990580542754267,0,0,-1.73472347597681e-18,0,0,0.193055366782974,0,0,0,0,0.0511546221702683,0.105209234551106,0.0162042875894145,0,0,0,0,0,0,0,0,0
