,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600011.SH,X600188.SH,X600585.SH,X601898.SH,X002460.SZ,X600547.SH,X002466.SZ,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600027.SH,X600176.SH,X601991.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600160.SH,X000539.SZ,X000932.SZ,X000408.SZ,X000629.SZ,X600219.SH,X300037.SZ,X600995.SH,X002080.SZ,X002409.SZ,X000933.SZ,X600688.SH,X600612.SH,X000630.SZ,X600378.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.588797357997547,0,0,0,0.0091206681001696,0.0331330263495267,0,0,0,0,0,0,0.115816111287234,0,0,-0.0815055348151635,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0208097991596552,0,0,0,0,0,0.000383917947228596,0,0.106354626563394,-0.0838465892532668,0,0,0.345298804843613,0,0.0422424858008238,0,0,0.0561793848422248,0,0,0,0,0,0,0
X600028.SH,0.753090396275549,0,0,0,0,0.00262587434362478,0,0.0528165004450451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243677238254597,0,0,-0.118040889153614,0,0,0,0,0,0,-0.0894169565483953,0,0,-0.0466783036714446,0,0,0,0,0,0,0,0.0133045085785394,0,0,0,0,0,0,0
X601088.SH,-6.93889390390723e-18,0.00788305950517522,0,0,0,0,0.269345631053096,0,0,0,0,0,0,0.0632711973401312,0,0,0.0539601981657922,0,0,0,0,0,0.0680097962711617,0,0,0.0814198109353822,0,0.0579238802931721,0,0,0,0,0.0498947003108085,0,-0.0489415143817947,-0.140362752493095,0,0,0,0,0,0,0,0.0312518384365947,0,0,0,0,0,0,0,-0.0139519315021947,0.0225624222810256,0,0,0,0,0,0
X600309.SH,-0.0303008726390656,0,0,0,0,-0.204010535740266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412455288131352,0,0,0,0,0,-0.0268213226447052,0,0,0,0.125296614356078,0,0,0,0,0,0,0,0.0145169065300003,0,0.0631314428757323,0,0.0442606794786062,0,8.67361737988404e-19,0,0,0,0,0.0190828587592067,0,0,0,0,0,0,0
X600019.SH,0,0.0715834662381401,0,0,0,0,0.0645446926237348,0.133464613599625,0,0,0,0,0,0.0860724313955247,0,0,0,0,0,0,0,0,0.0748521329149867,0,0,0,0,0,0,0,0,0,0.110284024489587,0,0,0,0,0,0,0,-0.120899413615259,0.0181460827787736,0,0,0,0,-0.0382667293882053,0.00104326058542151,0.0014239861091005,0,0,0.0492688206300168,0.03500835456943,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.295356113267182,0,0,0,-0.213337680631242,0,0,0,0.396844030161186,0,0,0,0,0,0,0,0,0,0,0.408508131025402,0,0.469568503119123,0.0763956120035002,0,0,-0.103434678111169,-0.0780923816728689,0,-0.0801701957030226,-0.0945194041394781,0,0.119399426687628,0,0,0,-0.13657611611086,0,0,0,0,0,0,0,0,0.0226864740616357,-0.061220311260311,0,0,0,0,0,0
X600188.SH,0,0,0.450211012082296,0,0,0,0,0,0.108535086613933,0,0,0,0,0.0750064975217697,0,-0.0524027034470152,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.271349572942322,0.518905559462976,0,0.0360001902729381,0,0,0,0,0,0,0,0,0.137824688734134,0,0,0,0,0,0.165100017959749,-0.246689132737128,0.169156949042126,0,0,-0.205317598868386,0,0,0,0,0,0
X600585.SH,0,0,-0.0102506265850166,0,0.385166422784304,0.103781762922458,0,0,0,0,0,0.0279331341157087,0,0,0,0,0,0,0,0,0,0,0.0225386725325109,0,0,0,-0.176618022795623,0,0,0,0,0.0595253558758664,0,0,0,0.0805937996901728,0,0.162130940297252,0.0530113377510191,0,0,0,0,0,0.0771340321159586,0,0,0,0,0,0,-0.0114446444796972,-0.0601610324193607,0.000395678716999232,0,0,0,0,0
X601898.SH,0.108534609030885,0,0.0733607455413254,0,0,0,0.213765786660127,0,0,0,0,0,0.0213683698277804,0,0,0,0,0,0,0,0,0,-0.178568231177628,0,0,0,0,0,0,0,0.327723913350325,0,0,0.0886017471652806,0,-0.140762336859987,0,0,0,0,-0.0679750142300673,0,0,0,0,0,0,0,0,0,0,0.0103157459682545,0,0,0,0,0,0,0
X002460.SZ,0,0,0,-0.0465686263712256,0,0,0,0,0,0,-0.0934566657453215,0.56223598839572,0,0,0,0,0,0,0,0,0,0.0646525866680699,0,0,0.0781680263380128,0,0,0,0,0,0,0.0200324514927399,0,0,0.0283566929105334,0.0332233470274849,0.126173606042307,0.340230785926354,0,0,0,0,0,0,0,0,-0.0128770672779164,0,0,0,0.114463453714194,0.0158363277047666,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.00318210106071232,0,0,0,0,0,0,0,0,0,-0.376673683973735,0,0,0,0,0,0,0,0,0,0.757620283156954,-0.0476691483488185,0,0,0,0,0,0,0,0,0,-0.0581271536748864,0,0,0.0444685033020603,0.0509458643897046,0,0.0212762528831429,0,0,0,0,0.00553856031420477,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.137135849292083,0.386467370489709,0,0,0,0,0,0,0,0,0,0,0.0379303718224291,0,0,0,0,0,0,0,0,0,0.259806625234225,0,0,0,0.121859419103541,0,0,0,0.0685611014078854,0,0,0,0,0.0624722367026315,0.0687881178844979,0,0,0,0,0.13002391697096,0,0.0365052598699275,0,0,0,0,0,0,0
X000792.SZ,0,-0.020483849948445,0,0,0,0,0.198773024039012,0,0.0513975129434658,0,-0.0515845850203466,0.276307485740672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117116049986435,0,0,0,0.0134366082177436,0,0,0,0.101543546614825,0,0,0.223253211121823,0.0109751064271499,0,0,0.00557783820265477,0,0,0,0,0,0,0,0,0,0,-0.0281373691741841,0,0,0,0,0,0
X601600.SH,0.0940611718341024,0,0,0,0,0,0,0,0,0,0,-0.0264497008648794,0,0,0,0,0.0580647724700945,0,0,0,-0.0272621803813059,0.0657416905702143,0.0986090427884454,0,0,0,0,0,0,0.0959278531019161,0,0,0.611150654364946,0.0242785660840088,-0.121230740582732,-0.035846721236873,0,0,0,0,0,0.116037239027496,0,0,0,0,0,0,0,0,0,0,0,-0.200090921306729,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0318068153881965,0,-0.0047495431213835,0,0,0,0,0,0,0,0.0164868435790829,0,0,0.105678130496595,0,0,0.0236481824848016,0,0,0,0.0648470174443736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136462703276109,0.0160875752080916,0,0.00616499237728449,0,0,0.00435846718670554,0,0,0,0,-0.00150952869584627,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339927072542135,0,0,0,0,0,0,0,0,0.0417723810960973,0,0,0.145541620084044,0.170739278008549,0.0397147052139622,0.222908171626321,0,0,0.223536706159513,-0.141776415104824,0,-8.67361737988404e-19,0,0,0,-0.0631611073446381,0,-0.130437316314631,0,0,0,0,0,0,0,0,0,0,0.0116574640085523,0,0,0,0,0,0,0
X600111.SH,0,0,0.0604945682673559,0,0,-0.00921293659759265,0.0161713303163858,0,0,0,0,0,0,0,0,0,0,0.310777645200112,0,0,-0.0607290549600999,0,0.107153931012121,0,0,0,0,0,0,-0.140714336849073,0,0,0.111954916029285,0,0,0,0,0,0.458527321811235,0,0,0,0,-0.0322382026539533,0,0,0,0,0,0,0,0,-0.00135834346344834,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.113109412177942,0,0,0,0,0,0.0454956702998402,0,0,0,0,0,0.430404236814119,0,0,0,0,0,0.0236367663138047,0,0,0,0,0,0,0,0,0,0.0501467594195336,0,0,0.0492636422569959,0,0,0.0332191002272926,0,0,0.0136559647629576,0,8.67361737988404e-19,0,0,0,0,0,0.0464727999682559,0,-0.0151693054513875,0,0,0,0,0,0,0
X000708.SZ,0.0151163827971113,0,0,0,0,0,0.0714998909308427,0,0.158698648720929,0,0,0,0,0,0,0,0,0,0,0,0.104190045748969,0,0,0,0.0202262328434749,0.055465737599839,0,0,0,0,0.230329718924273,0,0.0768243401498656,0,0,0,0,0,0,0,0,0,0,0.0457638405048699,0,0,0,0,0,0.0209498757746563,0,0.0685229350599228,-0.0838709326902545,-0.0750071080363485,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0.102906384634716,0,0.113176248616477,0,0,0,0,0,0,0.164766734224125,0,0,0,0,0.103985528823443,0,0,0,0,0.056078341024197,0,0,0,0,0,0,0,0,0,-0.0940524925405255,0,0,0,0,-0.0276170458825843,0,0.562837609609105,0.0187347637354772,0,0,0,0,0.168451975553174,0,0,0.046345012607155,0,0,0,0,0,0,0
