,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X000786.SZ,X002271.SZ,X600489.SH,X002353.SZ,X002466.SZ,X600516.SH,X600176.SH,X002460.SZ,X000898.SZ,X600299.SH,X601158.SH,X000792.SZ,X000709.SZ,X000883.SZ,X600426.SH,X600612.SH,X600583.SH,X000629.SZ,X600219.SH,X000027.SZ,X600315.SH,X000630.SZ,X000553.SZ,X600985.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0277968708286283,0,0,0,0,0,0,0.0395623094380864,0,-0.0471478772681665,-0.0059668378936187,0,0.0493845066562296,0,0,0,0,0.0428241709594479,0,0.0777156369100378,0,0,0,0.108208089659794,0,0,0,0,0.0582764569838799,0,0,0,0,0,-0.0137751552881635,0,0,0,0,0,-0.0104619752859454,0,0,0,0,0.018131472864477,0,0
X600028.SH,0,0,0.0395048341546735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424356242240986,0,0.0444428239298352,0,0,0,0,0.130997319796922,0,0,0,-0.00444716866379993,0.0704838206993259,0,0,0,0,0,0,0,0,0,0,0.0465642060907001,0,0.0277764942064202,0,0,0,-0.0299868659122977,0,0,0,0,0,0,0.00237693207454388,0,0.106973837907823,0,-0.00414835700714326,0,0
X601088.SH,0,0,0,0.293431500228383,0,0.262081496133192,0,0,0,0.0215828757888629,0,0,0,0,0,0,0.0824309979443407,0,0,0,0,-0.0625096428574733,0,0,0,0.145933500270192,0,0,-0.0603370057516141,0.000641551886526252,0,0,0,0,0,0,-0.0495211703861748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00283841811736243,0,0,0,0,0.0206653913195099,0,0
X600585.SH,0,0,0,0,0,0,-0.096094875754736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562127316264429,0,0,-0.0177206819490234,0,-0.0531613939699185,0.088122344604303,0,0,0,0,0,-0.0874750803328342,0,0,0,0,0,0,-0.0190931830585348,0,0,0,0,0,0,0,0,0,0,0,0,-0.00816971084653693,0,0,0,0.00138885588221005,0,0
X600309.SH,0,0,0,0,0,0,-0.10494265376827,0,0,0,0,0,0,0.121596545415833,0,0,0,0,0.0192633925292555,0,0,0,0,0.0401794827453908,0,0,0,-4.33680868994202e-19,0,0.119812699658481,0.0170199470140931,0,0,0,0,0,0,0,0,0.076268340997017,-0.0209918514980794,0,0,0,0,0,0,0,0,0,0,-0.00319598815660542,0,0,0,0,0,0,0
X600019.SH,0,0,0.196418482122016,0,0,0,0,0,0.0763806023984971,0,0,0,0,0.0153453010164357,0,0,0,0,0.0376887883643608,0,0,0,0,0,0,0.0919336935853799,0,0.0246129432303006,-0.0378505185666778,0,0,0,0,0,0,0,0,0,0,0,0,0.179025823672558,0,0,0,0,0,0,0.034849624333844,0,0,0,0,0,0,0,-0.0220008794234614,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516492002817786,0,0,-0.17510295643458,0.0817595256055987,0,0.087925514644933,0,0,0,0,0,0,0,0,0.991986607428703,0.113343463884873,-0.0507513924392777,0,0,0,0,0,0,0.152730386250679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109180942764699,0,0,0,0.0523801974767309,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519687668466182,0,0,0,0.117054010183454,0,0,0,0.139142623226568,0,0.00833490913901986,0,0.0422243215239553,0.00357980369108338,0,0,0,0,0,0.219367074484483,0,0,0,0,-0.121131922448549,0,0,0,0,0,0,0,0,0,0,0.00523747924356073,0,0,0,0,-0.0343965330238837,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984344535223129,0,0,0,0,0,0.0181844676581407,0.0252323418684647,0,0.00696265890996404,0,0.0389036735788736,0,0,0,0,0,0,0,0,0,0.119923347197975,0,0,0,0.263929661716253,0,0,0.0122148435731327,0,0,0,0,-0.0186701579130901,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233095373335574,0,0,0,0,0,0,-0.161673881430498,0,0,0.00250255581093674,0,0,0,0,0,0,0,0,0,0,0.235156411070735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670162293837244,0.133635323834008,0,-0.0113560366401613,0,0,0,0,0.0241580655258836,0,0
