,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601600.SH,X600688.SH,X601991.SH,X600188.SH,X600795.SH,X600362.SH,X600886.SH,X000898.SZ,X002466.SZ,X600516.SH,X600547.SH,X601992.SH,X600027.SH,X600111.SH,X600176.SH,X600352.SH,X002460.SZ,X000553.SZ,X002110.SZ,X600299.SH,X300072.SZ,X000786.SZ,X600801.SH,X000709.SZ,X600808.SH,X000932.SZ,X600426.SH,X000629.SZ,X600583.SH,X000883.SZ,X600339.SH,X601158.SH,X600219.SH,X601699.SH,X000408.SZ,X000830.SZ,X600985.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.309078366708519,0,0,0.0257633176533076,-0.0764745444553102,0.0884234131780542,0,0,0,0,0,0.0833000692680363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821083934234229,0.0266601738337169,0.100442145903683,0,0,0,0.110499227276204,0,0,0,0,0,0.000384345212827618,0,-0.0627073020876281,0.00366795036338565,0.0083234615595572,0,0,0,0,0,0
X600028.SH,6.93889390390723e-18,0,0.236866747681351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165401552606479,-0.0999855906935624,-0.0681078464003404,0,0,0.0618217116199969,0,0,0,0,0,0,0,0,0,0,0,0.00559596211913487,0,0,0,0.070559261919429,0,0,0.00664815169240473,0.00615080129707442,0,0.02531894440598,0,0,0,0
X601088.SH,0,0,0,0.0607979293486617,0,0.0471742495394487,0,0,0,0,0,0,0,0.120659629297381,0,0.235877577703067,0,0,0.0560979394627759,0,0.0449901674285687,0,0,0,0,0,-0.0810744350429289,-0.0338873317586205,0,0,0,-0.0704995616112765,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.296190316600347,0.00300088294499781,0,0,0,0,-0.00794140665723723,-0.0240065718360279,0,0,0,0,0,0
X600585.SH,0,0,0.138428505689853,0,0.15840768345475,0.00113205537005824,0,0.0337292129774313,0,0,0,0,0,0,0,0,0,0,0.0789358828798398,0,0,0,0,0,0,0,0,0.080159089422907,0,0,0,0.222596994202993,0.212638250864726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191153851144389,0,0,0,0,0,0
X600019.SH,0,0,0.0659701523586278,0.06800699787494,0,0.161139598290719,0,0,0,0,0,0,0,0,0,0,0,0.115269242812825,0.0150178011220098,0,0,0,0,0,0,0,0,0,0.153738324841489,0,0,0.00416515374362876,0,0,0,0.318632743559751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504519470075075,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.094737764654592,0,0,0,0,0.198164522017106,0,0,0,0,0,0,0,0,-0.094577806752235,0.530909417646236,0,0,0,0,0,0,0,0,0,0.00670449292288987,0,0.201703545032182,-3.46944695195361e-18,0,-0.0515669379136468,0,0,0,0,0,0,0,0,0,0,0.240251285412747,0,0,0,0.0228852650666667,0.0109166041817758,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.037816045862965,0,0,0,0,0,0,0.021034730135174,0,0,0,0.20667074520248,0,0,0,0,0,0.661276887885693,0,0,0,0,0,-0.041002352625809,0,0,0,0,0,0,-0.0786248787995433,0,0,0,0,0,0,0,0,0.05074560153589,0.213713946495601,-4.33680868994202e-19,0,0,0.00377414927477064,0.0142327564766705,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170171574880103,0,0.194202217236762,0,0.0765400416060311,0,0,0,0,0,0,0,0,0,0,0,0.0704764366208553,0,0,0,0,0,0,0,0,0,0,0.0566475899411456,0.305665530659424,0,0,0,0,-0.0276073624546402,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.229653762187224,0,0,0.0781509872485009,0,0,0,0,0,0.0336949966116259,0,0,0,0,0.129100610746085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00700681767674789,0,0.0931240282861854,0.0630884379249376,0,0,-0.0100349672728265,-0.0121110001194699,0,0,0,0,0,0
X600660.SH,0,0.191331846022206,0,0,0,0.0500021087460973,0,0,0,0,0,0,0,0,0,0,0,0,0.316358828241231,0,0,0,0,0,0,0,0,0,0,0.0561952779844965,0,0.019330077621032,0,0,0,0,0.0776190940716028,0,0,0,0,0,0,0,0,0,-0.021262888675944,0,0.02408289680598,-0.0072613354369064,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.143056390405708,0,0,0,0.0429299585165599,0.0855164096233664,0,0,0,0,0,0,0,0.046327253857445,0,0,0.0900827217609331,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.336305499293954,0,0,0,0,0.0864181157084598,0,0.0307166479562363,0,0,0,-0.00487045039438039,0,0,0,0,0,0,0
X600688.SH,0,0.401470589126677,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0835213813369427,0,0,0.0358327162024727,0,0,0,0.031247678701174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314109581001049,0,0,0,0.0163811149137512,0,0,0,0,0,0.0319290964161625,0,-0.0384604070781255,0.011586329736679,0.00871168594566551,0,0.0954901866209633,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0233206776475805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700361522376287,0.0554843216828999,0,0,0,0.112117401839316,0,0,0,0,0,0,0,0,0,0,0,0.194279064479056,0,0.0273752836586863,0,0,0,0,0,0.145239544083466,0,-0.00711108056583772,-0.00558560250297701,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.324803539391688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0087433150349997,0,0.0880084927534331,0.0657488144611,0,0.0873033494327202,0.032736123409246,0,0,0.165851058954428,0,0,0,0,-1.73472347597681e-18,0,0,0.243997691588496,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.00636683735431995,0,0,0,0,0,0,0.304597569354139,0,0,0,0,0,0,0,0.0373163363853364,0,0.160485367876279,0,0,0,0.0450201223065073,0,0,0.0111539589300558,0,0,0,0,0,0,0,0,0,0,0.070512370634173,0,0,0,0,0,0,0.0872318096290887,0,-0.000896470329282795,0,0,0,0,0,0,0
X600362.SH,0,0,0.103387342011143,0,0.00564555958594037,0.152952601714846,0,0,0,0,0.373949632128796,0,0,0,0,0,0,0,0.0189937397988067,0,0,0,0,0,0,0,0.0390124332501822,0,0,-0.0216238249308742,0,0,0,0,0,0,0,0,0,0,0.0488358120469786,0,0,0.144985996517372,0,0,0,0,0,0.00519153761301472,-0.00628963104577003,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0199424138814203,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.248926710971803,0,0,0,-0.0178913960221311,0,0,0.0964976299841775,0.00912461443352666,0.020484128504477,0,0,0,0,0,0,0,0.213211871206727,0,0,0,0,0,0,0,0,0,0,-0.00835140258935558,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.165901310850817,0,0,0,0,0,0.184772834133284,0,0,0,0,0,0,0,0,0.0871326900607043,0,0,0,0,0,0.175007731263465,0,0.0582225942465006,0.0753787290300506,0,0,0,0.125484104554089,0,0,0,0,0,0,0,0,0,0,0,0.0295439777079918,0,-0.00366086650698323,0,0,0,0,0,0,0
X002466.SZ,0,0,0.357078786770175,0,0,0.0807312448287746,0.250513347745797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69846742723992,0,0,0,0,0,-0.344959892890272,-0.0560961813166801,0,0,0,0,0,0,0,0,0,0,0.135122535402765,0,0,0,0,0.0176718241240727,-0.0042331014089503,0.0738579636696291,0.248454784212512,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384796415090293,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0482877564243533,0,0,0,0,0,0.00897030128910516,0,0,0,0,0.0233098473762132,0,0,0,0,0.562994092982375,0,0,0,-0.018649697024573,-0.0199913780431636,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114124198375925,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.00467331887886385,0,0,0,0,0,0,0,0.137998953146041,0,0,0,0,0,0.047575283813893,0,0,0.777243473061627,0,0.000257326375839594,0.0154645144277559,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.246658150305167,0,0,0,0,0,0,0,0,0,0,0,0.131494720959884,0,0,0,0,0,0.063623823914727,0.0143073706951947,0.072899085627708,0,0.0759170961714074,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0201540643998979,0,0,0,0.12170460829965,0,0.119817015238273,0,0,-0.0125976946896661,-0.0341372486478003,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.380546236975332,0,0,0.162963426726057,0,0,-0.0121323856581165,0,0,0,0.569064238774718,0,0,-0.136039859216092,0,0.0770481922205129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114606808721908,0,0,0.00147491629860076,0.0106149805909561,0,0,0,0,0,0
