,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600547.SH,X600660.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X002460.SZ,X600111.SH,X600010.SH,X600027.SH,X601699.SH,X600160.SH,X002466.SZ,X000301.SZ,X600489.SH,X600426.SH,X000983.SZ,X600803.SH,X601991.SH,X000786.SZ,X000877.SZ,X000933.SZ,X600985.SH,X000807.SZ,X000630.SZ,X600176.SH,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X600096.SH,X002271.SZ,X000883.SZ,X600348.SH,X000932.SZ,X000027.SZ,X601666.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.148713274570048,0.167227574336126,0,0,0,0,0.0135399258206633,0.178295514855064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0602298234816374,0,0.0843656051829438,0,0,0,-0.128936633270423,0,0,0,0,0,0,-0.0805306641794157,0,0,0,0,0,0.0902678939704802,0,0,0.0110401793837164,0,0,0,0,0,0
X601088.SH,0.173409236078677,0,0,0,0.0947392649382027,0.122169760399386,0,0,0.00444039264452693,0,0,0,0,0,0.0533702579780949,0,0,-0.00892852252065065,0,0,0,0,0,0,0,0,0,0.149290554493692,0,0,0,0,0,5.02685451210304e-05,0,0,-0.0181723834965646,0,0,0,0,0,0,-0.0218384947863038,0,0,0.0263636799563525,0,0.065446747411935,0,0,0,-0.0238922153735567,0,0,0,0,0,0
X600028.SH,0.333007009503362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121906995901544,0,-0.0205454016682609,0,0.0210628420335273,0.0074431508456808,0,0,0.0865925556811252,0,0,0,0,-0.064328344962476,0,0,0,0,0,0,0,0.0760803266191214,0,0,0,0,-0.0425810929589713,0,0,0,0.0591636737936057,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13225943901125,0,-0.0567190588799006,0,0.0539196987293235,0,0,-0.0757560643790407,0.0156918541556167,0.0232430630667955,0.249288512391138,0,0.106622753397613,0,0,0,0,0,0,0,0,0,0.23209177524546,0,0,0,0,-0.153013550576294,0,0,0.120966975878688,0,0,0,0,0,0,0,-0.00947822284849321,0.122661184516018,0,0,0,0,0
X600188.SH,0.0196883154683853,0,0,0,0,0.229408011382656,0,0,0,0.0292476316543963,0,0,0,0,0,0,0,0,0.045199497885114,0,0,0.253191409490346,-0.0157919413446912,-0.0111212379350734,0,0,0,0,0,0,-0.106329109044165,0,0.0193550235201598,0,0,0,-0.0585014758712484,0,6.93889390390723e-18,0,0,0,0,-0.0221359418234054,0,0.218425031233288,0,0,0,0,0,0,-0.00472829732440437,0,0,0,0,0,0
X601898.SH,0,0.254559034931631,0,0,0.0980492724775446,0,0,0.211846463981976,0,0,0,0.181487873558652,0,0,0,0,0,0,0,0,0.150034582781941,0.0271953605309711,0,-0.0273184278085693,0,0,0,0,0,0,0,0,0,0.46140299632365,0,0,0,0,0,0,0,0,0,-0.0074543934181343,0,0,0,0,0,0,0,0.17286872457267,-0.102527581762485,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.116347713825321,0,0,0,0,3.46944695195361e-18,0,0.0647671834798696,0,0,0,0.0675434075621535,0.0116822550004513,0,0,0,0,0,0,0.125192321999074,0,0,0,0,0,0,0,0,0,0.110599741968899,0,0,-0.0991703050575196,0,0,0,0,0.033728999280044,0,0,0,-0.0756234185686788,0,0.00268917873371477,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442791529588847,0,0,-0.0807421135531314,0,0,0.0933881129400586,0,0,0,0,0,0,0,0,0.300218291794264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382430443923019,0,0.0221817812553536,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.0755416671497102,0,0,0,0,0,0,0.236710580110812,0,0,0,0.204536175533607,0,0.0754034578702068,0,0,0,0.0278948925943639,0,0.0666561641042687,0,0,0.0335710025114643,0.0307837558983414,0,0.232204765226914,0,0,0,0.206979634420479,0,0,0.177996700470378,0,0,0,0,0,0,0,0,0,0,0,0.116968453590408,0,0,0,0,0
X600547.SH,0,0,0,0,-0.274171582163632,0,0,0,0,0,0.0372696282132175,0,0,0,0,0.0416478227824281,0.177465446916824,0,0,0,0,0,0,0,-0.124426961485459,0.620172694648865,0,0,0,0,0,0,0.127267216536315,0.00992910836517276,0,0,-0.0585783968525275,0,0,0.0401142074534002,0,0,0,0,0,0,0,0,0,0,0,0,0.0108026982880207,-0.0856578657883681,0,0,0,0,0
