,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X600660.SH,X601898.SH,X600010.SH,X601600.SH,X600886.SH,X600801.SH,X600362.SH,X002466.SZ,X002271.SZ,X600188.SH,X600688.SH,X000786.SZ,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X000723.SZ,X002353.SZ,X600111.SH,X600176.SH,X600027.SH,X600489.SH,X600426.SH,X600516.SH,X600299.SH,X000898.SZ,X000792.SZ,X600583.SH,X000401.SZ,X601158.SH,X600219.SH,X000932.SZ,X000709.SZ,X000883.SZ,X000553.SZ,X600612.SH,X600160.SH,X000630.SZ,X600486.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0844495914235575,0,-8.67361737988404e-19,0,0.137693356293373,0,0,0,0.0700482778275067,0,0,0.270550791674297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696436579607751,0,0,0,0.100205446375656,0,0,0,0,0,-0.0237247629999642,0,0,0,0,0,0,0
X600028.SH,0.402761407630777,0,0,0,0,0,0,0,0,0,0,0,0,0.0175785745474902,0,0,0,0.0337561897736089,0,0,0.0973553313805746,0.00719520838369248,0,0,0,0,0,0.0176464490063129,0,0,0,0,0,0,0,0,0,0.0206261170746332,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00986982496074956,-0.00171517431227118,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.000594860138222282,0,0.0121744322982661,0,0,0,0,0,0,0,0.283048626605114,0,0,0,0,0,0,0.0352401979606657,0,0,0,0,0,0,0,0,0.147584923933565,0,0,0,0,0,5.42101086242752e-20,0,0,0.0485470843876242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.00442673049782842,0,0,0,0,0,0.4778229738925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168691124741837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162466471332177,0,0,0,0.00461342851080608,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.225872911667388,0,0,0,0.0102293195531398,0.19521234816478,0.0979842631183116,0,0,0,-0.214784044197238,0,0,0,0,0,-0.208664447804689,0,0.116967482458062,0,0,0,0,0.230703843125735,0,0,0,0.0423790506864565,0,0,0,0,0,0,0,0.081018044010395,0,0,0.00722215379056806,0,0.0414884002234977,-0.0396411886331048,0,0,0,0,-0.0510253850755178,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0757183138617851,0,0,0,0.103469507576485,0.187453697860384,0,0,0.0805989318408327,0,0,0,0,0,0.0157141455922524,0,0,0,0,0,0,0,0,0,0,0,0,0.0363203211659947,0,0,0.0333137421024619,0,0,0,0,0,0,0,0,0,0.00597810028973335,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0496504851810259,0,0,0,0,0,0,0,-0.00798818696613657,0,-0.0514799384943909,0,0,0,0,0,0,-0.0267363552767293,0,0,0,0,0.860297682501215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286738869719289,0,0,-0.010851003426045,0,0,0.008282632351296,0.00101568758650998,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,-0.0849640984573161,0,0,-0.149136277823682,0,0,0,0,0,0,0,0,0,0,0,0,0.171170830692964,0,0,0,0,0,0,0,0,0,0.0837359238878821,0,0,0,0,0,0.0891733121906795,0,0,0.275448304042194,0,0,0,0,0.289787929946838,0,0.156492236887367,0,0,0,0.0100808799493829,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0829244369503682,0,0,0,0,0,0,0,1.38777878078145e-17,0.0255997902858449,0,0,0.348234403502915,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0361091142140955,0,0,0,0.206354211092649,0,0,0.0890186706399262,0,0.0784955174670836,0,0,0,0,0.0135540640080984,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,-0.0108674865174059,0,0,0,0.13708109411207,0,0,0,0,0,0,0,-0.108420086396217,0.131770981749907,0,0,0,0,0,0,0,0,0.0855815181987134,0.0231658500828236,0,0,0,0,0,0,0,0,0,0.494863030946083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262029424652267,0,0,0,0.0478197999061788,0,0
