,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600027.SH,X600795.SH,X002271.SZ,X600362.SH,X600426.SH,X601991.SH,X600803.SH,X600176.SH,X000983.SZ,X601699.SH,X600489.SH,X000807.SZ,X000786.SZ,X000539.SZ,X300037.SZ,X600995.SH,X000408.SZ,X600160.SH,X600219.SH,X000629.SZ,X600612.SH,X002080.SZ,X000932.SZ,X600378.SH,X600688.SH,X002409.SZ,X000723.SZ,X600157.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.538841390525735,0,0,0,0,0,0,0,0,0,0,0.180200757305078,0.267566575894888,0,0,-0.0909918696811471,0,0,0,0,0.0463927440567301,0,0,0,-0.191874298606527,0,0,0,0,0,0,0.183622952648424,0,0,0,0,0,0.00512136955243324,0,0,0.0926628181151076,0,-0.232572846042607,0,0,0,0.0494931194314718,0,0,0,0.0475514940516279,0,0,0,0,0,0,0
X600028.SH,0.73126581974433,0,0,0,0,0,0.0432646836184139,0,0,-0.0482254441027168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00827267190198212,-0.177279853556557,0,-0.0334655462674326,0,0,0,0,0,0,0,0,0,0,-0.0172981679886328,0,0,0,0,0.00583124207151673,0.0136390444027969,0,0,0,0,0,0
X601088.SH,0.123953154785737,0,0,0,0.219652814805394,0,0,0,0,-0.0366345499906893,0.17070258545554,0,0,0,0,0.0340632348998977,0,0,0,0,0,0,0,-0.0422218576397788,0,0.0153266793694386,0,0.0129645333281304,0,0,0,0,0,0.0643674893948663,0,0,0,0,0,0,-0.0253297427558447,0.008169695503689,0,0.012034980390407,0.0681798853765289,0,0,0,0,0,0.042887978621688,0.024084197447717,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0946235640267371,0,0,0,0,0,-0.0398150499746508,0,0,0,0,0,0,0,0,-0.103147963848784,-0.104822842146093,0,0,0,0.232528193022862,-0.0061868241714763,0,0.165377053242323,0,0,0,0.121202883474457,0,0,-0.0886731866084771,-0.0374448021071311,0,0.0540015517530133,0,0,0,0,0,0,0,0,0,0,0,0,0.0141080379834606,0,0,0,0,0,0,0
X600188.SH,0,0,0.245736708321292,0,0,0,0.205283363346245,0,0,0,0.347236640607483,0,0,0,0,0,0,0,0.204328436477513,0,0,0,0,0,0,0.0132724447662928,0,0,0,0,0.249599895540598,-0.168461453754973,0.108459435488687,0,-0.045693129026871,0.173160566856565,0,0,0,0,0,0,0,0,0,0,0.0243750361853337,0,0,0,0,0,-0.0936716465379387,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.246797155848478,0,0,0,0,0,0,0,0,0,0,0.24742502983144,0,0,0,0,0,0.324595002087578,0.565939509542009,0,0,0,0.177315756646314,0,0,0,0,0,0,1.73472347597681e-18,-0.165845436365442,0,0,-0.0156716550754267,0,0,0.150688293965303,0,0,0,0,0,0,0,0,0,0,0.00914920853837821,0,0,0,0,0,0,0
X600019.SH,0,0.0781337207254476,0,0,0.0802248633454435,0,0,0.0803278541375242,0,0,0,0,0,0.181090559075748,0,0,0,0,0,0,0,-0.0153779572973038,0,0,0,0.0859399814610838,0,0,0,0,0,0,0,0,0,-0.105356128250705,0,0,0,0,0,-0.0658947967461675,0,0,0,0,0.00524166215180525,0,0,0,0,0.0297635894798545,0.0635888288730112,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.217150783851078,0,0,0.0708998466850282,0,0,0,0,0,0,0,0,0,0,0,-0.0465737683748302,0,0,0,0.0289079512020376,0,0,0,0.12580487681933,0,0,0,0.0232149912776198,0,0,0,0.0591621978583346,-0.115414502760514,0.0629254052707613,0.210125595386124,0,0,0,0,0,0,0,0,0,0,-0.0371150601080747,0,0,0,0,0,0,0
X002460.SZ,-0.0155653107233092,0,0,0,0,0,0,0,0,0.494097941302089,0,-0.0830371137647429,0,0,0,0,0,0,0,0,0.102325831429088,0,0,0,0,0,0,0,0,0,0,-0.0161554953358327,0,0,0.0135443643418178,0,0,0.0419599225561381,0,0,0.182070175807425,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.186564534184212,0.0334424261628008,0,0,0,0,0,0,0
X002466.SZ,0,-0.0229861907954266,0,0,0,0,0,0,0.392687888781112,0,0.179715526504764,0,0,0,0,0,0,0,0,0.237852580735244,0,0,0,0.00580091460340329,0,0,0,0,0,0.141518807983127,0.144546329782567,0,0,0,0,0,0,0,0,0,0.13079295629148,0,0.0155973794221084,0,0,0,0.113643575630538,0,0.0219192501658581,0.0980302095882991,0,0.0440332093582195,0,0,0,0,0,0,0
X601898.SH,0.0521034340637252,0.0994303564564686,0,0,0.425950476204334,0,0,0,0.0266936027586282,0,0,0,0.232944304470787,0,0,0,0,0,0,0,0,-0.115746046885931,0,0,0,-0.173947570832896,0,0,0,0,0,-0.0111541050703429,0,0,0,-0.149883220072146,0,0,0,0,0,0,0,0,0,0,0,0.063417902310889,0,0,0,0,0.0355742084322624,0,0,0,0,0,0
X600547.SH,0.0347739375292999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338806534276474,-0.106839325355338,0,0,0,0,0,0,0,0,0,0,0,0.664914879147365,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298378457831496,0,0.0317235674773359,0,-0.285371933858504,0,0,-0.00427203611396136,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.3198810060734,0,0,0,0,0.303232826843999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141143228825393,-0.0293948301354537,0,0,0,0,-0.00611983915857716,0.0298144021983499,0,0.167271720626081,0.0283565787792759,0,-3.46944695195361e-18,0.00468881293508177,0,0,0.0930230488140791,0,0,0,0,0,0,0.00124397445897789,0,0,0,0,0,0,0
X601600.SH,0.0657350761215756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116877080682125,0,0,0.247613403413999,0.521146906078793,0.0463912534279233,0,0,0.029716594167464,0,0,0,0,0,0,0,0,0,0,0.0253131393821472,0,0,0,0,0.0498495468850645,-0.126605823404036,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.117856181325986,0.014187544407539,0,0,0,0,0,0,0,0,0,0.173529647087345,-0.0461003834889812,0,0,0,0,0,0,0,0,0,0,-0.11365089193082,0,0,0,0.0200430970987597,0.0280279810313087,0,0.00623740161082303,0,0,0.0243481801551085,0,0,0,0,-0.0236751382599187,0,0,0.104616098730977,0,0,-0.0205827763695801,0,0,0,0,0,0
