,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X600547.SH,X002271.SZ,X600886.SH,X601600.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X601699.SH,X601991.SH,X600803.SH,X000983.SZ,X600995.SH,X000786.SZ,X000408.SZ,X000629.SZ,X600160.SH,X600096.SH,X000723.SZ,X600219.SH,X000807.SZ,X600489.SH,X600378.SH,X002080.SZ,X600348.SH,X000933.SZ,X600157.SH,X600688.SH,X600141.SH,X000932.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.58284018094247,0,0,0,0,0,0,0.0151956635992769,0.282363258651286,0,0,0,0,0,0,0,0,0,0,0,0.0118646985431991,0,0,0,0,0,0.0208088443709287,0.0195860873698886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937711012102367,0,-0.0265984058076631,-0.0180931104010835,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.382511631851478,0,0,0,0.0583626276163172,0,0,0.0131140793338512,0,0,0.00898389481867195,-0.0502903426970221,0,0,0,0,0.00590396357518711,0,0,0,0,0,0.0612228570072165,0,0,0.153810567963565,0,0,0,0.0356668735860636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350281755641375,0,0,0,0,0,0
X600028.SH,0.604290393183716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0262413885675483,0,0,0,0,0.0468641992269585,0.0334572535024917,0,-0.00978615405835809,0,0,0,0,-0.0600211672302757,0.0676688410967291,0.0179056989896066,0,0,0,-0.0224502323727315,0,0,0,-0.0550620485880551,0,0,0.00647176058816376,0,0.000892431721632367,-0.00540129765972901,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220632568053931,0,-3.46944695195361e-18,0,0,0,0,0,0.238431147536675,0,0,0,0,-0.017132352370573,0,-0.0655708611677452,0,0.267848642790419,0,-0.0867570061597153,-0.21658290078776,0,0,0,0.114924492130933,0,0,0,-0.0223707427464593,0,0,0,0,0,0,0,0.0103220412771707,-0.0457667118292619,0,0,0,0,0,0
X600188.SH,0,0.654801974226211,0,0,0,0,0,0,0,0,0.0240336554002624,0,0,0,0,0.0708270325632875,0,0,-0.0762567036096539,0,0,0,0,-0.0226915658031427,0,0,0,0,-1.73472347597681e-18,0.0942872705556665,0.121452096585179,0,0,-0.0443091245838958,0,0,0,0,0,0,0,0,0,0,0.179210755805993,0,0,0,0,0,0,0.00939934433283428,0.0571650862243656,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0341695846049251,0,0,0,0,0,0,0,0,0.23723363325543,0,0,0,0,0.378437358984901,0.00555183006803154,0,0,0.0159638094712348,0,0,0.112179876465181,0,0.0408205986299523,0,0.221022882837384,0,0,0,-0.0113963762289872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.69349346931239e-05,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.424079965258517,0,0.126560050404066,0,0,0,0,0,0,0,0,-0.00443197575763637,0,0,0,0,0,0,0,0,-0.00128714690059885,0,0,0,0,0,0,0,0.0534042398233795,0.0253714582475089,0,0,0,0,0,0.0952869807016705,0.023242361643051,0,0,0,0,0,0,0,0.00448418629908562,0.0308489092914769,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.609641404770866,0,-0.344488313309245,0,0,0,0,0,0,0,0,0,0.128836739680442,0,0,0,0,0,0,0,0,0.0261478301772866,0,0,0.0753381304833098,0,0,0,0.107902765896913,0,0.0487808061122389,0,0,0.0196805862053255,0,0,0,0.0827859786512677,0.0599891795340287,0,-0.0265853477485451,0,0,0,0,-0.0250044495239936,-0.0195851206638107,0,0,0,0,0,0
X600019.SH,-4.33680868994202e-19,0,0,0,0.0847017567446306,0.0326137557215506,0,-0.0415357802668781,0,0,0,0.0109629677146483,0,0,0,0,0,0,0,0,0.333864069286842,0,0,0,0,0.0156851090914832,0,0,0,0,0,-0.136061089834443,0.118416520708675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116715674178203,0.0443911468021653,0,0,3.46944695195361e-18,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.427899361754232,0,0,0,0,0,0.125697801506852,0,0,0,0,0,0,0,0.00782221649566386,0,0,0,0,0,0.216083314611211,-0.08424965145184,0,0,0.013765652470108,0,0,0,0,0,0,0,0,0.126486982844918,0,0,0,0,0,0,0,0,0,0,0.0378113145234704,-0.0141614889510494,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.13061166951408,0,0,0,0,0,0,0,0,0,0,0.0249675596948928,0,0,0,0,0,0,0,0,0,0,0,0.200640738708656,0,0.231606872321107,0.241921697364045,0,0,0,0.0101221499898658,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.144462147342541,0,0,-0.0195436490792165,-0.0146906725267114,0,0,0,0,0,0
