,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X600886.SH,X601600.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600027.SH,X600426.SH,X601991.SH,X600362.SH,X600803.SH,X000983.SZ,X601699.SH,X600176.SH,X600489.SH,X000807.SZ,X600995.SH,X000786.SZ,X000539.SZ,X600160.SH,X300037.SZ,X000408.SZ,X600219.SH,X000629.SZ,X600378.SH,X002409.SZ,X002080.SZ,X600688.SH,X600157.SH,X000932.SZ,X600612.SH,X600985.SH,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.716358815617869,0,0,0.184711977170639,0,0,0,0,0,0,0,0,0,0,0,-0.118883051284633,0,0,0,0,0,0,0.00259312691724583,0,0,0,0,0,0,0,-0.066350169251296,0.136650406398532,0,0,0,0,0.0359317130687963,0,0,0,0,0,0,0,0,0,0.20338426551661,0,0,0,0.0305800809023885,-0.0281130466725284,0.348772428128916,0,0,0,0,0
X600028.SH,0.686991836781222,0,0,0,-0.107813248314409,0,0,0,0,-0.101720916534275,0.0733532391541607,0.131477262137845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123862291819672,0,0,0,0,-0.0267952794660251,0,0,0,-0.0311257747538418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158183829287043,0,0,0,0.0159157346372868,-0.0219717855204468,0,0,0,0,0,0
X601088.SH,0.242314099907676,0,0,0,-0.266777236230679,0,0,0,0,0.00466466305256944,0.373448844670292,0,0,0,0.0335731396040694,0,0,0,0,0,0,0,0,-0.014420216302481,-3.46944695195361e-18,0,0,0,0,0,0,0.0726841995506819,0.000842445297294389,0,0.116261912336219,0,0,-0.0487404262167352,0.143130324454892,0,0,0.110418458564836,-0.0601579053977229,0,0,0,0,0,0.119853485847905,0,0,-0.0118721940269909,-0.0367325389941394,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0978789828075431,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120282333123234,0,0,0,0,0.129823079188573,0,0,0,0,0,0,0,0.0357541591768812,0,0,0.0217283502089484,0,0,-0.0389762060019676,0,0,0,0.0177931297037862,0.0381718090098417,0,0,0.046066758384934,0,0,0,0,0,-0.0123160972603185,0.0944893287110901,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.34265879522024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185247598011749,0.0506626410725041,0,0,0,0,0.129318846746693,0,0,-0.0497707328351612,0,0,0,0,0,0,-0.0200006179447142,-0.0752061373984161,0,0,-0.0237990609359933,0,0,0.306027466464599,0,-0.0759515393328545,0,0,0,0,0,0,0
X600011.SH,0,-0.0443146185603672,0,0,0,0,0,0,-0.23902920281834,0,-0.108138243596944,0,0,0,0,0,0,0,0,0,0,0.440437134749154,0,0.173177833201647,-0.0154398584649377,0.216658861963495,0,0,-0.0175691933480953,0,0,0,0,0,0,-0.0218012400712808,0,0,-0.0740952432241036,0,0,0,0,0.126203681355053,0,0,0,0,0,0,0,-0.0045041663362973,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0101575078865015,0,0,0,0,0,0,0,0,0,0.0333724944784222,0,0,0,0,0,0.123348125868124,0,0.119192552556935,0,0,0,0,0,0,0,0.0550574090401659,0,0.119434862597915,0,0.116836403729893,0.090818441119897,-0.0400010059065783,0.0129660446053285,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00738017921633893,0.00260097071285594,0,0,0,0,0,0
X600019.SH,0,0.103752857797928,0,0,0.0563411590969801,0,0,0,0,0,0,0.111742016092449,0,0,0.111048442924784,0,0,0,0,0,1.73472347597681e-18,0,0.0539858683493532,0,0,0.0463385927206408,0,0,0,0,0,0,0.0300652337076128,0,0,0.017618226096314,0,-0.067273009346325,0,0,0,0,0,0,0.0160359211401,0,0.0446371152555783,0,0,0,0.0746940963550049,0.0691145552234395,0,0,0,0,0,0,0
X002460.SZ,-0.0680702414396268,0,0,0,0,0,0,0,0,0.709099676092967,0,0,0,0,0.0339077325234004,0,0,0,0,0,0.105054532703696,0,0,0,0,0,0,0,0,-0.11014116366119,0,0,0,0.0192894330048695,0,0,0.0236678074327432,0,0.0404215590730185,0,0,0,0,0,0,0,0.164103892257954,0,0,0,0.0657331712691481,0,-0.0493684766074144,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.352067132784176,0,0,0,0,0,0,0,0,0,0,0.0519372069683306,0,0,0.115082695478336,0,-0.123525432864458,0,0,0,0.107785100620528,0.272757488975389,0,0,0,0,0,0.0331821273443205,0.364403347215907,0,0,0,0.0209206863016621,0,0.0750182472790474,0.0755640602262068,0,0,0,0,0,0,-0.107974084997244,0,0,0,0,0,0,0,0
X601898.SH,0,0.139539704624411,0.323892207989677,0,0.234878821506625,0,0,0,0.0496527998013536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291592371831822,0,-0.0627040395417301,0,0,-0.19917212162347,0,0,-0.0663391944210932,0,0,0,0,0,0,0.0655825677122986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345539316598169,0,0,0,0.0774319227352167,0,0,0,0,0.620652015489194,0,0,0,0.113107696324644,0,0,0,0,0,0,0.0326978012633425,0.00476216678876971,0,0,0,0.011646805622424,0,0,0,-0.027065940909053,-0.0212573154924509,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0195754705789827,0,0.0207689448336066,0,0.115537228182912,0.202854302619714,0,0,0,0,0,0,0.0457103623284567,0,0,0.0337023432423076,0,0,0,0,0,0,0,0,0,0.0754902773180235,0,-0.0480665419269456,0,0.0385984329741216,0.0628527938979226,0.0348367300120964,0.136023318128251,0.0221100674243927,0,0,0.0313887799619744,0,0,-0.0196462622219424,0,0,0,0,0,0,0,-0.0775178040522956,0,0,0,0,0,0,0
X600886.SH,0.0724557779852586,0.0299384504959316,0,0,0,0.0810770857330698,0,0,0,0,0,-0.0241252738346031,0,0,0,0,0,0,0,0,0,0,0,0.0726002334668394,0,0,0,0,0,0,0.0390531848409381,0,0,0,0,0.00970541299782728,-0.0615717096361441,0,0,0,0,0,-0.0188375881163065,0,0,0,0,-0.0166612843127412,0,0,0,0,0.0164772462311941,0,0,0,0,0,0
X601600.SH,0.036349455335256,0,0.0851268135396162,0,0,0,0,0,0.0648345697662525,0,0,0.130163182578956,0,0,0,0,0,0,0,0,0,0,0,0.0394994425310572,0,0,0.102417773054819,0,0,0,0,-6.93889390390723e-18,0.539929207725277,0,0.269397171097042,0,0,-0.0208190736213531,0,0,0,0.0511465331670357,0.033134364113524,0,0,0,0,0,0,0,0,0.0484505145089152,0.0298825602722086,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.116015773723138,0.0392296907136319,0,0,0,0,0,0,0,0,0.09101095467842,-0.0290571381200002,0,0.133216181192977,0,0,0,0,0,0.0294745679797497,0,0,-0.173540651958971,0.0667474753409623,0,0,0.0649215628106962,0,0,0,0,0,0,0,0.0279679828707967,0,0,0,0.0599370558121675,0,0,0,0.00819017428569078,0.000612567902387188,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.122425606766329,0,0,-0.0798335299203419,0,0,0,0,0,0,0,0,0,0.138951876193245,0,0,0,0,0,0,0,0,0,0.118475186383701,0,0,0,0,0,0,0,0,-0.0467056318403855,0.109673246570393,0.10057243162288,0,0,0,0.0209499669926443,0,0,0,-0.172892007407467,0,0,0,0,-0.00952299704794923,0.0536510866294527,0,0,0,0,0,0
