,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000792.SZ,X002466.SZ,X000301.SZ,X600010.SH,X601600.SH,X600188.SH,X000708.SZ,X002271.SZ,X601898.SH,X600660.SH,X600011.SH,X600362.SH,X600547.SH,X600176.SH,X600426.SH,X000825.SZ,X600886.SH,X600219.SH,X000408.SZ,X000786.SZ,X000807.SZ,X000983.SZ,X000898.SZ,X000932.SZ,X002080.SZ,X600803.SH,X300037.SZ,X000723.SZ,X600096.SH,X002326.SZ,X600795.SH,X000959.SZ,X601991.SH,X600801.SH,X601699.SH,X600295.SH,X000630.SZ,X600808.SH,X600157.SH,X002192.SZ,X600399.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.202519600114007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293712462894313,0,0,0,-0.0385117518165996,0,0.0670385451141753,0.00014375463981076,0.0108154559745006,0,0,0,0,0.0256851890833996,0.0197828585674239,0,0,0,0,-0.0375622314251723,0,0,-0.00256489413782941,-0.0235879525532641,0,0,0,0,0,0
X600028.SH,0.351676093247026,0,0,0,-0.00343084897328552,0,0,0,0,-0.0763633351717309,0.0487338441844547,0.030199147448674,0,0,0,0,0,0,0,0,0,0.0122565530114307,0,0.0129182273850466,0,0,0,0,0.00681074940785296,0.0558902971843861,0,0,0,0,0,0,0,0,0,0,0,0.0549326921636522,0,0.0408459139169661,0,0,0,0,0,0,-0.00842407798454737,-0.00171238246912094,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217215242255545,0,0.0381687418990911,0,0,0,0.0192660586269769,0,0,0,-0.045430482157575,0,0,0.258251587465456,0,0,0,0,-0.0610671703821003,0,-0.0324630969239906,-0.0418690649650308,0,0,0,0,0,0.0231525431531267,0,0.0742379497062206,0,0,0,0,0,0.00390368439123278,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039385593166507,0,0,0,0,0,0,0.0637531060646449,0,0.0268992407568984,0,0,0.0343758916872569,0,0,0,0,0,0,0,0,0,0,0,0.0317519183407195,0,0,0,0,0,0,0,0.075506650769248,0,0,0,-0.0303413403949194,0.0133454369716035,0,0,0,-0.0127561391279635,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.290741301992473,0,0,0,0,-0.0375109903215995,0,0,0,-0.0661466883534232,0,0,0,0,0.138143746718715,0,0.301719548845142,0.0786025654388906,0,0,-0.160294282742116,0,0,0,0,0.123132735177641,0,0,0,0,-0.02968541326004,0,0,0,0.0698174887691998,0,0,0,0.291485045028412,0.100987378301129,0.0666735404943039,0,0.0140476469212771,-0.057234706432907,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0501429404788948,0,-0.0710468484513209,-0.0803538329781125,0,0,0,0,0,0,0,0,0,0,0.111195091166418,-8.67361737988404e-19,0.0309659590571887,0,0,0,0,-0.0186401766463107,0,-0.0498882245102776,-0.0184853548122372,0,1.73472347597681e-18,0,0,0,0.644594578910328,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.00147508750752426,0,0,0,0.0393288576356854,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.113478077983789,0,0.0429834033856138,0.056202650785738,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154007879248317,0,0.41173812110489,0,0,0.0168602240837416,-0.0144866159022039,0,0,-0.0117782964882948,0,0,0,0,0,0,0,0.0711277027255486,0,0,0,0.0126925999895164,0,-0.046758558418261,0,0,0,0,-0.151073851445069,0,0
X600111.SH,0,0,0,0,0.0485211417771667,0,-0.162241709253584,0,0,0,0,0.198964003419287,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242960100277382,0,0,0,0,0,0,0,0,0,0,0,0.106384310825909,0.213739178671035,0.322509137850172,0.216659625246434,0,0,0.0408749729962836,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264583019880998,0,0,0,0,0,0,0,0,0,-0.163094007647573,0,0,0.182241084236288,0,0,0.0844915198153779,0,0,0,0,0,-0.342666993560751,0,0.0259790431929946,0,0,0,0,0,0.176710967782746,0,0,0,0,0,0,0,0.030436216800389,0.082928180693335,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.21359397061043,0,0,0.234392610098123,0,0,0,0,0.253840217567266,0,-0.0689060845870669,0,0,0,0,0,0,0,0,0,0,0,0.341682386385346,0,0,0,0,0,0,0,0,0.0147467708221896,-0.05873592986143,0.0634596889374516,0,0,0,0,0,0,0,0,0,0.110517799317026,0,0,0,0.00215891925360023,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,-0.00189934823232706,0,0,0,0,0,0,0,0,-0.0984661447269078,0,0,0,0,0,0,0,0,0,0,0,0.217714391685639,0,0,0,0,0,0.142884640514085,0,0.415130244650622,0.0995695143468303,0,0,0,0,0,-0.104428797453388,0,0,0,0,0,0,0,0.138821667382761,-0.202888599807315,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.33492878897153,0.24687589187489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457758043739447,0,0,-0.0246513981144065,0,0,0,0.162979846128697,0,-1.73472347597681e-18,0,0,0,0.0165894813881616,0,0,0.0680000147047292,0,0,0,0,0,-2.16840434497101e-19,0,0.114172703835909,0,3.46944695195361e-18,0,0.0336482687199791,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.00439978749995428,0,0,0,0,0.200431835534866,0,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0.310817930079392,0,0,0,0,0,0,0.0165221716765221,0,0.102215981907086,0,0,0,0,0,0,0,0.199011133117438,0,0.0353444610349334,0,0.0421164180009046,0,-0.0144676764209143,-0.0261618995242051,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,-0.11190769014056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214916968069363,0,0,0.12885626428268,0,0,0.111576174817814,0,0,0,0,-0.0837199007691546,-0.104379016438105,0.00550198555592884,0,0,0,0,0,0.147434299008369,0,0,0.0785001433693888,0,0.0753931908429881,0,0.176467065539322,0,0,-0.0790162169363205,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.231112675213196,0,0,0,0,0,0,0,0,0,0,0,0.124132687960437,0,0,0,0,0.0648536581788176,0,0,0.0687295541537035,0,0,0,0,0,0,0,-0.10605054933832,0.111552196332332,0.153092996865351,0,0,0,0,0,0,0.0383762770782346,0,0.0122689754668292,0,0,0.0193515281085674,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.178469041727901,0,0,0,0,0,0.0146797340837286,0,0,0,0,0,0,0,0,0,0,0,0,0.089932942575435,0,0,0,0,0.129102018133883,0,-0.106692354181155,0,0,0,0,-0.00998734882630356,0,0,0,0,0.0828271933743346,0,0,0,0.075677417983418,0,0,0,0,0,0.0918782760500755,0,0.0610997943398962,-0.0974268582106251,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.00602909830051705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.371011998950317,0,0,0.027999428889165,0,0,0,0,0,0.216605987607131,0,0,0,0,0,0.0807953658730985,0,-0.0526930240115454,0,0,0,0,0.259911419152223,0.0299832700407251,0,0.0885016331512238,0.278202343308415,-0.0582591223108316,0,0,0,0,-0.0523676921363703,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.02405487615787,0,0,0,0,0,0,0,0.025606068155644,0,0,0,0,-0.0218561674579588,0,0,0,0,0,0.151819032799134,0,0.0185889513364465,0.0760648120110863,0,0.0587728525143333,0,0,0,0.151064836780869,0,0,0,0.0397124227839649,0,0,0,-0.00300427624515016,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0205734019779512,0,-0.0266572636282522,0,0,0,0,0,0,0,-0.170582773759729,0,0,0,0,0,0,0,0,0.156530693863459,0,0,0,0,0,-0.0232146365176984,0,0,0,-0.0358304427050427,0,0.0285338927308832,0.0244528849850664,0,0,0,-4.33680868994202e-19,0,0,0,-0.00803923842555313,0,0,0,0,0,0.0494151994015456,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0751309649831914,0,0,0,0.0348477698929707,0,0,0,0,0,0,0,0,0,0,0.0127600449330454,0,0,0.0842869455191568,0,0,0.155618386106902,0,0,0,0,0,0,0,0.0591563241511312,0.00681685391785609,0,0,0,0,0,0,0.21327175354657,0.0392353866594965,0,0,0,0,0,0,-0.0415589907679412,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.169675786037413,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.077700272471024,0,0,0,-0.0488904654943294,0,0,0,0,0,0,0,0,0.060866269726119,0,0.0135148330502558,0,0,0,0,0.0224828233023717,-0.0833663647431869,0,0,0,0.0171526227999984,0,-0.0282483222591683,0,0,-0.0639350846647748,0,0,0,0,0,0
X600176.SH,0,0,0,0,-0.0642525707846437,0,0,0,0,0,0.0156804898984719,0,0,0,0.0252899573581549,0,0,0.20806543873952,0,0,0,0,0,0,0.10180375747397,0,0,0.196577637392622,0,0,0,0,0.0726038368768471,0,0,0,0,0,0,0.128503699913271,0,0,0,0,-1.0842021724855e-19,0,0,0,-0.058733379463456,-0.00687098569709665,0,0,0.0246307983539426,0,0,0,0.00556977838044809,0,0
X600426.SH,0,0,0.0562139183095916,0.306624378924359,0,0,0,0,-0.0693486959753386,0,0,0,0,0,0.124018702273387,0,0,0,0,0,0,0,0,0,0,0,0.216022745810479,0,0,0,0,0,0,0,0.0950365930957155,0.120268360652193,0.0922521422115403,0,0,0,0,0,0,0.175258365620259,0,0,0,-0.12298447248041,0,-0.0609973441327375,0,0.00565419333478788,0,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106500256989289,0.0257266669422985,0,0.336617329393572,0,0,0,0,0,-0.110468630540397,0,0,0,0,0,0.0314238026286492,0,0.201926793160653,0.306746034733169,0,0,0,0,0,0.0179003446485021,0,0,0,0,0.0499774373306328,0.010438226191264,0,0,0,0,0,0.0119217954422252,0,0.0251894398900965,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572530956563075,0,0,0,0,0,0.231211646569346,0.101736463777669,0,0,0,-0.109713270958358,0,0.120686596243843,0,0,0,0,0,0,-0.142756873039802,-0.0508683187690679,0.0200007086128295,0,0,0,0,0,0,0,0.070988346075091,0,0,0,-0.060520047793935,0,4.33680868994202e-19,0.0103589717541634,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,-0.0234432191537013,0,0,0,0,0,0,-0.130829999575084,0,0,0,0.184263953719454,0,0,0,0.0148917564567216,0,0,0,0,0.402596052350539,0,0,0,0,0,0,0,0.00677417020037542,0.0328600690239432,0,0,0,0,0.0286934476266047,0,0.108646119000425,0,0,0,0,0,0,0.0718495815794278,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0.171027003910105,0.457740564324833,0,0.303911899751268,0,0,0,-0.0224095900017021,0,0,0,0,0,0,0,0,0,0.0391032609966956,0,0,0,0,0,0,0,0,0.107032198179794,0,0,-0.131639163061645,0,0,0,0,-0.0244849707080879,-0.128457203367742,0,-0.0621814716489701,0,0,0,0,0,-0.110661414644708,0.0969860344346229,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0.159732086315473,0,0,0,0,0,0,-0.176084968988102,0,0.357771638344774,0,0,0,0,0,0,0.0593971820452566,0,0.0987314652938853,0.0444323885030255,0,0,0,0,0,0,0.00303929401270723,0,0.0123119226850869,0,0,0,0,0,0,0.292011966228284,0,0,0,0,0,0.0221096428322079,0,0,0,0,-0.0561600954346038,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0.013603714518611,0,0,0,0,0,0.0484638432233859,-0.0124300888544298,0.759403043578308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557337007916446,0.0440410983736487,0.087764161118161,0,0,0,0,0,0,0,0,0,0,-0.0192173422519151,0,0.120221607238217,0,0,0.0314869324144689,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0.0473398118477255,0,0.0965925985827894,0.0454840407133814,0,0.0972982496947758,0,0,0.031131890502196,0,0,0,0,0,0,0,0,0,0,-0.0873661637981287,0.00230216402083362,0,0,0.0220239307055767,0,0,-0.051325052316889,0.0931181294052112,0,-0.0673747737780193,0.562041022106985,0,0,0,0.165681729427256,0.157606776884344,0,0.169692237728403,0,-0.0393902433284641,0,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120615068733168,0,0,0,0.0296653053105328,0,0,0,0,0,0.0184196627682218,0,0,0.284731875086669,0,0,0,0.0291500977119449,0,0,0,0,0,0,0,0,0,0.493445276622722,0,0,0,8.67361737988404e-19,0,-0.0139432792877601,0,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0.0148117116921472,0,0.133406374366281,0,0,-0.0276647578888128,0.0184098990992718,0,0.0763331452966162,0,0,0,0,0,0,0,0,0,0,0.169016985043591,0,0,0,0,0,0.125425547323081,0.058885878275224,0,0.0112069978710893,0,0.0125262703248324,0,-0.0921172007415832,0,0,0,0,0,0,0,0,0.348314919767937,0,0.0660342065392162,0,0.0531100668768589,0,-0.0858192158823807,0.1073965142406,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0.0620754719474851,0,0,-0.0178280400423409,0,0,0,0,0,0,0,0.155841315885,0.0227436590339572,0,0,0,0,0,0.0794586840658674,0.0307520494212393,0,0,0,0,0.174015104353805,0,0.0631640481768774,0,0,0,0,0,0,0,0,0,-0.0317493542876364,0,0,0.0505500394803689,0,0.078448173104546,-0.0749186378431628,0,0,0,0,0,0
X600803.SH,0,0,0.141080776672013,0,0,0,0,0,0,0,0.0648004825241312,0,0,0.0304577446436016,0,0,0,0,0.0371437022149162,0,0,0.14819383460904,-0.0478133623129979,0,0,0,0,0,0,0.0461878165482668,0,0,-0.312622343879953,0,0,0.178786502960224,0,-0.0357165984172133,0,0,0,0,0,0,0,0.0402784436559446,0,0,0,0,0,0.0895017806680598,-0.0199982184912732,0,0,0,0,0,0
X300037.SZ,0,0,0,0,0.0322290320775242,0,0,0,-0.0944466413974677,0,0,0,0,-0.0192773828548966,0,0,0,0,0,0,0,0,0,0,0,0,0.0594517489456459,0,0,0,0,0,0,0,0,0,0,0.0431429539211588,0,-0.0149134644571274,0,0,0,-0.0574021421816514,0,-0.206678181735712,0,0.180180580139203,0,0,0,-0.0481424825704382,-0.0316090627562852,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483015521631863,-0.0612502554942072,0,0,0.0835066445545855,0.344795771939137,0.0651221951407729,0,0,0,0,0.162561733107829,-0.0717316371432467,0,0,0,0,0,0,0.0209301143855861,0,0,-0.106530747208618,0,0,0,0.105561646452692,0,0,0,0,0,5.42101086242752e-20,0,0,0.0217544444090785,0,0,0,0.110649014638417,0,0
X600096.SH,0,0,0,0,0,0,0,0,0,0,0.0723217641519786,0,0,0,0,0,0.0750220205897449,0,0,0.0705911085689402,0,0,0.231117560578644,0,0,0.0898249506680624,0.0851216751987125,0,0.191810694495767,0,-0.0825497486765674,0,0.297021982491111,0,0,0.214518847073053,0,0,0,0,0,0,0,0.399229918023772,0,0,0,0,0,0,0,-0.0508371469059135,0,0,0,0,0,0,0
X002326.SZ,0,0,0,0,0.266320341607173,0,0,0,0,0.0928206939290439,0.0646877848716696,0.154717740219797,0,0,0.103347250816865,0,-0.164328831495838,0,0,0.0278679393809642,0,0,0,0,0,0,0,0,0.00454205739232684,0,0,0,0,0,0,0,0,0,0,0.11524542286372,0,0,0,0,0,0,0,0.0614521017508031,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,-0.0427119016958701,-0.0899774813031107,0,0,0,0,0,0,0.045210793443872,0,0,0.0483546977768362,0,0,-0.0758292750193837,0.17497294253198,0,0,0,0.00593463706004277,0,0,0.09877860863376,0,0,0.0347231142906705,0,0,0,0,0.165439364218447,0,0,-0.0326626224052569,0,0,0,0,0,0.00691166891745272,0,0,0.0260015183494317,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0.216247759826655,0,-3.46944695195361e-18,0,0.0524815323514448,0.107804995767464,0,0,0,0,0,0,0.0392332138479918,0.13359432241071,0,0,0,0,0.035508459751737,0,0,0,0,0,0,-0.0189891832103452,0,0,0,0,0,0,0.0573735065495222,0.0273529531153145,0,0,0,0,0,0,0,0,-0.0506308435812856,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547525051026611,0,0,0.0515109989767718,0,0,0,0.0344455537519235,0,0,0,0,0,0.0644053488073127,0,0,0,0,0,-0.0368433578713486,0.0127645807275701,0.00115494286990942,0,0,0,0,0,0,0,0,0.0221762159178742,0,0,0,0,0,0
X600801.SH,0,0,0,0,-0.00278731016876714,0.534671171879555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737262244086259,0,0,0,0,0,0,0,0,0.0972579423466023,0,0.00247341850606612,0,0,0,0,-0.0367997267433439,0,0,0,0,0,-8.67361737988404e-19,0,-0.00737117250505839,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0,-0.0221520706992992,0.0458970822529851,0,0.114965173015716,0,0,0.218646031674948,0,0,0,0,0,0,0.0964613866680924,0,0,0,0,0,0.327034673489532,0,0,-0.106263551426883,0,0,0,0.0452146890100191,0,0,0,0,0,0,0,0,0,0.0918596295598835,0,0,0.16482505121637,0,-0.0859212173200498,0,0,0,0,0,0,0
X600295.SH,0,0,0,0,0,0,0,0,0.218576198120589,0,0.100814238319898,0.125581494844361,0,0,0.187289971700396,0.111020407747408,0,0.112382857812658,0,0,0,0,0.357361054373497,0,0,0,0,0,-0.10076565771474,0.0520094951279314,0,0,0,0.122306729342172,0,0,0.126887351157058,0,0,0,0,0,0,0,0,0,0,-0.0423564898467737,0.159317299560494,0,0,0.035655124941169,0,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0.0392330811006125,0,0,0.119754627834514,0,0,0,0,0,0,0,0,0.409488890716414,0,-0.0466610198424351,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.104788463415631,0,0,0,0,0,0.0509868898317103,0,0,0,0,0.0262759447573293,0,0,0,0.0171509777451959,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248144752182897,0,0,0,0,0,0.264839268930754,0,0,0,0,0.0122670112462396,0,0,0,0.00634728519586402,0,0.79672340806834,0,0,0,-0.0145378166755604,0,0,-0.0950972185381806,0,0,0,0,0,0.00768626443302161,0,0,0,-0.052583637091928,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049703855955807,0,0,0,0,0,0,0,0,0,0,0,0,0.0878982444188969,0,0,0,0,-0.115422263387263,0,0,0,0,0,0,0,0.0410093322850191,0,0,0,0,0,0.0901543009075856,8.67361737988404e-19,0,-0.0359777226570342,0,0,0,0,0,0,0
X002192.SZ,0,0,0,0,0.66165438159903,0,0,0,0,0.20320223464991,0.0766381608382739,0.0526368823572214,-0.217742691742389,0,0.0534269631825953,0,0,0,0,0,0,0,0,0.0174203576907004,0,0,0,0,0,0,0,0,0,0,0.156459875381595,-0.104576791458414,0.11909365418482,0,0,0,0,0,0,-0.253113227329005,0,0,0,0,0.221447018582748,0,0,0.0677521909771944,0,0,0,0,0,0,0
X600399.SH,0,0,0,0,0.0427319610262296,0,0,0.166463883946683,0,0.010921866837248,0,0,-0.0718562881062743,0,0,0,0.0825090510257347,0,0,0,0,0,0.041849801329921,0,0,-0.0919312470951343,0,0.0832684763488207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156150967440681,0,0,0,0,0,0,0,0,0,0,0,0,0.358519762987649,0,0
X000831.SZ,0,0,0,0,0,0,0,0.47223099486758,0,0.28154936753816,0,0,0,-0.00693575207623633,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.162491357332226,0,0,0,0,0,0,0,0,0,0.00375472421407339,0.0797581594031026,0,0,0,0,0,0,0,0,0,0,0,0.0483315784703643,0,0,0.0190161118169088,0,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0.0346084367714253,0,0,-0.0219621927912235,0,0,0,-0.118284349691632,0,-0.00909566273726738,0,0,0,0,0,0,0,0,0,-0.0260009462744216,0,0,0,0,0,0,0,0,0.030879027546689,0,-0.0777910239253697,0.0282593606915512,0,0.0189272838830475,0,0,0,0,0.0446467423547184,0.0650999557952101,0,0,0,0,0,0,0,-0.0259401092724857,-0.0154484135015277,0,0,0,0,0,0
Slope,0,0,0,0,0,0,0,0,0,0.219080923733135,0.0643050698849422,0,0,0,-0.108302418653579,0,0,0,0,0,0,0,0,0,0,0,0,-0.112179549049266,0,-0.0887378524681817,0,0,-0.133287523420347,0,0,-0.127757125249887,0,-0.119630409592775,0,0,0,-0.184080060846342,0,0.149391106529756,0,0.0175454950231053,0,0,0,0,0,0,0.879775774499724,0,0,0,0,0,0
