,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600157.SH,X002075.SZ,X600111.SH,X600362.SH,X000709.SZ,X600188.SH,X601158.SH,X600583.SH,X000027.SZ,X600309.SH,X601992.SH,X000539.SZ,X000898.SZ,X000883.SZ,X600021.SH,X000878.SZ,X600352.SH,X601918.SH,X600022.SH,X600307.SH,X000629.SZ,X600660.SH,X600863.SH,X000792.SZ,X600578.SH,X002470.SZ,X600098.SH,X600489.SH,X000825.SZ,X600808.SH,X600547.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.798548021577778,0.091229982332801,0,0,0,0,0,0,0,-0.020417771882268,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386924926334186,0,0,0,0,0,-0.0761165130505785,0.0608065103032462,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370778565935235,0.00912763395134689,0,0.0312177988362689,-0.0545549410016755,0,0.0746723492180622,0,0,0,0
X600028.SH,0.40222125579865,0,0.0389111547607862,0,0,0,0.0596535114975272,0.150205280606972,0,0,0,0,0,0,0,0,0,0,0,0,0.0477861612968815,0,0,0,0,0,0,0,0,0,0,0.0502485752570088,8.67361737988404e-19,0.103041991332698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184955395910145,0,0.0332570202826961,0,0,0,0,0
X601088.SH,0,0,0,0,0.278400767228898,0,0,0.15238832393625,0.138122073921143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177400258792049,0,0.0910571562983406,0,0,0,0,0,0,0,-0.0252416303677524,0.0167904811920904,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.197637180879086,0,0.0323257182747045,0,0,0.16425956702367,0,0,0,0,0,0,0,0,0,0,0,0,0.106814307481031,0,0,0,0,0.0254670062360359,0,0,0,0,0,0,0.27968453680495,0,0,0,0,0,0,0,0,0,-0.0120148383634267,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343373450910422,0.121845522156402,0,0.167566364139866,0.0676504659705581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206258077719002,-6.93889390390723e-18,0.045956693169834,0,0,-0.00636126772526764,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,-0.00894507765864015,0,0,0,0,0.0150321719079181,0,-0.440604594380416,0,0,0,0,0,0,0,0,0,-0.0152285998717793,0,0,0,0,0,-0.000402792661961285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513056082276953,0.0384734574981731,0,-0.00528836498836022,0,0,0,0
X600585.SH,0,0.0614194477118706,0.0239815885266348,0.103414875266203,0.0615235536051411,0,0,0.0177112637623237,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.024321290698123,0.139478806538514,0.0607025349222729,0,0,0,0,0,0,0,0,0.0392503646780641,0,0.228269366513791,0,0,0,0,0,0,0,0,0,0,0,-0.0097657383184816,0,0,0,0,0,0,0
X600019.SH,0,0.0202620596981989,0.140945194379576,0.051885787626688,0,0,0,0,0,0,0,0,0,0.15280637959017,0,0,0,0,0,0,0,0.100581286371325,0,0.00329038157977165,0,0,0.0558214233305415,0,0,0,0,0.0728914047815066,0,0,0,0,0.0918433107492491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0117681670687159,0,0,0,0,0,0,0,0,0.150088774783271,0,0.126612118860578,0,0,0,0,0,0,0,0,0,0.204832358625873,0,0,0,0,0.142403100224487,0,0,0,0,0,0,0,0,0,0,0.0337844115979622,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.171591123261665,0,0.0508900469805682,0,0.0204282408952677,0.0237852377874851,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0516366369014987,0,0,0.10354748263561,0,0,0,0,0,0,0.0127127813592533,0,0.211055416156328,0,0.126270844920275,0,0,0,0.0277631550923243,0.0176206365372157,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0134330023175891,0,0,0.0628782924572932,0.0222826598976862,0.0718950360804341,0,0,0,0.0311119460780346,0,0,0,0.036216157277492,0,0,0.00890858856941322,0,0.0500483684430687,0,0,0,0,0,0,0,0,0,0.136679898055978,0,0.106207196587869,0,0,0,0,0.0185018758235641,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0.0367819146848751,0,0.00921698314263563,0,0,0,0.163881163056271,0,0,0,0,0.0388883381046703,0,0,0,0,0,0.221333388690665,0,0,0,0,0,0,0,0,0,0,0,0.0593846874790952,0,0,0,0,0.0509480114336142,0,0.187384399873152,0,0.01033609805062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,-0.135330853866321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428211866436501,0.0950382606737856,0,0,0,0,0,0,0,-0.0715023751897738,0.33026534583887,0,0,-0.0428852944444531,0,0,0,0,0,0,0,0,0,0,0,0,0.00178870792978559,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.112282629763788,0,0,0,0,0,0,0.0626747184894663,0.20477599859666,0.0908519153971806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302309377541851,0.0185583592490371,0.0223992333878369,0,0.0487067612592967,0,0,0,0,0,0,0.0145769860339991,-0.0558492607478325,-0.0465064663521936,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.0449111874534448,0,0,0,0,0,0,0,0,0,0,0,0.0671626661882123,0,0.115116876273179,0,0,0,0,0,0,0,0,0.082081426857309,0.0562025869811743,0.145770298897547,0,0,0,0.0500321856923864,0,0,0,0.0172290703642015,0.0539345921552321,0,0,0,0,0,-0.0075654973084323,0,0,0,0,0,0
X002075.SZ,0,0,0,-0.0139950223579762,0,0,0,0,-0.0372705487258236,0,0,0,0,0,-0.00383144179259825,0,0,0,0,0,0,0,0,0,0,0.0157636813841036,0,0,0,-0.0548709840314901,0,0,0,-0.0251240859175086,0,0,0,0,0,0,0,0,0,0.0256843648377226,0.00603659628494852,-0.00471206185840032,0,-0.0647338354564601,0.0330247877143053,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0998448695852283,0,0.014344389761069,0,0.115767042518199,0,0.00579914968559638,0,0,0,0,0,0,0.157519022685767,0,0,0,0.165562190071421,0,0,0,0,0,0.120511418766044,0.0338600182286154,0,0,0,0,0.038079538138996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162885370605596,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0818000920115732,0,0,0,0,0,0,0,0,0,0,0.0355788813311492,0,0,0.0560603632694432,0,0,0,0,0.0347459170535528,0,0,0.0941630989678196,0.103136076371429,0.139943873022128,0.00612030489234678,0,0,0,0,0,0,0,0,0,0.16464880029339,0.0360392524848051,0,0,0,-0.0349352484364089,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.427602354004565,0.616660000448684,0,0,0,0,0.0323376738242458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722403153845694,0,0.0782241872661948,0.104318102779562,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.221584174383494,0,0,0,0,0,0,0,0,0.121184952804813,0,0,0,0,0,0,0,0,0.239702394867138,0,0,0,0,0,0,0,0.000544791620422987,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270123767564886,4.33680868994202e-19,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0.0441272883642825,0,0,0,0,0,0,0,0.123693715932191,0,0,0.221272982065593,0,0.0991571778087792,0,0,0,0.127590265558701,0,0,0.00204752881876044,0,0,0,0,0,0,0,0,0.00774096453806022,0,0,0.0151198760389679,0,0,0,0,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0.0321067844392986,0,0.542664848022804,0,0,0,-0.0255542380403187,0,0,0.116294389715815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045472807707287,0,0,0,0.127975567603054,0,0,0,0,-0.093486580624743,0,0,0,0,0,0,-0.0164401552097032,0,0.029266501757245,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355795185330428,0.173488993350444,0,0,0.021299092025886,0.0559312434494501,0,0,0,0.0305870807745526,0,0,0,0,0,0,0.0238629954535658,0,0,0,-0.0105313714536926,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.232783859589899,0,0,0,0,0.11964082241387,0,0,0,0,0,0,0,0,0.11156785942316,0,0.0349308777815385,0,0,0,0,0.00685455191667483,0,0.0213816446960985,0,0,0,0.185798893718777,0,0,0,0,0,0,0,0,0,0,0,0,0.00726946595853186,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123166217172158,0.104090128872648,0,0,0,0,0.0753831430549235,0,0,0,0.130549308960147,0,0,0,0.0299874157217342,0,0.218090934165216,0,0,0,0.0459881063522022,0,0,0.108561751971701,0,0,0,0,0,0,0,0,0,0,0
