,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X601898.SH,X000792.SZ,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600547.SH,X600795.SH,X002271.SZ,X601600.SH,X601991.SH,X600027.SH,X600426.SH,X600803.SH,X000983.SZ,X600176.SH,X600362.SH,X601699.SH,X600348.SH,X000408.SZ,X600096.SH,X000629.SZ,X600995.SH,X000723.SZ,X000786.SZ,X600160.SH,X600141.SH,X000933.SZ,X600219.SH,X600985.SH,X600378.SH,X300073.SZ,X600157.SH,X002080.SZ,X600489.SH,X600801.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.813702622939696,0,0,0,0,0,0.0427083803793423,0,0,0,-0.0025259968525478,0,-0.0547744841262081,0,0,0,0,0,0,0,0.124805676838355,0,0,0,0,0,0,0,0.144839912737451,0,0,0,-0.00380362300756929,-0.0684386288024385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289880563091592,0,0,0.0107765271398304,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.39758583875626,0.136250474454857,0,0,0.0979554764181951,0,0.0806142073601195,0,0,-0.154052377577687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276261144367303,0,0,0,0,0,0,-0.122555047659223,-0.11753442137748,0,0,0.0194705012491488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.24630880426593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918390663933966,0,0,0,0,0,0,0,0,-0.00250661914719995,0.037385011654723,0,0.0115837927373861,0,0,0,0,0,0,0,0,0,0,0,0,0.0756211965556247,0,0,0,0.0122311243292126,0.0044124671594511,0,0,0,0,0,0
X600309.SH,0,0.0908634915796033,0,0,0,0,-0.067810483843811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450185408312342,0,0,0.0442282316861971,0,0,0,0.0422659958044357,0,0,-0.041460164821098,0,0,0,0.0117871658764616,0,0,0.0881539534989968,0,0,0,0.0877020140724808,0,0,0,0,0,0,0.0603836167917652,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.546851017785622,0,0,0,0,0,0,0.132519110038003,0,0,0,0,0,0,0,0,0,-0.0574053483906958,0,0,0,0,0,0.0643533083423326,0,0,0.0902326381923887,0,0,0,0.0126307047681006,0,-3.46944695195361e-18,0.00568514538515931,0,0,0,0,0,0.0907777912065476,0,0,0,0,0,0,0,0,0,0.117690623182183,-0.0835295835451823,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.693098700204501,0,0,0,0,0,0.0706548590358374,0,0,0,0,0,0,0,0,0,0,0,-0.041930530219411,0,0,0,0,0,0,0,0.296848688533944,-6.93889390390723e-18,-0.0738039759253685,0,0,0,0,0.191871801312406,-0.0900669556546674,0,0,0,0,0,0,0,0,0.166859542612449,0,0.0444214548471349,0,0,0,0,-0.0908032906075114,0,0
X002460.SZ,0,0,0,0,0,0.297317726973438,0,-0.0935402228775368,0,0,0,0,0.0576303426254507,0,0,0,0,0,0.0837881484314746,0,0,0,0,0,0,0,-0.175256540797831,0,0,0,8.67361737988404e-19,0.0201794642115237,0,0,0.0667058435929056,0,0.0778971315597611,0,0,0,0.116855177290543,0,0,0,0,0,0.0433757942654428,0,0,0.0679697834051788,0,0.0607370875629307,-0.0543810030449128,0,0,0,-0.0848718401440487,0,0
X600585.SH,0,0,0,0,0,-0.0206397794767403,0,0,0,0,0.0517765296518766,0,0,0,0,0,0,0,0,0,0.0772950494893582,0,0,-6.93889390390723e-18,0.0285787939156297,0,0,0,0,0,0,0,0,0.0758167717992329,0,0,0,0.0537996734758429,0,0,0.0113644874222799,0,0,0,0,0,0,0,0.46519461894482,0.013692874739009,0,0.0409542220227372,0.0287243408771362,0,0,0,0,0,0
X601898.SH,0.0290131010159399,0.0152799925773515,0,0,0.0311978462052816,0,0,0,0,0,0.033592591798547,0,0,0,0,0,0,0,0,0,0,-0.0665119694440365,0.00881444369375819,0,0,0,0,0.303449321086882,0,0,0,0,0,0.193894123025491,0,0,0,0,0,0,0,0.142679878756366,-6.93889390390723e-18,0,0,0.0464881253852044,0,0,0,0.221646215569852,0,0,-0.0146194233689332,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.232649126089242,0.0660135150224494,0,0,0,0.0683337257223925,0,0,0,0,0,0,0,0,0,0,0,0,0.00959140487777329,0.0711847120752354,0,0,0,0,0,0,0,0.0923522283990088,0.00170290928355246,0.0151764863413849,0,0,0.146889143183463,0,0.070319636619981,0,0.154626893543441,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0233182579456268,0,0,0,0,0,0
