,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600660.SH,X600886.SH,X600547.SH,X002466.SZ,X601600.SH,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X600010.SH,X000301.SZ,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X600803.SH,X000877.SZ,X600426.SH,X000786.SZ,X601991.SH,X600489.SH,X002271.SZ,X600985.SH,X600160.SH,X000408.SZ,X000630.SZ,X000807.SZ,X000933.SZ,X000932.SZ,X600612.SH,X600176.SH,X600348.SH,X600219.SH,X300037.SZ,X601168.SH,X002128.SZ,X600157.SH,X002353.SZ,X600688.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.519120846170181,0.058611149280961,0,0,0.115816561520168,-0.410509059279185,0,0,0,0.105914164617732,-0.281484084321824,0,0,0,0,0.0870490210232642,0,0,0,0,0,0,0,0,0,0.0814142913917145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110954408826557,0,0,0,-0.0123941264957801,0,0,0,0,0,0,0
X601088.SH,0.0450910285555214,0,0.102804143056628,0,0.133243190586044,0,0,0,0,0,0,0,-0.0786018237606989,0,0,0,0,0,0.0888731588032292,0,0,-0.0320735385142444,0,0,0,-0.0785829002511239,0,0,0,0,0,0,0.0353377491895278,0,0,0,0,0.104275025818828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143926265742817,0.00611807632222141,0,0,0,0.0851639773521035,0,0
X600028.SH,0.614197853799787,0,0,0,0,0,0,0,0,0,0,0,0.0357047700126567,0,0,0,0,0.0830205593485074,-0.0497356075997432,0.00806427811297583,0,0,0,0,0.0832773277601373,-0.0173042857666082,0,0,0,0,0.0739991423426213,0.0447379554703132,0,-0.169179876920345,0,0,0,0,0.0750553472296789,0,0,-0.0199132849008592,0,0.00448543130403999,0,0,0,0,0,0,0,-0.0115336858454745,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685443987695718,0,0.165618376344102,0,0,0,0,0,0.283927123534811,0,0,0,0.225211208869002,0,0,0,0,0,0.373624809088421,0,0.15930933807084,0,-0.156997693084949,0,0,0,-0.0331856193135624,0.022484585176749,0,0,0,-0.0265819167471793,0,0
X600188.SH,0,0,0,0,0,0.0875803592275871,0,0,0,0,0,0.0591868853076196,0,0,0,0,0,0,0.301504893406443,0,0,0,0,0.0279105091794278,0,0,0,0,0,0,0.0598647585530239,0.0836263484529561,0.122345226948027,0,0,0,0,0.0499107984088915,0,0,0,0.076082044600412,0,-0.0644460696798178,0,0,0,0,0,0,0,0,-0.00937670868164165,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.188016404008402,0,0,0,0,0,0.0664121646412915,0,0,0,0,0,0.0362482264565709,0,0,0,0,0,0,0.253157965856098,0,0,0,0,0,0,0,0,0.00122304916319314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387848962697225,0,0,0.179101092850399,0.0118292991874675,0,0,0,0,0.0194034362316231,0,0
X600011.SH,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0833017471967266,0,-0.0223802721733442,0,0,0,0,0,0,-0.0861988854347176,0,0,0,0,0.416509067844486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174844201621052,0,0,0,0,0,0,-0.0183226016409478,0,0,0,0.00990882902958163,-0.0055559639977095,-0.0228070533765228,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208403615084739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00661447663122293,-0.146387754184303,0,0,0,0,0,0,0.220272675119693,0,-0.0622320987536548,0,0,0,0.286582856977647,0,0,0,0.105082988176758,0,0,0.00752641622512924,0,0.0563967901549449,0,0,0,0,0
X600585.SH,0,0,0,0.144878729741756,0,0,0,0,0,0,0,0,0,0,0.0527975181684429,0,0,0,0,0,0,0,0,0.07386482190899,0,0,0.15349032993391,0,0.0701691700453037,0,-0.120046925534154,0.15311596665591,0,0,0,0,0,0.0676360165405083,0,0,0.0796853640687233,0,0,0,0,0,0,0,0,0,0,0,0.00529388382426859,-0.0113435580915869,0,0,0.0070507529371669,0,0
X600660.SH,0,0,0.0387981481678107,0,0,0,0,0,0,0,0.143974180838091,0.0717932644450252,-0.182450376819682,0,0,0,0,0,0,0,0,0,0,0,0.122159302591994,0,0,0,0,0,0,0,-0.124076842790414,0.119372058000429,0,0,0,0,0,0,0,0,0,0.0699512809887389,0,0,0,0,0,0,0,0.0133072321608132,0,0,0,0,0.046317214134641,0,0
X600886.SH,0,0.220238108318134,0,0,0,0.0120071702529566,0.0518272864610756,0,0,0.0720305349983319,0,0,0,0,-0.00925730676618283,0,0.228067987968998,0,0,-0.137165586162369,0,0,0,0,0,0,0,0,-0.037643566305318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707278571669591,-0.0173878606599132,0.0104373284187747,0,0,0,0,0,0
X600547.SH,0.0357276704147965,0,0.00356277515936766,0,0,0,0,0,0,0,0,0,0,0.0699340737074109,0,0,0,0,0,0,0,0,0,0.0100006512650897,0,0,0,0,0.0761075286638532,0,0.555871231374031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614703831752358,0,0,0,0,0,0,-0.00167075432614405,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0.00487815855486365,0,0,0,0,0,0,0,0.0751797935784127,0,0,0.753552524663116,0,0,0,-0.0243788176938357,0,0.281730614075551,0,0,0,0,-0.186744316003322,0,0,0,0,0.0731234878046951,0.0302002676230571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353493222285952,0,0,0,0,-0.0214242604118228,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00920559268189728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429250292407437,0,0.127398059833135,0,0,0,0.0952696599674503,0.0946314646013316,0.150132128861038,0,0,0,0,0,0,0.278174575043881,0,0,0,0,0,0,-0.0413652823476086,0.0331873171054586,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.617370456468884,0,0,0,0,0.164226462449855,0,0.0429580799582548,0,0.0823560170874051,0,0,0,0,0,0.0188734710339855,0,0,0,0,-0.162745484677969,0,0.0445348655828634,0,0,0,0,0,0,-0.0351444468857799,0,0,0,0,0,0,0,0.100824239116141,0,-0.00889055660343203,0.00247262689975348,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.249527287889,0,0,0,0,0,0,0,0.147650855838162,0.237497991102056,0,0,0,0,0,0,0.000668623138500357,0,0,0.0631552772208806,0,0,0,0,0.0749460596806711,0,0.114294497856063,0,0.0101996184610886,0,0,0,0,0,0,0,0,0,0,0.0267669845180731,-0.0280074846196839,0,0,0,0,0,0
X600795.SH,0.00598964385753124,0,0,0,0.0569284943718679,0.159734116563023,0,0,0,0,0.280415577604477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471855091047989,0,0,0,-0.0319543554467364,0.132348873427822,0,0,0,0,0,0,0,0.0280626718211913,0,0.133753913467171,0,0,0,-0.0210297590474627,0,0,0,0.0707012733267521,0,0,0,0,-0.00162277479739211,0,0,0,-1.73472347597681e-18,0,0
