,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X600188.SH,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X600019.SH,X601898.SH,X600111.SH,X600660.SH,X600011.SH,X000708.SZ,X002271.SZ,X600010.SH,X000877.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X000629.SZ,X600426.SH,X600362.SH,X600176.SH,X600348.SH,X000408.SZ,X601991.SH,X600096.SH,X300073.SZ,X000723.SZ,X600803.SH,X000983.SZ,X000786.SZ,X002080.SZ,X600160.SH,X600219.SH,X600027.SH,X600141.SH,X601699.SH,X600378.SH,X600549.SH,X600157.SH,X002407.SZ,X600801.SH,X600295.SH,X002353.SZ,X002192.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.11830075786944,0,0,0,0,0,0.0068054551617782,0.0126476750867208,0,0,0,0,0,0,0,0.100018114821472,0,0,0,0,0,0,0,0,-0.0818589414279143,0,0,0,0,0.139485218201571,-0.160978458752332,0,0,0,0,0,0.0772349557736773,0.0331095158602279,0,0.111515092537504,0,0,0,0,0,-0.0114612977738526,0.00308789364234103,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.00798099432306427,0.120320525829149,0.16770530031257,0,0,0,-0.0652204087653958,0,0,0,0,0.116041973901293,0,0,0,0,0,0,0,0,-0.0528293411602826,0,0,0,0.037617066613733,0,0,0,0,0,0,0.105215526593393,0,0,0,0,0,0,0.252473855962142,0,0,0,0.0577113022631236,0,0,0,0.0167288829169224,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0307474669769181,0,0,0,0,0.0386215455379172,0,0,0,0,0,0.00749032383549416,0,0,0,0,0,0.0582274722116354,0,0,0.0187124418901818,0,0,0,0,0,0,0,-0.00798732215980477,0,0,0,0,0,0,0.038426854028128,0,0,0,0,0,0.126897973290236,0,0,0,0,0,0,-0.0230903272841893,0,0,0,0,-0.0227835514067353,0,0
X600309.SH,0,0.0190158383030292,0,0,0,0,0,0,0,-0.0946740072091575,0.00369460007823657,0.0400012646457408,0,0,0,0,0,0.0311944383459675,0.126471684134485,0,0,0,0,0,0.0653039279962144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678419251011387,0,0,0,-0.00264753051892311,0,0.0472156189823796,0.0292733912757367,0,0,0,0,0,0,0,0.0100868697935802,0,0
X002466.SZ,0,0,0,0,0,0,0.626297581154272,0,0.0452194987820691,0.0552447418485573,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216685104302234,0,0,0,0,0,0,0.0231979652653103,0,0.0815451578752642,0,0,0,0,0,0,0,0,0,0,0.0406932331016138,0,0,0,0,0,0.13065802308967,0,0,0,0,0,0,0.0132426702894344,0,0
X600188.SH,0.125384793696517,0.0398969112191055,0,0,0,0,0,0,0,0,0,0.333136405995769,0,0,0,0,0,0,0,0,0,0,0,0.0509097192800823,0,0,0,1.73472347597681e-18,0,0,0,-0.0403321953340005,0,0,0.00448839955552834,0,0,0,0,0,0,0.356526496348133,0,0,0,0,0,0.0229728760486454,0.0501275768434611,0,0,0,-0.0121373337260469,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.140072013858756,0,0,0,0,0,0,0,0.0479853792237235,0,0,0,0,0.204627829810342,0,0,0.0971216005184276,0,0,0,0,0,0,0,0,0,0,0.0805621270630375,0.0445174139676626,0,0.0324025319989064,0,0.0499175795244932,0.0553975699917981,0,0,0,0.0339927852025105,0,0,0,0.0822272031695547,0,0,-0.0162129427655315,0,0,0.0176084178852569,0,0,0,0,0.0779679303719977,0,0
X600585.SH,0,0,0,0,0,0.0495076755029642,0,0,0,0,0,0,0,0,0,0,0.185804697752611,0,0,0,0.0385758032869261,0,0,0,0,0,0,0,0,0.0362269346485497,0,0,0.0498804559568953,0,0,0.00741683939482584,0,0,0,0,0,0,0,0,0,0,0.323507203083589,0,0,-0.0318291974131759,0,0,-0.0463632533533355,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.290553003381447,0,0,0,0,0,0,0,0,0,0.0486375024867737,0,0,0.0722517990640175,0,0,0.0625002488097632,0,0,0.13509429598737,0,0,0,0.0577811416419085,0,0,0,0,0,0,0,0,0.036759262069226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123803184395688,0,0,0,0,0,0,0
X000301.SZ,0,0,0,-0.112882006415225,0.0721955634500526,0,0,0,0.0331406016380295,0,0,0,0,0,0,0,0,0.0789600183919327,0,0,0,0,0,0,0,0,0,0.0631299434053952,0.285746401693422,0,0,0,0,0,0,-0.112971819544799,0.0767306535672521,0,0,0,0,0,0,0,0,0,0,0,0,0.252191754124849,0,-0.0742186835216296,0,0,0,0,0.0573676395478779,0,0
