,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X601992.SH,X600188.SH,X002466.SZ,X600299.SH,X600660.SH,X000792.SZ,X600547.SH,X601158.SH,X600309.SH,X600583.SH,X600489.SH,X000709.SZ,X000539.SZ,X000883.SZ,X000898.SZ,X000027.SZ,X600352.SH,X000630.SZ,X002470.SZ,X000629.SZ,X300072.SZ,X000060.SZ,X600098.SH,X600160.SH,X000723.SZ,X600176.SH,X000983.SZ,X600612.SH,X600021.SH,X000012.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.146558016828799,0,0,0,0,0.0512492173390325,0,0,0,0.170596147165592,0.0457045841972119,0,0,0,0,0,0,0,0,0,0.00611635021022307,0,0,0,0.00594303835135352,0,0,0,0,0,0,0.00954148098625578,0,0.0359126231731041,0,0.0299808142535298,0,0,0,0,0,0,0.0165032442827966,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0971101575559776,0,0,0,0,0.0134639127502548,0,0.0320514773628303,0,0.0342898437435383,0.0907207982037431,0,0,0,0,0,0,0,0.170835852482578,0,0,0,0,0,0,0,0,0,0.0168619296618195,0,0,0,0,1.73472347597681e-18,0,0.0452328873217615,0,0,0,0,0,0.025824994910146,0.000238714225950382,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.593577527988211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443078280038481,0,0.00378948755643769,0,0,0.00803447477905778,0,0.00141672061015938,0,0.0531604552028256,0.135361761873404,0,0,0,0,0,0,0,0,-0.00355270214635189,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.00892192057566797,0,0.0640726447762065,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.079174805075649,0,0,0,0.0195097928201327,0,0,0,0,0,0.007503372839079,0,0,0,0,0,0,0,0.0271131317531157,0,0,6.93889390390723e-18,0,0.0677677880921838,0,0,0,0.203381702373844,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237866892578837,0,0,0.0573433434566888,0,0,0,0,0,0,0,0,0,0.0715907734884906,0,0,0,0,0,0.0860572340095815,0,0.159204741357646,0,0.180835046394344,0,0.00611326146389886,0,0,0.0373339846571218,0,0,0,0,0,0,-0.0150616535492665,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483412418294263,0,0.0560902396301146,0,0,0,0,0.127572061014593,0,0,0.14489250889219,0,0,0,0,0.0319390580975962,0,0,0,-0.00354376641913256,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0782807246056287,0,0.129027729895555,0.0431168620550813,0,0,0,0,0,0,0.210405659799212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566533571004921,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0791273363126189,0,0,-0.00274397010243962,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0943594732914632,0,0,0.124896276148573,0,0,0,0,0,0.0418527765366346,0.00220718829680679,0,0,0.0292275037353297,0,0,0,0,0.101809373857956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839303585825088,0,0.0868861368132969,0,0,0.125551629567537,0,0,0,0,0.114739710252299,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135781632622335,0,0,0,0,0.0582535390254446,0,0,0.00260312911756425,0,0,0,0,0,0,0,0,0,0.0150080039876973,0.0555146509342354,0,0,0.159092525148625,0,0.0362839727622212,0,0.107696049266627,0.182814831738793,0,0,0,0,0,0,0,0,-0.00686680873069365,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.140029990125754,0,0,0,0,0,0,0.0431747555156014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525210353354881,0,0,0,0,0,0,0.218858975929265,0,0.050704582987621,0,0,0.0305023530706778,0,0.0550624523054097,0.0666038018974209,0.0968840241997393,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464089371150311,0,0,0,0.126220247687131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117843743023494,0.0904234112646485,0,0.0390411821006356,0.151416292129517,0,0,0,0,0,0.208226201331564,0,0,0,0,-0.00123392949843828,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00575900299970179,0,0.133502245669741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758263533495638,0,0,0,0.0614745124832993,0,0,0,0,0.0878338376008541,0,0.0236951872812038,0.0443234173296937,0,0,0,0.348191092319568,0,0,0,-0.029432227371907,0.00849231898521211,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915713560760273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422655593861203,0,0.0962325389270509,0.130740821018259,-3.46944695195361e-18,0,0,0.0962587060777924,0,0.212107170324131,0.0429454981733919,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,-0.354562202446,0,0,0,1.38777878078145e-17,0,0,0,0,0.201740418882168,0,0,0,-0.243948605792021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382808883503095,-0.0883031787701844,0.148405325825139,0,0.473247952340204,0,0,0,0,0,0,0,0.0791715210602627,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.143258993077261,0,0,0,0,0,0,0.100255252422537,0.02361973264979,0,0,0.245510779149679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141286520773361,0,0,0,0.106668729686739,0,0,0.0601060666547562,0,0,0,0,0,0,0,-0.0111453448473206,0,0,0,0,0,0,0
X600157.SH,0,0,0.0133527556893743,0,0,0,0,0.0702274470729402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624792271547938,0,0,0,0,0,0,0,0,0,0.0318155813184125,0,0,0.229493194943526,0.192278402928649,0,0.0368724918369813,0.112031483585791,0,0.0926316048611662,0,0,0,0.0478878851898153,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0630097671647676,0,0,0,0.0350107736746033,0,0,0,0,0,0.174497078210076,0,0,0,0,0.00574923796542225,0.0364449405600595,0,0,0,0,0.102325951893911,0,0,0,0.0195861640689486,0,0,0,0,0,0,0,0,0.00974422523754321,0.283518901304925,0,0.0374469817552551,0.036959391111796,0.14537780600281,0,0,0,-6.93889390390723e-18,0,0,-0.048453414296252,0.0281892228837104,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221892520788695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520051448549119,0,0,0,0.0229126000843693,0,0,0.0649193930639982,0.029180777494841,0,0,0.0345928668535356,0,0.133111425669692,0,0,0,0,-0.00610571129486898,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0645811025516328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352806835415806,0,0,0.213396485444904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029218948017946,0,0.174419291958738,0.112685100240098,0,0,0,0,0,0,0,0,0,0,0.0270888526388377,-0.0377942294585873,0,0,0,0,0
X600188.SH,0,0,0,0,1.73472347597681e-18,0,0,0.475588024219346,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,8.67361737988404e-19,0,0,0,0,0.125612951377956,0,0,0,0,0,0.0661838974457196,0,0,0.0472279702302755,0,0,0,0,0,0,0,0,0.0313002416412145,0.0818457429001133,0,0,0,0,8.67361737988404e-19,0.121049821410879,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.264864517419917,0,0,0.206633874315898,0,0.393533349401109,-0.123240327554167,0,0,-0.0804750678592017,0,0,0,0,0,0,0,0,0,0,0,0.109115300498664,0,0.0544479989464905,0,0,0,0,0,0,0,-0.21564882074951,0,-0.00592429352464751,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246494092585663,0,0,0,0,0,0,0,0,0,0.0987997358735709,0,0,0,0,0,0,0,0,0,0.0651590994684096,0,0,0,0.00248535757656192,0,0.253829194672473,0,0.152166620546798,0,0,0.0236238586801851,0,0,0.19767688940645,0,0,0,0.0278381714431425,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.0898154472200185,0,0,0,0,0,3.46944695195361e-18,-4.33680868994202e-19,0,0,0.0577738503766343,0,0,0,0,-1.6940658945086e-21,0,0,0,0,0,0.0331759974851916,0,0,0,0,0.161963050291388,0,0,0,0,0.0095332383946046,0,0,0.08419720869343,0.0114369865317194,0,0,0,0,0,0,0,-0.0111454334291814,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.0813758787290379,0,0,0,0.132092510910452,0,0,0,0,0,0,0.201416270987851,0,0,0,0,0,0.137564658190901,0,0,0,0,0,0.0119676938849886,0,0,0,0,0,0,0,0,0.0138454997243638,0,0,0,0,0.165073105783287,0.270736869085469,0,0,-0.161057261213332,0,0,0,0,0,0,0
X600547.SH,0,0,-0.038480027322595,0,0,0,0,0,0,0,0,-0.0776462376365037,0,-0.0556384220817861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9536594689016,0,0,0,0,0,-0.0365596889052997,0,0,0,0,0.228672188890005,0,0.0113517819360093,0.00491578098012024,0,0,0,0,0,-0.0227155923580336,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477213515169929,0,0,0.148481462650882,0,0,0.0538539123191565,0,0.0424268853689507,0,0,0,0,0,0.306459089179349,0,0,0,0,0,0.115131577704327,0,0,0,0.0493223259010731,0,0.0494394184114297,0.0683054453176502,0,0.0158579410302235,0,0,0,0,0.00555387882050085,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0858378311922702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112878444263085,0,0,0,0,0,0,0,0,0,0,0,0,0.140288848249077,0,0,0,0.0154582125645997,0,0.0383756360276947,0,0.0568164028734923,0,0.138449432489331,0.0689141656036303,0.101903156017536,0,0.105421362844741,0.0109452536495193,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217868867695241,0,0,0,0,0,0,0,0.020416030514071,0,0,0,0,0,0,0,0,0,0.156141244638578,0,0,0.0584294086225996,0,0,0.0555931454672523,0.0376612577485077,0,0.139445334231444,0,1.73472347597681e-18,0,0,0.0768115312652201,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.0197480884712898,0.0919724733625647,0,0,0,0,0,0,0,0,0,0,0,-0.0324152954040024,0,0,0,0.555629118081602,0,0,0,0,0,0,0,0,0,0.00123161962070441,0,0,0,-0.142513710987322,-0.00847295583864914,0,0.0455199378884489,0.12577106478922,0,0,-0.00969080968882772,0,0.0483341331304566,0.131087040322785,0,0,0.0104120697552925,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522088787640058,0,0,0,0,0,0,0,0,0,0,0,0.539986339769047,0,0,0,0,0,0,0.0655713107879072,0,0.0522439771032843,0,0.0598494635501605,0,0,0,0,0,0,0,-0.0316638895712458,0,0,0,0,0,0
