,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600011.SH,X600886.SH,X600547.SH,X000792.SZ,X600010.SH,X600111.SH,X002460.SZ,X600795.SH,X600362.SH,X002466.SZ,X000708.SZ,X600489.SH,X600160.SH,X600803.SH,X000301.SZ,X600027.SH,X601991.SH,X000807.SZ,X000786.SZ,X600219.SH,X600426.SH,X000983.SZ,X000408.SZ,X002128.SZ,X601699.SH,X600176.SH,X000877.SZ,X000630.SZ,X601168.SH,X600096.SH,X000933.SZ,X600985.SH,X002353.SZ,X000831.SZ,X600157.SH,X600378.SH,X002271.SZ,X600995.SH,X002409.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.520887066732443,0,0,0,0,0,0,0,0,0,0,0,0.0408553378836389,0,0,0,0.314031785287527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220796333621051,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00813927842291801,0,0
X601088.SH,0.104891143298635,0,0,-0.0512380951999527,0.301363200008153,0,0,0,0,0.0469793255083949,0,0,0,0,0,0,0,0,0,-0.00645082674164357,0,0,0,0,0,0,0,0,0,0,0.0594248797019055,0,0,0,0,0,0,0,0,0,0,0.159383442793804,0,0,0,0,-0.0445412345918047,0,0,-0.0316561258754836,0,0,-0.0346984028351803,0,0,0,-0.034075389450793,0,0
X600028.SH,0.629229460022489,0,0,0,0.117668622574906,0.0203231283705507,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000318688280471238,0.0481816093318184,0,0,0,0,0,0.206571146345184,0,0,0,0,0,-0.106364260217641,-0.0645939032026233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0654126766087253,0,0,-0.035865516808022,0,0,0,0,-0.0373503648593057,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.449765674449346,0,0,0,0,0,0,0,0,0,0,0.0645723538496613,0,0,0,0,0.134629480240769,-1.73472347597681e-18,0,0,0,0,0,0.121449436220485,0.011660568088513,0,0.000790963002766951,0,0,0,0,-0.040399230175756,0,0,0,0,0,0,0
X601898.SH,0.21735210225738,0.156410458127943,0,0,0,0,0,0,0.0809246547224363,0,0,0,0,0,0.023763528438771,0,0,0,0,0,0,0,0,0.0493410883018553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054693289394466,0,0,0,0,0,0,0,0,0,-0.0741527469330032,0,0,0,0
X600188.SH,0,0,0,0,0.11894796888739,0,0,0,0,0,0,0,0,-0.157523717687747,0,0,0,0,0,0,0,0,0,0,0,0.10385704901317,0,0,0,0,0,0,0,0,0.576607459653583,0,0,0,0,0,0,0,0,0,0,0.16331138610284,0.0217471998390799,0.19472321967209,0,0,0,0,0,0.146747863763498,0,0,-0.0375133979903547,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.296227701388999,0,0.154598575117716,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.011933412276658,0,0,0,0.044620138161804,0,0,0,0,0,0.0373941314415855,0,0,-0.0285330242707069,-0.0579049840593363,0.307907892860135,0,-0.0193747271441935,0,0,0,0,0.0372303723116302,0,0
X600019.SH,0.244836072167637,0,0,0,0,0,0,0,0,0.144069269075849,0,0,0,0,0.0702528873115492,0,0,0,0,0,0.190204968021645,0,0,0,0,0,0,0,0,0.0398531465516043,0,0,0,0,0,0,0.00558137010486148,0,0,0,0,0,0,0,0.101343001408587,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.218928114432788,0,0,0,0,0,0,0,0,0.120716440261904,0,0,8.67361737988404e-19,0,0,0,0.0330422368910112,0,0,0,0,0,0.204212213807622,0,0.027346967354192,0,0,0,0,0,0,0,0.235695742766102,0,0,0,0,0.00735893817385027,0,0,0,0,0,0,0,0,-0.031522757984011,0,0.0138799021621912,0,0,0,-0.0285516242827085,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.614515917099373,0,0,0,0,0,0,0,0,0.1127183345607,0,0.497975190597507,0,0,0.176596975613975,0,0,0,-0.170807101184255,0,0,0,0.177346407201011,0,0,0,0,0,-0.0905254652930379,0,0,0,0,0,-0.0400726206624618,0,0,0,0.0308033914654274,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0179321211154036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105063288490394,0.038214475522857,0.402263837476941,0.051673493704484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467343417226332,0.044773620883443,-1.73472347597681e-18,0,0,0.0581506547323873,0,0,0,0,0,0.00842489443323257,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892884322032398,0.518132740279098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0542135749714677,0,0,0,0,0,0.0571373474138098,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0789771488825209,0,0,0,0.0505468607258757,0,0,0,0,0,0,0.0275203810451698,0,0,0,0,0.729987881638701,0,0.0360352145299485,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0104832279292834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148005537312536,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0368873452212478,0,0,0,0.0371103860999331,0,0.10354826632907,0,0.0817498551365085,0,0,0.0329467073986768,0,0,0.0518898618009354,0,0.102079589401456,0,0,0,0.195879004619078,0,0.0620312188182491,0,0,-0.0611730609601512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157529250717578,0,0,0.0809853931879507,0,0,0,0,0,0
X600010.SH,0.0828621901821423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265123966225096,0.0325384354465456,0,0,0,0.00798056094702373,0,0,0,0.0262786786514759,0,0,0,0,0,0,0,0,0,0,0,0.117614172908245,0,0,0,0,0,0,0,0.128986098826741,0,0.157108915610796,0,0,0,0,-0.0278186032219381,0,0,0,0,0.0746626622335251,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206297334937368,0,0.124619759894877,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.00125933736649513,0,0,0,0,0,0,0,-0.0889230145699358,0,0,0,0,0,0,0.450947983173923,0.00673679567619595,0,0,0.224700179531496,0,0.0615815518735747,0,0.0438817770510776,4.33680868994202e-19,0,0,0,0.0592614001684612,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390763132282169,0.0269659383756455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116779441714258,0,0,0.000630334360947991,0,0.10171396618055,0.331018611660965,0,0,0,0,0,0,-0.0445194189364636,0,0
X600795.SH,0,0,0.17922053116048,0,0,0,0,0,0,0.10707087445786,0,0.349115038019779,0,0,0,0,0,0,0,-0.024340250941185,0,0,-0.0824212432312534,0.0307999148122904,0,0.0236215940649001,0.0808633279319127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320419262045342,0,0,0,0,0,0,-0.0506376911479949,0,0,0,0,0,0,0
X600362.SH,0.199995053932505,0,0,0.203621466966583,0,0,0,6.93889390390723e-18,0,0.184986103672171,0,0,0,0,0,0,0,0,0,0.111234871851468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432859636910712,-1.38777878078145e-17,0.132928238244887,0,0,0,0.0211141197372815,0,0,0,0,0.0747094797330633,0,0,0,0,0.0153527080141085,0,0,0,0.0140059182946446,0,0
