,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600188.SH,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X000877.SZ,X600010.SH,X002271.SZ,X601600.SH,X000708.SZ,X600660.SH,X601898.SH,X600547.SH,X000301.SZ,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X601991.SH,X600795.SH,X000807.SZ,X601699.SH,X000786.SZ,X000983.SZ,X600803.SH,X600096.SH,X002080.SZ,X002353.SZ,X600489.SH,X600801.SH,X000630.SZ,X000825.SZ,X600027.SH,X600688.SH,X000932.SZ,X600141.SH,X300073.SZ,X600157.SH,X000959.SZ,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.038240141453419,0,0,0,1.0842021724855e-19,-0.0565905742634826,0,0,0,0,0,0,0.093949620964468,0,0,0,0,0,0,0,0,0,0,0,0.0555079757075378,0,0,0,0,0,0,0,0,0.252460678445689,0,0,0,0.111915832550475,0,0,0,0,0,0.0963677762731108,0,0,-0.0301204590742995,0,0,0,0.0111539777298398,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133956200790762,0,0,0,0,0.428913857314907,0,-0.156592534240698,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0314014684020384,0.0276324854175743,0,0,0,0,0,0
X600028.SH,0.14220756161351,0,0,0,0,0,-0.0151837440510079,0.013880497219607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109569832144449,0,0,0,0,0,0,0,0,0,0.0444036065316662,0,0,0,0,0,0.0841956926948632,0.0332795148750765,0,0.0125564084797248,0.102534564605472,0,0,0,0,0,0,0,-0.00376046076013553,0,0,0,0,0.0209048757551666,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121082486759292,0,0,0,0.217396015835316,0,0,0,0,0,0,0,0,0,-0.0108227004759588,0,0,0,0,0,0.043211214639862,0,0,0,0,0,0,0,0,0,0.0229548159775127,0,0,0,0,0,0.00374715078866393,0,0,0,0.0400392689074707,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125598067059409,0,0,0,0,0,0,0.460489885636498,0,0.00997569263741521,0,0.0253789783139484,0,0,-0.0106554601798266,0,0,0,0,0,0,0,0,0,0.00571139279671974,0,0
X002460.SZ,0,0,0,0,0,0,0,0.00734485012628078,0,0,0,0.487138442445375,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139062461908575,0,0,0,0,0,0,0,0,0,0,0.130129051033156,0,0,0,0.218570648666001,0,0,0,0,0.0830510200830275,0.278712457544535,-0.0478300740511367,0,0,0.0285952152469155,-0.04694622847926,0,0,0,0,-0.0459112520337022,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.450158268006378,0,0.211091277742141,0,0,0,0,0,0,-0.00436503819270296,0,0,0,0,-0.0378375764083974,0,0.290862002748556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25049709177074,0,0,0,0.0977935775085744,0,0,0,0,0,0.0065581249997874,0.00653574222601128,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0861829283642937,0,0,0,0,0.135008642931893,0,0,0,0.0122538238794715,0.0382111386868788,0.0312303140395948,0,0.0713845226913494,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.25131493049038,0,0.334893349213918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768376943894955,0.129797145338357,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.00808893683356589,0,0,0.120569873937628,0,0,0,0,0,0,0,0,0,0,0.0363432254074548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069354581324793,0,0,0,0.124160159848374,0,0,0.0166616419212749,0,0.424932616202064,0,0,0,0.0133810058053035,0,0,0,-0.00852502146907557,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.29299051340461,0,0,0,0,0,0.0610497426259415,0,0.128999602007807,0,0,0,0,0,0,0.0839981128974445,0,0,0,0,0.0316826621935329,0,0,0,0,0.067743560255149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166952668049613,0,0,0,0,0,0.0131213283431854,0,0,0,0,0,0,0
