,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600547.SH,X600795.SH,X600886.SH,X000877.SZ,X002271.SZ,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X601991.SH,X600176.SH,X600803.SH,X600160.SH,X601699.SH,X000983.SZ,X000408.SZ,X600348.SH,X000629.SZ,X000723.SZ,X600378.SH,X600995.SH,X600096.SH,X600219.SH,X600489.SH,X000786.SZ,X600157.SH,X600399.SH,X000831.SZ,X600688.SH,X002353.SZ,X000807.SZ,X600985.SH,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.566787788413864,0,0,0,0,0,0,0.178512478718062,0,0,0,0,0,0,0,0,0,0,0,0,0.0364864481493278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205457529705378,0,0,0,0,0,0,0,0,0.113192093256505,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.145644939752891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388920548072469,0,0,0,0,0,0,0,0.0701367354249434,0,0.336627602632213,0,0,0,0,0,-0.0476532213857288,0,0.0925233243583903,0,0.00417033722208536,0,0.00772995623249265,0,0,0,0,0,0,0,0,0.0368333852764805,0,0,0,0,0,0
X600028.SH,0.590800952203795,0,0,0,0,0,0.0151555484423521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285297573299363,0,0,0,0,0.0180796943610078,0,0.0786035318514293,0,0,0,0,0.000343452626624425,0,0,0,0,0,0,0,0,0,-0.0103539960441738,0,0,0.000956494934835165,0,0.00490345832637603,0,0,0.0173635161515558,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168031631949639,0,0,0,0,0,0,0.0549803872163831,0,0.089407820325479,0,0,0.132986114825557,0,0,0,0,-0.194035729878817,0,0,0,0.0280178550386249,0,0,0.265783846156836,0.0874919347601617,0,0.0973743899877458,0,0,0,0,0,0,0,0.0267074441356091,0,0,0,0,0,0,0
X600188.SH,0,0.862671261498626,0,0,0,0,0,0,0,0.135430390756019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070149431477826,-0.126226352293923,0,0,0,0.00604710701359664,-0.0124679546365942,0,-0.00761150417079221,0,0,0,0,0,0,0,0,0,0,0,0.0385718469423287,0,0,0,0,0,-0.0372200271060024,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.339094779904692,0,0,0,0,0,0.0914119651812623,0,0,0,0.0417818451562271,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.188177425684342,0,0,0,0,0,0.128953497602116,0,0,0.0705158823575151,0,0,0,0,0,0,0,0,0.239615186115995,0,0,0,0,0.0203998046427778,0.00139550153054848,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.120621246471986,-0.0370304368276484,0.550619103269202,0,0,0,0,0,0,0,0,0,0,0.0466970981127019,0,0.10003492330448,0,0.045744850018388,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.178632946901731,0,0.476075823179668,0,0,0,0,0,0,0,0,-0.13437729220956,0,0,0.15069567353206,-0.161165748918755,0,0,0,0,0,0.0161275341310973,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0464870739890418,0,0,0,0.139995563627015,0,0,0.124716786947716,0,0,0,0,0,0,0,0,0,0,0,-0.0785810293339832,0,0,0,0,0,0,0,0.143240089271841,0,0,0.470655061107665,0,0,0,0,0.0325206035170855,0.00542204209577251,0.0449245064027289,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.225574192721267,0,0,0,0,0,0,0.116800892013374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216001312552046,0,0.0371916002431077,0.000876653521226594,0,0,0,0,0,0.0913246765744016,0,0,0,0,0,0.170478457132222,0,0.0227232783640984,0,0,0.0339587503174593,0,0,0,0,0,0
X601898.SH,0.0552949480325049,0,0,0,0.11943039947401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554009099699076,0.0541361810842532,0,0,0,0,0,0.102322072999699,0,0.176261737849437,0.298160872375668,0,0.0913905069384954,0,0,0,0,0,0,0,0,0,0,-0.0665817838008618,0,0,0.0678636992082644,0.0273861215421945,0,0,-0.0203010303992209,0.0155117463053704,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0683180929634991,0,0,0,0,0,0,0,0.126926728524165,0,0,0,0.253134033909452,0,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.0167064074469947,0,0,0,0,0,0.1955579400897,0,0,0,-0.0692878998861921,-0.0738358272964328,0.216523442466427,0,0,0,0,0,0,-0.052117506647539,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.120460842237339,-0.151202455079104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512704629637787,0.221169812163467,0,0,0.0687474586278295,0,0,0.145837834560823,0,0,0,0,0,0,0,0,0,0.263334402865792,0.0185327888743668,0,0,0,0,0,0,0,0.132646120622774,-0.0546932088780969,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.123144060774876,0,0,0.112564474833062,0,0,0,0,0,0,0,0,0,0,0,0.0173697645306429,0,0,0,0,0,0,0,0,0,0,0,0.0765555052498885,0,-0.0224700472838289,0.109705282069729,0,0,0,0,0,0,0,0,0,0,0,0.211782743893005,0,0,0,0.000988308242189997,0.0161185176496554,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.091399774053496,0,0.0228378239907353,0,0,0,0.0166952271182697,0.0185237118088727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504924626400948,-0.0940461542319766,0.07221245873129,0,0,0.121589437296829,0,0,0.197200896993726,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0430078083977579,0,0,0,-0.0750705839783201,0.0568715571737953,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0149455480833556,0.0989166490236542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856509478571112,0.00573557094087798,0,0,0,0,0,-0.0548247103527368,0.0203506925838414,0,0,0,0,0,0,0,0.369121820812652,2.16840434497101e-19,0.111655915306999,0,0,0,0,0,0,0,-0.0139800846783065,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.163567011173849,0,0,0,-0.115715294475209,0,0,0,0,0,0,0.138053635393468,0,0,0,0,0,0,0,0,0,0,0,-0.0240581002802642,0,-0.0199535342118482,0,0,0,0.0258316860299708,-0.0547252012574663,0.219093534382113,0,0,0,0,0,-0.0378801517687655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.213784889494013,0,0,0,0,0,0,0,0,0,0,0.318022284359565,0,0.234803152463257,-0.182097294580196,0,0,0.102916962177616,0,0.0318694746269575,0,0,0,0,0,0.202860596444702,0,0,0.152969969064637,-0.337664852790215,0,0,0,0,0,0,0.470248468700547,0,0,0,0.0811007845831752,0,1.09913295507123,0,0,0,0
X600547.SH,0.152276447379389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588639539510193,0,0.0646914546966039,0,0,0,0.0405328082223038,0,0,0,0,0,0,0,0,0,0,0,0.149012739275246,0,0,0,0,0,0,0.0981128421618629,0,0,0,-0.0576290572382526,0.0554129786312212,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.242313676462705,0,0,0.0307854166589267,0,0.0146353240246863,0,0,0,0,0,0,0,0,0.0306215511962276,0.143524155523979,0,0,0,0,0,0,0,0.0357469130308655,0,0,0.0258828415459546,0,0,0,0,0.126138684902481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.100384003186647,0,0,0,0,-0.0201433162403426,0,0.00409802742286804,0,0,0,0,0,0,0.0595777473429548,0,0,0,0,0.00293597113254597,3.46944695195361e-18,0,0,0,0,-0.0455444010488305,0,0,0.0829010812042016,0,0,0,0,0.0379460371899484,0,0,0,0,0,-0.0977194313442054,0,0.0229054215377557,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.358603554800732,0.109477088449535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0473358295603964,0,0,-0.000362172727423178,0,-0.0279605779898577,0,0,-0.0729792743955504,0,0,-0.0447139464659111,0,0,0,0,0.156865310737349,0,0,0.026784596734069,0,0,0,0,0,0,0.0652530633009573,0,0,0,0,0,0,0
X002271.SZ,0,0,0,-0.0352050921963242,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229397419918862,0,-0.0252458115001932,0,0,0,0,0,0,0,0,0,-0.220436330065616,0,0,0,0,-0.177266290499886,0,0,0,0.172708196317054,0,0,0,0.736447792651606,0,-0.14757117777434,0.0761468474253682,-0.179639755356285,0,0,0,0,0,-0.0827954896741515,0,0,0,0,0,0,0
X601600.SH,0.0913130965653589,0,0,0,0,0,0,0,0,0.019589719937498,0.159311363989063,0.0243065468489219,0,0,0,0,-0.0213125821434596,0,0,0,0,0,0,0,0.499389618095492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440356049250335,0.0800092024721298,-8.67361737988404e-19,0,0,0,0,0,0,0.162451817177035,0,0,0,-0.0180075405355638,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.26424658081028,0.11412631161329,0,0,0.0655534676195627,0.0855004314233759,0,0,0,0.0158477645523308,0,0,0,0.0397665138483125,0,0,0,0,0,0,0,0,-0.00865386117191198,0,0,0,0,0,0,0.0102453532539243,0,-0.00781134618524777,0,0,0,0,0,0,0.101690503008116,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.00167495882183932,0.0223975424579908,0,0,0,0,0,0
X600362.SH,0.00358294667776257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163040691998996,0,0,0,0,0.358231029985584,0,0,0,0,0,0.0227186769346078,0,0,0.0293699978036534,0,0,0.0478314104012303,0,0,0,0.0812779123188968,0,0,0,0,0,0,0,0,0,0,0.0986377939068656,0,-0.0336061535730015,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.0467258774832629,0,0,0,0,0,0,0,0.228366406409005,-0.0223555037935219,0,0,-0.229993750409852,0,0,0.547733019220205,0.0670519476849762,0,0,0,0,0,0,0.115045969287822,0,0,-0.0874286571068915,0,0,0,0,0,0,0,0.0500414944869675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161932790697324,0,0,0,0,0,0,0
X601991.SH,0.264310737045798,0,0,0,0.116620535475852,0,0,0,0,0,0,0.330208893531011,0,0,0,0,0,0,0.256273034477274,0,0.0463891405369408,0,0,0,0,0,0,0,0,0,-0.0876393149882367,0,0,0.0647624402835969,0,0,0,-0.0135452466769115,0,0,0,0.0750140345480801,0,0,0,0,0,0,0.0408276067680448,0,0,0.224496422833249,-0.0854067638922403,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.133895480438813,0,0,0,0.136185661046826,0,0,0,0,0,0,0,0,0,0,0,0.185268643054423,0,0,0,0,0,0,0,0,0.0188073686255936,-0.0392952144900051,0,0,-0.0292697526295123,0,0,0,0,0.481841113611079,0,-0.108379627952233,0,0,0,0,0,0,0,0.0905729968955424,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0.00445028418731928,0,0,0,0,0.182515556637324,0,0.309478452054039,0,-0.219902801024604,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180172556188504,0,0,0,-0.008699165034615,0,-0.00526008492630735,0.0571189362129784,0,0,0,0,0,0,0,0,0,0,0,0
X600160.SH,0,0,0,0,-0.0515141212126848,0,0,0,0,0,0,0,0,0.0840433254808053,0,0,0,0,0,0,0,-0.000867072869602603,0,0,0,-0.259826518986985,0.121242249348465,0,0,0,-0.136247809655401,-0.0508196987491741,0,0.0815574195689259,0.209577187436902,0,0,0.211365530996232,0.32288999016712,0,0,0,0,0.138404488782717,0,0,0,0,0,0,0,0,0.00474134186226249,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.19759871554258,0,0,0,0,0.22318362398646,0,0,-0.0796549796078806,-0.0917045997101404,0,0,0,0,0,0,0,0,0,0,0,0.158875791191111,0,0,0,0,0,0.211374904426101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175371029246723,0,0,0,0,0.00994368183524455,0,0,0,0,0,0,0
X000983.SZ,0,0.109690979410221,0,0,0.204822914594156,0,0,0,0,0.15918559616027,0,0,0,0,0,0,0,0,-0.0538381081260099,0,0,0.076890883858007,0,0,0,-0.0399737296656727,0,0,0.102514237848491,0,0.201226578493613,0,0,0.141058035934692,-0.0872622554059864,0,0,0,0,0,0,0,0,0,-0.137368806635529,0,0,0.200581681611385,0.435609780547137,0,0,0.0110466908400413,-0.0276969982258999,0,0,0,0,0,0
