,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X000877.SZ,X600362.SH,X002271.SZ,X600795.SH,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X002409.SZ,X000539.SZ,X600160.SH,X000629.SZ,X300037.SZ,X600995.SH,X000408.SZ,X600219.SH,X000932.SZ,X600612.SH,X002080.SZ,X600688.SH,X000723.SZ,X600378.SH,X000630.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.796649214610371,0,0,0,0,-0.0605070953649598,0,0,0,0,0,0,0.0551266328202434,0,0,-0.0242469136379256,0,0,0,-0.073320633291004,-0.0630038520433147,0,0,0,0,0,0,0,0,0,-0.0481387721524773,0.112505753399943,0,-0.0823063232072777,0,0.100096662591405,0,0,0,0,0,0,0.313647186089046,0.12569462808701,0,0.0187125599104199,0,0,0,0,0.0362371890219143,-0.0483783306975208,0,0,0,0,0,0
X600028.SH,0.703759302469814,0,0,0,0,0.010178010831448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445359152330031,0,0,-0.121855628574151,0,0,0,0,-0.0638510008178644,0,0,0,0,0,0,0,0,0,0,0,0,0.0147754587037223,0,0,0,0,0,0,0
X601088.SH,0.153848021204228,0,0,0,0.154738888668688,0,0.0689485856781323,0,0,0.217366333910399,0,0,0,0.0169926046607538,0,0.0432758183839353,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0687791816325952,0,0,0,-0.00568061039823172,0,0,0,0,0,0,0,0,-0.030340366684091,0.0358965428194337,0,0,0,0.0167665565864085,-0.0122587411243263,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0427335452028029,-0.116567520251527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300682104868428,-0.205287816837407,0,0,0,0,0,0,0.111670460528046,0,0,0,0.0850482005211693,0,0,0,0.020741767665832,0,0.0281231250543824,0,0,0,0.0350597813648128,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.00829958172261099,0,0,0,0,0,0,0
X600188.SH,0,0,0.293024351345893,0,0,0,0,0,0,0.017407080027649,0,-0.0891221529045539,0,0.166221639263877,0,-0.203384445905639,0,0,0.107954420796259,0,0,0,0,0,0,0,0,0,0,-0.411517117069037,0.441100719535971,0,0,0,0,0,0,0,0,0.0598534025682909,0,0,0,0,0,0,0,0,0.478111477462712,0,0,-0.0193213028658557,-0.163854083647024,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.12215346020959,0,0,0,1.38777878078145e-17,0,-6.93889390390723e-18,0,0,0,0,0.211017468024551,0,0,0,0,0,0,0,0,0.381491807043147,0.229564739625276,0,0.298547353111212,0,0.0225073026696112,0,0,0,-0.46160091100961,0,-3.46944695195361e-18,-0.104554794987707,0,0,0,-0.0840743933600529,0,-0.0457457574323818,0,0,0,0,0,0,0.117702683833362,0,0.0343396546760341,0,0,0,0,0,0,0
X600019.SH,0,0.0540764594780131,0,0,0.0536614829038565,0,0,0.123804415588493,0,0,0,0,0,0.0837391572426187,0,0,0,0,0,0,0.0837606976764146,0,0,0,0,0,0,0.025395953390019,0,0,0,0,0.105397958488403,0,0.0119822322289685,-0.00694816143368891,0,0,-0.120115818103788,0,0,0,0,-0.0502605792363849,0,0,0,0,0.13782047035895,0,0,0.0493991701522479,0.0134480651001275,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.102482426436569,0,0.0334119188834318,0,0,0,0.0652196354060799,0,0,0,0,0,0,0,0,0,0.0872607524094942,0,0,0,0,0,0,0,0,0,0,0.00927888134508328,0,0,0,0.0346918840092072,-0.0590704766537858,0.14287839153556,0,0,0.033351687627761,0,0,0,0,0,0,0,0,0,0,-0.025892549297949,-0.0437716535994118,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.529930406013882,0,0.0530809689873527,0,0,0,0,0,0,0,0,0.134415896420174,0,0,0,0,0,0,0,-0.0249760858842107,0,0,0,0,0,0,0,0.0847498948966764,0,0,0.143045452868105,0,0.0141576888942649,-0.0276227022341055,0,0,0,0,0,0,0.217525632531576,0.0259305933367659,0,0,0,0,0,0,0
X601898.SH,0.122095453922084,0,0.0532156812585413,0,0.285812693169653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235603964519255,0,0,0,0,-0.0378212374706141,0,0,0.049089632061626,0,0.275405768457599,0,0,0.106517124852094,0.0164179606706847,-0.101695611697312,0,0,-0.0647956244759911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025681032477002,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.328009250286827,0.147700653783209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031148915979512,0,0,0,0,0.276121326476785,0,0,0,0.0379073601128653,0,0.0606004976600291,0.116835974809323,0,0,0,0,0,0,0,0,0.0788892601305499,0,0,0,0,0.0811582155355424,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.348341934874977,0,0,0,0,0,0,0,0,0,0.764683732522904,-0.0215235883386477,0,0,0,0.0535618796641387,0,0,0,-0.046206866434473,0,0,0,0,0,0.0342422292523582,0,0,-0.0707820240790732,0,0,0,0.0051769153322347,0,0,0,0,0,0,0
