,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600027.SH,X000708.SZ,X600160.SH,X600803.SH,X600010.SH,X600111.SH,X000983.SZ,X601991.SH,X002460.SZ,X600426.SH,X601699.SH,X000301.SZ,X002128.SZ,X000786.SZ,X002466.SZ,X000877.SZ,X000630.SZ,X000807.SZ,X000933.SZ,X600985.SH,X600219.SH,X600176.SH,X601168.SH,X000883.SZ,X000408.SZ,X600348.SH,X600096.SH,X000027.SZ,X002353.SZ,X000932.SZ,X002271.SZ,X600282.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.105907396266906,0.492257198703255,0,0,0,0,0.0859373592537265,0,0.173274219892716,0,0,0,0,-0.11968385568451,0,0,0,0,0,0,0,0,0,0,0,-0.115592310954392,0,0,0.0370438599983418,0,0,0,0,0,0.0181703067522803,3.46944695195361e-18,0,-0.0461235669749219,0.0204625785785802,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.00108523062047382,0,0
X601088.SH,0.270856170395372,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.00628472129895437,0.0597970956235663,0,0,0,0,0,0,0,0,0.334959292811505,0,0,0,0.030700871864398,0,0,0,0,0,0,0,0,0,0,0,-0.0302829967462231,0,-0.0304894140681084,0,0,0,0.0496915584135846,0,-0.0180837517840028,0,0,0,0.0271263225840254,0,0,0,0,0.0796024730114139,0,0
X600028.SH,0.395648725660881,0.104825359961797,0,0,0,0,0.0807967981070484,0,0,0.0233322204599059,0,0,0.0612246638344935,0,0,0,0,0,0,0,0,0,0,0,0,-0.166822495043372,0,0,0,0,0,0,0,0,0,0.0245729579628616,0,0.0698664765446633,0,0,0,0.017238435701495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,-0.0592477055636483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454985630915271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691578522441312,0,0.0160762582992301,0,0,0,0.125005747891718,0.187525968288621,-0.00397273621392364,0,-0.10873924865901,0.0119286556224107,0,0,0,0,0,0
X600188.SH,0.0836136358827956,0,0,0,0,0.110368280968942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218107889382952,0,0,0,0.187642755263215,0,0.01453035282819,-0.159759768389878,0,0,0,0,0.032733831313842,0.108209466378881,0,0,-0.0665523760427566,-0.0440566283301951,0,0.336901067403132,0,0,0,0,-0.179355797866224,-0.0234941060323045,0,0,-0.0853525136943926,-0.0207184189640514,0,0,0,0,0,0
X601898.SH,0,0,0.0582026521289776,0,0.0383011629782987,0,0,0,0,0,0,0,0,0,0,0,0,0.0115604922754998,0.0528777941680229,0.0892013213519493,0,0,0,0.0450185571599062,0,0,0,0.200207359139007,0,0.0527023670903799,0,0,0,0,0,0,0.309478163729864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000723383620723505,0,0
X600019.SH,0,0,0,0,0,0.16366781507013,0,0,0,0.0230335193434494,0,0,0,0,0,0,0,0.113610877987039,0.0188317347535752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201311441142773,0,0,0,0,0,0,0.368767784096762,0.0579993336946002,0.0523282614541443,0,0,0,0,0,0,0,0.019992405994671,0,0
X600011.SH,0.121246888370409,0,0,0,0,0,0,0,0,0,0,0,0,0.211092546669336,0,0,-0.0141998580142243,0.272399225861751,0,0,0,0,0,0,0.328209765687813,0,0,-0.112363090458629,0,0.0218661721950429,-0.0382062675923612,0,0,0,0,0,0,0,0,0,0.0301471964971196,0,0,0,0,0,0,-0.0403363433688934,0,0,0,0,0.0710330770621221,0,0,0,-0.0634052820176984,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855855779124825,0,0,0,0.17887523239246,0,-0.092035233348475,0,0,0,0,0,0,0,0,0,0,-0.185736591860956,0,0.0707378134084673,0,0,-0.147659918633234,0.00788716764566828,-0.0354004169085606,-0.0226637106102098,0,0,0,0.145254402684166,0,0,0,0,0,0,0.200436460932531,-0.0776622348845607,0,0.0189378366225538,0,0,0,0.0291200236370845,0,0
X601600.SH,0,0,0,0,0,0,0,0.0710866351444654,0,0,0,0,0,0,0,0,0,0,0,0.116373036851489,0.04586654776175,0,0,0,0,-0.0489437589886006,0,0,0,0,0,0,0,0,0.171003737466349,0.205798005448815,0.0657357477328815,0,0,0.238224496534109,0,0,0,0,0,0,0.154264697991057,0,0,0,0,0.0245217284212971,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15949513948213,0,0,0,0,0,0,0,0,0,0,0.0145636938889802,0,-0.0317228763055693,0.0197696940360082,0,0.0674646507858633,0,0.0683870882075059,0,0,0,0,0.183125217947178,0.058099554836124,0,0,-0.0977609784413654,0,0.0930522308861237,0,0,0,-2.71050543121376e-20,0,0,-0.0238647517838903,0,0,0,0,0,0.0378767333563386,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705234814655916,0,0,0,-0.0355928501313942,0,0,0,0,0.0221409854553486,0,0,0,0,-1.73472347597681e-18,0,-0.0849202746223198,0.0681175419020406,0,0.111390465693771,0,0,-0.0385797549047433,0.11107166951469,0,0,-0.0773145683124753,0,0,0.0723066471840138,0,0,0,0,0,-0.0333408401970581,0.0348427937479291,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837913830708719,0,0,0,-0.0836957113414653,0,0,0.234475514180517,0,0,0.027220001435639,0,0,-0.0747568635039036,0,0,0,0,0,0,0,0,0,0,0.0635134341293345,0,0,-0.0895563994901589,-0.0504252308683748,0,0,0,0,0.0145248692068646,0,0,0,0.00804480059416456,0,0
X600795.SH,0,0,0,0,0,0,0,0.276032107373229,0,0,0,0,0,0,0,-0.0423429995700485,0,0.357431802243588,0,0,0.0161349069885287,0,0,0,0.0657929141497017,0,0,-0.0295080936697853,0,-0.0330733737256809,0,0,0,0,0,0.00652199449862134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750398519190985,0,0,-0.0160264443741934,0,0,0,-0.00245778124316051,0,0
X000792.SZ,-0.0146803656149751,0,0,0,0,0,0,0,0,0,0,0,0,0.122649819976334,0,0,0.122955011974699,0,0,0,0,0,0,0,0,0.330954236389801,0,0,0.0794509782657829,-0.0395615891600248,0,0.0369310910272081,-0.0424486024929391,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.114024774229964,0,0,0,0,0,0,-0.00970831120577818,0.015854475406192,0,0,0,0,0,0
X600362.SH,0.0248708463652224,0,0,0.0467828857849233,0,0,0,0,0,0,-0.125284984677025,0.136190422666726,0,0,0,0,0,0,0,-0.00276367511101005,0,0,0,0,0,0,0,0,0,0,-0.0408833744812935,0,0,0.584758266457192,0,0,0,0,0,0.199130331022598,0,0.0988005058711324,0,0,0,-0.0640945327670937,0,0,0,0,0,0,-0.0471863585993807,0,0,0,-0.00789538318782203,0,0
X600489.SH,0,0,0,0,0,-0.179107218946195,0,0,0,0,0,0.617139337024223,0,0,0,0,0,0,0.164463042988061,-0.0521586572117292,0,0,0,0,0,-0.00517514289148404,0,0.164918154067002,0,0,0,0,0,0,0,0,0,0,0,0.0786660189087063,0,0.00574676892518719,0,0,0,0,0,0.0256491586718379,0,0,0,0,-0.0307927228770908,0,0,0,-0.00255212002743068,0,0
X600027.SH,0,0,0,0,0,0.0234225120816459,0.153951677156116,0,0,0,0,0,0,0.770051442277604,0,0,0,0,0,0.0242410056539307,0,0,0,0,0.255036200397711,0,0,0,0,0.0549888277480154,0,0,0,0,0,0.135264924119333,0,0,0,0,0,0,0,-0.0249493011848674,0,0,0,0,0,0,0,0.011453239096972,0.00530694625183177,-0.0445652652629585,0,0,0.0787248882853171,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0424124436902406,0,0.265255009815281,0,0,0,-3.46944695195361e-18,0.0225035130876535,0,0,0,0,0,0,0,0,-0.0192003119008649,0,0,0.168247650096153,0.061367579567578,0.0330672933872038,0,0,0.00638392836138392,0,0,0,0,0,0,0,0,0,0,0,0,0.120797454421412,0,0.221736395692922,0,0,0.00738078977769231,-0.0663360860640541,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0.0253258625546061,0,0,0,0,0,0.298364635720335,0,0,0,0,0,0,0,0,0,0.0529883525320715,0,0.0538458492854679,0,0,0,0,-0.267781416942002,-0.187404787782069,0,0,0,0,0,0,0,0.127128878258008,0.0546220554312203,0.0654793861884535,0,0.32576746826143,0,0,0,0,-0.0593184279505738,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.109627230452854,0,0,0,0,0,0.132116791843328,0,0,0,0,0,0,0,0.0383429009770123,0,0,0,0,0,0,0,0,0.0265170868710664,0,0.0793352144239184,0,0.0376183482992794,0.0894853088264046,0.0559597714762418,0,0,0,0,0,0,0,0,0,0.143906246836091,0,0,0,0,-0.0723016607908404,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00683961510720278,0,0,0,0,0,0,0,0.0141686484749101,0,-0.185716131737274,0,0.591793617455722,0,0,0,0,0,0,0,0,0.0178655075069628,0.114114106944886,0,0,-0.0263717403950709,0,0,0,0,0.02111559313308,0,0,0,0,0,0.0739870593963482,0.0238041257476243,0,0,0,-0.00170635519781323,0,0,0,0,1.73472347597681e-18,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0746438615944211,0,0,0,0,0,0,0,0,0.0313522954906137,0,0,0.43518873938039,0,0,0,0.116942967463543,0,0,0,0,0,0,0,0,0,0,0,0,0.137256408213114,0.0582510728139426,0,0,0,0,0,0,0.0385658203432311,0.132936929255234,0,0,0,0.00756910964731116,0,0,0,0,-0.0379978143830152,0,0
X000983.SZ,0,0,0,-0.0721062622222255,0.00779140872330614,-6.93889390390723e-18,0,0,0,0,0,0,-0.00915318366405939,0,0,0,0.0102897230874179,0,0,1.0842021724855e-19,0,0,0,0,0,0,-0.0269572764368184,0.269446289846558,0,0,0,0,0,0,0,0,0.328201007168152,0,0,0,0,0.0774207035091869,0,0.00870939996489606,0,0,0.131906226035498,0,0,0,0,0,-0.00240028611482211,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.122897201406529,0.113838944722211,0,0,0,0,0.0830525362489397,0,0,-0.000890524640523591,0.207281640524001,0,0,0,0,0,0,0,0.174462280474738,0,0,0,0,-0.0226287052367221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198649460818979,0,0,0,0,0,0,0.053478719742672,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633277424881008,0,0,0,0,0.0210684054721703,0,0,0,0,0,0,0,0,0,0,0,0.817468413542443,0,0,0,0.0319472680773414,0,0,0,0,0,0,0,0,0,0,0.0194350969972007,0.0615679324500363,0,0,0,-0.0659255633598777,0,0,0,0,0,0,0
X600426.SH,0,-0.210419010832764,0,0.0558766662422099,0,0,0,0,0,0,0,0,0.0434551431006371,0,0,0,-0.106307296523404,0,0,0,0,0,0,0,-0.00973338860555178,0,0,0,-0.111596390323222,0,0,-0.104651034560464,0,0,0,0.191557688815555,0,0,0.450872993940838,0,0,0,0,0,0,0.0831515734417685,0,0,0,0,0,-0.0165086590076179,0,-0.00176297741365774,0,0,0,0,0
X601699.SH,0,0,0,0,0.179615531947306,0.6095792725783,0,0,0,0,0,0,0,0,0,0,0.0496761617472446,0,0,0,0,0,0,0.250436802164791,0,0,0,0,0,0.0597555885165436,0,0,0.00803145085078065,0.00956050856717416,0.032032554054552,0,0.0510181544228805,0,0,0,0,0,0,0,0,0,0,0.118803230792495,0,0,0,0,-0.0406792745383729,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0.0210798300489991,0.0342808575941371,-0.058037742082898,0,0.0432334909088569,0.102542525358544,0,0,0,-0.0693878550859292,0.125396145736847,0,0,0,0,0,0,0,0,0,0,0,0.24963107242162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079966141958747,0,0,0,0,0,0,0,0,0,0,0,0
X002128.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0249703070897569,0,0,0,0,0.14705477242846,0,0.0252718175932662,0,0,0,0,0,0,0,0.0499579170323548,0,0,0,0,0,0,0,0.226877624322385,0.13801711756063,0,0,0,0,0.108274661501866,0,0,0,0,0,0.100472075294086,0,0.0522391361251587,0,0,0,0,0,0,-0.0512534917068917,0,0
X000786.SZ,-0.0143750278076526,0,0,0,0,0,0,0,0,0,0.0477168474792083,0,0.242871013641923,0,0.066933270404118,0,-0.0472932767978242,0,0,0.0297479046210367,0,0,0,0,-0.150066908410546,0,0.107900174666558,0,0,0,0,0.0492355664759553,0,0,0,0,0,0,0.21992505486696,0,0,0.122932039400422,0,0,0,0,0,0,0,0,0,0.0227540710090207,-0.0251703508189729,-0.174214840409499,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,-0.110181058622481,0,0.0516647706692675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681325448869236,0,0,0,0,0.389144401218192,0,0,0,0,0,0,0,0,0,0.0389368838392155,0,0,0,0,0,0,-0.090218751963509,0,0,-0.137782062395856,0.247666919069945,0,0,0,0,-0.0190820596289724,0,0
X000877.SZ,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0065543525414641,0,0.220732829510952,0,0,0.0410810792099102,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140532984140974,0,0,0,0,0,0,0,0,0,-0.178258476622441,0,0,0,-0.0995980112846149,0.561257833079652,0.10177586155161,0,0,0,0.105377040675225,-0.0594950256030137,-0.057225370560133,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0230742428970981,0,0,0,0.598856991375536,0.07861523221105,0,0,0,0,0,0,0.0897013961040964,0,0,0,0,0,0,0,0,0,0,0,0,0.00206605453341895,0.0237148220386736,0,0,0,0,0,0,0,0.0219161872651081,0.0147728990436661,0.0973625512425487,0,0,0,0,0,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0.112821323036671,0,0,0,0,0,0,0,0,0,0.0449006409894455,0,0.168684758735011,0,0,0,0,0,0,0,0,0,0,0,0,-0.1618670011553,0,0.00705008065723313,0,0,0.133068230383855,0,0,0,0.318455950461899,0,0,0,0.13383576132167,0,0.222420905929901,0,0,0,0,0,0,-0.00365482329670142,0,0,0,0,0,0
X000933.SZ,0,0,0,0,0.311743666240488,0.199544917498123,0,0,0,0.106316023189992,0,0.163585834301439,0,0,0,0,0,0.0230216242106989,0,0,0,0,0,0,0,0.0432656259286603,0,0,0,0.0872268288881816,0,0.0583443446835311,0,0,0.40364643645747,0,0,0,0,0,0,0,0,0,0,0.047287528635564,0,0,0,0.105406340339913,0,0,-0.059305460817819,0,0,0,0,0,0
X600985.SH,0,0,0,0,0.0170579558564882,0.1105528994893,0,0,0,0.0201125158636997,0,0,0,0,0,0,0,0,0.0935445967936867,0,0,0,0,0.050624849510296,0,0,0,0.362226030320189,0,0,0,0,0,0,0,0,0,0,0.0928403041631775,0.088479175741922,0,0,0,0,0,0,0,0,0,0,0.0464770226201107,0,0.0315037546767718,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0.189352337868531,0.0069487215851849,0,0,0,0,0,0.0362027132409711,0,0,0,0,0,0,0,0,0,-0.0431669819665074,0,0,0,0,0,0,0.235920390747894,0,0.122808201649164,0,0,0,0.027394923629445,0,0,0.0334915952564379,0,0.120013112298441,0,0,0.0508696710847605,0,0,0,-0.0185491737935067,0,-0.162665430655626,0,0,0,0,0
X600176.SH,0,0,0,-0.0560301238864264,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167084455699245,0,0,0,0,0.0416832858597347,0,0,0,0.367510993456101,0,0,-0.00451132465718012,0,0,0,0,0.00284345107791894,0,0,0,0,0.0263193176998779,0,0,0,0.254324951915342,0,0,0,0.182505935225763,0,0,0,-0.0489867397018586,0.0629757292779801,0,0,0,0,0,0
X601168.SH,0.21581886894046,0,0,0,0,0,0,0,0,0.109863803972669,0,0,0,0,0,0.423212153020094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143659267400779,0.264417604938405,0.109457794343947,0,0,0,-0.0798285174103262,0,0,0,0,0,0,-0.0264254504880878,0,0,0,0,0,-0.0250648323394204,-0.0119026371419061,0,0,0,-0.0340945126936964,0,0
X000883.SZ,0,0,0,0,0,0,0,0.233852063499609,0,0.100636762981163,0,0.0921888346024379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145699456229543,0,0,0,0,0,0,0.0974880432500433,0,0,0,0,0.0497768477340443,0,0.0766207564496072,0,0,0,-0.00533433603288166,0,0.0431068430356447,0,-0.0503944420159353,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175718862415655,0.0923652812352324,0,0.0554419270038956,0,0,0.121400139240879,0,0,0,0,0,0,-0.080486981708485,0,0,0,0,0,0,0,0.118641217150537,0,0,0,0.723654772714218,0,0,0,0,0,0,0,-0.00639487544721674,0,0,0,-0.169162517787663,-0.0496545532312261,0.0614387275061508,0,0,-0.0327880295388078,0,0
X600348.SH,0,0,0,0,0.0748285422718639,0.0919721653076823,0,0,0,0.0340645182745987,0,0,0,0,0,0,0,0,0.151311520592406,0,0,0,0.0320564237203501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221374392751557,0.0925668174010343,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0344372148821424,0,-0.00462753779558288,0,0,0,0,0
X600096.SH,0,0,0,0,0,0,0,0,0,0.147050289008447,0.0512404152845182,0,0,0,0,0,0.0546558620935172,0,0,0,0,0,0,0.171846686778449,0,0,0,0.0466343776562277,0,0.0457036825385932,0,0,0,0.0717559540749215,0.137180852274854,-1.73472347597681e-18,0,0,0.0121636554181242,0,0.0339141408902014,0,0,0,0,0.032749061305742,0.0501890286017158,0,0,0,0,0,0.0374454380027339,0,0,0,0.0102102985083583,0,0
X000027.SZ,0,0,0,0,0.0748856085857397,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0454513910237283,0,0,0,0,0.0647626389151744,0,0,0,0,0,0,0,0.0961248384996857,0,0,0,0,0,0.0154364488672912,0,0,0,0.132469229739618,0,0,0,0,0,0,0,0,0.152123649720484,0,0,0.238791779612668,0,0,0,0,0,0,0,0,0
