,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X600352.SH,X600362.SH,X600188.SH,X600795.SH,X600111.SH,X600801.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X002271.SZ,X600489.SH,X600176.SH,X600516.SH,X002460.SZ,X000709.SZ,X002466.SZ,X000786.SZ,X000629.SZ,X600299.SH,X000883.SZ,X601158.SH,X600219.SH,X600808.SH,X000553.SZ,X000630.SZ,X000401.SZ,X600985.SH,X601699.SH,X000027.SZ,X600583.SH,X600426.SH,X600339.SH,X000825.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426837437133708,0,0,0,0,0,0,-0.0100810694603843,0,0,0,0,0,0,0,0,0,0.0243204484125654,0,0.0168048957686143,0.0444922223101703,0,0,0,0,0,0,0,0.0737794168022958,0,0,0.0811998788259659,0,0.0223733238246182,0.0347003419363934,0,0,-4.33680868994202e-19,0.00155990006521571,0,0,0,2.16840434497101e-19,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00448277560019749,0.0253518668755971,0,0,0,0.00441228343517766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248643354807941,0,0,0,0,0.0545957133005375,0,8.67361737988404e-19,0,0,0,0.023410754903945,0.161535039765156,0.0402606474445415,0,0,0,-0.00907298032804689,-0.00834761137609584,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772778045131044,0.0160700163107221,0,0,0,0,0,0,0.0573116046141436,0,0,0,0,0,0,0,0,0,0,0,0,0.0433043270385636,0,0.101435190240718,0,0,0,0.0265736265345814,0,0,0,0,-0.0391184678822928,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.117185106227453,0,0,0,0,0,0,0,0.0543158041331373,0,0.00453409068437345,0,0,0,0,0.390181315908635,0.00891382580510697,0,0,0,0,0,0,0.0149706443164876,0,0,0,0,0.0157128993404462,0,0,0,0,0,0.0514385666263081,0,0.0490741115310223,0,0,0,0,0,0,0,0,0,-0.0149971593371563,0,0,0,0,0.012252910984206,0,0
X600019.SH,0,0,0,0,0,0,-0.00553926253221015,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192509248244663,0.205773018825135,0.0689870172772784,0,0,0,0,0,0,0.00847203704452335,0,0,0,0,0,0.0672878821133647,0,0,0,0,0,0,0,0.138706575734545,0,0,0,0,0.00557718589105679,0.0334573596144405,0,0,-0.00776183456904532,0,0,0,0,0.0148597148500608,0,0
X600309.SH,0,0,0,0.123120619310966,0,0,0,0,0,0,0,0,0,0,0,0.306753913679837,0,0,0,0.0729865682226273,0,0,0,0,0,0,0,0,0.135768561748043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461831827918762,0,0,0.0348477601372453,0,0,0,0.083711912088337,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.112381935868629,0,0,-0.0891454878269922,0,0.0516604994072686,0,0,0,0,0,0,-0.098377963556641,-0.0220616214765466,0,0,0,0,0.744033818954914,0,0,0,0,0,0,0,0,0,0,0,0,0.0874198595645652,0,0,0,0,0,0,0,-0.141133182138017,0,0,0,-0.0375585947504235,0.03818005078948,0,0,0,-0.0541442203772505,0,0
X600011.SH,0,0,0,0,0,0.0587254250995841,0.0560182258510402,0,0.0911101112114499,0,0,0,0,0,0,0.0177506094306239,0,0,0,0,0,0.0369131251031611,0,0.26048272110049,0,-0.0776835028875324,0,0,0,0,0,0,0,0.236430883912294,0,0,0,0,0,-0.0849818315573379,0,0,0,0.0721702067291948,0,0,0,0,0,0,0,0,-0.0176317573489505,0,-0.35237115157587,0,-0.0248949093265256,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0981377300346425,0,0,0,0,0,0.0304555357163346,0.292727059880061,0,0,0,0.126147153414792,0,0,0,0,0,0,0,0.00908356418594773,0.069027544095179,0,0,0,0,0.0443277854947195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376104425687954,0,0,0,-0.0207298211376495,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.116016884826457,0,0,0,0,0,0,0,0.367302661413571,0,0,0,0.0357715999978141,0,0,0,0,0,0,0,0.0646644021765094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000378497350900858,0,0,0,0.130088746109871,0,0,0,0,0,-0.000620603446395383,0,0,0,-0.00953621276711356,0,0
