,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600886.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601991.SH,X601600.SH,X600688.SH,X600027.SH,X600157.SH,X002075.SZ,X600362.SH,X600111.SH,X600188.SH,X600583.SH,X000539.SZ,X000709.SZ,X601158.SH,X000027.SZ,X601992.SH,X600309.SH,X000898.SZ,X000883.SZ,X600021.SH,X600352.SH,X600660.SH,X600022.SH,X000792.SZ,X600307.SH,X000629.SZ,X601918.SH,X600863.SH,X600098.SH,X600623.SH,X002470.SZ,X600808.SH,X600578.SH,X600489.SH,X600612.SH,X000825.SZ,X000060.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.767430269501461,0.0697495695526618,0,0,0,0,0,0,0,0,-0.0438362224904904,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686703580305731,0,0,0,0,0,0,0,0,0,-0.00254277098998143,0.0402001996833096,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132624463630514,0,0.0424710039437077,0,0,0,0
X600028.SH,0.338615563338431,0,0.0290362967083275,0,0,0,0.195910095929935,0.0627591801745335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589478047588179,0.133072855743244,0,0,0,0,0,0,0,0,0,0,0,4.38677750589953e-05,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.24620748246683,0.046170673788903,0,0,0.0418203405000688,0,0,0.141376645892287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0647841276351449,0,0,0,0,0,0,0.14073065542867,0,0,0,0,0,0,0,0,-0.00919764006227332,0.00125681479593222,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121132315711796,0,0.193425884312142,0,0,0,0.0827003233995185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143275037119843,0,0,0,0,0.0742404862078574,0,0,-0.00298382184285368,0,0,0,0,0,0,0
X600011.SH,0,0,0.0290108563290911,0.0545513156260557,0,0,0,0,0,0,0.364100676772195,0,0,0.348571709603741,0,0,0,0,0.108772309309118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272920613725623,0,0.0837262526885705,0,0,0,0,0,0,0,0,0.00526913298358393,-8.67361737988404e-19,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.00456491553534273,0,0,0,0,0,0,0,0,-0.203544091012047,0,0,0,0,-0.000548603328774429,0,0,0.000848728168808136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113066759356998,0,-0.00821849408855202,0,0,0,0,0,0,0
X600585.SH,0,0,0.0111402223367945,0.0212789016101439,0.0556275691342853,0,0,0.0903793843876899,0,0,0,0,0,0,0,0,0,0,0.0037914902953313,0,0,0,0,0.00314114882718519,0,0.130841880467229,0,0,0.0479298232181345,0,0.313227720505635,0,0,0,0,0,0.0415611846031288,0,0,0.0453662915786226,0,0,0,0,0,0,0,0,-0.0143658790115616,0,0,0,0,0,0,0
X600019.SH,0,0,0.165163253836209,0,0,0,0,0,0.0228712805284144,0,0,0,0,0.168377484173911,0,0,0,0,0,0.19035606783027,0,0,0,0,0,0,0.0162252408228306,0,0,0,0,0,0,0,0,0.053189343409167,0.0522839926990226,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.0165158965536787,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.132890077004513,0,0,0,0,0,0,0,0.0617401843960101,0,0,0.0223949086676355,0,0,0.0623913393630227,0,0,0,0,0,0,0,0,0,0.193340360820297,0,0,0,0,0,0,0,0,0,0,0,0,0.000390653576098816,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0856132675644811,0.145546226467595,-1.73472347597681e-18,0,0,0,0.0225110856594714,0,0.00950943037207594,0,0,0,0,0.0724190550301161,0.0933469020121518,0,0,0.000330426851892374,0,0,0,0,0,0,0,0,0.19025325543594,0,0,0,0.03011958722547,0.226102929853791,0,0,0,0,0,0,-0.00632190320330212,0,0,0,0,0,0,0
X601991.SH,0,0,0.0708151038188295,0,0.152072420338621,0,0,0,0.0850922408847698,0,0,0,0,0.110248754830481,0,0,0,0,0.109741900579871,0.000184448731567381,0,0,0,0,0.144570407747233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160112863182445,0,0,0,0,0,0,-0.00730110342510195,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,6.93889390390723e-18,0,0,0,0.0260224138850412,0,0,0,0,0.0138738187632086,0,0,0,0,0,0,0,0,0.0299471784375961,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0173041475779698,0,0,0,0,0,0.278129865004254,0,0,0.138773552113294,0,0.00543254497255707,0,-0.00650669454355067,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,-0.0153143988559353,0,0,0,0,0,0,0.177901792125663,-0.033325219389179,0,0,0,0,0.320457167786597,0,0,0,0.187128717141659,0,0,0,0.0251698247135107,0,-0.197276819032875,0,0,0,0,-0.048240771599409,0.344305519181988,0,0,0,0,0,0,0,0,0,0,-0.103057929884075,0,0.0241092172380005,-0.0117314911521047,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.112140823347077,0,0,0,0,0,0.146376378192284,0,0.131758620158888,0,0,0,0,0,0,0,0,0,0.0598028188578058,0,0.0184467973992293,0,0.0479213623492246,0,0,0,0,0,0,0,0,0,0.382865532569236,0.0288284903481614,0,0,0,0,0,0,0,0,0,0,0.0364630415638007,-0.0696498906883456,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839290629165348,0,0,0,0,0,0,0,0,0.0269850422946742,0,0.232141279422344,0,0.0964346214928741,0,0,0,0,0,0,0.0570758100687167,0,0.160510065652829,0,0,0,0.00393184051359851,-0.015417227323418,0,0,0,0,0,0
