,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X601898.SH,X600019.SH,X601600.SH,X600795.SH,X600688.SH,X600585.SH,X601991.SH,X600886.SH,X600027.SH,X600157.SH,X600362.SH,X000709.SZ,X600583.SH,X600188.SH,X600111.SH,X000539.SZ,X601992.SH,X000898.SZ,X600309.SH,X002075.SZ,X601158.SH,X000027.SZ,X600863.SH,X000883.SZ,X600352.SH,X000629.SZ,X600021.SH,X000792.SZ,X002353.SZ,X600307.SH,X600578.SH,X000060.SZ,X600808.SH,X000825.SZ,X601918.SH,X600098.SH,X600489.SH,X600022.SH,X600660.SH,X600547.SH,X000878.SZ,X600008.SH,X002470.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.564419353981552,0,0.0534259913880658,0,0,0,0,0.0304550485492018,-0.00462516713099129,0,0,0,0,0.0216595362926716,0,0,0,0.00843161826498432,0,0,0,0,0.108900395682712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239642091020334,0,0,0,0,0,0,0.0743758815547938,0,0,0,0.00607302925715179,-0.00565769133737999,0,0,0,0,0,0
X600028.SH,0.573136541197324,0,0,0.0154975473176338,0,0.0652949372843336,0,0,0,0,0,0,0,0,0,0,0.0342605378438411,0.0358048012540808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652669676004019,0,0,0,0,0,0,0.0228038824263692,0,0,0,-0.002235784911734,0.011614674285943,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.162431000997036,0,0.105847056856357,0,0,0.0991803723753297,0,-6.93889390390723e-18,0,0.0896104755417607,0,0,0,0.0289511681954578,0,0,0,0,0,0,0,0,0,0,0.079771733109115,0,0,0,0,0,0,0,0,0,0.0307599240206908,0.0661588800181179,0,0,0,0,0,0,0,0,0,-0.0141926074710941,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.106859623088966,0,0,0.0321099382496893,0,0,0.151042700736731,0.0443586617180535,0.0581762242990983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947811115748725,0,0,0,0,0,0,0,0.365341393393882,0,0.0183108060316362,0,0,0,0,0,0,0,0,0,0,0,0,-0.00807528272045708,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0339485880316926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169715577230033,0,0,0,0.102361283382493,0,0,0,0,0,0.115803083960684,0.218970028100148,0,0,0,0,0.127843556496919,0,0,0,0,0,0,0,-0.00472253937383618,0,0,0,0,0,0,0
X601898.SH,0,0,0.303290048416789,0,0,0,0.122987228233669,0.0450932142189651,0,0,0,0.2462959812386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392537334758854,0,0.161949663428285,0,0,0,0,0,0,0,0,0,0,0.00712912966827114,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.072297459296972,0,0,0,0,0,0,0,0.0568365807961244,-1.73472347597681e-18,0,0.105337059071414,0,0,0,0,0,0.192242543022289,0,0,0,0,0.0237162919922031,0,0,0,0.00336596202542528,0,0,0,0,0.0899125949820053,0.0626034355615105,0,0.0997039458261527,0,0,0.0670003546690487,0,0,0,0,0,0,0,-0.00311124881697737,0,0,0,0,0,0,0
X601600.SH,0,0.0707672005850806,0,0,0,0.022282384291907,0.0417587971214398,0,0,0.0866538910458344,0,0.000697469851553911,0,0,0.115230016949369,0,-3.46944695195361e-18,0,0,0,0,0.22039623865817,0.0103913274821631,0,-0.0560518264482875,0,0,0,0,0,0,0,0,0,0,0,0.0331857903020656,0.232281255382788,0,0,0,0,0,0,0,0,0,0,0,0,0.00748422442383324,0.0181855395584956,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.112233815094086,0,0,0,0.225961367399316,0,0,0.00728600039389984,0,0,0.0374176978922307,0,0,0,0,0,0,0,0,0,0.163075356130342,0,0,0,0.0436754004334433,0,0,0,0.212481716130736,0,0,0,0,0,0,0.102743880301329,0,0,0,0,0,0,0,0.00205772876905963,0.0204427770354965,0,0,0,0,0,0
X600688.SH,0,0.098237485705988,0,0,0,0,0,0.0227716003463645,0,0,0,0,0,0,0,0,0,0.199067405494049,0,0,0,0,0,0,0,0,0,0,-0.0779499063156703,-0.0485873856629291,0,-0.116142035660723,0,0,0,0,0.0508493863137808,0,0,0.459941550409787,0,0,0,0,0,0,0,0,0,0,-0.0247146846827586,0,0,0,0,0,0,0
X600585.SH,0,0,0.147503314516013,0,0,0,0.0516142697924674,0,0.0764699156708435,0,0,0,0.154398225155198,0,0,0,0,0,0,0,0,0.0991645369917988,0.0522095967474132,0,0,0,0,0.000387747811221011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148352877173544,0,0,0,0,0,0,-0.0187418026367246,-0.013943088041885,0,0,0,0,0,0
X601991.SH,0,0,0.112340452073303,0.321282696604594,0,0.175994026048599,0,0,0,0,0,0,0,0.159044501344649,0,0,0,0.0200035666089201,0,0,0,0,0,0,0,0,0,0,0,0,0.0209833994798628,0.0790746726863556,0,0,0,0.0440831363576642,0,0.0641099741304401,0,0.00156815436377044,0,0,0,0,0,0,0.0693812213698453,0,0,0,-0.00304951152845521,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.248700045459575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196508475993423,0,0,0,0,0,0,0.0733086516377341,0,0,0,0,0,0,0,0.183592342232057,0.014831934796446,0,0,0.0132779083406842,0,0,0,0,0,0,0,0,0,0,-0.00298896682139607,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194000251396027,0.12392163666116,0,0,0,0,0,0,0,0,0.0861850103084375,0.223787849101,0.0415802398358178,0,0,0.0666869138666121,0,0,0,0,0,0,0.0226079734915176,0.0592571554185379,0,0,0,0,0,0,0,0,0,0,0,-0.00784614611791629,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202106771347416,0.146998209974831,0,0,0,0.101722862696531,0,0,0,0,0.0804215823820834,0,0,0,0.109603310532456,0,0,0,0.0419548775443734,0,0,0,0,0,0.00424998283346026,1.0842021724855e-19,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135090557755193,0,0,0,0,0,0,0,0,0,0.0178962016622168,0,0,0.0362930037411644,0,0,0.165866102357689,0,0.154714865817724,0.120719254037573,0,0,0,0,0.0186168119497067,0,0.10983138556836,0,0.00234919064880114,0,0,0,-0.0107514214636626,-0.0162266779366831,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209724050690759,0.0954804567458184,0,0,0,0,0,0,0,0.0386403954827826,0,0,0,0.0763414392964158,0,0,0,0.120505418346508,0,0,0,0,0,0,0.237837016022828,0,0.0884561871059322,0,0,0.0293363713330236,0,0,0,0,0,0,0,0.00242885970094916,0,0,0,0,0,0,0
