,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600160.SH,X600803.SH,X000708.SZ,X600027.SH,X600489.SH,X002466.SZ,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X600176.SH,X000983.SZ,X600219.SH,X002128.SZ,X000877.SZ,X000408.SZ,X601699.SH,X000630.SZ,X600157.SH,X600096.SH,X601168.SH,X600985.SH,X000933.SZ,X002353.SZ,X600352.SH,X600995.SH,X000883.SZ,X600378.SH,X600688.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0770820204528707,0,0,0,0,0,0,0,0.127814119059238,0,0.0375049005391674,0,0,0,0.205186045128584,0,0,0.232839832826807,0,0,0,0,0,0,0,0,0,0,0.000961595993276873,0,0,0,0,0,0,0,0.0197083740847325,0.0195074458291837,0,0,0,0,0,0,0,0,0,0,0,0,-0.021179448471443,0,0
X601088.SH,0,0,0,0,0.401131279224043,0,0,0,0,0,0,0,0,0,0,0,-0.10806401597175,-0.00634292115522667,0,0,0,0,0,0,0,0,0,0,0.0370400086245621,0,0,0,0,0.142720832607876,0,0,0,0,0.0590271165810264,0,0,0,0,0,0,0,0,0,0,0,0,0.00798330094365916,0,0,0,0,-0.0231213304686501,0,0
X600028.SH,0.0867737396954565,0,0,0,0.165310379249377,0,0,0,0,0,0,0,0,0,0.0146256291718609,0,0,0,0,0,0,0.033904551683857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253050782340167,0,0,0,0,0,0,0,0,-0.0401127914178576,0,0.00851249311996957,0,0,0,-0.0345824918242395,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902154534525252,0.0770068150682024,0,0,0,0.233770045548257,0,0,0.02471349499715,0,0,0,0,0,0,0,0,0,0.17096405115621,0,0,0.065896991582358,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406170088767093,0,0,0,0,0,0,0
X601898.SH,0,0.690929586682164,0,0,0,0,0,0,0,0,0,0,0,0,0.0511136732915364,0.0333908325921477,0,0,0,-0.0240967982887763,0,0.150398699876082,0,0,0,0.0216443704716686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110821243342989,0,0,0,0,0,0,0,0,0.0338984012475099,0,-0.0248492339024414,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209945095397195,0,0,-0.0836141032395517,0.0861470371004529,0,0,0,0,0.210597644318113,-0.054963579792048,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.148048210461385,0.0811826630430733,-0.216538553809955,0,0,0,0,0,0,-0.0269843513544925,-0.0231476411920984,0,0,0,-0.0228335197554926,0,0
X600019.SH,0.218349048383478,0,0,0,0.058736180481984,0,0,0,0,0.220980469208232,0,0,0,0,0,0,0,0,0,0,0.136452693078242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977813739157354,0,0.0199049972118977,0,0.111016739381666,0,0,0,0,0,0,0,0,0,0,0,0,0.00228278923044245,0,0,0,0,-0.00513144348229496,0,0
X600188.SH,0,0,0,0.130901296855349,0.251475350323014,0,0,0,0,0,0,0,0,0,0,0,0.0225597095184725,0,0,0,0,0,0.227901505559669,0,0.0219647881791168,0,0,0,0,0,0,0,0,0,0,0,0.168973658120496,-6.93889390390723e-18,0.0429904651700906,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157629215845614,0,0.0758770530475864,0,0,-0.0469415963828538,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163481275559601,0,0,0,0,0,0,0.283989879859541,0.0313617879866215,0,0,0,0,0,0.308451356324601,0,0,0,0,0,0,0,0.105444561050652,0,0.0529375813470231,0,0,0,0,0.0232826077545662,0,0
X601600.SH,0,0,0,0,0,0,0.167182779715698,0,0,0,0,0,0,0,0,0,0,0,0.921664913196727,0,0,0,0,0,0,0,0,0.132001302573597,0.171325153199814,0,-0.114625533714017,0,0.101126952663454,0,-0.195420041616486,0,0.209884894646461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000359942951763283,-0.00323066043698889,0,0,0,-0.0321502393437677,0,0
