,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X600547.SH,X600795.SH,X002466.SZ,X600516.SH,X601991.SH,X600176.SH,X600111.SH,X600886.SH,X000898.SZ,X002460.SZ,X000792.SZ,X000786.SZ,X000553.SZ,X000709.SZ,X600157.SH,X600352.SH,X600027.SH,X000408.SZ,X002271.SZ,X600489.SH,X600339.SH,X600219.SH,X601699.SH,X000983.SZ,X600808.SH,X000959.SZ,X600299.SH,X002092.SZ,X601158.SH,X600583.SH,X000883.SZ,X000630.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.550233885378618,0,0.00900167362168393,0,0,0,0,0,0,0,0,0,0,0,-0.103331299513112,0,0,-0.0303295941089425,0,0,0,0.020001220803638,0.0215582256654418,0,0.0208159145727038,0,0,0,0,0,0,0,0.0783612512441345,0,0,0,-0.0186350177798054,0,0,0,0,0,0,0,0,0,0,0,0.00901493724907488,0,0,0,0,0,0,0
X600028.SH,0.559442956404031,0,0.0532647680227229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0893832774832882,0,0,0,0,0.0267435030122064,0,0,0,0,-0.100435753625873,0,0,0,0,0,0,0,0,-0.142605683577134,0,0.07564256488055,0,0,0,0,0,0.0038184809029788,0,0.0057104392138975,-0.0186691010757988,0,0,0,0,0,0
X601088.SH,0,0,0,0.251066237658533,0.233415089346267,0,0,0,0,0,0,0,0,0,-0.0227355930125912,0,0,0,0.057407364059954,0,0.00768857420183418,0,0,0,0,0,0.0872556783722012,0,0,0,0,0,0,0,0,0,0,0.0176556344568169,0,0,0,-0.0238151437296813,0,0,0,0,0,0,0,0,-0.00429168388116238,0.0775609201281853,0,0,0,0,0
X600019.SH,0,0,0.118386294158735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462637119985384,0,0.114970804368721,0,0,0.528916694941805,-0.10561812860502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027209595366989,0,0.0333695745709737,-0.0174679353006597,0,0,0,0,0,0
X600585.SH,0,0,0.350019891847043,0,0,0,0,0,0,0,0,-0.0672357852372519,0.266311482125942,-0.150136412756618,0.0354849375681822,0,0,0.195857751280461,0,0,0,0,0,0.0401900455696952,0,-0.278501014464351,0.248739926584755,0.157984713500414,0,0,0,0,0,-0.182720278180807,0,0,0,0.10294106653366,0,0,0,0.191018894500793,0,0,0,0,0,0,0,-0.0152131612587809,0.00693752777047916,0,0,0,0,0,0
X600010.SH,0,0,-0.0521860159246045,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430789333923578,0,0.00770668705378505,0.0896518844875,0,0,0,0,0,0,0,0,0,0,0.156021326482457,0.172723649332131,0.139418043932099,0,0.0933307063953338,0,0,0,0,0,0,0,0.0176126712366014,0,0,0,0,0,0
X600309.SH,0,-0.12474105831466,0.0479321962674617,0,-0.0441899968679278,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768065972417678,0,0,0.0378287432047671,0,0.0684700955053018,0,0,0.0900028979161872,-0.161824658614472,0,0,0,0,0,0,0,0.0966873115700685,0,0,0,0,0,0,0.185355472422935,0,0,0,0,-0.0639240719411354,0,-0.0417159762319233,0.0789323297700814,0,0,0,0,0,0
X600011.SH,0,0,0,-0.062521193120043,-0.0017363771938203,0,0,0,0,0.0285678377562063,0,0,0,0.0925924036876985,0.104901520717872,0,0,0,0.0134689605519958,0,-0.0455355975437847,0,0,0,0,-0.038106866985365,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.00153156703046231,0,0,0,0,0,0.092655567985476,0,0,0,0,0,0.0172570113471478,0,-0.0101259123264426,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360449673748361,0,0,0,0,0,0,0.0324512626773539,0,0.0711408552894437,0,0,-0.0103011942404272,0,0,0,0,0,0,0.0514652145791974,0.320888253428033,0.144165407919905,0,0,0,0,0,0,0,0,0,0.00402527041702287,0.00376658488300335,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.108515438354744,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.151665001582404,0,0,0,0.14472119009402,0,0,0,0,0,0.0175731060023656,0,0.0295406462076011,0,0,0,0,0.253926818021142,0,0.282486456152367,0,0,0,0,0,0,0,0.0388486874222733,0,0.0179862405642085,-0.0247831584109145,0,0,0,0,0,0
