,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X600011.SH,X601898.SH,X600019.SH,X600660.SH,X600111.SH,X600547.SH,X000708.SZ,X600010.SH,X000301.SZ,X600795.SH,X600886.SH,X000877.SZ,X002271.SZ,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X601699.SH,X000983.SZ,X000408.SZ,X000629.SZ,X600160.SH,X000786.SZ,X000723.SZ,X600219.SH,X600378.SH,X600348.SH,X600995.SH,X600096.SH,X600489.SH,X002080.SZ,X600157.SH,X000933.SZ,X000807.SZ,X600985.SH,X600141.SH,X600688.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.553980376425737,0,0,0,0,0,0,0,0.195198168360461,0.200812990922877,0,0,0.0338051194595051,0,0,0,0,0,0,0,0.0757696587501189,0,0,-0.00942120309519592,0,0,0,0,0.0725414112216857,0,0.0270307579536454,0,0,0,0,0,0,-0.00883297575361214,0,0,0,0,0,0,0,0,0,0,0,-0.00496973081190424,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.423844066352661,-0.0316828110525905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0785003787312416,0.0126804915225235,0,0,0,0.262670992984088,0,0,0.0992861527160502,0,0,0,0,0,-0.0503301787902602,0,0,0,0.0270380967485573,0,0,0,0,0,0,0,-0.0118874928469758,0,0,0,0,0,0,0
X600028.SH,0.573482460243554,0,0,0,0,0,0,0,0.0204158066831631,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.00708598016769389,0,0.0297293113767835,0,0,0,0.0644158133153049,0.0529030428454149,0,0.0015573047163926,0,0,0,0,0,0,0,0,-0.0440596530272771,0,0,0,0,0,0,0,0,-0.0188933365904666,0.0213557785244171,0,0,-0.00327774474676968,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991883610839205,0,0,0.0631254396691597,0,0,0.282346349253499,0,0.131405285592052,0,0.164272541051475,0,0,0,0,-0.078468597636578,0,0.217565338421363,0,0,0,-0.157726825333569,0,0,0.0143732557813597,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.068522998264375,0,0,0,0,0,0
X600188.SH,0,0.678883260385542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0561077297844317,0,0,0,0,0,0.0847455758791173,0.0150879684981331,0,0.140169052742811,0,0,0,0,0,0,0,0.0245219477875315,0,0,0,0,0,0.108410787275402,0,0,0,0,0,0,0.0161477100564752,0.039948153564308,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.487982384789385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130621931666571,-0.0942834893861397,0,0,0,0.0313077018773077,0,0,0.115467196705415,0,0.127427179040441,0,3.46944695195361e-18,0,0,0.183236723494584,0,0.0622323619985823,0,0,0,0,0.0181069437695843,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.409244986404701,0,0,0,0,0,0,0,0,0,0.0526916134276089,-0.0104619982535976,0,0.0259921986621315,0,0.0555244942495839,0,0,0,0,0,0,0,0,0.0246203052796447,0,0.393699392185753,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0985218383443269,0.149379809685374,0,-0.0193696113366491,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0596621872309687,0,0,0,0,0,0,0.107996656668828,0,0,0,0,0,0,0,0,0,0.0268899745827524,0,0,0.0976421575054338,-0.0985323885563343,0,0.0591265621920735,0,0,0.384050896717783,0,0,0,0,0,0,0,0,0,0,0,0.0450890151564657,0,0,0,0,-0.00502314720988115,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.28705671576616,0.00796703388933718,0,0,0,0,0,0,0.236958397339069,0,0,0,0,0,0,1.73472347597681e-18,0,0.0727499951200943,0,0,0,0,0,0,0,0,0.149228506388812,0,0,0.124788861784544,0.0551674303486649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116220047262346,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259517992662842,0,0,0.269357807145182,0,0,0.121828292956492,0,0.0558066382727148,0,0,0,0,0.126152791704666,0,0,0,0,0,-0.268151257996426,0,0,0,0,0,0,-0.0446808196595264,0.127903225307425,0,0,0,0,0,0
X601898.SH,0.003585064181012,0,0,0,0.0812662092872777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806765225018946,0,0,0,0,0.186635684246678,0,-4.33680868994202e-19,0.414103199926429,0,0,0,0,0,0,0,0,-0.0426641390847329,0,0,0,0,0.0788847989767465,0,3.46944695195361e-18,0,0,-0.0209891975659351,0,-0.0323924016863682,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283747306161308,0,0.318841270850977,0.104849408143435,0,0,0,0.0562716736433967,-2.16840434497101e-19,0,0,0,1.73472347597681e-18,0,0.0854524502223939,0,0,0,-0.0333643654280864,-0.0999144676878412,0,0,0,0,0,0,0,0,0,-0.0192716667717371,0,-0.0140954692328972,0.0143628366557552,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0215408537614697,0,0,0,0,0,0,0,0.00947758240698776,0,0,0,0,0,0,0,-0.0151669996472365,0,0.0221473655438734,0,-0.0887295266155886,0,0,0,0,0,0,-0.0476570662186524,0,0,0,0,0,0,0.14347872528295,0,0,0.139111810509735,0,0,0.191388330743641,0,0.0373502100098076,0,0.0460744406439693,0,0.0150920433061631,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.157639821267088,0.0428348077072315,0,0.0533078379790327,0,0,0,0,0,0,0,-0.0696752081054349,0,0,0,0,0.0910358273074815,0,0,0,0,0,0,0.0820197094773992,-0.0248004536447196,0,0.173186992143783,-0.0567920527217618,0,0,0,0,0,0,0,0,0,0,0,0,0.170067206317464,0,0,0,0.0267522146112507,0,-0.00376003851979175,0.0364818971435459,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052933115271458,0.0156953002210138,0,0.41365073958129,0,0,0.02980048171277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193007935342181,0,0,0,0,0,0,0,0,0,-0.00996116423499252,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.288484066181702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484375391015122,0,-0.0750390068407534,0,0,0,0,0,0,0,0.0162946942381829,0,-0.1111125141162,0.0788565046210368,0,0.0348523011851523,0,0,0,0,0,0.0974719134886699,-0.0916643400195567,0,-0.0237679454170768,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043731989148251,0,0,0,0,0,0,0,-0.0853502931125519,0,-0.00435996812535265,0.132947614341281,-0.0323033752780671,0.028610143411334,0,0.0538575777008887,0,0,0.0616087097786885,0,0,0,0,0,0,0,0,0,0,0,0.249683777272825,0,0,0,0,0,0.177991164865768,0,0.0143691830993188,0.0188551302283847,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,-0.0489633725855942,0,0,0,0,0,0,0,0,0,0,0,-0.382058842819962,-0.429832630642035,0,-0.188521329139514,0,0.249841608454223,0,0.299530959813298,0,0,0,0,9.51394059401436e-05,0,6.93889390390723e-18,0,0,0,0,0,0.174614756574529,0,0,0.360059627834269,0,0,0,-0.175774706512427,0.24958757094467,0,0,0,0,-0.0510475261719658,0.0348118667834009,0,0.530517132417172,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.212977307782204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835257027280312,0,0,0.0818908531648677,0,0,0,0,0.0444916895881942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0416090412439668,0.10131441380087,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0578269430668248,0,0,0.0337047347472474,0,0,0,0,0,0,0,0,-0.062451741414161,0,0,0,0.0340836246821052,0,-0.0413780479444005,0,0,0,-0.0258074109653105,-1.73472347597681e-18,-0.106601200728209,0,0,0.0298622484030617,-0.00411491352122442,0.0945890044790873,0,0,0,0.0361776705597171,0,0,0,0.195545187099427,0,0,0.058655626413222,-0.0141446935595727,-0.0395675090944913,0.00864922252994627,0,0,0,0,0,0
X000877.SZ,0,0,0,0,-0.0622710953993717,0,0.219004693920896,0,0,-0.0988630885565083,0,0.0863687929327656,0,0,0,0,0,0.0196383397318061,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.205823456823617,0,0,0,0,0,0,0,0.291079006548506,0,-0.0237152823581397,0,0,0,0,0,0,-0.0216914014815925,0.010352249579574,0,0.447673514003584,0,0,0,0
X002271.SZ,0,0,0,-0.0167876164398817,0,0,-0.0187635799633062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202424158432719,0,0,0,0,0,0,0.522590912951448,-0.0811636771848062,0,-0.00988125611348035,-0.193419877602056,0,0,0,0,0,0.115892252881366,0,0,0,-0.0831867435814942,0,0,-0.0345473183635975,0,0,0,0,0,0,0
X601600.SH,0.103533916951923,0,0,0,0,0,0,0,0,0.0275604566257542,0,0.264383052752182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271478523332631,0.0168376225452277,0,0,0,0,0,0,0.260218043842155,0,0,0,0,0.181760236619805,0,0,0,0.216598773178583,0,0,0,0,0,-0.0105675254026307,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.247816677335942,0,0,0,0.1174132439725,0.018087478979387,0,0,0,0,0,0,0,0,0.0852159737559059,0,0,0,0,0,0,0,0,0,0.00800002974007055,0,0,0.016212346052229,0,0,0,0.157324155863508,0,0,-0.0269649725757527,0,0,0,0,0,0,0.0356700099261522,0,0,0,0,0,0,0,0.00210203111329381,0,0,0,0,0,0
X600362.SH,0.0404357961809183,0,0,0,0.00945886212647988,0,0,0,0,0,0.0361975863466992,0,0,0,0.257626515261257,0,0,0,0,0,0,0,0.124911216669183,0,0,0,0,0.0234213008985891,0,0,0,0,0.0275024879446516,0,0,0,0,0,0,0,0,0.0717042984578238,0,0,0,0.191041508752652,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,-0.0289885763050916,0,0,0.0362877716717231,0,0,0,0,0,0,0,0,0.0556683325327037,0.273659418305443,0,0,0,0,0,0,0,0,0.268284286016997,0,0,0,0.0681963733730699,-0.205023300311347,0,0,0,0,0,0.0998464771704085,0,0,0.21766919011305,0,0,0,0,0,0,-0.223913992800106,0,-0.0445786144098407,0,0,0,0,0,0,0
