,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X600547.SH,X002460.SZ,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X601600.SH,X000786.SZ,X600886.SH,X601898.SH,X600176.SH,X600426.SH,X600188.SH,X600010.SH,X600801.SH,X600111.SH,X600352.SH,X000301.SZ,X600489.SH,X601991.SH,X600795.SH,X600688.SH,X002466.SZ,X600486.SH,X600803.SH,X002353.SZ,X600027.SH,X300037.SZ,X600219.SH,X600299.SH,X000932.SZ,X601992.SH,X601168.SH,X002080.SZ,X000898.SZ,X000807.SZ,X000630.SZ,X000723.SZ,X000878.SZ,X002409.SZ,X000027.SZ,X600529.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0220533843341406,0.012306140776091,0,0,0,0,0,0,0.0368049627179563,0,0,0,0,0,0,0,0,0.00285347277446998,-0.000441079475103628,0,0,0,0,0,0,0,0,0,0.0449031950285048,0,0.0244527371031834,0,0,0.0655821826828978,0,0,0,0,0,-0.00280852666351552,-0.0288954418126366,0,0,0,-0.0041170282809992,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0160708722741651,-0.0246280161380213,0,0,0,0.00557648306578375,0,0,0.00681676329708754,0.00484420967062888,0,0,0,0.0935887054202288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054487143273634,0,0,0,0,0.0388049207990291,0.0168142266322845,0,-0.0566555465014828,0,0,0,0,0,0,0,-0.0178225452536397,0,0
X601088.SH,0,0,0,0,0,0,-0.0301783370051074,0,0,0,0,0.00185624613503259,0.0419405822078701,0,0.00741188775750507,0.0225785863256455,0,0,0,0.255896310633658,0,0,0,0,0,0,0,0,0,0,-0.0163667173650218,0,0,0,0,0,0,0,0,0,0.01501555423227,0,0.0356058025531122,0,0,0,0,0,-0.0218143966074492,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0599758217322095,0,0,0.0144979618404491,0.128600657662871,0,0,-0.0108138048475173,0,0,0,0,0,0,0.0211707089599622,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0551194222712863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021449616298429,0,0,0,0,0.0102906825732112,0,0
X600309.SH,0,0,0,0,0,0,0.304330078748724,0,0,0,0,0,0,0,0,0,0,0,0.162887424786735,0,0,0,0,0,0,0.202334677995319,0,0,0,0,0,0,0.151431087883832,0,0.128651737702938,0,0,0,0,0,0.00640300518724533,0,0,0,0,0,0,0,0,0,0,0.00340907174271296,0.0453409183211942,0,0,0,0.020461289679541,0,0
X600019.SH,0,0,0,0,0,0,0,0.0258442276361551,0.01368105287369,-0.0584564917788945,0,0,0.150232530451508,0.022698621915439,0,0,0,0,0,0,0,0,0.0660592788951016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.00364509606897043,0.0991180164538411,0,0.00690632806000055,0,0,0,0,0.0638791025425745,0.0161205719535162,0.0719729010995311,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.0107822319066397,0,0,0,0,0,0,0,0,0,0,0,0,0.0245783567428524,0,-0.0893640607312665,0,0,0.0302568309606774,0,0,0,0,0,0,0.07773766159777,0,0.0400525610487081,0,0,0,0.323216686214656,0.123028449538024,0.17266882926597,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100827859291552,0,0,0,0,0.00538797077154324,0,0
X600547.SH,0,0,0,0,0.0673169866895721,0,0.0932368241340015,0,0.0817763591093682,-0.0289391705153722,0,0,0,0,0,0,0,0,0.0147667245028349,0,0,0,0,0,-0.0304332395979843,0.579075317123297,0,0,0,0,0,0,0,0,0.0577311229897595,0.0236741735384415,0,0,0,0,0.00743500530581956,0,0,0,0,0,0,0,0,0,0,0,-0.00904422350312961,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.16112189104347,0,0,0,0,0.174214850969011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25582630518861,0,0,0.0900062329793944,0,0.334769133123213,0,0,0,0,0.186653691713965,0,0,-0.106379446020178,0,0.090191081664998,0.0277673567265152,-0.081885864662428,0,0,0,0,-0.031678626892482,0,0,0,0,-0.0506064324287574,0,0
X600660.SH,0,0,0,0,0,-0.122799346303558,0,0,0.0255383604141866,0,-0.0344530775125525,0,0.0683112832856848,-0.0712961199539629,0,0,0,0,0,0,-0.0641148368616894,0,0,0.0985459732900998,0,0,0,0,0,0,0,0.125833433363918,0,0,0.221448296518259,0,0,0,0,0,0,0,0,0,0,0,-0.0692943696407674,0,-0.0337387887576313,0,0,0,0.0609500596644082,0,0,0,0.0264032250013109,0,0
