,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600583.SH,X600309.SH,X601992.SH,X600352.SH,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X600157.SH,X600547.SH,X002353.SZ,X600489.SH,X000539.SZ,X600008.SH,X000629.SZ,X600808.SH,X600021.SH,X000027.SZ,X600660.SH,X000630.SZ,X600549.SH,X000831.SZ,X000825.SZ,X600219.SH,X600578.SH,X002470.SZ,X600315.SH,X600307.SH,X600098.SH,X000060.SZ,X601699.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.415147054479893,0,0,0,0,0,0,0,0,0,0.0599801442163144,0.216634531916031,0,0,0,0,0,0.0693762566499688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.00146576266805317,0,0,0,0,0,0,0,0,0,0,0.0279425593201609,0,0,0,0,0,0
X600028.SH,0.508424345841281,0,0,0.057489197890602,0,0,0,0,0.0358905197247238,0,0,0,0,0,0,0,0,0.106334103479973,0,0,0,-0.0383792617646421,0,4.33680868994202e-19,0,0,0,-0.0429611692171868,0.109694744703639,0.0621774156613988,0,0,0,0,0,0,0,0,0,0,0,0.0460913396391647,0,0,0,0.148221581305124,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.000709936480828829,0,0,0,0,0,0,0.434462836600016,0,0,0,0.204644041322117,0.026650004402601,0,0,0,0,0,0.025215558610916,0,0,0,-0.0738888776010877,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231014789397453,0.242331863870298,0,0,0,0.00508955502884919,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.120324719826153,0,0,0,0,0,0.102737989022657,0,0,0,0.208116072000911,0.0159129381728982,0,0,0,0,0,0.139091546090757,0,0,0,0,0,0,0,0,0.0619715826560765,0,0.147741988499123,0,0,0,0,0,0.00659818691222121,0.107972618613261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0476484182087102,0.0161601628498146,0,0,0.0791686452892456,0,0.0071066388444098,0.0747104862060107,0,0,0,0,0,0,0.115175353271785,0.28431867209418,0,0,0,0,0.0974238563608621,0,0,0.0684529758080692,0.0181961612263589,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.0384155971743312,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0387133182012746,0,0,0,0,0,0.245692776997409,0,0,0,0,0.00994249764755317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456841516800454,0.00320396217567464,0,0,0,0,0,0.0999222267783408,0,0.2167035516558,0,0,0,0.0266011362138054,0,0,0,0,0,0
X600010.SH,0,0,0,0.0349984413746306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188278350918656,0,0,-0.0302862666660108,0,0,0.521672703283929,0,0,0.093427818339038,0,0,0,0,0,0,-0.0567426330319816,0,0,0,0.00640711983271238,0.114647228337413,-2.77555756156289e-17,0,0,0,0.374794552949403,0,0,0,0,0,0,0.0451358122696386,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0162265811030235,0,0.0808872974822725,0.00416094173148304,0,0,0,0,0,0.0131214697513396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201665262116671,0,0,0.190923457264149,0,0,0,0,0,0,0.163534893504211,0,0,0,0,0,0.0606822232670523,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.391378536691786,0,0.073229422978624,0.00814450102424945,0,0.0706879921042549,0,0.273688565180593,0,0.156608648237833,0,0,0,0,0,0,0,0,0,0,0,0,0.00976686416454613,0.0803230794255496,0.108612214899555,0.0277022284351038,0,0.026031255806192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.225893299428411,0,0.239828033084847,0,0.0819246345674931,0,0,0,0.152289753057328,0,0,0,0,0,0.0161475187927488,0,0,0,0,0,0,0.0487472139345534,0,0,0.0389398154274207,0,0,0.0451523627604769,0,0,0,0.133877526995524,0,0,0,0,0,0,0,0,0.0636033367285775,0,0,0,0,0,0,0,0,0
