,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600160.SH,X600803.SH,X600489.SH,X000301.SZ,X000708.SZ,X600027.SH,X002466.SZ,X000786.SZ,X000807.SZ,X601991.SH,X600219.SH,X000983.SZ,X600176.SH,X000408.SZ,X002128.SZ,X600426.SH,X601699.SH,X000630.SZ,X601168.SH,X600096.SH,X000933.SZ,X002353.SZ,X600378.SH,X000877.SZ,X600985.SH,X600157.SH,X000883.SZ,X600352.SH,X600995.SH,X600688.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.696411604847858,0,0,0.0651433589301333,0,0,0,0.0900234762857151,0,0,0,0,0.0209693217311311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147845492142931,0,0,0,0,0,0,0,0,-0.0067419614511637,0.0142973177234661,0,0,0,-0.00303710760726343,0,0
X601088.SH,0,0,0,0,0,0.329833235985962,0,0,0,0,0.158348613348397,0,0,0,0,0,-0.0233644396098483,0,0,0.0330095550831017,0,0,0,0,0,0,0,0.0107676401992932,0.0798194332993859,0,0,0,0,0.0254618217734103,0,0,0,1.0842021724855e-19,0,0,0.0788825763544207,0,0,0,0,0,0,0,0,0,0,0.012142024055458,0.000322639241482061,0,0,0,0.0244894295556991,0,0
X600028.SH,0.270222456658223,0,0,0,0,0.0312065053852771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147436520745378,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.125313517288148,0.0159297246302627,0,0,0,0,0,0,-0.0166184784916078,0.00712198400953282,0,0,0,-0.0348847657784679,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10860961771203,8.30211314666303e-05,0,0,0,0.0521043890387328,0,0.020617049265245,0,0,0.141076640582131,0,0,0,0,0,0.126691417470181,0,-8.67361737988404e-19,0,0,0,0,0,0.0588456326882054,0,0.0455522261348238,0,0,0,0,0,0,0,0.015094452200085,0,0,0,-0.0110206416674137,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964594183527691,0.284816960883733,0,0,0,0.245096735284526,0,0,0.0268736324697353,0,0,0,-0.122023173312976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114062977305037,-1.0842021724855e-19,0,0,-0.136221762887673,0,0,0,0,-0.083794349571293,0,-0.00387628885076937,-0.00898167739196619,0,0.0662630193661738,0,-0.00554684280842991,0,0
X601898.SH,0.0334582947517426,0.600989822108563,0.129016800045258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439630784653165,0,0,0,0.163286310836212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856725365157273,0,0,0,0,0,0,0,0,0,0,0,0.0661742517361492,-0.0349227193148026,-0.0551852924985782,0,0,-0.0429538316177971,0,0
X600019.SH,0,0.183831075107354,0,0,0,0.127169532244077,0,0,0,0.1720813055143,0,0,0,0,0,0,0,0,0,0,0.0683300083054022,0,0,0,0.1213795444719,-0.00134990371672401,0.0651665586595644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540670303773712,0,0.0196149991596835,0,0,0,0,-0.00373520588351299,0,0
X600188.SH,0,0,0,0.097468069400782,0.0288528834113012,0.234646646484815,0,0,0,0,0,0,0,0,0,0,0.0902372752368563,0,0,0,0,0,0,0,0.127853512594687,6.7762635780344e-21,0,0,0,0,0,0,0,0,0.11133502473736,0,0,0,0,0,0,0,0,0,0.0459834834093185,0,0,0,0,0,0,0,0.000158427494302071,0,0,0,-0.108640848343317,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.00989419272513583,0,0,0,0,0,0,0,0.0648071952250852,-0.160868663474837,0,0,0,0,0,0.0817752819070694,0,0,0,0,0,0.0496375976846649,0,0,0,0,0,0,-0.020342769898883,0,0,0.25467307325347,0,-0.0870874805991765,0,0,0,0,0.0754568348127902,0,0.0659056063100196,-0.0288322811855561,0,0,0,0.00901562707136552,0,0
X601600.SH,0,0,0,0,0,0,0.219323913890363,0,0,0,0,0,0,0,0,0,0,0.449707067541396,0,-0.230229775110226,0.00483949450992933,0,0,0,0,0,0,0.323351270445493,0,0.229131560494852,0,0,0,0,0,0,0,0,0,0,0.102284029432768,0,0,0,0,0,0,0,0,0,-0.0334017332604837,0,0.00313270628538192,0,0,0,-0.065970499361623,0,0
