,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X000877.SZ,X002466.SZ,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X000786.SZ,X000408.SZ,X600219.SH,X600803.SH,X601991.SH,X002080.SZ,X600795.SH,X000807.SZ,X600801.SH,X600688.SH,X002353.SZ,X000825.SZ,X600352.SH,X000932.SZ,X600027.SH,X300073.SZ,X000630.SZ,X000959.SZ,X600157.SH,X600489.SH,X600516.SH,X600141.SH,X000960.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.146793261098302,0,0,0,0,0.102092994446206,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110991327349863,0,0,0,0,0,0.0894321065238977,0.0661132828406499,0.126368986540754,0,0.0691890544209125,0,0,0.0234438696052671,0,0,0,0,0,0,0,0.00233501981298408,0,0,0,0,0,0,0,0.0437050016740034,0,0
X600028.SH,0.0592662591674252,0,0,0,0,0,0,-0.0217767536261355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870553656829906,0.0672715016185088,0,0,0,0,0,-0.0360269837476509,0.000684511068175789,0,0,0,0,0,0,0.0928966596013727,0,-0.00762697319034679,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.128735726614677,0,0,0,0.0362524426361824,0,0,0,0,0,0,0,0,0,0,0,0.159485553730723,0,-0.0139208037036823,0,0,-0.0665885250580518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225811695974071,0,-4.33680868994202e-19,-0.00756507419184119,0,0,0,0.00497708427006534,0,0
X600309.SH,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0108677278433266,0,0,0.101899675064591,0,0,0,0,0.0755439037478852,0,0,0,0,0,0,0,0,0,0.0270991431278589,0,0.20569364589169,0,0.00415775543633116,0,0,0,0,0,0.0395728551058167,0,0,0,0,0,0.00489086287926708,0,0,0,0,0,0,0,0,-0.0102568598528264,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671350070059579,0.0114473187217914,0,0,0,0,0,0,-1.73472347597681e-18,0,0.102101874618375,0,0,0,0,0,0,0,0.470108031219233,0,0,0.0170991651014844,0,0,0,0,0,0.0140741042857149,0,0,-0.00412682611221405,0,0,-0.0298774479339524,0,-0.010344004166491,0,0,0,0,-0.0172281974244896,0,0
X002460.SZ,0,0,0,0,0,0,0,0.127764162056039,0,0,0,0.362614694297335,0,-0.0155822822093587,0.0549737454103282,0.108838278501852,0,0,0,0,0,0,0,0,0,-0.243913864873062,0.0392858520801351,0,0,0,0,0.235005742087792,0,0,0.0490208468899119,0,0,0,0,0,0,0.261850784256226,0,0,0,0,0,0.068026876127428,0,0,0.0706549561202928,-0.00282629956207622,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.289568279291293,0,-0.127654739996717,0,0.367462113582029,-0.0996914404290368,0,0,0,0,0.19646612212124,0,3.46944695195361e-18,0,0,0,0,0,0.125336799390691,0,0,0,0,0,0,0,0,0,0,0,-0.270441862225016,0,0,0.0715132552322206,0,0,0,0,0,0,0,-0.0416538531529129,-0.151357007821991,0,0.00505641237893938,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0502163491366682,0.0694835921770454,0,0,0.017029552759176,0,0.158122939693408,0,0,0.191046801478291,0,0.15581994283838,0,0,0,0,0,0,0,0,0.0478026715559132,0,0,0,0,0,0,0,0.098308153685313,0,0.0291362569360655,0,0,0,0,0,0,0,0,0,0,0,0.085740984484545,0.0385686226595384,0,0,0.00369612299498223,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0878969684836616,0.0381109987044599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157542215745079,0.0241473825269532,0,0,0,0.245923229736213,0.0471028568185384,0,0,0.12577978538984,0,0,0,0,0.119459753629362,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0140861127632796,0,0,0,0,0,0,0,0,0,0,-0.225563411799506,0.0352975400154595,0,0.22841252253442,0,0,0.38537542068663,0,0,0,0,0,0,0.0533025763603416,0,1.73472347597681e-18,0,0.0505082777496145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648395852970141,-6.93889390390723e-18,0.416549651581829,0,0.0365696083591567,0,0,0,0,0,0,0
