,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600362.SH,X600027.SH,X600803.SH,X601699.SH,X600426.SH,X000983.SZ,X601991.SH,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X600219.SH,X000408.SZ,X600160.SH,X000629.SZ,X300037.SZ,X000539.SZ,X600096.SH,X600688.SH,X600985.SH,X002080.SZ,X000932.SZ,X000723.SZ,X600348.SH,X600157.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.565476749688965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.10419308996745,0,0,0,0,0,0,0.0309456156710415,0.0413900418019747,0,0,0,0.0715539354304614,0,0,0,0,0.0180934409534596,0,0.135285170733475,-0.0619425187407069,0.339743279482918,0,0,0,0,0
X600028.SH,0.703024346226035,0,0,0,-0.101744019301909,0,0,0,0,-0.0856656376555959,0.0799948469822821,0.0979050800185564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185945055064397,0,0.0693362845255339,-0.0479278823217158,0,0,-0.0845506677500133,0,0,0,0,0,0,0,0,0,0,0,0.0331006467434212,0,0,0,0,0,0.0185490724435153,-0.0252679862530421,0,0,0,0,0,0
X601088.SH,0.09376551227664,0,0,0,-0.227154996536262,0,0,0,0,0,0.131248636116818,0,0,0.306898479452226,0,0,0,0,0,0,0.0374949945167374,0,0,0,0,0,0.0419398395455629,0,0,0,0,0,0,0.0611557151490372,0,0,0,0,0,0,0,0,0,0,0,0.0308958698592648,0,0,0,0,0,-0.0496731146141895,-0.00786715817563645,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.108290360454634,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241950463093164,-0.0702347405484382,0,0,0,0,0,0,0.237085980075607,0,0,0,0,0.144691175614851,0,0,0,-0.0201184010091747,0,0,0.00555825864419836,0,0,0,0,0,0,0,0,0,0,0,-0.0454400308988613,0.040892880725546,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.366179854322943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847060383628549,0,0,0.15136083519375,0,0,0.0413453811860163,0.0575384919942773,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488694026415899,0,0.415507670965788,0,0,0,-0.0195024844210757,-0.0872044672526503,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.245687864529829,0,0,0,0,0,0,0,0,0,0,0,0,0.465321196942548,0,0,0.191245570125886,0,0,-0.0277209019903736,-0.126420745775909,0.147061537380679,0,0,0,0,0,0,0,0,0,-0.00885845864314623,-0.0398493375482761,0,0,0,0.11046949436224,0,0,0,0,0,0,0,-0.0262240560693423,0,0,0,0,0,0
X600585.SH,-1.73472347597681e-18,-4.33680868994202e-19,0,0.142672511284124,-0.0129629199360335,-0.0173108321173827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391381510256634,0,0.0422774308860995,0,0,0,0,0,0,0,0,0,0.08729338199135,0,0,0,-0.017640494536023,-0.0138217546895177,0,0.0613796742490546,0.0146979118813565,0,0,0,-0.0311113407150259,0,0,0,0,0,0,-0.00330539124228015,0.0155569238341643,0,0,0,0,0,0
X600019.SH,0,0.0933734636997555,0,0,0.0481827568864883,0,0,0,0,0,0,0.00804443648251632,0,0.00909560185557153,0,0,0,0,0,0,0,0,0.080908929866688,0,0,0,0,0,0,0,0.0912612627317067,0.0491765759011945,0,0,0,0,0,0.0267906934021507,0,-0.0834879630988322,0,0,0.107054166605692,0,0,0,0,0,0,0,0,0.151367829307536,-0.0222441547980727,0,0,0,0,0,0
X002460.SZ,-0.0241043833542961,0,0,0,0,0,0,0,0,0.542836319911085,0,0,0.105155734225154,0,0,0,0,0,0,0,0.206707198095051,0,0,0,0,0,0,0,0,0,0,-0.100981617733487,0,0,0,0,0,0.020240099153545,0,0,0,0,0,0,0,0,0,0,0,-0.003552927592298,0,0.00877888118335653,-2.16840434497101e-19,0,0,0,0,0,0
X002466.SZ,0,-0.14864259658742,0,0,0.00511727374860636,0,0,0,0.374061531629344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182052740000136,0,0,0,0,0,0,0,0,0,0,-0.110916941313624,0,0,0,0,0,0.0453386506358955,0,0.181653233458436,0,0,0.0539147343949159,0,0.279440338765262,0,0,0,0,0,0.0231181107354214,0,0.392374883081503,0,0,0,0
