,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600019.SH,X600585.SH,X600111.SH,X000792.SZ,X002466.SZ,X600010.SH,X000301.SZ,X601600.SH,X600188.SH,X000708.SZ,X601898.SH,X002271.SZ,X600660.SH,X600011.SH,X600362.SH,X600547.SH,X600176.SH,X600426.SH,X600886.SH,X000825.SZ,X600219.SH,X000983.SZ,X000932.SZ,X000786.SZ,X000807.SZ,X000898.SZ,X600803.SH,X000408.SZ,X002080.SZ,X000723.SZ,X600795.SH,X300037.SZ,X600295.SH,X601991.SH,X000959.SZ,X600096.SH,X601699.SH,X600808.SH,X002326.SZ,X600801.SH,X600157.SH,X600688.SH,X600027.SH,X600399.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.00491585927533076,0,0,0,0,0,0,0.0249982803331427,0,0,0,0,0,0,0,0,0,0,0,0,0.0213412218860681,0,0.00240812453550169,0,0,0,0,-0.077390696923722,0,0,0.101910776573043,0,0,0.0259162294156863,0,0,0.0112761956874136,0.048866556660092,0,-8.67361737988404e-19,0,0,0,0,-0.0120419774645278,0,0,0,-0.0401903246815804,0,0,0,0,0,0
X600028.SH,0.212624474602745,0,0,0,0,0,0,0,0,-0.0848735630034346,0.0371309661039895,0.0626424992668155,0,0,0,0,0,0,0,0,0,0,0,0,0.0548820042212359,0,0.0317889556061249,0,0,0.0367522496877352,0,-0.00446378085432857,0,0,0,0,0,0,0,0,0.00337643068126196,0,0,0,0,0,0.0637106134316029,0,0,0,0,-0.0116761619907173,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,-0.0242692658574448,0,0,0.0866763164620564,0.0280129559233229,0,0.171378458644815,0,0,0,0,0,-0.000479519168610811,0,0.0146667478378244,0,0,0.0456251338600983,0,0.0748757238167331,0,0,0.0290643378457939,0,0,0,0,-0.0958446675859419,0,0,-0.0315482997113516,0,-2.16840434497101e-19,0,0,0,0,0.112172707106284,0,0,0.0782044901291507,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.00756993658723717,0,0,0.0602921257908102,0,0,0,0,0,0.0246246928176,0,0,0,0,0,0,0,0,0,0,0,0.026597086545291,0,0,0,0,0,0,0,0.059530395012847,0.0636194532474525,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189437258444227,0,0,0,0,-0.0438563311471319,0,0
X002460.SZ,0,0,0,0,0,0,0,0.341289465869943,0,0.108545048673672,0,0,0,0,-0.102563219763299,0,0,0,-0.00159412583048803,0,0,0,0,0,0.151737231889635,0,-0.194787870332604,0.0796201823409399,0,0.199744914527707,0,0,0,0,0.065131389016906,0,0,0.224966622726041,0,0,0,0,0,0.120261660688123,-0.141780667712788,0,0,0,0,0,0,0.0143182846769796,0,0,0,0,-0.0512273998353193,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.127874418082675,0,0,0.0142311543794029,0.0375449081603976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401461080076143,0,0,0,0,0,-0.0251461415070638,0,0,0,-0.0157178574887897,0,0.0960736900770334,-0.00626349599468595,0,0,0,0,0,0,0,-0.0434675620507071,0,0,0,0,-0.177301502046848,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.061012316249035,0,0,-0.0634924135181247,-0.0861989744850045,0,0.0337650600443087,0,0,0,0,0,0,0,0,0.125409123185955,0,0,0.00398725683897179,0,0,0,0,1.73472347597681e-18,-0.00642949728456706,0,-0.00986575182304384,0,0,0,0,0,0,0,0.700082040409968,0,0,0,0,-0.062541101503465,0,0.00199010920521056,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0522969695788548,-0.154731741016116,0,0,0,0,0.352078676944446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221770594692698,0,0,0,0.537421916415485,0,0,0,0,0.0126617509585897,0,0.0117432217644461,0,0,0,0,0.327744942520017,0,0,0,0.013144133734308,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04159861146792,0,-0.046823800160239,0,0,0,0,0,0,0,0,-0.164182748102088,0,0.142958663636324,0,0,0,0,0,0.168158860976193,0,-0.333745854646354,0,0,0.187966684137946,0,0,0,0,0,0.036470164754509,0.0512366124032576,0,0,0,0,0,0,0.0267666715617398,0.081964884622162,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.308385396570943,0,0,0.33494256256637,0,0,0,0,0.253199403405912,0,-0.073249408956085,0,0,0,0.0133041332539508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132292078965284,0,0,0,-0.0417171104970189,0,0,0,0,-0.00794718008478384,0,0.152597652282619,0,0,0,0,0,0,0,-0.0102676986261568,0,0,0,0,0,0,0
