,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600188.SH,X600688.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X002460.SZ,X000709.SZ,X600426.SH,X600299.SH,X601158.SH,X600612.SH,X000883.SZ,X002466.SZ,X000629.SZ,X600219.SH,X000027.SZ,X000630.SZ,X600315.SH,X002353.SZ,X600583.SH,X601699.SH,X000553.SZ,X600985.SH,X000401.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094500965989535,0.0222515254529783,-0.0175961599026601,0,0,0.0308654416458683,0,0,0,0,0,0.0328933023535954,0.0198515043501971,0.000958976843245576,0,0,0.0529260155680577,0,0,0,0.0393627089175455,0.0977219653474641,0,0,0,0,0.0136270159570002,0.0938283126748744,0,0,0,0,0,0,-0.0086649017548045,0.0137110809007262,0,0,0,0,0,0
X600028.SH,0,0,0.0216056445938115,0,0.0702517934917009,0,0,0,0,0,0,0,0,0,0,0,0.0469126089439977,0,0.014687302199961,-0.0435699562782069,0,0,0,0.056017204391164,0,0.0522576294168441,0,0,0.00257614551631929,0,0,0,0,0.0462737361537821,0,0,0,0,0,0,0,0,0,0.0277988212788078,0,0,0,0,0,0,0,-0.0249422667746164,0.0216796593133473,0,0.0155950481609751,0,0,0,0
X601088.SH,0,0,0,0.134766554108341,0.0200909587539819,0,0,0,0,0,0,0,0,0,0,0,0.152723476901417,0,0.0461322464155281,-0.0582410701616751,0,0.0388575756175827,0,0,0,0,0.0643273693147853,0,0,0,0,0,0,0.0102940281372623,0,0,0.099206331798591,0,0.0952722559477106,0,0,0,0,-0.139837665793965,0,0,0,0,0,0,0,0,0.0317196627184443,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482076732925194,0,0,0.407314227405495,0,0,0,0,0.270583751012809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361734309405237,0,0,-0.00319396103492061,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0358726336670483,0,0.346750396273519,0,0,0,0,0,0,0,0,0,0,0,0,0.271370720761523,0.00757016476563153,0,0,0.0370252045814915,0,0.0804311183799961,0,0.0387178627746229,0,0,0,0,0,-0.013004870659154,0,0,0,0,0,0,0,-0.0850056071460687,0,0,0.132447065643845,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0571672293967033,0,0,-0.0699968522557369,0,0,0,0,0.139073737425809,0,0,0,0,0,0.0753621846507349,0,0,0,0.0253440392234991,0,0,0,0,0.00737173839908853,0,0,0,0,0,0,0,0,0,0,0.0896939098552889,0,0,0,0,0,0,0,0.0640473583830976,0,0,0,0,-0.0122708386138378,0.00241901651429309,0,0,0,0.0866620891139552,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.202701769257148,0,0,0,0,0,0,0,0,-0.200757657409182,0,0,0.714662688611729,0,0,0,0,0,0,0,0,0,0,0.034038627714332,0.113221621307119,-0.0143425922584043,0,0,0.0335315074613888,0,-0.341851835790062,-0.0363899947081279,0,0,0,0,0,0,0,-0.0404337492812915,0.019886525206145,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0804414083364083,0,0,0,0,0,0,0,0,0,0,0,-0.10068045250066,0,0.353537930307479,0,-0.0077380556461284,0,0,0,0,0,0,0,0,0,0,0,0.0894657873337035,0,0,0.0724897295425028,0.126440230531764,0,0,0,0,0,0,0,0,-0.194118521184781,0,0,0.211348221251805,-0.0131178355127162,0,0,0,0,0.183461906704646,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242448567242419,0,0,0.113901987411575,0,0,0,0,0.207924109609481,0,0.0899820120976508,0.0207758429393296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300417595277829,0.0427631631541948,0,0,0,0.00439601394992228,0,0,0,0,0.0399827018367902,0,0
X600886.SH,0,0,0,0.0668468108684614,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0452899189158305,0,0,0,0,0.0533272764127832,0,-0.0138767985104732,0.114263569409843,0,0,0,-0.215895886846854,0.44072725992552,0,0,0,0,0.162668004873563,0,0,0,0,0,0,0.0321019296902347,0.00914640994390237,0,0,0,0,0,0,0,0.0170032465927811,-0.0161808571467393,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0317798650539063,0,0,0,0,0,0,0,0.0398548305072695,0,0,0.162217093474274,0,0.0609013736971968,0,0,0.0543757876463641,0,0,0,0,0,0,0,0.101818245696675,0,0.220391137728055,0,0,0,0,-4.33680868994202e-19,0,0,0.021478873988062,0,0,0,0,0,0,0.0192808508567158,0,0,0,0.0113389186051328,-0.00228960717802,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0451705436059992,0,0,0,0,0,0.0712671805242453,0.111229971426738,0.00207388131089191,0,0,0,0,0,0.0649100715266084,0,0,0.00520690257938427,0,0,0.0798873411798649,0,0.198000693646477,0,0,0,0,0,0,0,0,0,0,0.131586203021647,0,0.0241808764912683,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0261740753088944,0,0,0,0,0,0,0.184801680439875,0,0.0162144785652577,0,0,0,0.00183981250624505,0,0,0,0.0159886953375858,0,0,0,0.00739932014186076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877517252441096,0.109702562978577,0,0,0,0.00907785495705658,-0.0197446441853246,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013170644333841,0,0,0,0,0.0365670618557238,0.276927526343186,0,0,0,0.0318732939090722,0,0.0458722304509677,0,0,0,0,0,0,0,0.0935691463554931,0,0,0.0137162831111404,0,0,0,0,0,0,0,0,0,0,0.00582905736169608,0,0,0,0,0.0679865905452347,0,0
