,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X600027.SH,X000898.SZ,X002466.SZ,X600111.SH,X600516.SH,X600352.SH,X002460.SZ,X600176.SH,X000709.SZ,X000990.SZ,X000786.SZ,X600299.SH,X002271.SZ,X600219.SH,X000629.SZ,X600801.SH,X600808.SH,X601158.SH,X000825.SZ,X600489.SH,X000553.SZ,X000883.SZ,X600157.SH,X000723.SZ,X002110.SZ,X000630.SZ,X600985.SH,X600339.SH,X600583.SH,X000539.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0828982256796819,0,0,0,0.0290059663673534,0,0,0.0671751885092567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195674446530694,0,0,0,0.0413201002714551,0,0,0,0,0,0,0,0,0,0,0,0,0.000779179024607262,0,0,0,0.0492826203357231,0.0962433920425892,0.0719175684851195,0,0,0,-0.00655430244819308,0.014496792754783,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0304725964141401,0,0,0.223706327991478,0,0,0,0,0,0,0,0,0,0,0,0,0.105670661622666,0,0,0,0,-0.066042539608947,0.337634049502987,0,0,0,0,0,0,0,0,0,-0.0370803732296418,0,0,0,0.0744931268146155,0,0,0,0,0,0.0399542844335649,0,0,0.0479427188434646,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.106889259497354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00935871263796349,0,0,0,0,0.120401141725782,0,0.021045278185991,0.0837545312945384,0.0206968600397274,0,0,0,0,0,0,0,0,0,0,0,0.108446989126194,0,0,0,0,0,0,0,0,0,0.0276711326166768,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267766028017611,0,0.0364336454942232,0,0,0.517136865087534,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0452203070549359,0,0,-0.0145191265144411,0.0183244778870543,0,0,0,0.0316932569356184,0,0
X600019.SH,0,0,0,0,0,0.0404827695357256,0,0,0.0756199044913439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105051072718171,0,0,0,0.0862557705852536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569613432930563,0,0.241620503096269,0,0,0,0,0,0,0,0.0021649471090166,0.0074414024368919,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503774799059564,0,0.105574557044613,0,0,0.352473685295758,0,0,0,0,0,0,0,0.0931721285812367,0,0,0,0,0,0,0,0,-0.0312989633733838,0.069335459797408,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455670445328401,0,0,0.586827201765875,0,0,0,-0.129579688837626,0,0,0,0,0,0.0873858252000762,0.0181230540862953,0,0,0,0,0,0,-0.0947156404946085,0,0,0,0,0.0620122328366856,-0.0707998347507634,0,0,0,0,0,0,0,0.00324463947915751,0.0127087611947805,0,0,0,-0.0120741674375367,0,0
X600010.SH,0,0.0829767243500477,0,0,0,0,0,0,0,0,0,0,0.00108343368918088,0,0,0.166622296158507,0,0,0.0106516938759526,0.130072468347364,0,0,0.289362755942361,0,0,0,0,0,-0.0629640492523945,0,0,0,0.311584550204408,0.0839298967966829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138313761649074,-0.0060318715865517,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146503469184424,0,0,0,0,0,-8.67361737988404e-19,0.200358309860266,0,0,0.0402991616160436,0,0,0,0,0,0,0.0293232480056966,0.0289741576319203,0,0,0,0,0,0,0,0,0.00952986096190293,0,0,0.00387886068788663,0.0948726716405575,0,0,0.17040440977474,0,-0.0308126315475199,0,0,0,0,0,0,0
X600547.SH,0,-0.046115017778647,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0949914073813864,0,0,-0.0311434180833291,0,0,0.0458894956874971,0,0,0,0,0.03069466178721,-0.0195249446704465,0,0,0,0.948564220141779,0,0,0.0229773974173989,0,0,0,-0.0765844428483969,-0.00462543426429028,0,0.0208270284552842,0,-0.0716789405442949,0,6.93889390390723e-18,0,0,0,0,-0.0281289944317204,0
