,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X601898.SH,X600010.SH,X600688.SH,X600660.SH,X601991.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600547.SH,X002466.SZ,X600027.SH,X600516.SH,X601992.SH,X600176.SH,X002460.SZ,X600111.SH,X600299.SH,X000629.SZ,X000709.SZ,X300072.SZ,X000825.SZ,X600808.SH,X600352.SH,X000553.SZ,X600339.SH,X600801.SH,X600583.SH,X002110.SZ,X000786.SZ,X600426.SH,X601158.SH,X000301.SZ,X000883.SZ,X600219.SH,X000932.SZ,X000792.SZ,X000408.SZ,X601699.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.100944464525673,0.0374196502548354,0,0,-0.125402838535361,0.0843308239742688,0,0,0,0,0.115516393304681,0,0,0,0,0,0,0,-0.0761260870071368,0,0,0,0,0,0,0,-0.0072924147116792,0,0,0,0.00566057658424599,0,0,0.194285256234903,0,0,0,0,0.0324535955329524,0,0.0911073487673792,0,0,0,0,0,0,0,-0.0722174146115422,0.0249301559295809,0.0248236294678355,0,0,0,0,0,0
X600028.SH,0,0,0.0811133416478006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340471701634843,0,0,0,0,0,0,0,0,0,0,0.0571093419517317,0,0.126715219432817,0,0.130715493786662,0,0,0,0,0,0.0644793456949893,0,0.0476037093066821,0,0,0.000670608195688073,-0.0117241126881446,0,0,0,0,0,0
X601088.SH,0,0.0874848630478562,0,0,0,0,0,0.0530607457009978,0,0,0,0,0.0491084622785639,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272562911294883,0,0,0,0,0,0,0,0,0.0469098685684639,0,0,0,0,0,0,0,0,0.0156660869698858,0,0.0200616840474915,0.360898046940866,0.121400839506789,0,-0.00540399309235881,-0.0224527453925187,0,-0.04897414787088,0,0,0,0
X600585.SH,0,0,0,0,0.162295097094657,-0.020783328515877,0,0,0,0,0,0,-0.103995597976809,0,0,0,0,0,0,0,0,0,0,0.0967705728089188,0,0,0,0.0107487995513005,0,0,0,0,0,0,0,0.380007172869404,0.084189561430011,0,0.264055067820065,0,0,-0.0384657672677813,0,0,0,0,0,0,0,0,-0.019374867603495,-0.0362350222788009,0,0,0,0,0,0
X600019.SH,0,0,0.0333926921808079,0,0,0,-0.0712401810021494,0,0,0,0,0,0,0,0,0,0.0317324709688192,0.316076500108966,0,0,0,0,0,0.0162661423039779,0,0,0,0,0,0,0,0,0,0,0,0.0736925992964401,0,0.130010703769556,0,0,0,0,0,0,0.237250783452389,0,0,0,0,0,0.00193187058990615,-0.0110621043106588,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0515770579977918,0,0,0.25185769510036,0,0,0,0,0,0,0,0,0.0988101831045892,0,0,0,0.0916880857006389,0,0,0,0.10410171288206,0.254850636057031,0,0,0,0,0,0,0,0,0,0,0.00971127155111761,-0.002067900818766,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.067250735379162,0,0,0,0,0,0,0,0,0.785084810660412,0,0,0,0,0,0,-0.0118830040066727,0,0,0,0,0.0427313425313249,0.0715448531962301,0,0.0270600781763303,0,0,0,0,0,0,0,0,0,0,0,-0.0549365078221802,-0.14217324521963,0,0.0072490233610149,0.0205541705094188,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.246734540727126,0,0,0,0,0,0,0,0,0.0326679425855108,0,0,0.0704099071399264,0,0,0,0,0,0,0,0,0.029647714608015,0,-0.0538709187196097,0,0,0,0,0,0.0461314420186607,0,0,0,0.0210101706501884,0,0.293219632849072,0,0,-0.00704764882910085,-0.00303712155797663,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280840724764081,0,0,0,0.13463594674199,0,0,0,0.1372664603704,0.117143236221514,0,0,0,0,0,0,0,0.0458359205278864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798992672956789,0.0825691606622877,0,0,0,0,0.000952652438025639,0,0,0,0,0,0,0
X600688.SH,0,0.238163902570059,0,0,0.07923846152049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667279798543615,0,0,0,0,0.023903389303562,0,0.00914395045048069,0.0326212144586876,0,0.0650929523777169,0,0,0,0,0,0,0,0,0,0,0.0121799088725535,-0.00059881024040998,0,0,0,0,0,0
